,date,y_rate
0,20181001,-0.004788566376897009
1,20181002,0.0025114492539518394
2,20181004,-0.00955010072371857
3,20181005,0.0008359933120535035
4,20181008,0.0037794914865999845
5,20181010,-0.006671749904689287
6,20181011,0.005479560058343517
7,20181012,0.005215437695578914
8,20181015,-0.004140951622536333
9,20181016,-0.0019879925251481056
10,20181017,0.003045765594715399
11,20181018,0.00019834186203340076
12,20181019,-0.004701627486437613
13,20181022,0.0
14,20181023,-0.007187637263906081
15,20181024,-0.0029069767441860465
16,20181025,-0.0007498750208298617
17,20181026,-0.0057975815802550935
18,20181029,0.004911014103425117
19,20181030,0.004974912832723871
20,20181031,-0.005131440588853838
21,20181101,0.0007545271629778672
22,20181102,0.005451972698518395
23,20181105,-0.010324002285154656
24,20181106,-0.001103211571463594
25,20181107,0.0011015462445432662
26,20181108,0.0021790888180460836
27,20181109,0.0023584905660377358
28,20181112,0.006510899575555281
29,20181113,-0.00840893086450437
30,20181114,-0.003162477410875637
31,20181116,-0.0010971149939049166
32,20181119,0.000937512737944809
33,20181120,0.003167160250082264
34,20181121,-0.002456388692285274
35,20181122,0.0012798282553050946
36,20181123,-0.0011167638664846755
37,20181126,0.003569205229300685
38,20181127,-0.0025774250296608436
39,20181128,-0.004019162065605716
40,20181129,-0.0023567947591275865
41,20181130,-0.0003629178595911125
42,20181203,-0.0009250693802035153
43,20181204,-0.002898550724637681
44,20181205,0.0031636468219729654
45,20181206,-0.0014760752798392719
46,20181207,0.0011134479772361746
47,20181210,-0.0012970168612191958
48,20181211,-0.005075508590922328
49,20181212,0.006198776885634647
50,20181213,0.0005772481754834453
51,20181214,-0.010547484199294098
52,20181217,0.00020774472328402858
53,20181218,0.004136547862783604
54,20181219,0.0014976910596164246
55,20181220,-0.0035845281760586863
56,20181221,0.000754242614707731
57,20181224,-0.0020539906103286387
58,20181226,0.002286004572009144
59,20181227,0.0
60,20181228,0.003925335115045726
61,20190103,-0.004176686495380332
62,20190104,-0.00038350093744673596
63,20190107,0.006762397729170145
64,20190108,0.0018746094563632577
65,20190109,0.007310552260005013
66,20190110,0.0007391286494477067
67,20190111,-0.002210849539406346
68,20190114,-0.0007371007371007371
69,20190115,0.009076720880565138
70,20190116,0.00036384217335058217
71,20190117,-0.0012847277982977357
72,20190118,-0.0018364739699776428
73,20190121,-0.004274857504749842
74,20190122,-0.003779890979986472
75,20190123,0.0037766171153073525
76,20190124,0.003225164244475413
77,20190125,0.004446543107858183
78,20190128,-0.001199411901261317
79,20190129,-0.0022531271851448996
80,20190130,0.0013904445560233285
81,20190131,-0.007518228871510068
82,20190201,0.0017120681783594582
83,20190207,-0.00444613338400152
84,20190208,-0.0012294924501479233
85,20190211,-0.0010464710670129065
86,20190212,0.006461347984214192
87,20190213,-0.0012261006168818728
88,20190214,-0.0018823710191694517
89,20190215,-0.003580679567271065
90,20190218,0.0018738766300814562
91,20190219,-0.004511048245278691
92,20190220,-0.0001523171242526941
93,20190221,-0.001711221812374035
94,20190222,-0.0005315513706431772
95,20190225,-0.0022222222222222222
96,20190226,0.0003403675970047651
97,20190227,-0.000340316115858731
98,20190228,-0.0030680656035756222
99,20190304,0.0
100,20190305,-0.0005428881650380022
101,20190306,-0.0008570315543435917
102,20190307,0.002109539807797484
103,20190308,0.0007080481472740147
104,20190311,-0.003766254360926102
105,20190312,0.0023241156542976446
106,20190313,-0.002126821583300512
107,20190314,-0.001419390450656468
108,20190315,0.006397346285985073
109,20190318,0.0010507063081293536
110,20190319,-0.0007005799244930525
111,20190320,-0.005122990888115443
112,20190321,0.01209175738724728
113,20190322,0.0
114,20190325,-0.0019166079949933506
115,20190326,-0.000157121533506167
116,20190327,-0.004809208451592557
117,20190328,-0.00197870909018956
118,20190329,-0.0003557874762808349
119,20190401,0.005831017884397135
120,20190402,0.0033308803594252296
121,20190403,0.002085666834034993
122,20190404,0.0004954457105834826
123,20190405,0.002397716460513796
124,20190408,-0.0030664395229982964
125,20190409,0.0005325623858794887
126,20190410,0.001373678788110047
127,20190411,-0.0005289206241263364
128,20190412,-0.0008347245409015025
129,20190415,0.0023752969121140144
130,20190416,0.0020747670602436906
131,20190417,-0.0001499981250234372
132,20190418,-0.0008252682121689549
133,20190419,0.0010261867659914104
134,20190422,0.004156339370829361
135,20190423,-0.00068660360085444
136,20190424,-0.004816078877512325
137,20190425,0.0012331406551059731
138,20190426,-0.002982299856694682
139,20190429,0.0014292336217552534
140,20190430,-0.0036493575610126966
141,20190502,0.005490708032560283
142,20190503,-0.0031634714334718146
143,20190507,-0.0031792803970223326
144,20190508,0.0057692307692307696
145,20190509,-0.0035957164074103026
146,20190510,-0.0038702469776164066
147,20190513,0.003306851635278461
148,20190514,0.0011463664278403276
149,20190515,-0.0018598633404762867
150,20190516,-0.0033565189259139438
151,20190517,-0.0011414129061187886
152,20190520,0.0022598405785191882
153,20190521,0.007154605263157894
154,20190522,-0.006937925968248786
155,20190523,-0.005062464276965787
156,20190524,-0.0009439382746449971
157,20190527,0.005277044854881266
158,20190528,-0.0003704923431582414
159,20190529,-0.012860676009892828
160,20190530,0.00303370319577775
161,20190531,-0.0024811843519973536
162,20190603,0.007413543176641127
163,20190604,0.0007733952049497294
164,20190605,-0.0016552949251079979
165,20190607,0.0
166,20190610,0.0016595830803481076
167,20190611,0.00441962312668247
168,20190612,0.0025526483726866626
169,20190613,-0.0003614748172543979
170,20190614,0.0
171,20190617,0.002423752777216724
172,20190618,0.0031484620973601355
173,20190619,0.0016272424194316557
174,20190620,-0.0010698577485438046
175,20190621,-0.002724150183584034
176,20190624,0.0012663738177213187
177,20190625,0.0019790223629527013
178,20190626,0.001427495142551251
179,20190627,-0.0007494477753234458
180,20190628,0.0
181,20190701,-0.00661118456871743
182,20190702,0.0025180988353792886
183,20190703,0.0008673026886383347
184,20190704,0.003627521326636371
185,20190705,0.0009100261137928306
186,20190708,-0.0071459938520499824
187,20190709,0.0029865203002663655
188,20190710,0.003919825426331528
189,20190711,0.005182179729241152
190,20190712,0.00019990404605789222
191,20190715,0.0007193669570777716
192,20190716,-0.0005174747233500517
193,20190717,-0.005148878422607169
194,20190718,0.0
195,20190719,0.0011174076143347434
196,20190722,0.0030952380952380953
197,20190723,0.0019747235387045812
198,20190724,-0.000157952930026852
199,20190725,-0.0020230067433558113
200,20190726,0.0011208967173738991
201,20190729,-0.002200088003520141
202,20190730,-0.0016543598434410685
203,20190731,0.0027949933163203306
204,20190801,0.003775288276088473
205,20190802,0.0
206,20190805,-0.0051456552410988465
207,20190806,0.007514251166004491
208,20190807,-0.0002140136112656765
209,20190808,-0.004100286165805322
210,20190809,0.0013637913399249914
211,20190812,0.0005531679502999873
212,20190813,-0.0009821504825348023
213,20190814,0.0027222458528285837
214,20190816,-0.005878062384691294
215,20190819,-0.002721782767712852
216,20190820,0.0009786817582230543
217,20190821,0.0008017554223985146
218,20190822,-0.003653466593877294
219,20190823,-0.00021275690396153356
220,20190826,0.0007770343190157565
221,20190827,0.0029551586791725557
222,20190828,-0.0011543394613082515
223,20190829,-0.0017415682609803755
224,20190830,0.0058583800305654615
225,20190902,-0.00021045542554087043
226,20190903,0.003113560819623848
227,20190904,0.0037097930104127144
228,20190905,0.0053449347420758235
229,20190906,-0.003391769850026562
230,20190909,0.006538351518123493
231,20190910,0.0022320522706059005
232,20190911,0.0016534258176392304
233,20190916,-0.004599264117741161
234,20190917,-0.0007605780393098755
235,20190918,-0.0009193380765848589
236,20190919,0.010086914919065465
237,20190920,0.0012665241826961134
238,20190923,0.0032731287956463445
239,20190924,-0.002358027117311849
240,20190925,-0.002905036705531347
241,20190926,0.0007111251580278129
242,20190927,-0.0028934955804827776
243,20190930,0.0007214718024770532
244,20191001,0.005122503276019537
245,20191002,-0.002908366533864542
246,20191004,0.0007292763957539907
247,20191007,-0.00016155088852988692
248,20191008,0.006504787685346047
249,20191010,-0.0038758125075699463
