,date,y_rate
0,20181001,0.0011787240312361867
1,20181002,-0.00014773230905599054
2,20181004,-0.00619264343803626
3,20181005,-0.001709986320109439
4,20181008,0.0008780636787050469
5,20181010,-0.0010293556995806328
6,20181011,0.0029960184491662394
7,20181012,0.003249618871860708
8,20181015,-0.0035835158271949035
9,20181016,0.0005168780565385074
10,20181017,0.003203987184051264
11,20181018,-0.0014280614066404856
12,20181019,0.00020092425155716296
13,20181022,-0.0016401312104968398
14,20181023,-0.0010781455895859122
15,20181024,-0.002180232558139535
16,20181025,0.0
17,20181026,-0.007661089945337088
18,20181029,-0.00037777031564808594
19,20181030,-0.0013606599200612296
20,20181031,-0.003028391167192429
21,20181101,0.005491281019450033
22,20181102,0.002996504078574996
23,20181105,-0.004611115645148127
24,20181106,-0.004412846285854376
25,20181107,0.0011015462445432662
26,20181108,0.00492312658891893
27,20181109,0.001097918022121015
28,20181112,0.0029669922116454446
29,20181113,-0.004142330475125306
30,20181114,-0.001642845408247084
31,20181116,-0.002559934985778139
32,20181119,0.0038723352219459505
33,20181120,0.0014807502467917078
34,20181121,0.0001665348265956118
35,20181122,-0.0013211130377342912
36,20181123,0.0018612731108077925
37,20181126,0.0030296742062668604
38,20181127,-0.003313832180992513
39,20181128,-0.002923026956804157
40,20181129,-0.00035951106495166576
41,20181130,-0.001975886124440502
42,20181203,-0.0029360897719502878
43,20181204,-0.000925925925925926
44,20181205,0.0025884383088869713
45,20181206,-0.002788142195251958
46,20181207,0.0014845973029815663
47,20181210,0.0009623028325174679
48,20181211,-0.0033698048841369556
49,20181212,0.0011232682947123185
50,20181213,0.002638848802210036
51,20181214,-0.0025855700566362965
52,20181217,0.00058168522519528
53,20181218,0.0017131157815568462
54,20181219,-0.0017057037067853725
55,20181220,-0.004334778259419807
56,20181221,0.0011313639220615964
57,20181224,-0.0015090543259557343
58,20181226,0.0035983405300143933
59,20181227,-0.0020907380305247754
60,20181228,0.00467699503069278
61,20190103,-0.002868835168544066
62,20190104,-0.0005539457985341742
63,20190107,0.004883953915511771
64,20190108,0.0009581337221412205
65,20190109,0.0018798562954298605
66,20190110,0.00221738594834312
67,20190111,-0.0009416581371545548
68,20190114,-0.0009009009009009009
69,20190115,0.0003696402168555939
70,20190116,-0.0007276843467011643
71,20190117,-0.0009233981050264976
72,20190118,-0.0003992334717342702
73,20190121,-0.005541481950601647
74,20190122,-0.00015915330442048303
75,20190123,0.0016070711128967456
76,20190124,0.003065896874377862
77,20190125,0.004092393656789832
