date,kodex_open,sp500_closing,PER,KR_10Y,kodex_volume,Dividend_Yield
2020-03-31,21291.0,2584.59,13.43,1.55,12785725,2.63
2020-03-30,22371.0,2626.65,13.18,1.56,17146082,2.68
2020-03-27,21877.0,2541.47,13.25,1.532,19817680,2.66
2020-03-26,21319.0,2630.07,13.0,1.499,17896984,2.71
2020-03-25,19482.0,2475.56,13.2,1.662,38308153,2.67
2020-03-24,18678.0,2447.33,12.49,1.701,20628219,2.82
2020-03-23,19228.0,2237.4,11.44,1.709,24335454,3.08
2020-03-20,20622.0,2304.92,12.11,1.613,43341512,2.91
2020-03-19,21347.0,2409.39,11.3,1.655,63721008,3.12
2020-03-18,21028.0,2398.1,12.23,1.498,30648562,2.88
2020-03-17,22805.0,2529.19,12.86,1.442,51188188,2.74
2020-03-16,21444.0,2386.13,13.21,1.524,43506870,2.67
2020-03-13,23876.0,2711.02,13.64,1.568,36585514,2.58
2020-03-12,24754.0,2480.64,14.04,1.386,29733515,2.51
2020-03-11,24615.0,2741.38,14.57,1.372,20337155,2.42
2020-03-10,24929.0,2882.23,15.0,1.353,24495822,2.35
2020-03-09,25922.0,2746.56,14.92,1.298,15422887,2.36
2020-03-06,26194.0,2972.37,15.6,1.37,10757214,2.26
2020-03-05,25261.0,3023.94,15.95,1.332,8262003,2.21
2020-03-04,25912.0,3130.12,15.77,1.3,6784579,2.24
2020-03-03,25229.0,3003.37,15.4,1.369,10161025,2.29
2020-03-02,25561.0,3090.23,15.33,1.371,15446627,2.3
2020-02-28,26203.0,2954.22,15.2,1.334,23360907,2.32
2020-02-27,26212.0,2978.76,15.71,1.443,14079932,2.24
2020-02-26,26295.0,3116.39,15.87,1.393,10999833,2.22
2020-02-25,26877.0,3128.21,16.11,1.423,14039423,2.19
2020-02-24,27348.0,3225.89,15.93,1.415,14088969,2.21
2020-02-21,28059.0,3337.75,16.58,1.442,9835486,2.13
2020-02-20,27976.0,3373.23,16.82,1.506,6393860,2.1
2020-02-19,28068.0,3386.15,16.91,1.559,8052106,2.09
2020-02-18,28077.0,3370.29,16.88,1.561,9002856,2.09
2020-02-14,28262.0,3380.16,17.18,1.652,8328274,2.05
2020-02-13,27934.0,3373.94,17.06,1.612,8300694,2.07
2020-02-12,27787.0,3379.45,17.09,1.612,7161993,2.06
2020-02-11,27528.0,3357.75,16.96,1.603,8155748,2.08
2020-02-10,28022.0,3352.09,16.79,1.605,5504517,2.1
2020-02-07,27565.0,3327.71,16.9,1.602,6681794,2.09
2020-02-06,27413.0,3345.78,17.04,1.634,8364502,2.07
2020-02-05,26683.0,3334.69,16.55,1.601,9605502,2.13
2020-02-04,26351.0,3297.59,16.48,1.626,17512973,2.14
2020-02-03,27117.0,3248.92,16.16,1.546,8771040,2.18
2020-01-31,27417.0,3225.52,16.13,1.555,7068787,2.19
2020-01-30,27482.0,3283.66,16.34,1.55,8959889,2.16
2020-01-29,27560.0,3273.4,16.66,1.586,3220343,2.12
2020-01-28,28408.0,3276.24,16.59,1.603,8855133,2.13
2020-01-23,28159.0,3325.54,17.13,1.705,6093021,2.06
2020-01-22,28514.0,3321.75,17.34,1.723,6586487,2.03
2020-01-21,28404.0,3320.79,17.12,1.688,6532095,2.06
2020-01-17,27975.0,3329.62,17.18,1.745,13035436,2.05
2020-01-16,28076.0,3316.81,17.16,1.7,7053931,2.06
2020-01-15,28155.0,3289.29,16.98,1.691,5299105,2.08
2020-01-14,27722.0,3283.15,17.08,1.716,6480995,2.06
2020-01-13,27496.0,3288.13,17.01,1.732,5813780,2.07
2020-01-10,27417.0,3265.35,16.83,1.706,11184446,2.1
2020-01-09,27012.0,3274.7,16.68,1.688,4961398,2.11
2020-01-08,27127.0,3253.05,16.4,1.628,6933679,2.15
2020-01-07,26966.0,3237.18,16.5,1.616,6003617,2.14
2020-01-06,27399.0,3246.28,16.34,1.537,6251408,2.16
2020-01-03,27625.0,3234.85,16.47,1.552,8610674,2.14
2019-12-30,27265.0,3221.29,16.64,1.687,8229939,2.12
2019-12-27,27035.0,3240.02,16.73,1.685,6022047,2.11
2019-12-26,27233.0,3239.91,16.66,1.644,4520286,2.12
2019-12-24,27330.0,3223.38,16.6,1.631,6004211,2.12
2019-12-23,27256.0,3224.01,16.71,1.642,7873037,2.11
2019-12-20,27228.0,3221.22,16.73,1.676,8019414,2.11
2019-12-19,27173.0,3205.37,16.68,1.656,7464074,2.11
2019-12-18,26873.0,3191.14,16.67,1.607,7284152,2.12
2019-12-17,26777.0,3192.52,16.68,1.606,11470596,2.11
2019-12-16,26698.0,3191.45,16.42,1.615,5797097,2.15
2019-12-13,26049.0,3168.8,16.44,1.648,8093482,2.15
2019-12-12,25786.0,3168.57,16.16,1.621,7761971,2.18
2019-12-11,25588.0,3141.63,15.88,1.621,6295247,2.22
2019-12-10,25680.0,3132.52,15.83,1.611,6461426,2.23
2019-12-09,25357.0,3135.96,15.76,1.669,8290866,2.24
2019-12-06,25449.0,3145.91,15.67,1.678,8256150,2.25
2019-12-05,25316.0,3117.43,15.49,1.662,6051800,2.28
2019-12-04,25394.0,3112.76,15.54,1.66,5327607,2.27
2019-12-03,25694.0,3093.2,15.65,1.737,4342743,2.25
2019-12-02,26035.0,3113.87,12.96,1.682,6858833,2.24
2019-11-29,26145.0,3140.98,12.93,1.627,5639288,2.25
2019-11-27,26118.0,3153.63,13.21,1.672,5219649,2.2
2019-11-26,25933.0,3140.52,13.17,1.71,5846602,2.21
2019-11-25,25684.0,3133.64,13.18,1.726,5830579,2.2
2019-11-22,26007.0,3110.29,13.05,1.684,5599152,2.23
2019-11-21,26242.0,3103.54,13.0,1.667,7337527,2.24
2019-11-20,26357.0,3108.46,13.18,1.673,6114974,2.2
2019-11-19,26496.0,3120.18,13.37,1.737,4805877,2.17
2019-11-18,26214.0,3122.03,13.41,1.782,5486463,2.17
2019-11-15,26067.0,3120.46,13.42,1.787,6249434,2.17
2019-11-13,25993.0,3094.04,13.14,1.792,5277125,2.21
2019-11-12,26113.0,3091.84,13.25,1.842,6899251,2.19
2019-11-11,26353.0,3087.01,13.12,1.785,7397120,2.22
2019-11-08,26214.0,3093.08,13.22,1.805,5756080,2.2
2019-11-07,26233.0,3085.18,13.28,1.814,6651715,2.19
2019-11-06,26085.0,3076.78,13.29,1.825,11024396,2.19
2019-11-05,25929.0,3074.62,13.28,1.817,6037002,2.19
2019-11-04,25482.0,3078.27,13.19,1.824,5853438,2.2
2019-11-01,25532.0,3066.91,13.0,1.731,7002000,2.24
2019-10-31,25620.0,3037.56,12.88,1.728,9654073,2.26
2019-10-30,25749.0,3046.77,12.87,1.759,10263346,2.26
2019-10-29,25661.0,3036.89,12.96,1.783,5997174,2.24
2019-10-28,25601.0,3039.42,12.97,1.764,4455067,2.24
2019-10-25,25560.0,3022.55,12.94,1.671,5589539,2.25
2019-10-24,25560.0,3010.29,12.92,1.638,6162096,2.25
2019-10-23,25381.0,3004.52,12.9,1.656,5322160,2.25
2019-10-22,25160.0,2995.99,12.96,1.659,6288447,2.24
2019-10-21,25450.0,3006.72,12.79,1.659,4483744,2.27
2019-10-18,25500.0,2986.2,12.74,1.586,6718467,2.28
2019-10-17,25477.0,2997.95,12.87,1.576,5195450,2.26
2019-10-16,25257.0,2989.69,12.91,1.53,5936923,2.25
2019-10-15,25321.0,2995.68,12.81,1.493,4176522,2.27
2019-10-14,25068.0,2966.15,12.81,1.489,5617597,2.27
2019-10-11,24769.0,2970.27,12.67,1.493,6138482,2.29
2019-10-10,24751.0,2938.13,12.56,1.457,7587470,2.31
2019-10-08,24760.0,2893.06,12.68,1.433,4944434,2.29
2019-10-07,24682.0,2938.79,12.5,1.38,4092391,2.32
2019-10-04,25100.0,2952.01,12.49,1.373,6000813,2.33
2019-10-02,25183.0,2887.61,12.54,1.497,5636080,2.32
2019-10-01,24949.0,2940.25,12.82,1.499,2502684,2.27
2019-09-30,25229.0,2976.74,12.78,1.456,4749084,2.27
2019-09-27,25312.0,2961.79,12.67,1.439,3819717,2.29
2019-09-26,25473.0,2977.62,12.84,1.432,5628563,2.26
2019-09-25,25445.0,2984.87,12.81,1.424,6269103,2.27
2019-09-24,25358.0,2966.6,12.98,1.458,5809021,2.24
2019-09-23,25266.0,2991.78,12.92,1.462,4391623,2.25
2019-09-20,25082.0,2992.07,12.91,1.455,5684156,2.25
2019-09-19,25018.0,3006.79,12.84,1.462,5513663,2.26
2019-09-18,24981.0,3006.73,12.75,1.469,4507275,2.28
2019-09-17,25004.0,3005.7,12.68,1.501,6540929,2.29
2019-09-16,24797.0,2997.96,12.7,1.536,4154415,2.29
2019-09-11,24641.0,3000.93,12.64,1.396,4544710,2.3
2019-09-10,24471.0,2979.39,12.55,1.376,4429303,2.32
2019-09-09,24471.0,2978.43,12.48,1.352,3986255,2.33
2019-09-06,24135.0,2978.71,12.4,1.382,7384763,2.34
2019-09-05,23721.0,2976.0,12.35,1.372,6856412,2.35
2019-09-04,23767.0,2937.78,12.22,1.352,4787551,2.38
2019-09-03,23556.0,2906.27,10.28,1.333,6016237,2.41
2019-08-30,23542.0,2926.46,10.31,1.273,5476131,2.4
2019-08-29,23390.0,2924.58,10.13,1.248,5937929,2.45
2019-08-28,23349.0,2887.94,10.18,1.246,3748273,2.44
2019-08-27,23165.0,2869.16,10.09,1.235,3946921,2.46
2019-08-26,23501.0,2878.38,10.04,1.19,4157389,2.47
2019-08-23,23813.0,2847.11,10.2,1.263,5780941,2.43
2019-08-22,23698.0,2922.95,10.2,1.229,5603484,2.43
2019-08-21,23501.0,2924.43,10.29,1.277,7387598,2.41
2019-08-20,23514.0,2900.51,10.28,1.198,5553186,2.41
2019-08-19,23307.0,2923.65,10.16,1.184,4828557,2.44
2019-08-16,23510.0,2888.68,10.11,1.172,5396161,2.45
2019-08-14,23418.0,2840.6,10.15,1.233,8894681,2.44
2019-08-13,23501.0,2926.32,10.07,1.23,5694995,2.46
2019-08-12,23464.0,2883.75,10.17,1.286,5847312,2.44
2019-08-09,23413.0,2918.65,10.15,1.289,5715482,2.44
2019-08-08,23363.0,2938.09,10.05,1.269,6569779,2.47
2019-08-07,23156.0,2883.98,10.03,1.251,7506674,2.47
2019-08-06,24098.0,2881.77,10.09,1.256,13253350,2.46
2019-08-05,24232.0,2844.74,10.24,1.252,17263302,2.42
2019-08-02,24369.0,2932.05,10.47,1.352,7582062,2.37
2019-08-01,24687.0,2953.56,10.58,1.405,4297594,2.34
2019-07-31,24783.0,2980.38,10.61,1.391,4974874,2.34
2019-07-30,24999.0,3013.18,10.71,1.406,6904037,2.31
2019-07-29,24980.0,3020.97,10.66,1.408,3631903,2.33
2019-07-26,25210.0,3025.86,10.84,1.424,2263983,2.29
2019-07-25,25324.0,3003.67,10.87,1.433,5198979,2.28
2019-07-24,25320.0,3019.56,10.88,1.466,4472974,2.28
2019-07-23,25200.0,3005.47,10.99,1.47,4283897,2.26
2019-07-22,25058.0,2985.03,10.93,1.465,4425326,2.27
2019-07-19,24934.0,2976.61,10.93,1.454,5037142,2.27
2019-07-18,25054.0,2995.11,10.78,1.47,5057529,2.3
2019-07-17,25122.0,2984.42,10.81,1.548,4522313,2.29
2019-07-16,25022.0,3004.04,10.91,1.574,4737366,2.27
2019-07-15,25012.0,3014.3,10.86,1.581,2171161,2.28
2019-07-12,24893.0,3013.77,10.86,1.571,3231854,2.28
2019-07-11,24746.0,2999.91,10.82,1.547,4736707,2.29
2019-07-10,24778.0,2993.07,10.7,1.561,4628480,2.32
2019-07-09,25049.0,2979.63,10.66,1.537,6132903,2.33
2019-07-08,25274.0,2975.95,10.69,1.535,5828038,2.32
2019-07-05,25366.0,2990.41,10.92,1.532,5067653,2.27
2019-07-03,25416.0,2995.82,10.84,1.534,5296611,2.29
2019-07-02,25714.0,2973.01,10.99,1.588,6812608,2.26
2019-07-01,25586.0,2964.33,11.04,1.604,6094206,2.25
2019-06-28,25352.0,2941.76,11.05,1.597,6043584,2.24
2019-06-27,25219.0,2924.92,11.06,1.615,8870891,2.24
2019-06-26,25265.0,2913.78,10.97,1.608,10221800,2.26
2019-06-25,25269.0,2917.38,10.96,1.584,7207241,2.26
2019-06-24,25329.0,2945.35,10.97,1.563,4589591,2.26
2019-06-21,25237.0,2950.46,10.97,1.57,5129459,2.26
2019-06-20,25196.0,2954.18,10.99,1.543,6519266,2.26
2019-06-19,24774.0,2926.46,10.96,1.602,4932385,2.26
2019-06-18,24755.0,2917.75,10.8,1.614,4566678,2.29
2019-06-17,24783.0,2889.67,10.75,1.621,3266563,2.31
2019-06-14,24898.0,2886.98,10.77,1.592,5755967,2.3
2019-06-13,25072.0,2891.64,10.67,1.612,6755152,2.31
2019-06-12,24889.0,2879.84,10.73,1.598,2487914,2.3
2019-06-11,24705.0,2885.72,10.75,1.68,1860656,2.29
2019-06-10,24567.0,2886.73,10.7,1.657,4652827,2.3
2019-06-07,24769.0,2873.34,10.55,1.635,4155891,2.33
2019-06-05,24567.0,2826.15,10.54,1.654,5612943,2.34
2019-06-04,24145.0,2803.27,10.53,1.684,7183662,2.34
2019-06-03,24182.0,2744.45,10.55,1.691,4828263,2.34
2019-05-31,24063.0,2752.06,9.24,1.682,9427397,2.4
2019-05-30,24260.0,2788.86,9.24,1.741,6321681,2.4
2019-05-29,24292.0,2783.02,9.15,1.742,6132331,2.42
2019-05-28,24366.0,2802.39,9.26,1.796,5182241,2.39
2019-05-24,24494.0,2826.06,9.25,1.791,5261723,2.39
2019-05-23,24503.0,2822.24,9.33,1.809,4767501,2.37
2019-05-22,24320.0,2856.27,9.33,1.83,5901094,2.37
2019-05-21,24338.0,2864.36,9.32,1.829,9244543,2.38
2019-05-20,24531.0,2840.23,9.28,1.847,4463039,2.39
2019-05-17,24728.0,2859.53,9.26,1.82,6288328,2.39
2019-05-16,24733.0,2876.32,9.31,1.82,12645436,2.38
2019-05-15,24425.0,2850.96,9.44,1.865,8448107,2.34
2019-05-14,24797.0,2834.41,9.41,1.869,13932932,2.35
2019-05-13,25063.0,2811.87,9.41,1.874,6784276,2.35
2019-05-10,25586.0,2881.4,9.53,1.872,10897074,2.32
2019-05-09,25480.0,2870.72,9.49,1.862,10663560,2.33
2019-05-08,25792.0,2879.42,9.81,1.876,5168917,2.25
2019-05-07,26237.0,2884.05,9.86,1.885,6575038,2.25
2019-05-03,26044.0,2945.64,9.94,1.9,4401113,2.23
2019-05-02,26306.0,2917.52,10.02,1.885,3423091,2.21
2019-04-30,25888.0,2945.83,9.34,1.845,12659048,1.82
2019-04-29,25819.0,2943.03,9.4,1.863,4246530,1.81
2019-04-26,25950.0,2939.88,9.22,1.876,3323065,1.85
2019-04-25,26370.0,2926.17,9.27,1.879,2262842,1.84
2019-04-24,26216.0,2927.25,9.3,1.912,7625806,1.83
2019-04-23,26225.0,2933.68,9.39,1.923,10330084,1.81
2019-04-22,26658.0,2907.97,9.37,1.929,4665532,1.82
2019-04-18,26667.0,2905.03,9.37,1.892,6763740,1.82
2019-04-17,26509.0,2900.45,9.52,1.948,16102859,1.79
2019-04-16,26523.0,2907.06,9.53,1.932,4975324,1.79
2019-04-15,26356.0,2905.58,9.49,1.927,9043187,1.8
2019-04-12,26469.0,2907.41,9.45,1.881,7502526,1.8
2019-04-11,26207.0,2888.32,9.42,1.866,5977092,1.81
2019-04-10,26288.0,2888.21,9.44,1.871,7417398,1.81
2019-04-09,26415.0,2878.2,9.4,1.874,6736677,1.81
2019-04-08,26275.0,2895.77,9.39,1.867,7823147,1.81
2019-04-05,26239.0,2892.74,9.4,1.892,5412321,1.81
2019-04-04,25891.0,2879.39,9.38,1.877,8354346,1.82
2019-04-03,25819.0,2873.4,9.36,1.889,5516439,1.82
2019-04-02,25553.0,2867.24,9.23,1.857,6331846,1.85
2019-04-01,25296.0,2867.19,9.19,1.864,5532041,1.85
2019-03-29,25269.0,2834.4,9.06,1.833,7693686,1.88
2019-03-28,25368.0,2815.44,9.02,1.81,5132749,1.89
2019-03-27,25458.0,2805.37,9.09,1.845,6220305,1.87
2019-03-26,25566.0,2818.46,9.1,1.905,6962186,1.87
2019-03-25,25977.0,2798.36,9.09,1.886,5055863,1.87
2019-03-22,25720.0,2800.71,9.28,1.934,9822811,1.84
2019-03-21,25571.0,2854.88,9.26,1.932,13107013,1.84
2019-03-20,25693.0,2824.23,9.18,1.978,12264636,1.86
2019-03-19,25697.0,2832.57,9.18,1.979,6174693,1.86
2019-03-18,25323.0,2832.94,9.18,1.994,12107618,1.86
2019-03-15,25363.0,2822.48,9.18,1.988,6523598,1.86
2019-03-14,25390.0,2808.48,9.08,1.977,5359041,1.88
2019-03-13,25386.0,2810.92,9.05,1.966,12914179,1.88
2019-03-12,25224.0,2791.52,9.11,1.993,10321857,1.87
2019-03-11,25422.0,2783.3,9.02,1.985,18621227,1.89
2019-03-08,25598.0,2743.07,9.02,1.973,8208365,1.89
2019-03-07,25670.0,2748.93,9.15,2.003,9612344,1.86
2019-03-06,25788.0,2771.45,9.18,2.021,5573941,1.86
2019-03-05,26176.0,2789.65,9.2,2.03,5613091,1.85
2019-03-04,26401.0,2792.81,9.27,2.027,5844769,1.84
2019-02-28,26446.0,2784.49,9.31,1.987,6400140,1.83
2019-02-27,26442.0,2792.38,9.47,1.985,3944204,1.8
2019-02-26,26550.0,2793.9,9.45,2.004,8100387,1.81
2019-02-25,26338.0,2796.11,9.48,2.011,4869335,1.8
2019-02-22,26297.0,2792.67,9.47,2.009,2823408,1.8
2019-02-21,26261.0,2774.88,9.46,2.009,5437811,1.8
2019-02-20,26158.0,2784.7,9.46,1.992,7286271,1.8
2019-02-19,26252.0,2779.76,9.34,1.996,5352186,1.83
2019-02-15,26031.0,2775.6,9.31,1.961,4637479,1.83
2019-02-14,26099.0,2745.73,9.46,1.995,5481642,1.8
2019-02-13,25846.0,2753.03,9.35,1.986,4511903,1.83
2019-02-12,25801.0,2744.73,9.24,1.977,10643289,1.85
2019-02-11,26027.0,2709.8,9.19,1.944,7649022,1.86
2019-02-08,26315.0,2707.88,9.17,1.966,6945797,1.87
2019-02-07,26284.0,2706.05,9.3,1.995,5993237,1.84
2019-02-01,26469.0,2706.53,9.31,1.983,8722301,1.84
2019-01-31,25891.0,2704.1,9.31,2.002,8102861,1.84
2019-01-30,25742.0,2681.05,9.34,2.056,9301447,1.84
2019-01-29,25846.0,2640.0,9.22,2.031,6019276,1.86
2019-01-28,25413.0,2643.85,9.17,2.021,8282159,1.87
2019-01-25,25115.0,2664.76,9.18,2.006,7902114,1.87
2019-01-24,24890.0,2642.33,9.01,1.993,6380861,1.9
2019-01-23,25133.0,2638.7,8.92,1.983,4453571,1.92
2019-01-22,25048.0,2632.9,8.88,1.999,5704166,1.93
2019-01-18,24908.0,2670.71,8.92,2.004,6277502,1.92
2019-01-17,24736.0,2635.96,8.86,1.974,5369502,1.93
2019-01-16,24348.0,2616.1,8.84,1.982,7310275,1.94
2019-01-15,24420.0,2610.3,8.79,1.968,5257597,1.95
2019-01-14,24425.0,2582.61,8.63,1.975,3929712,1.98
2019-01-11,24353.0,2596.26,8.7,1.99,5600484,1.97
2019-01-10,23938.0,2596.64,8.65,1.968,6565136,1.98
2019-01-09,24005.0,2584.96,8.65,1.987,5832363,1.98
2019-01-08,23956.0,2574.41,8.46,1.993,5175422,2.03
2019-01-07,23468.0,2549.69,8.52,1.975,6316492,2.01
2019-01-04,23703.0,2531.94,8.4,1.98,11392836,2.04
2019-01-03,23947.0,2447.89,8.33,1.951,6259903,2.06
2018-12-28,23915.0,2485.74,8.53,1.937,4806196,2.01
2018-12-27,23622.0,2488.83,8.49,1.943,9621635,2.02
2018-12-26,23856.0,2467.7,8.5,1.95,7606016,2.01
2018-12-24,23865.0,2351.1,8.62,1.99,15763776,1.99
2018-12-21,23992.0,2416.62,8.64,1.97,10890653,1.98
2018-12-20,24037.0,2467.42,8.63,1.931,10973759,1.99
2018-12-19,23933.0,2506.96,8.71,1.938,10213862,1.97
2018-12-18,24068.0,2546.16,8.64,1.983,7399989,1.98
2018-12-17,24366.0,2545.94,8.68,2.004,10580893,1.97
2018-12-14,24253.0,2599.95,8.65,2.002,13399370,1.98
2018-12-13,24037.0,2650.54,8.74,2.017,17339671,1.96
2018-12-12,24037.0,2651.07,8.71,2.01,13629954,1.96
2018-12-11,23901.0,2636.78,8.82,1.98,19593498,1.95
2018-12-10,24249.0,2637.72,8.84,1.978,12892110,1.95
2018-12-07,24389.0,2633.08,8.94,1.982,8633289,1.93
2018-12-06,24840.0,2695.95,9.06,1.982,9941742,1.93
2018-12-04,24863.0,2700.06,9.27,2.102,8436110,1.89
2018-12-03,24799.0,2790.37,9.37,2.129,6123730,1.87
2018-11-30,25034.0,2760.17,9.2,2.105,5960302,1.91
2018-11-29,24632.0,2737.76,9.3,2.112,4159385,1.89
2018-11-28,24443.0,2743.79,9.27,2.156,5375118,1.89
2018-11-27,24095.0,2682.17,9.23,2.15,6329101,1.9
2018-11-26,24177.0,2673.45,9.15,2.166,6533264,1.92
2018-11-23,24019.0,2632.56,9.03,2.169,5355671,1.94
2018-11-21,24312.0,2649.93,9.1,2.207,6155289,1.93
2018-11-20,24533.0,2641.89,9.14,2.206,8576773,1.92
2018-11-19,24610.0,2690.73,9.24,2.202,4855480,1.9
2018-11-16,24348.0,2736.27,9.21,2.22,5115513,1.9
2018-11-14,24141.0,2701.58,9.12,2.193,5338642,1.92
2018-11-13,24267.0,2722.18,9.15,2.218,8421051,1.92
2018-11-12,24592.0,2726.22,9.21,2.21,4395815,1.9
2018-11-09,24781.0,2781.01,9.2,2.237,8757400,1.91
2018-11-08,24511.0,2806.83,9.23,2.259,6464726,1.9
2018-11-07,24474.0,2813.89,9.17,2.265,6954743,1.91
2018-11-06,24506.0,2755.45,9.21,2.293,6594082,1.9
2018-11-05,24028.0,2738.31,9.16,2.287,7205396,1.91
2018-11-02,23856.0,2723.06,9.24,2.285,6670641,1.9
2018-11-01,23775.0,2740.37,8.92,2.252,5320230,1.97
2018-10-31,23518.0,2711.74,8.95,2.241,6402751,1.96
2018-10-30,23824.0,2682.63,8.9,2.22,8321543,1.97
2018-10-29,24148.0,2641.25,8.82,2.179,5507047,1.99
2018-10-26,24004.0,2658.69,8.91,2.244,8549773,1.97
2018-10-25,24768.0,2705.57,9.05,2.265,12132779,1.94
2018-10-24,25043.0,2656.1,9.2,2.31,12566395,1.91
2018-10-23,24998.0,2740.69,9.24,2.307,8786787,1.9
2018-10-22,24885.0,2755.88,9.48,2.344,3765867,1.85
2018-10-19,25209.0,2767.78,9.45,2.319,4866237,1.86
2018-10-18,25281.0,2768.78,9.41,2.292,5555492,1.86
2018-10-17,25151.0,2809.21,9.5,2.341,4688056,1.85
2018-10-16,25115.0,2809.92,9.39,2.381,3786609,1.87
2018-10-15,24926.0,2750.79,9.4,2.38,4609711,1.87
2018-10-12,25367.0,2767.13,9.47,2.4,18470549,1.85
2018-10-11,26230.0,2728.37,9.33,2.358,13064175,1.88
2018-10-10,26194.0,2785.68,9.76,2.413,7158341,1.8
2018-10-08,26316.0,2884.43,9.83,2.455,5286714,1.78
2018-10-05,26806.0,2885.57,9.87,2.455,8808307,1.78
2018-10-04,27076.0,2901.61,9.89,2.446,8133088,1.77
2018-10-02,27148.0,2923.43,10.05,2.369,5084354,1.74
