,date,open,high,low,close,volume
17471,201908300925,23721,23749,23703,23740,17601
17472,201908300930,23740,23744,23726,23730,16489
17473,201908300935,23730,23740,23712,23740,33348
17474,201908300940,23740,23749,23730,23730,122574
17475,201908300945,23730,23735,23698,23703,35671
17476,201908300950,23694,23717,23694,23703,17638
17477,201908300955,23703,23730,23703,23721,67113
17478,201908301000,23726,23740,23721,23740,47688
17544,201909020905,23758,23790,23744,23767,58693
17545,201909020910,23763,23776,23749,23767,38967
17546,201909020915,23763,23772,23749,23763,46360
17547,201909020920,23763,23772,23749,23753,19332
17548,201909020925,23749,23767,23749,23753,37219
17549,201909020930,23753,23758,23730,23744,7779
17550,201909020935,23740,23772,23740,23772,7782
17551,201909020940,23772,23772,23749,23749,20939
17552,201909020945,23744,23758,23740,23753,26892
17553,201909020950,23753,23763,23744,23753,47047
17554,201909020955,23753,23772,23753,23763,20189
17555,201909021000,23758,23772,23749,23772,50257
17621,201909030905,23767,23781,23763,23776,55622
17622,201909030910,23776,23795,23763,23790,67173
17623,201909030915,23790,23809,23776,23809,29777
17624,201909030920,23809,23813,23790,23804,36608
17625,201909030925,23799,23822,23795,23818,11087
17626,201909030930,23822,23827,23809,23818,82076
17627,201909030935,23822,23836,23818,23836,19709
17628,201909030940,23836,23845,23822,23845,9223
17629,201909030945,23841,23850,23836,23845,30948
17630,201909030950,23841,23859,23832,23855,70765
17631,201909030955,23855,23868,23845,23868,70126
17632,201909031000,23873,23873,23855,23859,77240
17698,201909040905,23721,23744,23698,23740,55114
17699,201909040910,23740,23827,23730,23822,71210
17700,201909040915,23822,23841,23809,23809,59140
17701,201909040920,23813,23836,23799,23822,38150
17702,201909040925,23832,23836,23813,23818,27264
17703,201909040930,23818,23836,23813,23818,22734
17704,201909040935,23827,23832,23804,23804,9809
17705,201909040940,23799,23827,23799,23818,68630
17706,201909040945,23822,23827,23809,23809,27920
17707,201909040950,23809,23813,23799,23809,13426
17708,201909040955,23809,23822,23804,23818,12627
17709,201909041000,23818,23822,23809,23813,18681
17775,201909050905,24135,24195,24121,24186,163242
17776,201909050910,24186,24232,24172,24222,182236
17777,201909050915,24222,24227,24190,24195,40660
17778,201909050920,24195,24204,24172,24172,72708
17779,201909050925,24172,24190,24172,24190,21160
17780,201909050930,24186,24213,24181,24204,44961
17781,201909050935,24204,24222,24199,24222,100400
17782,201909050940,24227,24232,24209,24232,224991
17783,201909050945,24232,24287,24218,24268,115399
17784,201909050950,24264,24287,24259,24273,33730
17785,201909050955,24273,24319,24273,24314,160663
17786,201909051000,24314,24328,24296,24296,85809
17852,201909060905,24471,24480,24448,24475,87646
17853,201909060910,24471,24475,24434,24438,39932
17854,201909060915,24438,24443,24425,24429,37963
17855,201909060920,24429,24434,24406,24420,24276
17856,201909060925,24411,24434,24411,24420,53829
17857,201909060930,24420,24434,24406,24425,33086
17858,201909060935,24425,24425,24392,24397,26629
17859,201909060940,24402,24406,24356,24365,49951
17860,201909060945,24365,24388,24356,24383,95420
17861,201909060950,24388,24402,24369,24397,72705
17862,201909060955,24402,24420,24397,24415,60434
17863,201909061000,24415,24420,24397,24402,31455
17929,201909090905,24471,24484,24461,24466,78995
17930,201909090910,24471,24544,24461,24540,39992
17931,201909090915,24535,24608,24530,24595,185486
17932,201909090920,24595,24618,24585,24599,40481
17933,201909090925,24608,24608,24572,24585,58283
17934,201909090930,24581,24608,24572,24599,50204
17935,201909090935,24599,24613,24581,24608,54729
17936,201909090940,24608,24654,24599,24641,70331
17937,201909090945,24636,24650,24627,24631,65759
17938,201909090950,24631,24659,24627,24659,35858
17939,201909090955,24654,24654,24631,24636,24081
17940,201909091000,24636,24645,24627,24641,21658
18006,201909100905,24641,24664,24627,24627,149046
18007,201909100910,24627,24668,24618,24659,111085
18008,201909100915,24654,24664,24650,24659,33741
18009,201909100920,24659,24668,24645,24668,29274
18010,201909100925,24668,24668,24631,24641,132638
18011,201909100930,24641,24677,24636,24668,130197
18012,201909100935,24664,24691,24664,24682,68016
18013,201909100940,24687,24710,24677,24696,69659
18014,201909100945,24700,24714,24691,24696,28312
18015,201909100950,24696,24705,24696,24696,34473
18016,201909100955,24696,24700,24682,24682,11709
18017,201909101000,24682,24705,24682,24700,85563
18083,201909110905,24797,24930,24788,24926,64167
18084,201909110910,24926,24935,24884,24898,19518
18085,201909110915,24898,24903,24866,24871,89790
18086,201909110920,24866,24871,24857,24866,14165
18087,201909110925,24866,24875,24852,24866,47220
18088,201909110930,24861,24884,24861,24880,34664
18089,201909110935,24875,24880,24852,24861,29835
18090,201909110940,24866,24871,24857,24857,10562
18091,201909110945,24861,24861,24834,24838,18146
18092,201909110950,24838,24866,24834,24861,39591
18093,201909110955,24861,24866,24852,24857,21525
18094,201909111000,24857,24875,24857,24871,26624
18160,201909160905,25004,25008,24861,24871,104568
18161,201909160910,24880,24912,24866,24866,97573
18162,201909160915,24866,24884,24857,24866,49600
18163,201909160920,24871,24889,24838,24852,62449
18164,201909160925,24852,24852,24820,24829,47055
18165,201909160930,24829,24838,24802,24806,112880
18166,201909160935,24806,24880,24806,24875,89373
18167,201909160940,24871,24889,24866,24875,48172
18168,201909160945,24884,24898,24880,24889,67335
18169,201909160950,24889,24889,24861,24884,40776
18170,201909160955,24880,24903,24880,24903,27900
18171,201909161000,24907,24930,24898,24921,53487
18237,201909170905,24981,24985,24944,24944,92967
18238,201909170910,24944,24949,24916,24921,83289
18239,201909170915,24926,24939,24912,24935,40956
18240,201909170920,24939,24949,24930,24935,214467
18241,201909170925,24935,24935,24898,24912,90888
18242,201909170930,24912,24935,24907,24935,144800
18243,201909170935,24935,24944,24912,24935,70126
18244,201909170940,24939,24967,24939,24958,59956
18245,201909170945,24962,24976,24958,24962,83304
18246,201909170950,24962,24981,24962,24972,105587
18247,201909170955,24976,24990,24976,24985,235252
18248,201909171000,24985,24995,24981,24985,51125
18314,201909180905,25018,25027,24985,24990,116742
18315,201909180910,24985,25004,24981,24985,42355
18316,201909180915,24981,24985,24935,24939,47435
18317,201909180920,24939,24949,24935,24939,33370
18318,201909180925,24935,24972,24935,24958,35612
18319,201909180930,24958,24962,24944,24944,22439
18320,201909180935,24949,25027,24949,25022,73435
18321,201909180940,25022,25022,24985,24990,39285
18322,201909180945,24985,25004,24985,24995,40294
18323,201909180950,24995,25004,24990,24999,59916
18324,201909180955,24999,25004,24985,24995,30372
18325,201909181000,24995,24999,24981,24985,79357
18391,201909190905,25082,25202,25082,25197,68249
18392,201909190910,25197,25284,25192,25270,148553
18393,201909190915,25266,25293,25238,25238,179934
18394,201909190920,25243,25257,25234,25247,112757
18395,201909190925,25247,25307,25247,25303,150768
18396,201909190930,25307,25326,25293,25321,74578
18397,201909190935,25321,25335,25303,25307,160067
18398,201909190940,25307,25362,25307,25353,246367
18399,201909190945,25353,25358,25335,25335,133868
18400,201909190950,25335,25385,25335,25385,55846
18401,201909190955,25385,25385,25339,25339,104988
18402,201909191000,25339,25353,25330,25339,88642
18468,201909200905,25266,25303,25247,25284,89830
18469,201909200910,25284,25307,25284,25303,56893
18470,201909200915,25298,25307,25284,25284,82512
18471,201909200920,25289,25293,25247,25257,119741
18472,201909200925,25257,25266,25243,25257,89762
18473,201909200930,25257,25266,25252,25266,48424
18474,201909200935,25261,25266,25229,25229,22172
18475,201909200940,25229,25289,25229,25284,51707
18476,201909200945,25284,25293,25275,25293,41207
18477,201909200950,25298,25316,25284,25303,66301
18478,201909200955,25307,25321,25307,25307,15627
18479,201909201000,25307,25307,25275,25289,25873
18545,201909230905,25358,25427,25358,25427,110884
18546,201909230910,25427,25431,25390,25399,57801
18547,201909230915,25399,25399,25367,25376,38587
18548,201909230920,25372,25390,25358,25358,56297
18549,201909230925,25358,25404,25358,25395,47808
18550,201909230930,25390,25422,25390,25422,39669
18551,201909230935,25422,25431,25418,25422,47056
18552,201909230940,25422,25436,25418,25418,19126
18553,201909230945,25418,25450,25408,25441,55742
18554,201909230950,25441,25459,25436,25454,49522
18555,201909230955,25450,25464,25450,25459,19025
18556,201909231000,25464,25473,25422,25427,127156
18622,201909240905,25445,25464,25431,25454,84756
18623,201909240910,25459,25477,25445,25464,31375
18624,201909240915,25468,25468,25450,25454,24286
18625,201909240920,25454,25459,25431,25431,30166
18626,201909240925,25431,25445,25427,25436,321935
18627,201909240930,25441,25441,25376,25385,90159
18628,201909240935,25385,25399,25372,25390,69187
18629,201909240940,25395,25399,25367,25376,190473
18630,201909240945,25376,25390,25358,25376,37623
18631,201909240950,25385,25408,25381,25381,48007
18632,201909240955,25381,25408,25381,25399,49210
18633,201909241000,25399,25408,25399,25404,9998
18699,201909250905,25473,25487,25459,25477,71456
18700,201909250910,25477,25482,25395,25399,85789
18701,201909250915,25399,25445,25399,25436,39525
18702,201909250920,25431,25445,25422,25431,15828
18703,201909250925,25427,25441,25418,25422,26924
18704,201909250930,25422,25422,25381,25385,51824
18705,201909250935,25385,25408,25385,25395,23117
18706,201909250940,25395,25399,25372,25381,83379
18707,201909250945,25376,25404,25372,25395,27337
18708,201909250950,25399,25399,25358,25358,74018
18709,201909250955,25358,25372,25339,25362,68478
18710,201909251000,25353,25385,25349,25381,76113
18776,201909260905,25312,25376,25307,25349,305355
18777,201909260910,25349,25367,25330,25339,52015
18778,201909260915,25335,25358,25326,25326,21338
18779,201909260920,25326,25330,25307,25321,35623
18780,201909260925,25316,25321,25307,25321,12062
18781,201909260930,25321,25330,25307,25321,39274
18782,201909260935,25321,25339,25321,25330,39023
18783,201909260940,25330,25335,25321,25326,22217
18784,201909260945,25321,25335,25321,25335,29635
18785,201909260950,25330,25353,25330,25344,17530
18786,201909260955,25344,25349,25339,25349,10920
18787,201909261000,25344,25381,25344,25372,41109
18853,201909270905,25229,25234,25165,25169,129923
18854,201909270910,25169,25174,25133,25137,62935
18855,201909270915,25133,25165,25123,25156,42991
18856,201909270920,25156,25174,25156,25169,14232
18857,201909270925,25169,25169,25133,25137,107105
18858,201909270930,25142,25151,25133,25137,32964
18859,201909270935,25137,25160,25137,25137,20256
18860,201909270940,25137,25146,25128,25137,18459
18861,201909270945,25133,25156,25128,25156,8427
18862,201909270950,25156,25156,25133,25133,22261
18863,201909270955,25128,25133,25100,25114,38428
18864,201909271000,25114,25119,25100,25105,19320
18930,201909300905,24949,24962,24903,24953,139150
18931,201909300910,24958,24962,24935,24935,46393
18932,201909300915,24939,24962,24930,24953,47598
18933,201909300920,24962,25018,24958,25013,177146
18934,201909300925,25018,25041,24995,24995,45076
18935,201909300930,24995,24995,24967,24976,10115
18936,201909300935,24981,24990,24958,24962,49429
18937,201909300940,24962,24999,24962,24999,16138
18938,201909300945,24995,24995,24958,24962,14399
18939,201909300950,24967,24972,24949,24967,26557
18940,201909300955,24972,24972,24958,24962,4119
18941,201909301000,24967,24981,24958,24976,15326
19007,201910010905,25183,25197,25165,25169,96121
19008,201910010910,25165,25197,25160,25192,56264
19009,201910010915,25183,25192,25179,25188,16331
19010,201910010920,25183,25197,25169,25192,16070
19011,201910010925,25188,25188,25165,25169,20687
19012,201910010930,25169,25179,25156,25160,15633
19013,201910010935,25160,25192,25160,25192,25092
19014,201910010940,25197,25275,25197,25266,81881
19015,201910010945,25270,25316,25270,25316,137177
19016,201910010950,25312,25335,25303,25321,226217
19017,201910010955,25321,25339,25307,25330,45460
19018,201910011000,25330,25339,25298,25316,30733
19084,201910020905,25100,25100,25041,25059,118187
19085,201910020910,25064,25064,25013,25059,42917
19086,201910020915,25054,25073,25013,25059,24433
19087,201910020920,25064,25073,25022,25022,16580
19088,201910020925,25022,25036,25008,25036,60316
19089,201910020930,25036,25059,25031,25050,34180
19090,201910020935,25054,25068,25050,25054,21517
19091,201910020940,25059,25064,25027,25031,183333
19092,201910020945,25036,25050,24999,25031,151502
19093,201910020950,25027,25031,25008,25008,33756
19094,201910020955,25013,25036,25013,25027,23808
19095,201910021000,25027,25045,25013,25018,25815
19161,201910040905,24682,24820,24654,24806,192218
19162,201910040910,24811,24811,24760,24802,125526
19163,201910040915,24806,24820,24797,24815,50030
19164,201910040920,24815,24815,24774,24806,41250
19165,201910040925,24811,24811,24733,24742,24811
19166,201910040930,24746,24765,24705,24714,69277
19167,201910040935,24714,24751,24714,24714,39823
19168,201910040940,24719,24719,24691,24696,31239
19169,201910040945,24691,24719,24668,24696,29326
19170,201910040950,24700,24714,24673,24705,49140
19171,201910040955,24705,24733,24696,24733,15775
19172,201910041000,24728,24742,24719,24728,39622
19238,201910070905,24760,24861,24760,24838,58996
19239,201910070910,24838,24843,24774,24820,63698
19240,201910070915,24811,24820,24788,24806,46663
19241,201910070920,24806,24838,24797,24829,125416
19242,201910070925,24820,24820,24779,24779,29196
19243,201910070930,24779,24783,24751,24769,73178
19244,201910070935,24765,24788,24751,24751,93849
19245,201910070940,24746,24756,24728,24751,55555
19246,201910070945,24742,24756,24728,24756,9763
19247,201910070950,24756,24765,24737,24737,5714
19248,201910070955,24733,24733,24691,24705,55191
19249,201910071000,24700,24700,24664,24668,51765
19315,201910080905,24751,24834,24751,24765,145457
19316,201910080910,24774,24811,24742,24756,84921
19317,201910080915,24760,24797,24737,24760,46098
19318,201910080920,24769,24797,24760,24797,72822
19319,201910080925,24802,24829,24797,24825,49298
19320,201910080930,24829,24838,24811,24820,66014
19321,201910080935,24825,24857,24820,24848,83850
19322,201910080940,24852,24871,24848,24866,39372
19323,201910080945,24871,24921,24871,24907,61132
19324,201910080950,24912,24939,24903,24926,92469
19325,201910080955,24926,24935,24907,24912,36029
19326,201910081000,24907,24912,24880,24884,55525
19392,201910100905,24769,24861,24733,24825,267015
19393,201910100910,24825,24834,24774,24802,118295
19394,201910100915,24797,24829,24783,24811,46270
19395,201910100920,24815,24815,24723,24742,51050
19396,201910100925,24742,24742,24645,24654,159756
19397,201910100930,24654,24659,24567,24585,121356
19398,201910100935,24581,24631,24540,24631,113422
19399,201910100940,24627,24682,24608,24641,280642
19400,201910100945,24645,24673,24631,24668,151975
19401,201910100950,24673,24673,24645,24668,67935
19402,201910100955,24668,24668,24631,24664,57853
19403,201910101000,24664,24673,24645,24664,30768
19469,201910110905,25068,25142,25064,25087,120773
19470,201910110910,25077,25087,25045,25050,55954
19471,201910110915,25045,25045,25013,25027,52559
19472,201910110920,25022,25036,25018,25031,43889
19473,201910110925,25036,25036,25013,25022,48702
19474,201910110930,25027,25054,25027,25031,28140
19475,201910110935,25027,25031,25004,25013,46724
19476,201910110940,25008,25027,24990,24995,21842
19477,201910110945,24995,25008,24981,24981,46319
19478,201910110950,24981,24999,24967,24967,92112
19479,201910110955,24976,25008,24976,25008,10546
19480,201910111000,25008,25018,24999,24999,83455
19546,201910140905,25321,25418,25312,25418,102855
19547,201910140910,25413,25422,25362,25362,65362
19548,201910140915,25362,25372,25339,25353,64017
19549,201910140920,25353,25390,25339,25385,77890
19550,201910140925,25385,25385,25349,25362,41300
19551,201910140930,25362,25372,25335,25335,39051
19552,201910140935,25339,25353,25289,25298,60098
19553,201910140940,25298,25316,25293,25312,43580
19554,201910140945,25307,25321,25303,25307,24523
19555,201910140950,25307,25330,25303,25326,31646
19556,201910140955,25321,25339,25321,25330,8304
19557,201910141000,25335,25349,25330,25349,22612
19623,201910150905,25257,25330,25257,25307,97208
19624,201910150910,25316,25367,25316,25344,34913
19625,201910150915,25344,25362,25303,25307,9656
19626,201910150920,25312,25335,25303,25326,46738
19627,201910150925,25321,25330,25312,25326,16705
19628,201910150930,25326,25358,25326,25353,52213
19629,201910150935,25358,25362,25307,25312,52653
19630,201910150940,25312,25316,25289,25289,34379
19631,201910150945,25284,25293,25270,25280,27401
19632,201910150950,25280,25303,25275,25298,16901
19633,201910150955,25298,25307,25289,25307,32261
19634,201910151000,25307,25312,25289,25289,38030
19700,201910160905,25477,25514,25459,25514,85955
19701,201910160910,25514,25542,25491,25496,78586
19702,201910160915,25500,25523,25496,25510,42412
19703,201910160920,25514,25574,25510,25565,185515
19704,201910160925,25569,25578,25551,25569,183552
19705,201910160930,25569,25597,25560,25560,95125
19706,201910160935,25565,25574,25551,25560,86411
19707,201910160940,25560,25560,25482,25491,156573
19708,201910160945,25491,25491,25450,25450,96822
19709,201910160950,25454,25473,25445,25450,87967
19710,201910160955,25454,25473,25445,25473,25174
19711,201910161000,25464,25487,25464,25477,13228
19777,201910170905,25500,25510,25445,25445,72345
19778,201910170910,25445,25491,25445,25473,21595
19779,201910170915,25473,25500,25473,25477,15345
19780,201910170920,25482,25519,25473,25505,70094
19781,201910170925,25505,25510,25482,25496,38370
19782,201910170930,25500,25505,25468,25473,16618
19783,201910170935,25477,25514,25477,25487,18520
19784,201910170940,25487,25491,25473,25477,11107
19785,201910170945,25482,25482,25464,25473,11293
19786,201910170950,25473,25477,25459,25459,26204
19787,201910170955,25464,25468,25450,25459,72047
19788,201910171000,25459,25482,25459,25477,44921
19854,201910180905,25450,25500,25450,25477,105048
19855,201910180910,25487,25510,25482,25496,106538
19856,201910180915,25500,25505,25487,25491,215330
19857,201910180920,25496,25496,25477,25487,73752
19858,201910180925,25491,25505,25482,25482,91433
19859,201910180930,25491,25514,25482,25505,127174
19860,201910180935,25505,25510,25473,25477,133295
19861,201910180940,25477,25510,25477,25500,55632
19862,201910180945,25500,25505,25473,25477,103322
19863,201910180950,25477,25482,25464,25477,223689
19864,201910180955,25477,25482,25464,25477,71261
19865,201910181000,25473,25496,25473,25491,63686
19931,201910210905,25160,25284,25160,25243,104576
19932,201910210910,25247,25247,25165,25179,46832
19933,201910210915,25179,25211,25165,25211,40239
19934,201910210920,25206,25229,25192,25197,10521
19935,201910210925,25202,25229,25202,25225,9073
19936,201910210930,25229,25238,25215,25229,7159
19937,201910210935,25234,25238,25215,25234,17514
19938,201910210940,25238,25238,25206,25215,11579
19939,201910210945,25215,25215,25197,25202,38032
19940,201910210950,25197,25211,25188,25197,32634
19941,201910210955,25197,25215,25197,25211,5601
19942,201910211000,25211,25215,25188,25202,8951
20008,201910220905,25381,25441,25381,25399,131756
20009,201910220910,25404,25408,25390,25395,20359
20010,201910220915,25399,25404,25381,25390,46843
20011,201910220920,25381,25427,25376,25418,92214
20012,201910220925,25418,25482,25418,25477,155051
20013,201910220930,25482,25491,25473,25482,65329
20014,201910220935,25487,25500,25482,25487,146089
20015,201910220940,25482,25487,25450,25459,63234
20016,201910220945,25459,25487,25454,25482,18330
20017,201910220950,25487,25487,25468,25473,89191
20018,201910220955,25473,25477,25459,25468,45560
20019,201910221000,25468,25482,25468,25482,7918
20085,201910230905,25560,25578,25533,25537,60482
20086,201910230910,25533,25533,25491,25491,29043
20087,201910230915,25496,25500,25487,25491,29246
20088,201910230920,25487,25500,25482,25482,27292
20089,201910230925,25482,25514,25477,25505,47302
20090,201910230930,25505,25510,25491,25505,113053
20091,201910230935,25510,25528,25505,25510,25642
20092,201910230940,25505,25510,25487,25496,30993
20093,201910230945,25491,25514,25491,25505,72809
20094,201910230950,25505,25505,25496,25505,5243
20095,201910230955,25510,25514,25505,25510,5511
20096,201910231000,25510,25546,25505,25546,56409
20162,201910240905,25560,25597,25560,25565,74053
20163,201910240910,25569,25569,25546,25555,17922
20164,201910240915,25555,25560,25533,25537,18145
20165,201910240920,25533,25537,25510,25528,26815
20166,201910240925,25519,25546,25519,25537,35911
20167,201910240930,25537,25551,25533,25551,26465
20168,201910240935,25555,25569,25496,25496,77757
20169,201910240940,25500,25510,25473,25473,92630
20170,201910240945,25473,25496,25431,25441,106058
20171,201910240950,25436,25477,25436,25468,32067
20172,201910240955,25468,25482,25454,25464,87293
20173,201910241000,25464,25464,25450,25459,29521
20239,201910250905,25601,25611,25542,25542,50152
20240,201910250910,25542,25555,25528,25533,31451
20241,201910250915,25533,25574,25533,25542,19692
20242,201910250920,25546,25555,25528,25546,19605
20243,201910250925,25542,25551,25528,25528,15853
20244,201910250930,25528,25537,25500,25510,9183
20245,201910250935,25505,25542,25496,25537,44858
20246,201910250940,25537,25578,25533,25560,55433
20247,201910250945,25569,25578,25555,25569,10914
20248,201910250950,25565,25574,25546,25551,5084
20249,201910250955,25551,25551,25537,25546,10265
20250,201910251000,25551,25555,25533,25542,29425
20316,201910280905,25661,25693,25638,25670,164602
20317,201910280910,25666,25762,25661,25749,78973
20318,201910280915,25749,25776,25726,25739,42343
20319,201910280920,25744,25753,25721,25739,43320
20320,201910280925,25744,25758,25721,25721,41007
20321,201910280930,25721,25735,25707,25716,30643
20322,201910280935,25716,25721,25693,25698,32019
20323,201910280940,25693,25703,25684,25698,19904
20324,201910280945,25689,25689,25647,25661,40113
20325,201910280950,25657,25675,25652,25666,31223
20326,201910280955,25666,25675,25647,25675,32346
20327,201910281000,25670,25675,25647,25670,43439
20393,201910290905,25749,25781,25744,25776,178676
20394,201910290910,25776,25781,25735,25735,42847
20395,201910290915,25735,25735,25707,25716,57407
20396,201910290920,25716,25726,25693,25703,19198
20397,201910290925,25698,25726,25693,25716,41976
20398,201910290930,25716,25721,25693,25712,16085
20399,201910290935,25716,25730,25698,25703,49161
20400,201910290940,25698,25698,25670,25675,73306
20401,201910290945,25680,25689,25670,25684,21780
20402,201910290950,25684,25716,25684,25707,162401
20403,201910290955,25707,25721,25703,25703,38652
20404,201910291000,25707,25712,25698,25703,19723
20470,201910300905,25620,25620,25560,25560,132834
20471,201910300910,25565,25565,25523,25537,53386
20472,201910300915,25537,25546,25486,25495,68134
20473,201910300920,25505,25505,25477,25482,114589
20474,201910300925,25482,25519,25477,25500,126529
20475,201910300930,25495,25528,25482,25519,13600
20476,201910300935,25519,25542,25505,25519,77386
20477,201910300940,25519,25523,25486,25491,373868
20478,201910300945,25486,25523,25486,25514,92347
20479,201910300950,25509,25514,25491,25500,26964
20480,201910300955,25491,25505,25426,25431,154555
20481,201910301000,25431,25445,25422,25440,163056
20547,201910310905,25532,25592,25532,25569,109767
20548,201910310910,25565,25620,25560,25578,116224
20549,201910310915,25578,25592,25565,25588,20258
20550,201910310920,25588,25597,25569,25588,63907
20551,201910310925,25583,25597,25574,25588,71051
20552,201910310930,25588,25601,25583,25601,135116
20553,201910310935,25601,25625,25597,25620,219413
20554,201910310940,25620,25625,25611,25615,51325
20555,201910310945,25620,25634,25615,25629,62167
20556,201910310950,25629,25661,25629,25657,121208
20557,201910310955,25652,25675,25643,25652,37675
20558,201910311000,25652,25657,25643,25652,43319
20624,201911010905,25482,25482,25422,25440,106846
20625,201911010910,25440,25505,25436,25505,125050
20626,201911010915,25500,25523,25477,25482,92358
20627,201911010920,25482,25495,25482,25482,25291
20628,201911010925,25482,25509,25477,25482,32447
20629,201911010930,25486,25495,25459,25495,24050
20630,201911010935,25500,25542,25495,25537,59164
20631,201911010940,25537,25537,25514,25528,66325
20632,201911010945,25528,25528,25500,25509,31444
20633,201911010950,25514,25519,25500,25514,28411
20634,201911010955,25514,25523,25509,25514,15653
20635,201911011000,25514,25523,25505,25514,9842
20701,201911040905,25929,25929,25837,25878,179376
20702,201911040910,25883,25910,25878,25892,45717
20703,201911040915,25892,25947,25892,25938,84966
20704,201911040920,25943,25966,25943,25956,152882
20705,201911040925,25956,25966,25943,25947,89910
20706,201911040930,25947,25970,25947,25966,115728
20707,201911040935,25966,25966,25933,25947,92294
20708,201911040940,25947,25966,25938,25966,23821
20709,201911040945,25961,25975,25956,25961,68058
20710,201911040950,25961,25975,25961,25966,18550
20711,201911040955,25966,25970,25952,25961,42129
20712,201911041000,25966,25966,25952,25961,32020
20778,201911050905,26085,26095,26067,26072,95074
20779,201911050910,26072,26076,26053,26072,34063
20780,201911050915,26072,26076,26058,26067,17775
20781,201911050920,26067,26122,26067,26118,45504
20782,201911050925,26108,26118,26104,26104,32878
20783,201911050930,26104,26113,26076,26076,45752
20784,201911050935,26076,26104,26076,26099,46031
20785,201911050940,26099,26108,26095,26104,40717
20786,201911050945,26104,26113,26076,26076,39405
20787,201911050950,26076,26090,26076,26081,15871
20788,201911050955,26081,26099,26062,26062,99176
20789,201911051000,26062,26081,26062,26076,43109
20855,201911060905,26233,26251,26214,26237,49045
20856,201911060910,26237,26261,26219,26242,34738
20857,201911060915,26237,26270,26219,26261,66606
20858,201911060920,26261,26302,26256,26302,25774
20859,201911060925,26302,26334,26302,26325,80284
20860,201911060930,26325,26330,26316,26320,27155
20861,201911060935,26320,26380,26320,26380,77972
20862,201911060940,26380,26394,26357,26371,59416
20863,201911060945,26371,26408,26367,26399,89813
20864,201911060950,26399,26413,26376,26390,55146
20865,201911060955,26390,26390,26367,26376,41862
20866,201911061000,26371,26371,26339,26339,19308
20932,201911070905,26214,26214,26173,26187,82412
20933,201911070910,26182,26187,26159,26159,73977
20934,201911070915,26159,26196,26136,26173,28165
20935,201911070920,26173,26187,26150,26150,142483
20936,201911070925,26150,26159,26131,26141,182097
20937,201911070930,26136,26164,26122,26159,59660
20938,201911070935,26159,26191,26159,26191,271909
20939,201911070940,26187,26196,26182,26182,135663
20940,201911070945,26178,26210,26178,26178,41445
20941,201911070950,26178,26182,26168,26173,10006
20942,201911070955,26168,26196,26164,26196,29976
20943,201911071000,26196,26196,26168,26182,24804
21009,201911080905,26353,26367,26316,26320,73136
21010,201911080910,26316,26343,26293,26343,286167
21011,201911080915,26339,26390,26339,26367,120084
21012,201911080920,26362,26399,26357,26357,58078
21013,201911080925,26362,26371,26330,26334,33473
21014,201911080930,26330,26343,26330,26343,55760
21015,201911080935,26343,26367,26330,26334,103548
21016,201911080940,26334,26357,26316,26325,39193
21017,201911080945,26325,26325,26288,26302,50817
21018,201911080950,26302,26316,26293,26302,37237
21019,201911080955,26302,26316,26288,26288,27094
21020,201911081000,26288,26293,26270,26284,116807
21086,201911110905,26113,26122,26081,26081,48337
21087,201911110910,26076,26099,26049,26072,123471
21088,201911110915,26076,26076,26021,26021,168103
21089,201911110920,26021,26035,26012,26012,56087
21090,201911110925,26012,26039,26007,26025,62084
21091,201911110930,26030,26044,26012,26039,44908
21092,201911110935,26039,26053,26012,26012,16475
21093,201911110940,26012,26025,26007,26007,22801
21094,201911110945,26007,26030,26002,26030,95850
21095,201911110950,26021,26030,25993,26002,73399
21096,201911110955,26002,26007,25970,26002,127733
21097,201911111000,26002,26002,25979,25984,72540
21163,201911120905,25993,26012,25970,25975,276239
21164,201911120910,25975,26007,25961,25998,97587
21165,201911120915,25998,25998,25975,25984,79145
21166,201911120920,25984,25984,25956,25961,13544
21167,201911120925,25961,25979,25956,25966,32347
21168,201911120930,25966,25993,25966,25989,58742
21169,201911120935,25989,26044,25989,26021,30550
21170,201911120940,26021,26030,26016,26016,97836
21171,201911120945,26016,26049,26016,26049,98268
21172,201911120950,26044,26049,26035,26049,96029
21173,201911120955,26044,26044,26016,26030,88322
21174,201911121000,26025,26044,26016,26039,112279
21240,201911130905,26067,26067,26021,26021,98223
21241,201911130910,26016,26044,26012,26044,53338
21242,201911130915,26044,26044,26016,26021,33390
21243,201911130920,26021,26030,26002,26007,46190
21244,201911130925,26007,26025,26002,26016,33654
21245,201911130930,26016,26025,26002,26025,16256
21246,201911130935,26021,26035,26016,26021,84013
21247,201911130940,26021,26030,26012,26012,122855
21248,201911130945,26012,26030,25966,25966,112254
21249,201911130950,25961,25989,25919,25919,146522
21250,201911130955,25919,25933,25906,25919,221737
21251,201911131000,25919,25952,25906,25952,116168
21394,201911150905,26214,26224,26168,26168,61874
21395,201911150910,26168,26168,26145,26164,39403
21396,201911150915,26155,26182,26150,26173,29812
21397,201911150920,26173,26201,26173,26173,20809
21398,201911150925,26173,26178,26150,26173,17222
21399,201911150930,26173,26196,26168,26191,21084
21400,201911150935,26191,26205,26168,26191,19054
21401,201911150940,26187,26284,26187,26265,55661
21402,201911150945,26265,26302,26261,26302,39299
21403,201911150950,26297,26367,26293,26353,73147
21404,201911150955,26353,26376,26348,26371,34494
21405,201911151000,26371,26426,26362,26408,80144
