,date,open,high,low,close,volume
53629,202107260935,41357,41362,41314,41333,29376
53630,202107260940,41338,41348,41309,41324,28612
53631,202107260945,41328,41343,41290,41333,41972
53632,202107260950,41338,41343,41309,41324,66840
53633,202107260955,41324,41333,41305,41319,29889
53634,202107261000,41319,41352,41314,41343,36416
53700,202107270905,41214,41333,41214,41328,174871
53701,202107270910,41328,41338,41300,41305,47746
53702,202107270915,41305,41328,41290,41324,62065
53703,202107270920,41324,41372,41314,41357,77361
53704,202107270925,41362,41367,41343,41362,15621
53705,202107270930,41362,41362,41343,41352,25250
53706,202107270935,41357,41357,41300,41305,22453
53707,202107270940,41309,41328,41300,41309,17879
53708,202107270945,41305,41305,41242,41242,24331
53709,202107270950,41247,41295,41242,41261,21518
53710,202107270955,41257,41257,41185,41199,75855
53711,202107271000,41199,41242,41185,41228,30462
53777,202107280905,40993,41027,40883,41008,150637
53778,202107280910,41008,41046,40998,41041,40510
53779,202107280915,41046,41070,41012,41041,42075
53780,202107280920,41041,41051,41003,41012,7086
53781,202107280925,41017,41070,41017,41060,45955
53782,202107280930,41060,41060,41027,41041,30883
53783,202107280935,41041,41118,41027,41118,38197
53784,202107280940,41103,41132,41099,41123,29830
53785,202107280945,41132,41146,41118,41137,5713
53786,202107280950,41142,41142,41103,41132,26908
53787,202107280955,41137,41146,41123,41142,37669
53788,202107281000,41137,41185,41127,41180,23408
53854,202107290905,41309,41381,41285,41353,444310
53855,202107290910,41348,41367,41333,41343,87455
53856,202107290915,41343,41357,41276,41333,39404
53857,202107290920,41338,41348,41290,41314,32185
53858,202107290925,41324,41386,41309,41381,52504
53859,202107290930,41381,41391,41357,41367,39538
53860,202107290935,41367,41367,41300,41343,35173
53861,202107290940,41338,41357,41329,41343,15484
53862,202107290945,41338,41353,41319,41324,13255
53863,202107290950,41324,41343,41319,41324,20337
53864,202107290955,41329,41353,41305,41343,44234
53865,202107291000,41343,41367,41333,41348,18398
53931,202107300905,41074,41074,40931,40931,196224
53932,202107300910,40931,40998,40916,40998,67708
53933,202107300915,40998,41065,40974,41031,63571
53934,202107300920,41027,41089,41017,41046,40427
53935,202107300925,41051,41065,41012,41051,18170
53936,202107300930,41046,41055,41003,41031,18709
53937,202107300935,41036,41036,40964,40974,62812
53938,202107300940,40979,40979,40921,40950,46530
53939,202107300945,40945,40979,40935,40974,26937
53940,202107300950,40974,40988,40883,40892,93545
53941,202107300955,40892,40911,40883,40897,41625
53942,202107301000,40887,40902,40864,40873,70632
54008,202108020905,40935,41003,40887,40902,198619
54009,202108020910,40902,40911,40835,40854,88774
54010,202108020915,40849,40897,40835,40868,70938
54011,202108020920,40873,40926,40854,40868,54097
54012,202108020925,40873,40897,40825,40830,35241
54013,202108020930,40835,40864,40830,40849,95436
54014,202108020935,40859,40907,40844,40897,74144
54015,202108020940,40897,40907,40854,40868,29379
54016,202108020945,40868,40907,40859,40887,85822
54017,202108020950,40892,40907,40864,40864,49016
54018,202108020955,40868,40887,40854,40883,83017
54019,202108021000,40883,40897,40864,40868,41704
54085,202108030905,40883,41017,40854,41003,104072
54086,202108030910,41003,41055,40993,41041,78396
54087,202108030915,41046,41108,41046,41103,89385
54088,202108030920,41103,41146,41103,41127,64785
54089,202108030925,41127,41142,41098,41108,63724
54090,202108030930,41118,41190,41118,41180,56999
54091,202108030935,41175,41194,41166,41175,39165
54092,202108030940,41170,41199,41166,41170,53407
54093,202108030945,41175,41175,41142,41142,27978
54094,202108030950,41142,41156,41132,41142,8384
54095,202108030955,41142,41161,41122,41142,38253
54096,202108031000,41142,41156,41132,41151,13090
54162,202108040905,41401,41449,41343,41377,188151
54163,202108040910,41372,41425,41353,41372,126066
54164,202108040915,41381,41401,41329,41391,73109
54165,202108040920,41396,41453,41381,41453,208887
54166,202108040925,41449,41458,41405,41429,75236
54167,202108040930,41429,41458,41405,41453,40173
54168,202108040935,41453,41482,41429,41434,233422
54169,202108040940,41439,41458,41415,41415,60896
54170,202108040945,41420,41429,41391,41429,53226
54171,202108040950,41429,41434,41401,41420,22671
54172,202108040955,41420,41444,41405,41439,23618
54173,202108041000,41444,41449,41410,41410,10983
54239,202108050905,41866,41952,41842,41914,163359
54240,202108050910,41914,41914,41813,41846,37645
54241,202108050915,41851,41923,41842,41890,84926
54242,202108050920,41894,41962,41880,41923,107111
54243,202108050925,41923,41962,41894,41957,76411
54244,202108050930,41947,42038,41947,41986,161413
54245,202108050935,41986,42010,41957,41962,44273
54246,202108050940,41957,41995,41957,41966,19110
54247,202108050945,41966,41966,41885,41890,25795
54248,202108050950,41894,41909,41851,41890,31431
54249,202108050955,41890,41899,41861,41890,39488
54250,202108051000,41885,41885,41842,41842,34070
54316,202108060905,41794,41794,41707,41760,134456
54317,202108060910,41765,41842,41746,41755,76937
54318,202108060915,41765,41808,41755,41794,44381
54319,202108060920,41799,41818,41779,41803,35368
54320,202108060925,41799,41818,41789,41803,26190
54321,202108060930,41813,41890,41803,41851,105718
54322,202108060935,41856,41885,41851,41866,30305
54323,202108060940,41870,41880,41837,41866,52645
54324,202108060945,41861,41870,41842,41851,21968
54325,202108060950,41842,41846,41765,41775,38394
54326,202108060955,41779,41784,41751,41755,34393
54327,202108061000,41755,41755,41707,41717,58418
54393,202108090905,41420,41420,41338,41367,205963
54394,202108090910,41367,41377,41324,41343,49773
54395,202108090915,41343,41348,41290,41305,34602
54396,202108090920,41314,41333,41281,41319,43926
54397,202108090925,41319,41333,41295,41300,24539
54398,202108090930,41300,41300,41276,41281,26306
54399,202108090935,41281,41309,41271,41290,26210
54400,202108090940,41295,41362,41295,41348,46353
54401,202108090945,41338,41468,41338,41420,123394
54402,202108090950,41425,41429,41353,41372,45874
54403,202108090955,41372,41381,41343,41367,26854
54404,202108091000,41367,41386,41353,41381,20253
54470,202108100905,41549,41549,41425,41449,92295
54471,202108100910,41449,41463,41353,41362,88217
54472,202108100915,41362,41391,41324,41372,59971
54473,202108100920,41372,41381,41333,41367,33641
54474,202108100925,41367,41367,41276,41285,62400
54475,202108100930,41285,41314,41262,41276,90998
54476,202108100935,41276,41276,41223,41223,70303
54477,202108100940,41223,41271,41218,41262,21401
54478,202108100945,41257,41257,41233,41252,26102
54479,202108100950,41252,41281,41242,41276,16507
54480,202108100955,41276,41295,41238,41242,21443
54481,202108101000,41247,41285,41242,41285,14990
54547,202108110905,41031,41036,40955,40964,174057
54548,202108110910,40959,41027,40959,41012,74676
54549,202108110915,41012,41017,40979,40998,47470
54550,202108110920,40998,41022,40983,41017,31822
54551,202108110925,41012,41108,41012,41108,49764
54552,202108110930,41103,41161,41089,41089,95738
54553,202108110935,41094,41113,41022,41022,42159
54554,202108110940,41027,41041,40955,40974,115405
54555,202108110945,40969,40983,40907,40907,139402
54556,202108110950,40907,40964,40902,40935,129444
54557,202108110955,40931,41012,40921,40940,77031
54558,202108111000,40945,40959,40892,40931,85871
54624,202108120905,40763,40840,40724,40739,110990
54625,202108120910,40739,40811,40734,40806,100700
54626,202108120915,40806,40835,40758,40763,96087
54627,202108120920,40763,40792,40739,40758,90536
54628,202108120925,40758,40806,40744,40763,69875
54629,202108120930,40758,40787,40744,40768,47155
54630,202108120935,40768,40801,40758,40777,27506
54631,202108120940,40772,40849,40772,40816,56219
54632,202108120945,40816,40820,40763,40768,91297
54633,202108120950,40772,40772,40653,40681,94722
54634,202108120955,40681,40700,40638,40667,95777
54635,202108121000,40667,40696,40638,40653,48374
54701,202108130905,40513,40542,40384,40466,148565
54702,202108130910,40475,40480,40350,40360,184499
54703,202108130915,40360,40394,40307,40336,120689
54704,202108130920,40336,40365,40250,40274,104042
54705,202108130925,40274,40298,40240,40279,70736
54706,202108130930,40274,40302,40245,40283,49972
54707,202108130935,40283,40302,40221,40240,157916
54708,202108130940,40240,40245,40202,40211,94931
54709,202108130945,40207,40211,40144,40159,236891
54710,202108130950,40154,40159,40039,40039,151709
54711,202108130955,40034,40115,40010,40015,187143
54712,202108131000,40015,40058,39986,40034,136237
54778,202108170905,39962,40005,39900,40005,140504
54779,202108170910,40010,40063,39957,40039,53617
54780,202108170915,40034,40039,39924,39962,50490
54781,202108170920,39962,40005,39938,39976,75466
54782,202108170925,39981,40024,39957,40005,36681
54783,202108170930,40000,40005,39852,39876,104888
54784,202108170935,39871,39933,39847,39928,49855
54785,202108170940,39914,39957,39833,39842,74201
54786,202108170945,39837,39852,39703,39708,106877
54787,202108170950,39703,39813,39694,39813,50122
54788,202108170955,39809,39833,39765,39799,30169
54789,202108171000,39799,39823,39756,39804,35799
54855,202108180905,39487,39507,39396,39449,147969
54856,202108180910,39444,39516,39420,39502,48414
54857,202108180915,39502,39507,39406,39420,233323
54858,202108180920,39420,39483,39406,39411,270440
54859,202108180925,39415,39415,39286,39291,278253
54860,202108180930,39286,39420,39276,39391,130707
54861,202108180935,39387,39516,39387,39502,143136
54862,202108180940,39497,39526,39449,39459,65974
54863,202108180945,39473,39574,39473,39569,159430
54864,202108180950,39574,39588,39511,39516,119650
54865,202108180955,39516,39574,39497,39497,57023
54866,202108181000,39502,39526,39454,39487,62652
54932,202108190905,39363,39473,39310,39463,285251
54933,202108190910,39473,39516,39430,39497,113075
54934,202108190915,39502,39530,39473,39478,39674
54935,202108190920,39483,39507,39377,39382,114415
54936,202108190925,39382,39492,39372,39487,155455
54937,202108190930,39483,39521,39463,39497,72525
54938,202108190935,39487,39502,39444,39492,16084
54939,202108190940,39497,39554,39487,39550,56533
54940,202108190945,39559,39578,39530,39569,35245
54941,202108190950,39564,39607,39550,39607,40005
54942,202108190955,39607,39607,39530,39559,33872
54943,202108191000,39550,39554,39483,39516,37467
55009,202108200905,39032,39137,38984,39061,155735
55010,202108200910,39061,39089,38998,39003,108097
55011,202108200915,38998,39046,38993,39013,109740
55012,202108200920,39017,39017,38874,38883,74071
55013,202108200925,38874,38998,38802,38989,151605
55014,202108200930,38984,39022,38969,39008,52771
55015,202108200935,39017,39104,39013,39075,133293
55016,202108200940,39075,39128,39046,39085,83493
55017,202108200945,39089,39113,39046,39113,86474
55018,202108200950,39113,39190,39099,39176,92184
55019,202108200955,39180,39195,39099,39099,50248
55020,202108201000,39109,39132,39070,39109,43771
55086,202108230905,38763,38869,38739,38749,188092
55087,202108230910,38754,38816,38706,38706,90504
55088,202108230915,38715,38768,38687,38758,104771
55089,202108230920,38763,38792,38643,38648,126020
55090,202108230925,38648,38701,38610,38639,75014
55091,202108230930,38634,38739,38634,38735,95468
55092,202108230935,38739,38749,38658,38696,85697
55093,202108230940,38687,38773,38667,38763,78895
55094,202108230945,38768,38811,38730,38797,45860
55095,202108230950,38802,38811,38758,38768,54263
55096,202108230955,38773,38792,38715,38730,73457
55097,202108231000,38725,38840,38725,38816,56332
55163,202108240905,39166,39291,39166,39281,233880
55164,202108240910,39286,39329,39252,39320,131419
55165,202108240915,39320,39334,39286,39315,111071
55166,202108240920,39315,39425,39315,39420,144607
55167,202108240925,39420,39444,39406,39420,120673
55168,202108240930,39425,39444,39348,39363,97089
55169,202108240935,39363,39435,39353,39430,84958
55170,202108240940,39430,39478,39425,39430,94929
55171,202108240945,39435,39478,39420,39478,41684
55172,202108240950,39478,39492,39454,39463,16695
55173,202108240955,39468,39487,39459,39463,33612
55174,202108241000,39463,39507,39459,39483,44467
55240,202108250905,39689,39861,39689,39842,169766
55241,202108250910,39847,39900,39833,39881,80066
55242,202108250915,39881,39904,39799,39799,75016
55243,202108250920,39804,39818,39741,39804,42485
55244,202108250925,39804,39809,39670,39713,60819
55245,202108250930,39703,39770,39689,39722,66510
55246,202108250935,39717,39780,39684,39780,60981
55247,202108250940,39785,39813,39751,39761,45452
55248,202108250945,39761,39765,39665,39684,100367
55249,202108250950,39684,39741,39684,39689,46378
55250,202108250955,39689,39727,39684,39717,13148
55251,202108251000,39722,39789,39694,39775,36557
55317,202108260905,39770,39881,39722,39842,107634
55318,202108260910,39842,39890,39809,39833,77264
55319,202108260915,39828,39876,39818,39847,34290
55320,202108260920,39842,39866,39765,39780,29695
55321,202108260925,39780,39794,39708,39708,58057
55322,202108260930,39708,39770,39689,39746,75114
55323,202108260935,39746,39847,39732,39842,66516
55324,202108260940,39837,39837,39775,39775,20980
55325,202108260945,39780,39828,39756,39809,34717
55326,202108260950,39809,39818,39684,39761,53755
55327,202108260955,39756,39761,39689,39717,69967
55328,202108261000,39722,39804,39717,39756,50241
55394,202108270905,39267,39276,39171,39204,118906
55395,202108270910,39204,39291,39204,39252,82619
55396,202108270915,39257,39276,39228,39257,51168
55397,202108270920,39267,39300,39228,39228,124258
55398,202108270925,39228,39272,39204,39214,84283
55399,202108270930,39219,39224,39166,39200,23618
55400,202108270935,39190,39195,39113,39137,74344
55401,202108270940,39123,39161,39118,39132,108382
55402,202108270945,39128,39190,39123,39137,67239
55403,202108270950,39142,39147,39094,39113,79905
55404,202108270955,39123,39171,39123,39166,33547
55405,202108271000,39156,39161,39123,39137,41970
55471,202108300905,39780,39857,39737,39751,249103
55472,202108300910,39741,39756,39684,39698,112349
55473,202108300915,39689,39708,39660,39660,71898
55474,202108300920,39655,39660,39602,39636,72836
55475,202108300925,39646,39665,39612,39660,114885
55476,202108300930,39665,39684,39578,39607,94999
55477,202108300935,39612,39636,39583,39583,81303
55478,202108300940,39578,39617,39569,39593,60477
55479,202108300945,39588,39626,39583,39588,74832
55480,202108300950,39593,39593,39535,39569,65347
55481,202108300955,39564,39569,39521,39535,57299
55482,202108301000,39540,39540,39473,39487,55345
55548,202108310905,39516,39540,39396,39459,109769
55549,202108310910,39444,39521,39401,39497,79185
55550,202108310915,39502,39540,39430,39468,35705
55551,202108310920,39473,39478,39425,39473,72545
55552,202108310925,39468,39468,39339,39348,85246
55553,202108310930,39348,39449,39348,39449,68253
55554,202108310935,39439,39468,39411,39444,33817
55555,202108310940,39444,39449,39401,39430,68367
55556,202108310945,39425,39483,39415,39473,53236
55557,202108310950,39473,39545,39449,39545,50349
55558,202108310955,39545,39559,39521,39535,24253
55559,202108311000,39535,39593,39535,39574,33740
55625,202109010905,40216,40235,40168,40202,94134
55626,202109010910,40207,40394,40187,40350,121099
55627,202109010915,40350,40355,40187,40202,107279
55628,202109010920,40202,40259,40149,40221,201990
55629,202109010925,40226,40245,40154,40183,96255
55630,202109010930,40197,40283,40192,40226,53740
55631,202109010935,40231,40255,40187,40187,143321
55632,202109010940,40197,40216,40130,40135,70858
55633,202109010945,40135,40168,40096,40096,53598
55634,202109010950,40101,40120,40068,40082,90361
55635,202109010955,40082,40115,40053,40082,39665
55636,202109011000,40082,40111,40039,40096,44381
55702,202109020905,40240,40288,40187,40255,84522
55703,202109020910,40259,40317,40226,40302,27186
55704,202109020915,40302,40307,40221,40259,52543
55705,202109020920,40259,40269,40197,40221,46678
55706,202109020925,40221,40264,40183,40231,66396
55707,202109020930,40235,40240,40139,40202,122063
55708,202109020935,40197,40250,40168,40211,77842
55709,202109020940,40216,40226,40163,40173,44016
55710,202109020945,40168,40183,40111,40120,52568
55711,202109020950,40120,40163,40115,40135,64141
55712,202109020955,40130,40144,40087,40101,91350
55713,202109021000,40111,40130,40072,40077,82813
55779,202109030905,40077,40101,39962,40005,184577
55780,202109030910,40005,40111,40005,40106,97567
55781,202109030915,40115,40202,40101,40178,93105
55782,202109030920,40183,40197,40139,40187,55606
55783,202109030925,40187,40197,40144,40168,48069
55784,202109030930,40163,40192,40149,40173,40840
55785,202109030935,40163,40183,40106,40183,56117
55786,202109030940,40183,40187,40149,40159,17750
55787,202109030945,40159,40231,40139,40221,65895
55788,202109030950,40221,40298,40207,40288,79217
55789,202109030955,40293,40298,40245,40255,31183
55790,202109031000,40255,40259,40202,40207,24158
55856,202109060905,40255,40255,40154,40197,101085
55857,202109060910,40197,40279,40183,40216,60346
55858,202109060915,40216,40317,40216,40302,47267
55859,202109060920,40307,40322,40240,40250,40796
55860,202109060925,40240,40279,40197,40202,62859
55861,202109060930,40202,40255,40197,40197,31650
55862,202109060935,40197,40207,40120,40154,64041
55863,202109060940,40154,40226,40154,40221,47577
55864,202109060945,40216,40255,40207,40250,35337
55865,202109060950,40250,40274,40235,40255,25738
55866,202109060955,40255,40274,40245,40264,22889
55867,202109061000,40264,40307,40264,40302,58494
55933,202109070905,40317,40331,40235,40255,96664
55934,202109070910,40250,40274,40226,40245,54722
55935,202109070915,40245,40302,40231,40293,45188
55936,202109070920,40293,40312,40250,40255,34711
55937,202109070925,40250,40250,40159,40226,90284
55938,202109070930,40221,40240,40187,40187,43828
55939,202109070935,40187,40197,40125,40135,88241
55940,202109070940,40139,40149,40092,40139,83610
55941,202109070945,40139,40139,40077,40096,86114
55942,202109070950,40092,40092,40039,40058,47501
55943,202109070955,40058,40082,40034,40068,28796
55944,202109071000,40063,40068,40000,40024,55937
56010,202109080905,39967,39986,39914,39919,92860
56011,202109080910,39919,39962,39909,39938,51541
56012,202109080915,39943,39962,39924,39924,13115
56013,202109080920,39919,39919,39857,39866,48737
56014,202109080925,39866,39900,39857,39857,28736
56015,202109080930,39866,39881,39828,39852,90104
56016,202109080935,39857,39900,39847,39895,35311
56017,202109080940,39895,39933,39876,39885,49513
56018,202109080945,39885,39924,39881,39914,28854
56019,202109080950,39924,39952,39904,39943,53246
56020,202109080955,39938,40044,39938,40024,73948
56021,202109081000,40029,40063,40005,40044,52665
56087,202109090905,39636,39636,39535,39564,78441
56088,202109090910,39564,39636,39564,39598,76083
56089,202109090915,39607,39650,39593,39598,41494
56090,202109090920,39598,39607,39550,39588,97616
56091,202109090925,39588,39650,39564,39593,71614
56092,202109090930,39593,39674,39593,39655,71170
56093,202109090935,39660,39665,39626,39646,30397
56094,202109090940,39641,39655,39578,39588,51097
56095,202109090945,39593,39612,39521,39540,83495
56096,202109090950,39535,39578,39502,39507,65673
56097,202109090955,39507,39521,39459,39478,91729
56098,202109091000,39473,39473,39396,39420,102084
56164,202109100905,39128,39190,39113,39176,115424
56165,202109100910,39171,39248,39142,39204,122598
56166,202109100915,39214,39248,39147,39156,95231
56167,202109100920,39152,39262,39152,39238,117171
56168,202109100925,39252,39257,39190,39200,60836
56169,202109100930,39200,39209,39118,39123,126122
56170,202109100935,39132,39147,39080,39094,103113
56171,202109100940,39089,39089,39032,39070,146447
56172,202109100945,39065,39104,39013,39075,87895
56173,202109100950,39075,39123,39061,39123,85155
56174,202109100955,39123,39137,39075,39089,63634
56175,202109101000,39089,39113,39027,39061,80478
56241,202109130905,39094,39185,39037,39180,135158
56242,202109130910,39171,39209,39161,39200,50816
56243,202109130915,39204,39233,39204,39233,55484
56244,202109130920,39228,39272,39219,39228,57682
56245,202109130925,39224,39238,39176,39176,44883
56246,202109130930,39180,39224,39142,39190,47713
56247,202109130935,39190,39300,39190,39286,41211
56248,202109130940,39281,39334,39281,39320,62497
56249,202109130945,39320,39391,39310,39382,41650
56250,202109130950,39382,39411,39363,39391,33887
56251,202109130955,39391,39454,39391,39425,38663
56252,202109131000,39425,39435,39382,39387,22990
56318,202109140905,39473,39612,39473,39602,134016
56319,202109140910,39602,39622,39554,39583,80160
56320,202109140915,39583,39583,39511,39554,155443
56321,202109140920,39559,39636,39535,39598,65875
56322,202109140925,39602,39631,39574,39612,50839
56323,202109140930,39617,39660,39602,39631,54652
56324,202109140935,39631,39655,39588,39612,63511
56325,202109140940,39612,39636,39612,39636,59636
56326,202109140945,39636,39665,39636,39641,75402
56327,202109140950,39641,39650,39626,39626,104698
56328,202109140955,39631,39636,39574,39574,51153
56329,202109141000,39578,39631,39578,39622,108771
56395,202109150905,39583,39631,39516,39574,83882
56396,202109150910,39583,39655,39559,39593,60976
56397,202109150915,39588,39650,39578,39626,52448
56398,202109150920,39622,39660,39602,39626,27658
56399,202109150925,39622,39650,39602,39626,41724
56400,202109150930,39622,39636,39526,39535,57997
56401,202109150935,39540,39641,39540,39626,74472
56402,202109150940,39631,39631,39574,39612,18878
56403,202109150945,39607,39631,39588,39588,33860
56404,202109150950,39588,39665,39583,39655,42973
56405,202109150955,39655,39679,39646,39660,47606
56406,202109151000,39665,39679,39622,39636,17428
56472,202109160905,39789,39789,39684,39694,122224
56473,202109160910,39694,39717,39593,39598,118638
56474,202109160915,39598,39598,39550,39554,59178
56475,202109160920,39554,39607,39550,39564,69542
56476,202109160925,39564,39569,39468,39492,70879
56477,202109160930,39492,39526,39473,39487,60744
56478,202109160935,39487,39497,39444,39497,42168
56479,202109160940,39497,39530,39478,39492,32715
56480,202109160945,39487,39497,39435,39468,50304
56481,202109160950,39468,39521,39463,39507,53753
56482,202109160955,39507,39516,39459,39463,49713
56483,202109161000,39468,39487,39435,39449,49206
56549,202109170905,39147,39233,39128,39147,228201
56550,202109170910,39147,39176,39051,39094,64492
56551,202109170915,39085,39104,39027,39051,61316
56552,202109170920,39046,39094,39008,39075,70279
56553,202109170925,39075,39099,39027,39065,33870
56554,202109170930,39070,39094,39041,39061,29624
56555,202109170935,39065,39137,39051,39094,58626
56556,202109170940,39094,39176,39089,39171,32355
56557,202109170945,39176,39190,39132,39190,42442
56558,202109170950,39190,39214,39156,39190,37392
56559,202109170955,39185,39200,39142,39147,16882
56560,202109171000,39137,39195,39137,39156,14581
56626,202109230905,39147,39267,39075,39248,155979
56627,202109230910,39248,39310,39248,39300,34908
56628,202109230915,39305,39382,39300,39315,101258
56629,202109230920,39305,39310,39214,39272,97477
56630,202109230925,39272,39315,39185,39228,125948
56631,202109230930,39238,39257,39137,39152,125426
56632,202109230935,39156,39161,39113,39152,81932
56633,202109230940,39147,39190,39109,39166,75233
56634,202109230945,39171,39219,39128,39190,45599
56635,202109230950,39200,39243,39147,39166,77843
56636,202109230955,39166,39171,39137,39161,71499
56637,202109231000,39171,39238,39166,39238,51903
56703,202109240905,39511,39511,39377,39401,160498
56704,202109240910,39396,39439,39367,39382,82184
56705,202109240915,39382,39473,39382,39459,58491
56706,202109240920,39463,39473,39401,39430,31129
56707,202109240925,39430,39550,39430,39545,92731
56708,202109240930,39545,39578,39521,39535,59838
56709,202109240935,39526,39564,39463,39473,53384
56710,202109240940,39473,39507,39454,39468,44778
56711,202109240945,39473,39507,39444,39497,33016
56712,202109240950,39497,39511,39454,39483,31643
56713,202109240955,39487,39492,39406,39415,52950
56714,202109241000,39415,39459,39415,39435,92948
56780,202109270905,39291,39320,39204,39296,84997
56781,202109270910,39296,39315,39252,39305,43124
56782,202109270915,39310,39353,39310,39334,26073
56783,202109270920,39329,39348,39281,39296,98568
56784,202109270925,39296,39339,39291,39320,27614
56785,202109270930,39310,39382,39310,39358,47055
56786,202109270935,39353,39391,39334,39358,90279
56787,202109270940,39358,39411,39358,39406,30794
56788,202109270945,39406,39425,39396,39415,48213
56789,202109270950,39415,39454,39411,39430,64894
56790,202109270955,39435,39459,39430,39435,38822
56791,202109271000,39439,39483,39439,39478,30278
56857,202109280905,39387,39387,39243,39257,79498
56858,202109280910,39257,39286,39214,39276,104082
56859,202109280915,39276,39320,39272,39305,59055
56860,202109280920,39300,39315,39257,39305,37172
56861,202109280925,39305,39305,39248,39252,79941
56862,202109280930,39248,39286,39248,39286,69501
56863,202109280935,39281,39286,39204,39209,84051
56864,202109280940,39209,39209,39109,39118,108282
56865,202109280945,39118,39118,39080,39089,159585
56866,202109280950,39080,39089,39065,39085,63264
56867,202109280955,39080,39085,39017,39041,102310
56868,202109281000,39032,39070,39027,39070,120017
56934,202109290905,38432,38480,38370,38471,269743
56935,202109290910,38476,38528,38442,38519,102329
56936,202109290915,38519,38519,38418,38428,197693
56937,202109290920,38428,38495,38423,38495,98831
56938,202109290925,38495,38524,38461,38500,76640
56939,202109290930,38504,38504,38466,38480,73891
56940,202109290935,38476,38490,38452,38485,133400
56941,202109290940,38485,38533,38480,38519,47776
56942,202109290945,38519,38591,38519,38562,35036
56943,202109290950,38567,38571,38528,38562,61438
56944,202109290955,38562,38562,38519,38533,38871
56945,202109291000,38528,38533,38365,38389,224636
57011,202109300905,38317,38337,38207,38289,284229
57012,202109300910,38289,38327,38255,38269,197758
57013,202109300915,38274,38303,38221,38221,165840
57014,202109300920,38226,38317,38173,38303,144996
57015,202109300925,38303,38370,38279,38351,143904
57016,202109300930,38356,38394,38346,38370,124735
57017,202109300935,38370,38404,38351,38365,168054
57018,202109300940,38365,38380,38298,38341,103981
57019,202109300945,38341,38384,38317,38384,49331
57020,202109300950,38384,38413,38380,38394,155514
57021,202109300955,38394,38423,38370,38370,117014
57022,202109301000,38370,38428,38370,38418,132911
57088,202110010905,38332,38399,38293,38389,85158
57089,202110010910,38389,38404,38351,38380,111902
57090,202110010915,38375,38423,38351,38399,43840
57091,202110010920,38384,38413,38341,38360,43351
57092,202110010925,38365,38389,38303,38341,22539
57093,202110010930,38341,38360,38289,38293,50026
57094,202110010935,38284,38322,38250,38255,145379
57095,202110010940,38260,38269,38183,38217,62308
57096,202110010945,38217,38250,38197,38241,24840
57097,202110010950,38236,38236,38159,38173,74049
57098,202110010955,38169,38169,38073,38102,77348
57099,202110011000,38102,38102,38054,38068,66831
57165,202110050905,37483,37617,37473,37550,349839
57166,202110050910,37545,37622,37521,37603,142514
57167,202110050915,37603,37636,37550,37579,80554
57168,202110050920,37579,37603,37435,37459,120510
57169,202110050925,37459,37512,37411,37507,121013
57170,202110050930,37502,37608,37502,37588,93239
57171,202110050935,37593,37593,37435,37435,66200
57172,202110050940,37435,37469,37378,37382,111718
57173,202110050945,37382,37382,37291,37291,164218
57174,202110050950,37286,37301,37200,37224,129531
57175,202110050955,37210,37282,37205,37248,131146
57176,202110051000,37243,37243,37147,37152,129903
57242,202110060905,37459,37526,37445,37449,229493
57243,202110060910,37449,37507,37435,37469,141517
57244,202110060915,37464,37473,37378,37401,102114
57245,202110060920,37397,37449,37373,37445,111146
57246,202110060925,37440,37502,37435,37488,209639
57247,202110060930,37493,37574,37473,37541,146835
57248,202110060935,37541,37617,37536,37617,98791
57249,202110060940,37617,37617,37550,37574,36143
57250,202110060945,37579,37593,37541,37584,64940
57251,202110060950,37584,37651,37584,37627,54624
57252,202110060955,37632,37632,37560,37617,62419
57253,202110061000,37617,37636,37555,37574,91886
57319,202110070905,37018,37152,37018,37080,212617
57320,202110070910,37085,37157,37056,37119,129603
57321,202110070915,37114,37152,37090,37143,94744
57322,202110070920,37143,37171,37090,37119,60068
57323,202110070925,37119,37123,37013,37047,92863
57324,202110070930,37047,37104,37018,37090,62822
57325,202110070935,37085,37200,37085,37195,112657
57326,202110070940,37195,37253,37190,37229,102987
57327,202110070945,37224,37238,37190,37210,66709
57328,202110070950,37224,37272,37219,37234,66651
57329,202110070955,37234,37262,37176,37195,83557
57330,202110071000,37195,37219,37167,37205,31055
57396,202110080905,37469,37488,37401,37421,204663
57397,202110080910,37421,37449,37358,37378,108611
57398,202110080915,37373,37449,37349,37363,121690
57399,202110080920,37358,37368,37291,37325,88603
57400,202110080925,37320,37334,37214,37248,131109
57401,202110080930,37248,37248,37190,37214,123137
57402,202110080935,37214,37291,37210,37282,97355
57403,202110080940,37277,37344,37205,37325,95521
57404,202110080945,37334,37373,37301,37315,56763
57405,202110080950,37315,37416,37315,37401,53315
57406,202110080955,37406,37425,37378,37392,43661
57407,202110081000,37392,37454,37392,37440,60606
57473,202110120905,37109,37138,36960,36960,120685
57474,202110120910,36960,36980,36864,36879,104455
57475,202110120915,36884,36903,36826,36840,72243
57476,202110120920,36831,36836,36745,36754,161005
57477,202110120925,36754,36759,36697,36721,113595
57478,202110120930,36711,36764,36692,36692,77131
57479,202110120935,36687,36721,36629,36634,71504
57480,202110120940,36644,36663,36582,36596,90025
57481,202110120945,36596,36629,36567,36582,86032
57482,202110120950,36582,36625,36558,36586,76353
57483,202110120955,36582,36615,36538,36601,97740
57484,202110121000,36596,36596,36529,36548,77833
57550,202110130905,36558,36620,36505,36601,109000
57551,202110130910,36601,36701,36601,36677,123400
