,date,y_rate_1015
0,20181001,54
1,20181002,-284
2,20181004,-135
3,20181005,-27
4,20181008,-203
5,20181010,-125
6,20181011,-401
7,20181012,171
8,20181015,14
9,20181016,-99
10,20181017,-117
11,20181018,-158
12,20181019,238
13,20181022,203
14,20181023,-238
15,20181024,-121
16,20181025,248
17,20181026,-230
18,20181029,-301
19,20181030,-46
20,20181031,77
21,20181101,-190
22,20181102,419
23,20181105,122
24,20181106,-5
25,20181107,-189
26,20181108,-235
27,20181109,-73
28,20181112,32
29,20181113,325
30,20181114,13
31,20181115,153
32,20181116,-27
33,20181119,81
34,20181120,-23
35,20181121,262
36,20181122,-22
37,20181123,-140
38,20181126,95
39,20181127,194
40,20181128,154
41,20181129,-158
42,20181130,-239
43,20181203,0
44,20181204,-82
45,20181205,86
46,20181206,-163
47,20181207,-72
48,20181210,59
49,20181211,9
50,20181212,90
51,20181213,86
52,20181214,-54
53,20181217,-5
54,20181218,-81
55,20181219,68
56,20181220,-86
57,20181221,-31
58,20181224,86
59,20181226,-103
60,20181227,-45
61,20181228,-41
62,20190102,-434
63,20190103,-145
64,20190104,230
65,20190107,-90
66,20190108,-190
67,20190109,217
68,20190110,9
69,20190111,59
70,20190114,-167
71,20190115,126
72,20190116,103
73,20190117,-99
74,20190118,63
75,20190121,63
76,20190122,-9
77,20190123,140
78,20190124,67
79,20190125,271
80,20190128,-36
81,20190129,235
82,20190130,285
83,20190131,-108
84,20190201,-167
85,20190207,46
86,20190208,-121
87,20190211,73
88,20190212,-4
89,20190213,22
90,20190214,361
91,20190215,-131
92,20190218,-54
93,20190219,-50
94,20190220,113
95,20190221,145
96,20190222,67
97,20190225,13
98,20190226,-99
99,20190227,27
100,20190228,-406
101,20190304,-194
102,20190305,-77
103,20190306,-14
104,20190307,-127
105,20190308,-149
106,20190311,54
107,20190312,49
108,20190313,-23
109,20190314,27
110,20190315,131
111,20190318,9
112,20190319,-36
113,20190320,234
114,20190321,-154
115,20190322,-108
116,20190325,-63
117,20190326,-77
118,20190327,91
119,20190328,36
120,20190329,163
121,20190401,32
122,20190402,-5
123,20190403,302
124,20190404,4
125,20190405,-27
126,20190408,-77
127,20190409,54
128,20190410,198
129,20190411,-27
130,20190412,81
131,20190415,-23
132,20190416,86
133,20190417,-4
134,20190418,-347
135,20190419,-81
136,20190422,-72
137,20190423,77
138,20190424,-275
139,20190425,-9
140,20190426,109
141,20190429,404
142,20190430,55
143,20190502,55
144,20190503,-56
145,20190507,87
146,20190508,74
147,20190509,-577
148,20190510,-92
149,20190513,-188
150,20190514,55
151,20190515,65
152,20190516,-147
153,20190517,-302
154,20190520,-192
155,20190521,-87
156,20190522,229
157,20190523,129
158,20190524,-60
159,20190527,-14
160,20190528,92
161,20190529,14
162,20190530,60
163,20190531,55
164,20190603,216
165,20190604,-14
166,20190605,-156
167,20190607,-9
168,20190610,220
169,20190611,115
170,20190612,-152
171,20190613,-46
172,20190614,-74
173,20190617,0
174,20190618,23
175,20190619,14
176,20190620,73
177,20190621,23
178,20190624,-13
179,20190625,-101
180,20190626,32
181,20190627,133
182,20190628,-46
183,20190701,-69
184,20190702,-82
185,20190703,-225
186,20190704,92
187,20190705,-22
188,20190708,-174
189,20190709,-100
190,20190710,-101
191,20190711,96
192,20190712,64
193,20190715,73
194,20190716,114
195,20190717,83
196,20190718,60
197,20190719,160
198,20190722,-28
199,20190723,14
200,20190724,-247
201,20190725,55
202,20190726,46
203,20190729,-64
204,20190730,0
205,20190731,-74
206,20190801,14
207,20190802,46
208,20190805,-216
209,20190806,88
210,20190807,-170
211,20190808,46
212,20190809,0
213,20190812,5
214,20190813,-46
215,20190814,-157
216,20190816,170
217,20190819,73
218,20190820,253
219,20190821,32
220,20190822,-142
221,20190823,78
222,20190826,64
223,20190827,-106
224,20190828,120
225,20190829,-37
226,20190830,14
227,20190902,60
228,20190903,-110
229,20190904,216
230,20190905,28
231,20190906,-5
232,20190909,-83
233,20190910,0
234,20190911,46
235,20190916,78
236,20190917,-27
237,20190918,138
238,20190919,-69
239,20190920,92
240,20190923,9
241,20190924,170
