,date,open,y_pred,y_test,profit_long,profit_short,real_profit_long,real_profit_short,real_profit,cumulative_profit,total_real_profit,kodex_cumulative_return
0,2023-03-21,31213.0,31100.95034248361,31016.0,-0.018589839410386215,-0.01141016058961365,0,0,0,0,0,0.0058651026392961825
1,2023-03-22,31095.0,31033.91980834614,31056.0,-0.016964309106089537,-0.0130356908939103,0,0,0,0,0,0.0020624536753568457
2,2023-03-23,31410.0,31207.8189008598,31174.0,-0.021436838559063975,-0.008563161440936,0,0,0,0,0,0.012213592858754119
3,2023-03-24,31415.0,31102.64810767165,31061.0,-0.024942762767096824,-0.005057237232903199,0,0,0,0,0,0.012374722052141296
4,2023-03-27,31277.0,31430.01199641737,31415.0,-0.010107842938345333,-0.019892157061654477,0,0,0,0,0,0.007927556314653028
5,2023-03-28,31474.0,31416.75654282807,31312.0,-0.016818753802247198,-0.013181246197752723,0,0,0,0,0,0.014276046534110964
6,2023-03-29,31774.0,31284.978880430343,31307.0,-0.030390606142432632,0.00039060614243270836,0,0,0,0,0,0.023943798137346484
7,2023-03-30,31917.0,31472.214670611545,31558.0,-0.028935687232147504,-0.0010643127678524442,0,0,0,0,0,0.02855209306822215
8,2023-03-31,32271.0,31773.879347173355,31696.0,-0.030404563007859684,0.0004045630078598776,0,0,0,0,0,0.03996003996003994
9,2023-04-03,32045.0,31928.11742545938,31917.0,-0.01864745122610756,-0.01135254877389228,0,0,0,0,0,0.03267700041893584
10,2023-04-04,32168.0,32261.895407716693,32094.0,-0.012081092771801296,-0.017918907228198618,0,0,0,0,0,0.036640778576262356
11,2023-04-05,32207.0,32048.342703110226,32070.0,-0.01992617433755924,-0.010073825662440623,0,0,0,0,0,0.037897586284683094
12,2023-04-06,32001.0,32179.905436732,32242.0,-0.009409379809005879,-0.02059062019099397,0,0,0,0,0,0.03125906351712815
13,2023-04-10,32714.0,32203.019790931678,32114.0,-0.030619618789152092,0.0006196187891521462,0,0,0,0,0,0.04476817081847373
14,2023-04-11,33015.0,32287.494729998696,32518.0,-0.037035598061526655,0.00703559806152663,0,0,0,0,0,0.05438103440642883
15,2023-04-12,32990.0,32719.791558261204,32759.0,-0.023190616603176555,-0.006809383396823469,0,0,0,0,0,0.0535826238094228
