,date,open,y_pred,y_test,profit_long,profit_short,real_profit_long,real_profit_short,real_profit,cumulative_profit,total_real_profit,kodex_cumulative_return
0,2023-03-21,31213.0,31109.51455827421,31031.0,-0.0183154596394382,-0.011684540360561668,0,0,0,0,0,0.0058651026392961825
1,2023-03-22,31095.0,31037.437630173907,31046.0,-0.01685117767570635,-0.013148822324293485,0,0,0,0,0,0.0020624536753568457
2,2023-03-23,31410.0,31212.29726323863,31169.0,-0.021294260960247304,-0.008705739039752672,0,0,0,0,0,0.012213592858754119
3,2023-03-24,31415.0,31110.48752967111,31090.0,-0.02469321885497017,-0.005306781145029854,0,0,0,0,0,0.012374722052141296
4,2023-03-27,31277.0,31439.28855792806,31420.0,-0.009811249226969852,-0.020188750773029958,0,0,0,0,0,0.007927556314653028
5,2023-03-28,31474.0,31415.513597065976,31307.0,-0.01685824499377331,-0.013141755006226611,0,0,0,0,0,0.014276046534110964
6,2023-03-29,31774.0,31293.174954348167,31346.0,-0.030132657067156468,0.00013265706715654443,0,0,0,0,0,0.023943798137346484
7,2023-03-30,31917.0,31473.69556259684,31553.0,-0.028889289012224116,-0.0011107109877758353,0,0,0,0,0,0.02855209306822215
8,2023-03-31,32271.0,31774.402056349765,31666.0,-0.030388365518584173,0.0003883655185843674,0,0,0,0,0,0.03996003996003994
9,2023-04-03,32045.0,31930.13663932676,31932.0,-0.018584439403127966,-0.011415560596871873,0,0,0,0,0,0.03267700041893584
10,2023-04-04,32168.0,32258.26518866047,32075.0,-0.01219394464497413,-0.017806055355025784,0,0,0,0,0,0.036640778576262356
11,2023-04-05,32207.0,32048.689507938627,32134.0,-0.019915406342142054,-0.010084593657857806,0,0,0,0,0,0.037897586284683094
12,2023-04-06,32001.0,32188.55277565235,32267.0,-0.009139158912147878,-0.020860841087851974,0,0,0,0,0,0.03125906351712815
13,2023-04-10,32714.0,32201.347393293112,32114.0,-0.030670740560826776,0.0006707405608268298,0,0,0,0,0,0.04476817081847373
14,2023-04-11,33015.0,32284.98557306312,32557.0,-0.03711159857449274,0.007111598574492719,0,0,0,0,0,0.05438103440642883
15,2023-04-12,32990.0,32719.56733683184,32773.0,-0.02319741325153562,-0.006802586748464403,0,0,0,0,0,0.0535826238094228
16,2023-04-13,33418.0,33006.506104852124,33133.0,-0.027313540461663562,-0.002686459538336462,0,0,0,0,0,0.06725141323016937
17,2023-04-14,33320.0,33000.213229562374,33074.0,-0.02459744208996463,-0.005402557910035327,0,0,0,0,0,0.06412164368990503
18,2023-04-17,33369.0,33415.98562244823,33428.0,-0.01359193795294339,-0.016408062047056603,0,0,0,0,0,0.0656865284600372
19,2023-04-18,33280.0,33309.60425344673,33266.0,-0.014110449115182395,-0.01588955088481743,0,0,0,0,0,0.06284418673469494
20,2023-04-19,33207.0,33367.123247193,33290.0,-0.010178027307706146,-0.01982197269229372,0,0,0,0,0,0.06051282779143685
21,2023-04-20,33148.0,33270.22081636276,33438.0,-0.011312875094643283,-0.018687124905356567,0,0,0,0,0,0.05862857878250227
22,2023-04-21,32946.0,33217.32949664431,33138.0,-0.006764417633572556,-0.023235582366427254,0,0,0,0,0,0.05217742115869206
23,2023-04-24,32906.0,33157.31778229001,33192.0,-0.00736255447972971,-0.022637445520270187,0,0,0,0,0,0.050899964203482195
24,2023-04-25,32390.0,32958.99371757031,32956.0,0.002566956393032121,-0.03256695639303214,0,0,0,0,0,0.034420769481273705
25,2023-04-26,32400.0,32918.55806124834,32897.0,0.001004878433590712,-0.03100487843359071,0,0,0,0,0,0.034740133720076116
26,2023-04-27,32664.0,32389.519407907203,32355.0,-0.023403153076561246,-0.0065968469234387,0,0,0,0,0,0.04317134962446212
27,2023-04-28,32649.0,32393.82874192239,32260.0,-0.022815591842862092,-0.007184408157137721,0,0,0,0,0,0.04269230326625828
28,2023-05-02,32654.0,32656.12835866841,32589.0,-0.014934820889679257,-0.015065179110320712,0,0,0,0,0,0.042851985385659486
29,2023-05-03,32485.0,32664.222406449117,32799.0,-0.009482918071444595,-0.02051708192855527,0,0,0,0,0,0.0374547297498975
30,2023-05-04,32849.0,32662.53626941828,32679.0,-0.0206763898621484,-0.009323610137851412,0,0,0,0,0,0.049079588042308275
31,2023-05-08,32839.0,32494.30320194748,32460.0,-0.025496568045693165,-0.004503431954306782,0,0,0,0,0,0.04876022380350564
32,2023-05-09,32789.0,32859.13180463288,32814.0,-0.012861117916591466,-0.01713888208340848,0,0,0,0,0,0.047163402609493366
33,2023-05-10,32709.0,32859.50205465613,32809.0,-0.010398757080432499,-0.019601242919567403,0,0,0,0,0,0.04460848869907341
34,2023-05-11,32385.0,32805.878850443376,32659.0,-0.0020038953082173287,-0.02799610469178254,0,0,0,0,0,0.03426108736187272
35,2023-05-12,32280.0,32722.137428948736,32724.0,-0.0013030536261233374,-0.028696946373876594,0,0,0,0,0,0.03090776285444652
36,2023-05-15,32649.0,32395.22011311776,32370.0,-0.02277297579963345,-0.007227024200366362,0,0,0,0,0,0.0426923032662585
37,2023-05-16,32470.0,32300.752164960413,32275.0,-0.020212437173993916,-0.009787562826005928,0,0,0,0,0,0.03697568339169388
