,date,open,y_pred,y_test,profit_long,profit_short,real_profit_long,real_profit_short,real_profit,cumulative_profit,total_real_profit,kodex_cumulative_return
0,2023-03-21,31213.0,31110.909768343587,31016.0,-0.01827075999283662,-0.011729240007163244,0.0,0,0.0,0.0,0.0,0.0058651026392961825
1,2023-03-22,31095.0,31040.794573929117,31075.0,-0.016743220005495368,-0.013256779994504468,0.0,0,0.0,0.0,0.0,0.0020624536753568457
2,2023-03-23,31410.0,31214.55369257269,31164.0,-0.02122242303175134,-0.00877757696824864,0.0,0,0.0,0.0,0.0,0.012213592858754119
3,2023-03-24,31415.0,31109.359449670923,31080.0,-0.024729127815663717,-0.005270872184336308,0.0,0,0.0,0.0,0.0,0.012374722052141296
4,2023-03-27,31277.0,31439.569530534456,31410.0,-0.009802265865189726,-0.02019773413481008,0.0,0,0.0,0.0,0.0,0.007927556314653028
5,2023-03-28,31474.0,31421.39999866,31297.0,-0.01667122073266816,-0.013328779267331762,0.0,0,0.0,0.0,0.0,0.014276046534110964
6,2023-03-29,31774.0,31294.60938607067,31317.0,-0.030087512240489882,8.751224048995895e-05,0.0,0,0.0,0.0,0.0,0.023943798137346484
7,2023-03-30,31917.0,31478.39542092689,31558.0,-0.02874203650321486,-0.0012579634967850874,0.0,0,0.0,0.0,0.0,0.02855209306822215
8,2023-03-31,32271.0,31778.20428850532,31691.0,-0.030270543568364023,0.00027054356836421554,0.0,0,0.0,0.0,0.0,0.03996003996003994
9,2023-04-03,32045.0,31932.884030533554,31907.0,-0.018498703993335662,-0.011501296006664179,0.0,0,0.0,0.0,0.0,0.03267700041893584
10,2023-04-04,32168.0,32264.804142101944,32075.0,-0.011990669544207053,-0.018009330455792862,0.0,0,0.0,0.0,0.0,0.036640778576262356
11,2023-04-05,32207.0,32051.600240275257,32104.0,-0.019825030574866936,-0.010174969425132924,0.0,0,0.0,0.0,0.0,0.037897586284683094
12,2023-04-06,32001.0,32187.123853222096,32257.0,-0.009183811342704911,-0.02081618865729494,0.0,0,0.0,0.0,0.0,0.03125906351712815
13,2023-04-10,32714.0,32206.421257743383,32114.0,-0.03051564291302245,0.0005156429130225021,0.0,0,0.0,0.0,0.0,0.04476817081847373
14,2023-04-11,33015.0,32291.76430876281,32557.0,-0.0369062756697619,0.0069062756697618796,0.0,0,0.0,0.0,0.0,0.05438103440642883
15,2023-04-12,32990.0,32724.631560150898,32769.0,-0.023043905421312544,-0.006956094578687478,0.0,0,0.0,0.0,0.0,0.0535826238094228
16,2023-04-13,33418.0,33014.49371212577,33148.0,-0.02707451935705993,-0.0029254806429400964,0.0,0,0.0,0.0,0.0,0.06725141323016937
17,2023-04-14,33320.0,33004.45762897051,33079.0,-0.024470059154546468,-0.005529940845453489,0.0,0,0.0,0.0,0.0,0.06412164368990503
18,2023-04-17,33369.0,33423.01690702752,33418.0,-0.013381224878554162,-0.016618775121445828,0.0,0,0.0,0.0,0.0,0.0656865284600372
19,2023-04-18,33280.0,33317.76271952948,33246.0,-0.013865302898753602,-0.016134697101246223,0.0,0,0.0,0.0,0.0,0.06284418673469494
20,2023-04-19,33207.0,33373.93699986805,33330.0,-0.009972837056402185,-0.02002716294359768,0.0,0,0.0,0.0,0.0,0.06051282779143685
21,2023-04-20,33148.0,33276.71747243543,33418.0,-0.011116885711492708,-0.01888311428850714,0.0,0,0.0,0.0,0.0,0.05862857878250227
22,2023-04-21,32946.0,33221.21535657237,33138.0,-0.006646471299326898,-0.023353528700672914,0.0,0,0.0,0.0,0.0,0.05217742115869206
23,2023-04-24,32906.0,33162.69508572834,33192.0,-0.007199140408182678,-0.02280085959181722,0.0,0,0.0,0.0,0.0,0.050899964203482195
24,2023-04-25,32390.0,32959.58148768317,32931.0,0.0025851030467172994,-0.03258510304671732,0.0,0,0.0,0.0,0.0,0.034420769481273705
25,2023-04-26,32400.0,32921.00867459196,32887.0,0.0010805146479000497,-0.03108051464790005,0.0,0,0.0,0.0,0.0,0.034740133720076116
26,2023-04-27,32664.0,32395.26142106764,32375.0,-0.02322736281326105,-0.006772637186738897,0.0,0,0.0,0.0,0.0,0.04317134962446212
27,2023-04-28,32649.0,32400.246489952857,32240.0,-0.022619023861286305,-0.0073809761387135095,0.0,0,0.0,0.0,0.0,0.04269230326625828
28,2023-05-02,32654.0,32663.73855630824,32614.0,-0.014701765287308101,-0.015298234712691866,0.0,0,0.0,0.0,0.0,0.042851985385659486
29,2023-05-03,32485.0,32667.1804515404,32799.0,-0.009391859272267019,-0.020608140727732847,0.0,0,0.0,0.0,0.0,0.0374547297498975
30,2023-05-04,32849.0,32666.808363961165,32694.0,-0.020546337363049966,-0.009453662636949849,0.0,0,0.0,0.0,0.0,0.049079588042308275
