,date,open,y_pred,y_test,profit_long,profit_short,real_profit_long,real_profit_short,real_profit,cumulative_profit,total_real_profit,kodex_cumulative_return
0,2023-03-21,31213.0,31102.233743793666,31016.0,-0.01854872188531478,-0.011451278114685083,0,0,0,0,0,0.0058651026392961825
1,2023-03-22,31095.0,31034.53672856379,31007.0,-0.01694446925345568,-0.013055530746544156,0,0,0,0,0,0.0020624536753568457
2,2023-03-23,31410.0,31210.678582002773,31169.0,-0.021345794905992525,-0.008654205094007451,0,0,0,0,0,0.012213592858754119
3,2023-03-24,31415.0,31106.70323569308,31110.0,-0.02481368022622693,-0.005186319773773092,0,0,0,0,0,0.012374722052141296
4,2023-03-27,31277.0,31433.628790854127,31381.0,-0.009992205427178696,-0.020007794572821112,0,0,0,0,0,0.007927556314653028
5,2023-03-28,31474.0,31411.10809599664,31253.0,-0.01699821770360801,-0.013001782296391911,0,0,0,0,0,0.014276046534110964
6,2023-03-29,31774.0,31288.886275429824,31351.0,-0.030267631540573194,0.0002676315405732709,0,0,0,0,0,0.023943798137346484
7,2023-03-30,31917.0,31469.277171136477,31582.0,-0.029027722808018318,-0.0009722771919816305,0,0,0,0,0,0.02855209306822215
8,2023-03-31,32271.0,31769.16040723268,31666.0,-0.030550791508391874,0.000550791508392068,0,0,0,0,0,0.03996003996003994
9,2023-04-03,32045.0,31925.94417685566,31952.0,-0.018715269874998747,-0.011284730125001094,0,0,0,0,0,0.03267700041893584
10,2023-04-04,32168.0,32255.48663374661,32065.0,-0.012280321010115286,-0.017719678989884628,0,0,0,0,0,0.036640778576262356
11,2023-04-05,32207.0,32044.51208013956,32124.0,-0.02004511192785529,-0.009954888072144568,0,0,0,0,0,0.037897586284683094
12,2023-04-06,32001.0,32184.56684885511,32286.0,-0.009263715232176702,-0.020736284767823146,0,0,0,0,0,0.03125906351712815
13,2023-04-10,32714.0,32195.31119179632,32094.0,-0.03085525488181444,0.0008552548818144942,0,0,0,0,0,0.04476817081847373
14,2023-04-11,33015.0,32280.22905292825,32577.0,-0.03725567006123724,0.007255670061237223,0,0,0,0,0,0.05438103440642883
15,2023-04-12,32990.0,32714.48161285043,32793.0,-0.02335157281447611,-0.006648427185523913,0,0,0,0,0,0.0535826238094228
