,date,open,y_pred,y_test,profit_long,profit_short,real_profit_long,real_profit_short,real_profit,cumulative_profit,total_real_profit,kodex_cumulative_return
0,2023-03-21,31213.0,31075.0,31075.0,-0.019421234741934326,-0.01057876525806554,0,0,0,0,0,0.0058651026392961825
1,2023-03-22,31095.0,31031.0,31031.0,-0.01705820871522739,-0.012941791284772448,0,0,0,0,0,0.0020624536753568457
2,2023-03-23,31410.0,31213.0,31213.0,-0.02127188793377898,-0.008728112066220995,0,0,0,0,0,0.012213592858754119
3,2023-03-24,31415.0,31095.0,31095.0,-0.025186216775425707,-0.004813783224574318,0,0,0,0,0,0.012374722052141296
4,2023-03-27,31277.0,31410.0,31410.0,-0.010747674009655504,-0.019252325990344304,0,0,0,0,0,0.007927556314653028
5,2023-03-28,31474.0,31415.0,31415.0,-0.0168745631314735,-0.013125436868526422,0,0,0,0,0,0.014276046534110964
6,2023-03-29,31774.0,31277.0,31277.0,-0.030641719644992665,0.000641719644992743,0,0,0,0,0,0.023943798137346484
7,2023-03-30,31917.0,31474.000000000004,31474.0,-0.028879750603126666,-0.0011202493968732856,0,0,0,0,0,0.02855209306822215
8,2023-03-31,32271.0,31774.0,31774.0,-0.03040082426946779,0.00040082426946798393,0,0,0,0,0,0.03996003996003994
9,2023-04-03,32045.0,31917.0,31917.0,-0.018994382899048076,-0.011005617100951763,0,0,0,0,0,0.03267700041893584
10,2023-04-04,32168.0,32271.000000000004,32271.0,-0.01179806018403361,-0.018201939815966305,0,0,0,0,0,0.036640778576262356
11,2023-04-05,32207.0,32045.0,32045.0,-0.020029962430527397,-0.009970037569472462,0,0,0,0,0,0.037897586284683094
12,2023-04-06,32001.0,32168.0,32168.0,-0.009781413080841092,-0.02021858691915876,0,0,0,0,0,0.03125906351712815
13,2023-04-10,32714.0,32207.0,32207.0,-0.03049795194717855,0.0004979519471786047,0,0,0,0,0,0.04476817081847373
14,2023-04-11,33015.0,32291.0,32291.0,-0.03692942601847641,0.006929426018476384,0,0,0,0,0,0.05438103440642883
15,2023-04-12,32990.0,32714.0,32714.0,-0.023366171567141512,-0.006633828432858508,0,0,0,0,0,0.0535826238094228
