,date,volume
0,20181001,510082
1,20181002,362775
2,20181004,282390
3,20181005,572908
4,20181008,423341
5,20181010,349294
6,20181011,1442762
7,20181012,895157
8,20181015,514903
9,20181016,288759
10,20181017,519161
11,20181018,223132
12,20181019,510380
13,20181022,351638
14,20181023,450179
15,20181024,768596
16,20181025,1745493
17,20181026,683994
18,20181029,647500
19,20181030,938976
20,20181031,492527
21,20181101,727105
22,20181102,448261
23,20181105,786168
24,20181106,408561
25,20181107,880417
26,20181108,971162
27,20181109,981807
28,20181112,340394
29,20181113,1026285
30,20181114,702111
31,20181116,709529
32,20181119,420464
33,20181120,965822
34,20181121,1114626
35,20181122,276443
36,20181123,274346
37,20181126,314087
38,20181127,602664
39,20181128,184644
40,20181129,520770
41,20181130,289800
42,20181203,1828220
43,20181204,396729
44,20181205,696078
45,20181206,528474
46,20181207,479029
47,20181210,565038
48,20181211,424884
49,20181212,570614
50,20181213,377983
51,20181214,758088
52,20181217,388548
53,20181218,473783
54,20181219,534968
55,20181220,687985
56,20181221,458113
57,20181224,355881
58,20181226,451679
59,20181227,988470
60,20181228,766284
61,20190103,828565
62,20190104,612086
63,20190107,751924
64,20190108,544984
65,20190109,635685
66,20190110,708772
67,20190111,795387
68,20190114,781665
69,20190115,841532
70,20190116,859999
71,20190117,816533
72,20190118,801978
73,20190121,556431
74,20190122,652921
75,20190123,423158
76,20190124,945571
77,20190125,781932
78,20190128,984958
79,20190129,866869
80,20190130,914004
81,20190131,1259038
82,20190201,1874183
83,20190207,1005838
84,20190208,737759
85,20190211,425727
86,20190212,430509
87,20190213,705493
88,20190214,460098
89,20190215,377143
90,20190218,426645
91,20190219,675594
92,20190220,607833
93,20190221,449905
94,20190222,440220
95,20190225,655324
96,20190226,603495
97,20190227,427926
98,20190228,624902
99,20190304,401794
100,20190305,574891
101,20190306,425828
102,20190307,563498
103,20190308,337679
104,20190311,1189108
105,20190312,527988
106,20190313,320325
107,20190314,303346
108,20190315,532267
109,20190318,599813
110,20190319,845609
111,20190320,434030
112,20190321,739757
113,20190322,777545
114,20190325,696401
115,20190326,1040662
116,20190327,445842
117,20190328,826979
118,20190329,580785
119,20190401,573943
120,20190402,484836
121,20190403,96087
122,20190404,320909
123,20190405,605447
124,20190408,416819
125,20190409,565365
126,20190410,714407
127,20190411,564569
128,20190412,452887
129,20190415,729746
130,20190416,611126
131,20190417,800087
132,20190418,687863
133,20190419,737296
134,20190422,555145
135,20190423,993597
136,20190424,410508
137,20190425,758622
138,20190426,694245
139,20190429,208427
140,20190430,533292
141,20190502,112241
142,20190503,210162
143,20190507,823980
144,20190508,306403
145,20190509,226242
146,20190510,654364
147,20190513,491852
148,20190514,892578
149,20190515,980885
150,20190516,726208
151,20190517,499217
152,20190520,686002
153,20190521,1025908
154,20190522,513621
155,20190523,685508
156,20190524,469254
157,20190527,561388
158,20190528,510825
159,20190529,718338
160,20190530,622553
161,20190531,920679
162,20190603,489511
163,20190604,392013
164,20190605,543052
165,20190607,599587
166,20190610,484060
167,20190611,288597
168,20190612,322978
169,20190613,358130
170,20190614,363384
171,20190617,294224
172,20190618,335590
173,20190619,397300
174,20190620,220899
175,20190621,447879
176,20190624,162623
177,20190625,340580
178,20190626,169457
179,20190627,312147
180,20190628,205354
181,20190701,608503
182,20190702,513994
183,20190703,195618
184,20190704,263551
185,20190705,289328
186,20190708,645704
187,20190709,275870
188,20190710,286065
189,20190711,433123
190,20190712,232276
191,20190715,280620
192,20190716,291337
193,20190717,318414
194,20190718,163410
195,20190719,383537
196,20190722,190587
197,20190723,350532
198,20190724,217640
199,20190725,547824
200,20190726,260994
201,20190729,399144
202,20190730,824786
203,20190731,159623
204,20190801,168036
205,20190802,768181
206,20190805,596670
207,20190806,984090
208,20190807,465585
209,20190808,416237
210,20190809,649842
211,20190812,272353
212,20190813,384645
213,20190814,590433
214,20190816,385361
215,20190819,349413
216,20190820,249136
217,20190821,641277
218,20190822,479857
219,20190823,310839
220,20190826,489551
221,20190827,637932
222,20190828,292383
