,date,y_volume_1240
43,20181001,1822
120,20181002,3086
197,20181004,46566
274,20181005,30752
351,20181008,5785
428,20181010,74112
505,20181011,57360
582,20181012,194269
659,20181015,12044
736,20181016,17956
813,20181017,23046
890,20181018,8301
967,20181019,24534
1044,20181022,123345
1121,20181023,28587
1198,20181024,38983
1275,20181025,65637
1352,20181026,62309
1429,20181029,28146
1506,20181030,25729
1583,20181031,25238
1660,20181101,13058
1737,20181102,31262
1814,20181105,61996
1891,20181106,7741
1968,20181107,15230
2045,20181108,22474
2122,20181109,17920
2199,20181112,8917
2276,20181113,49514
2353,20181114,6014
2418,20181115,31157
2507,20181116,13375
2584,20181119,5808
2661,20181120,132633
2738,20181121,11213
2815,20181122,14903
2892,20181123,9064
2969,20181126,13961
3046,20181127,16772
3123,20181128,19757
3200,20181129,26534
3277,20181130,2767
3354,20181203,6861
3431,20181204,86481
3508,20181205,8782
3585,20181206,52444
3662,20181207,22992
3739,20181210,77688
3816,20181211,195279
3893,20181212,26527
3970,20181213,34661
4047,20181214,133367
4124,20181217,104480
4201,20181218,47344
4278,20181219,100075
4355,20181220,131582
4432,20181221,93879
4509,20181224,140219
4586,20181226,14106
4663,20181227,12246
4740,20181228,83607
4805,20190102,34551
4882,20190103,6946
4959,20190104,18571
5036,20190107,13797
5113,20190108,9843
5190,20190109,23410
5267,20190110,12026
5344,20190111,66626
5421,20190114,1863
5498,20190115,10744
5575,20190116,3127
5652,20190117,12480
5729,20190118,10795
5806,20190121,2944
5883,20190122,27147
5960,20190123,18753
6037,20190124,17838
6114,20190125,113345
6191,20190128,33859
6268,20190129,55666
6345,20190130,26738
6422,20190131,17788
6499,20190201,95806
6576,20190207,42218
6653,20190208,34219
6730,20190211,19203
6807,20190212,13700
6884,20190213,1569
6961,20190214,38522
7038,20190215,25005
7115,20190218,8581
7192,20190219,34414
7269,20190220,24323
7346,20190221,54472
7423,20190222,3691
7500,20190225,35316
7577,20190226,12396
7654,20190227,5296
7731,20190228,35437
7808,20190304,78525
7885,20190305,10364
7962,20190306,9766
8039,20190307,16024
8116,20190308,24994
8193,20190311,16977
8270,20190312,80227
8347,20190313,12366
8424,20190314,53901
8501,20190315,85216
8578,20190318,37713
8655,20190319,13298
8732,20190320,10970
8809,20190321,48048
8886,20190322,87519
8963,20190325,4394
9040,20190326,7895
9117,20190327,30315
9194,20190328,1457
9271,20190329,4668
9348,20190401,4778
9425,20190402,15453
9502,20190403,19060
9579,20190404,34361
9656,20190405,13642
9733,20190408,56821
9810,20190409,20687
9887,20190410,15298
9964,20190411,30743
10041,20190412,31380
10118,20190415,73012
10195,20190416,6838
10272,20190417,25431
10349,20190418,46071
10426,20190419,18644
10503,20190422,18589
10580,20190423,738
10657,20190424,31612
10734,20190425,4841
10811,20190426,33113
10888,20190429,15554
10965,20190430,4487
11042,20190502,13001
11119,20190503,9293
11196,20190507,27357
11273,20190508,40241
11350,20190509,70665
11427,20190510,24984
11504,20190513,7358
11581,20190514,59818
11658,20190515,46670
11735,20190516,46319
11812,20190517,25869
11889,20190520,11201
11966,20190521,30849
12043,20190522,28146
12120,20190523,13920
12197,20190524,7992
12274,20190527,6097
12351,20190528,7756
12428,20190529,19589
12505,20190530,9071
12582,20190531,26930
12659,20190603,18600
12736,20190604,20366
12813,20190605,11355
12890,20190607,13094
12967,20190610,5401
13044,20190611,11309
13121,20190612,18050
13198,20190613,72828
13275,20190614,135201
13352,20190617,17288
13429,20190618,6329
13506,20190619,7566
13583,20190620,9212
13660,20190621,6660
13737,20190624,9494
13814,20190625,11437
13891,20190626,9666
13968,20190627,23307
14045,20190628,11762
14122,20190701,4667
14199,20190702,4176
14276,20190703,17083
14353,20190704,17742
14430,20190705,15417
14507,20190708,30950
14584,20190709,16586
14661,20190710,122853
14738,20190711,64212
14815,20190712,4462
14892,20190715,33180
14969,20190716,7541
15046,20190717,4785
15123,20190718,13624
15200,20190719,27465
15277,20190722,12845
15354,20190723,5546
15431,20190724,5730
15508,20190725,101449
15585,20190726,14002
15662,20190729,27642
15739,20190730,25237
15816,20190731,11521
15893,20190801,17014
15970,20190802,16813
16047,20190805,251273
16124,20190806,109516
16201,20190807,35533
16278,20190808,13201
16355,20190809,7599
16432,20190812,74725
16509,20190813,19451
16586,20190814,32408
16663,20190816,43941
16740,20190819,11606
16817,20190820,20029
16894,20190821,7735
16971,20190822,29832
17048,20190823,51907
17125,20190826,9659
17202,20190827,2598
17279,20190828,1597
17356,20190829,3435
17433,20190830,25199
17510,20190902,5152
17587,20190903,38362
17664,20190904,28898
17741,20190905,14259
17818,20190906,41072
17895,20190909,2437
17972,20190910,9757
18049,20190911,55786
18126,20190916,34662
18203,20190917,5911
18280,20190918,36491
18357,20190919,15231
18434,20190920,64670
18511,20190923,13401
18588,20190924,90507
18665,20190925,9892
18742,20190926,4431
18819,20190927,10521
18896,20190930,23452
18973,20191001,10334
19050,20191002,10906
19127,20191004,12266
19204,20191007,24794
19281,20191008,7127
19358,20191010,9202
19435,20191011,18134
19512,20191014,34949
19589,20191015,11742
19666,20191016,3214
19743,20191017,12676
19820,20191018,10702
19897,20191021,2787
19974,20191022,28832
20051,20191023,24091
20128,20191024,8925
20205,20191025,102475
20282,20191028,70401
20359,20191029,10757
20436,20191030,26271
20513,20191031,47174
20590,20191101,15364
20667,20191104,31333
20744,20191105,26610
20821,20191106,5771
20898,20191107,11043
20975,20191108,5623
21052,20191111,15785
21129,20191112,5042
21206,20191113,12915
21271,20191114,31047
21360,20191115,36514
21437,20191118,13805
21514,20191119,6272
21591,20191120,28476
21668,20191121,51904
21745,20191122,15700
21822,20191125,21378
21899,20191126,46437
21976,20191127,5916
22053,20191128,11645
22130,20191129,84205
22207,20191202,3169
22284,20191203,11484
22361,20191204,5177
22438,20191205,85991
22515,20191206,37603
22592,20191209,24417
22669,20191210,54996
22746,20191211,18134
22823,20191212,7091
22900,20191213,29087
22977,20191216,60754
23054,20191217,22887
23131,20191218,5935
23208,20191219,12101
23285,20191220,1636
23362,20191223,95523
23439,20191224,44218
23516,20191226,3235
23593,20191227,13930
23670,20191230,21284
23735,20200102,18699
23812,20200103,15970
23889,20200106,51961
23966,20200107,25470
24043,20200108,221631
24120,20200109,15000
24197,20200110,38937
24274,20200113,26175
24351,20200114,33070
24428,20200115,54778
24505,20200116,112867
24582,20200117,8474
24659,20200120,108328
24736,20200121,12209
24813,20200122,16227
24890,20200123,12674
24967,20200128,16935
25044,20200129,36933
25121,20200130,58859
25198,20200131,11465
25275,20200203,25563
25352,20200204,37056
25429,20200205,20156
25506,20200206,17381
25583,20200207,16230
25660,20200210,18679
25737,20200211,25421
25814,20200212,34834
25891,20200213,35399
25968,20200214,14136
26045,20200217,12237
26122,20200218,39259
26199,20200219,12661
26276,20200220,34283
26353,20200221,16091
26430,20200224,63097
26507,20200225,43513
26584,20200226,121601
26661,20200227,52454
26738,20200228,880879
26815,20200302,133255
26892,20200303,36352
26969,20200304,38963
27046,20200305,31002
27123,20200306,138074
27200,20200309,97932
27277,20200310,84207
27354,20200311,104085
27431,20200312,121998
27503,20200313,106601
27580,20200316,283813
27657,20200317,532372
27734,20200318,101482
27806,20200319,805617
27883,20200320,175696
27960,20200323,240472
28037,20200324,250908
28114,20200325,60818
28191,20200326,76392
28268,20200327,95651
28345,20200330,119762
28422,20200331,54208
28499,20200401,96273
28576,20200402,236073
28653,20200403,190975
28730,20200406,77143
28807,20200407,62828
28884,20200408,37372
28961,20200409,39824
29038,20200410,122573
29115,20200413,357908
29192,20200414,81101
29269,20200416,61269
29346,20200417,120524
29423,20200420,14692
29500,20200421,73359
29577,20200422,317788
29654,20200423,47468
29731,20200424,17842
29808,20200427,48362
29885,20200428,48988
29962,20200429,61864
30039,20200504,46950
30116,20200506,80686
30193,20200507,12037
30270,20200508,36246
30347,20200511,33499
30424,20200512,45713
30501,20200513,15977
30578,20200514,31427
30655,20200515,87942
30732,20200518,20011
30809,20200519,35401
30886,20200520,22132
30963,20200521,26191
31040,20200522,178895
31117,20200525,20139
31194,20200526,99164
31271,20200527,85838
31348,20200528,258136
31425,20200529,21363
31502,20200601,34170
31579,20200602,80474
31656,20200603,119025
31733,20200604,73038
31810,20200605,77403
31887,20200608,69548
31964,20200609,290603
32041,20200610,17031
32118,20200611,151215
32195,20200612,65620
32272,20200615,77386
32349,20200616,22959
32426,20200617,53760
32503,20200618,69610
32580,20200619,21871
32657,20200622,7792
32734,20200623,38896
32811,20200624,43821
32888,20200625,101051
32965,20200626,80321
33042,20200629,14325
33119,20200630,45298
33196,20200701,32167
33273,20200702,14308
33350,20200703,53764
33427,20200706,35298
33504,20200707,25965
33581,20200708,18269
33658,20200709,24919
33735,20200710,18780
33812,20200713,14923
33889,20200714,10480
33966,20200715,20643
34043,20200716,22109
34120,20200717,15748
34197,20200720,19464
34274,20200721,40575
34351,20200722,32681
34428,20200723,72501
34505,20200724,12065
34582,20200727,33717
34659,20200728,73719
34736,20200729,35148
34813,20200730,35493
34890,20200731,29511
34967,20200803,45145
35044,20200804,10558
35121,20200805,9567
35198,20200806,46669
35275,20200807,124219
35352,20200810,19900
35429,20200811,24053
35506,20200812,32514
35583,20200813,43142
35660,20200814,16970
35737,20200818,23007
35814,20200819,58916
35891,20200820,65081
35968,20200821,96547
36045,20200824,21515
36122,20200825,33710
36199,20200826,14985
36276,20200827,9461
36353,20200828,30384
36430,20200831,61734
36507,20200901,41024
36584,20200902,26270
36661,20200903,47403
36738,20200904,18020
36815,20200907,19232
36892,20200908,51575
36969,20200909,34814
37046,20200910,55795
37123,20200911,82057
37200,20200914,28222
37277,20200915,64706
37354,20200916,18795
37431,20200917,202880
37508,20200918,13870
37585,20200921,73166
37662,20200922,153455
37739,20200923,137702
37816,20200924,65241
37893,20200925,48686
37970,20200928,49888
38047,20200929,146306
38124,20201005,98779
38201,20201006,230823
38278,20201007,42774
38355,20201008,60588
38432,20201012,38439
38509,20201013,28218
38586,20201014,87809
38663,20201015,51260
38740,20201016,43681
38817,20201019,70156
38894,20201020,108052
38971,20201021,33251
39048,20201022,15425
39125,20201023,61949
39202,20201026,55366
39279,20201027,24396
39356,20201028,24862
39433,20201029,276939
39510,20201030,64937
39587,20201102,6534
39664,20201103,18243
39741,20201104,206484
39818,20201105,127159
39895,20201106,133002
39972,20201109,148361
40049,20201110,103288
40126,20201111,48075
40203,20201112,71734
40280,20201113,11602
40357,20201116,61176
40434,20201117,7863
40511,20201118,24625
40588,20201119,59022
40665,20201120,196935
40742,20201123,102226
40819,20201124,56382
40896,20201125,40672
40973,20201126,45365
41050,20201127,154158
41127,20201130,67330
41204,20201201,55065
41281,20201202,39430
41346,20201203,112138
41435,20201204,47125
41512,20201207,238215
41589,20201208,153240
41666,20201209,28917
41743,20201210,86247
41820,20201211,36290
41897,20201214,58375
41974,20201215,382053
42051,20201216,32539
42128,20201217,39960
42205,20201218,28175
42282,20201221,56582
42359,20201222,93035
42436,20201223,73890
42513,20201224,70859
42590,20201228,90955
42667,20201229,344264
42744,20201230,96486
42809,20210104,192852
42886,20210105,57121
42963,20210106,81594
43040,20210107,19867
43117,20210108,48832
43194,20210111,89948
43271,20210112,373499
43348,20210113,56937
43425,20210114,96995
43502,20210115,94481
43579,20210118,65477
43656,20210119,160751
43733,20210120,110467
43810,20210121,85940
43887,20210122,43230
43964,20210125,51940
44041,20210126,170330
44118,20210127,49639
44195,20210128,186524
44272,20210129,199981
44349,20210201,51541
44426,20210202,107988
44503,20210203,91788
44580,20210204,369848
44657,20210205,195947
44734,20210208,33452
44811,20210209,42226
44888,20210210,21517
44965,20210215,39628
45042,20210216,115988
45119,20210217,237215
45196,20210218,260181
45273,20210219,144791
45350,20210222,85917
45427,20210223,46952
45504,20210224,46786
45581,20210225,26357
45658,20210226,93343
45735,20210302,71358
45812,20210303,19065
45889,20210304,73008
45966,20210305,122803
46043,20210308,62974
46120,20210309,169345
46197,20210310,79029
46274,20210311,72176
46351,20210312,39939
46428,20210315,103275
46505,20210316,76598
46582,20210317,58190
46659,20210318,102388
46736,20210319,18327
46813,20210322,24226
46890,20210323,54769
46967,20210324,41574
47044,20210325,111888
47121,20210326,81629
47198,20210329,54492
47275,20210330,43502
47352,20210331,56380
47429,20210401,22392
47506,20210402,29093
47583,20210405,7944
47660,20210406,11540
47737,20210407,21099
47814,20210408,23836
47891,20210409,99758
47968,20210412,48457
48045,20210413,23759
48122,20210414,29158
48199,20210415,55842
48276,20210416,26429
48353,20210419,20287
48430,20210420,31486
48507,20210421,81811
48584,20210422,12317
48661,20210423,6650
48738,20210426,22143
48815,20210427,22227
48892,20210428,8235
48969,20210429,11271
49046,20210430,28761
49123,20210503,23882
49200,20210504,25012
49277,20210506,8591
49354,20210507,33736
49431,20210510,45587
49508,20210511,55710
49585,20210512,104278
49662,20210513,40191
49739,20210514,109716
49816,20210517,30265
49893,20210518,13568
49970,20210520,18550
50047,20210521,91300
50124,20210524,35322
50201,20210525,9281
50278,20210526,35157
50355,20210527,82001
50432,20210528,28518
50509,20210531,32497
50586,20210601,11419
50663,20210602,63385
50740,20210603,54132
50817,20210604,54372
50894,20210607,52509
50971,20210608,30686
51048,20210609,7116
51125,20210610,220729
51202,20210611,27468
51279,20210614,13171
51356,20210615,1927
51433,20210616,13862
51510,20210617,11173
51587,20210618,11867
51664,20210621,38216
51741,20210622,8378
51818,20210623,10117
51895,20210624,17508
51972,20210625,16853
52049,20210628,5991
52126,20210629,64597
52203,20210630,16737
52280,20210701,30789
52357,20210702,3954
52434,20210705,1665
52511,20210706,10199
52588,20210707,19165
52665,20210708,10126
52742,20210709,36965
52819,20210712,23165
52896,20210713,23442
52973,20210714,17228
53050,20210715,10692
53127,20210716,17629
53204,20210719,14244
53281,20210720,26298
53358,20210721,20046
53435,20210722,49940
53512,20210723,48914
53589,20210726,9933
53666,20210727,11194
53743,20210728,17381
53820,20210729,8299
53897,20210730,43893
53974,20210802,6688
54051,20210803,13583
54128,20210804,42063
54205,20210805,69895
54282,20210806,14127
54359,20210809,10309
54436,20210810,25150
54513,20210811,8311
54590,20210812,1846
54667,20210813,14076
54744,20210817,25184
54821,20210818,21968
54898,20210819,89872
54975,20210820,102539
55052,20210823,69773
55129,20210824,11539
55206,20210825,16035
55283,20210826,26312
55360,20210827,19260
55437,20210830,11775
55514,20210831,31708
55591,20210901,19116
