,date,y_volume_1405
60,20181001,14763
137,20181002,24954
214,20181004,124444
291,20181005,4345
368,20181008,120994
445,20181010,115940
522,20181011,190652
599,20181012,144897
676,20181015,56643
753,20181016,31689
830,20181017,37753
907,20181018,31764
984,20181019,33231
1061,20181022,31048
1138,20181023,135700
1215,20181024,52354
1292,20181025,221924
1369,20181026,209373
1446,20181029,59266
1523,20181030,105874
1600,20181031,70379
1677,20181101,42957
1754,20181102,50487
1831,20181105,68420
1908,20181106,68310
1985,20181107,180781
2062,20181108,101621
2139,20181109,37529
2216,20181112,13786
2293,20181113,39535
2370,20181114,21171
2435,20181115,59706
2524,20181116,26614
2601,20181119,30826
2678,20181120,47039
2755,20181121,124975
2832,20181122,22858
2909,20181123,28612
2986,20181126,47083
3063,20181127,89496
3140,20181128,47992
3217,20181129,38358
3294,20181130,12907
3371,20181203,101238
3448,20181204,25132
3525,20181205,21116
3602,20181206,43714
3679,20181207,110375
3756,20181210,206697
3833,20181211,173230
3910,20181212,297607
3987,20181213,142842
4064,20181214,222729
4141,20181217,50827
4218,20181218,73422
4295,20181219,99710
4372,20181220,56275
4449,20181221,48169
4526,20181224,16710
4603,20181226,249269
4680,20181227,114340
4757,20181228,39189
4822,20190102,35074
4899,20190103,17439
4976,20190104,59171
5053,20190107,47726
5130,20190108,49021
5207,20190109,42039
5284,20190110,39475
5361,20190111,100421
5438,20190114,8138
5515,20190115,36340
5592,20190116,89486
5669,20190117,77496
5746,20190118,37119
5823,20190121,11092
5900,20190122,34876
5977,20190123,59631
6054,20190124,83771
6131,20190125,115206
6208,20190128,69133
6285,20190129,24701
6362,20190130,77489
6439,20190131,26619
6516,20190201,122598
6593,20190207,14189
6670,20190208,55592
6747,20190211,45031
6824,20190212,169961
6901,20190213,3353
6978,20190214,60172
7055,20190215,72199
7132,20190218,106552
7209,20190219,14466
7286,20190220,139930
7363,20190221,14596
7440,20190222,11082
7517,20190225,128177
7594,20190226,17836
7671,20190227,22102
7748,20190228,108811
7825,20190304,94670
7902,20190305,28438
7979,20190306,33726
8056,20190307,243251
8133,20190308,89313
8210,20190311,23558
8287,20190312,85612
8364,20190313,295094
8441,20190314,50797
8518,20190315,102621
8595,20190318,115688
8672,20190319,23607
8749,20190320,17971
8826,20190321,95614
8903,20190322,45683
8980,20190325,29588
9057,20190326,39328
9134,20190327,118400
9211,20190328,21567
9288,20190329,82678
9365,20190401,66837
9442,20190402,36235
9519,20190403,65401
9596,20190404,79037
9673,20190405,3662
9750,20190408,30125
9827,20190409,28612
9904,20190410,23800
9981,20190411,112856
10058,20190412,4501
10135,20190415,9125
10212,20190416,20162
10289,20190417,51433
10366,20190418,47391
10443,20190419,4856
10520,20190422,3125
10597,20190423,29061
10674,20190424,46373
10751,20190425,5810
10828,20190426,95846
10905,20190429,24660
10982,20190430,38343
11059,20190502,8210
11136,20190503,15233
11213,20190507,22755
11290,20190508,26083
11367,20190509,75533
11444,20190510,158872
11521,20190513,47705
11598,20190514,53293
11675,20190515,13012
11752,20190516,220934
11829,20190517,64197
11906,20190520,34248
11983,20190521,24781
12060,20190522,60177
12137,20190523,58066
12214,20190524,78294
12291,20190527,47475
12368,20190528,31356
12445,20190529,47749
12522,20190530,39153
12599,20190531,37372
12676,20190603,41235
12753,20190604,75306
12830,20190605,79860
12907,20190607,52986
12984,20190610,65024
13061,20190611,12280
13138,20190612,50778
13215,20190613,18611
13292,20190614,28000
13369,20190617,37907
13446,20190618,7245
13523,20190619,60035
13600,20190620,101132
13677,20190621,13189
13754,20190624,24015
13831,20190625,35289
13908,20190626,15936
13985,20190627,75562
14062,20190628,72140
14139,20190701,30210
14216,20190702,10758
14293,20190703,51246
14370,20190704,33863
14447,20190705,21777
14524,20190708,35942
14601,20190709,30683
14678,20190710,24220
14755,20190711,29509
14832,20190712,11051
14909,20190715,26082
14986,20190716,3840
15063,20190717,57727
15140,20190718,36995
15217,20190719,38375
15294,20190722,11675
15371,20190723,20245
15448,20190724,65325
15525,20190725,21342
15602,20190726,34079
15679,20190729,13957
15756,20190730,11520
15833,20190731,13516
15910,20190801,62524
15987,20190802,143351
16064,20190805,111821
16141,20190806,50736
16218,20190807,25328
16295,20190808,32726
16372,20190809,21715
16449,20190812,33314
16526,20190813,90270
16603,20190814,63007
16680,20190816,110047
16757,20190819,24149
16834,20190820,48093
16911,20190821,56097
16988,20190822,26303
17065,20190823,48772
17142,20190826,20705
17219,20190827,10973
17296,20190828,33328
17373,20190829,25551
17450,20190830,32180
17527,20190902,84496
17604,20190903,85563
17681,20190904,22958
17758,20190905,69984
17835,20190906,56795
17912,20190909,18202
17989,20190910,25606
18066,20190911,52403
18143,20190916,30780
18220,20190917,34731
18297,20190918,79065
18374,20190919,16129
18451,20190920,25719
18528,20190923,13154
18605,20190924,35863
18682,20190925,46438
18759,20190926,137815
18836,20190927,56317
18913,20190930,31728
18990,20191001,27911
19067,20191002,32801
19144,20191004,29450
19221,20191007,15822
19298,20191008,13929
19375,20191010,15263
19452,20191011,55329
19529,20191014,18242
19606,20191015,13498
19683,20191016,67645
19760,20191017,32530
19837,20191018,71575
19914,20191021,3514
19991,20191022,86788
20068,20191023,15213
20145,20191024,53355
20222,20191025,41963
20299,20191028,29636
20376,20191029,68282
20453,20191030,65489
20530,20191031,105314
20607,20191101,72211
20684,20191104,17821
20761,20191105,39180
20838,20191106,180960
20915,20191107,22795
20992,20191108,34365
21069,20191111,20019
21146,20191112,39190
21223,20191113,22451
21288,20191114,27593
21377,20191115,30799
21454,20191118,12826
21531,20191119,15741
21608,20191120,15982
21685,20191121,44371
21762,20191122,46025
21839,20191125,37187
21916,20191126,23359
21993,20191127,16959
22070,20191128,135889
22147,20191129,161599
22224,20191202,36032
22301,20191203,9634
22378,20191204,56395
22455,20191205,138893
22532,20191206,10325
22609,20191209,58156
22686,20191210,22870
22763,20191211,57488
22840,20191212,51094
22917,20191213,33288
22994,20191216,15579
23071,20191217,24032
23148,20191218,21440
23225,20191219,12374
23302,20191220,24319
23379,20191223,17001
23456,20191224,56685
23533,20191226,57191
23610,20191227,90292
23687,20191230,49730
23752,20200102,28833
23829,20200103,55271
23906,20200106,75988
23983,20200107,29254
24060,20200108,33363
24137,20200109,36525
24214,20200110,38026
24291,20200113,14819
24368,20200114,50695
24445,20200115,24410
24522,20200116,26009
24599,20200117,42716
24676,20200120,34806
24753,20200121,44829
24830,20200122,88888
24907,20200123,78346
24984,20200128,137492
25061,20200129,50655
25138,20200130,76171
25215,20200131,21147
25292,20200203,159301
25369,20200204,92144
25446,20200205,92579
25523,20200206,49345
25600,20200207,11371
25677,20200210,19418
25754,20200211,25803
25831,20200212,115341
25908,20200213,68761
25985,20200214,35410
26062,20200217,70230
26139,20200218,37722
26216,20200219,67357
26293,20200220,32170
26370,20200221,28696
26447,20200224,54229
26524,20200225,104635
26601,20200226,59218
26678,20200227,172734
26755,20200228,390679
26832,20200302,33713
26909,20200303,81156
26986,20200304,12226
27063,20200305,62548
27140,20200306,38800
27217,20200309,95131
27294,20200310,123443
27371,20200311,258818
27448,20200312,315210
27520,20200313,643502
27597,20200316,385482
27674,20200317,616202
27751,20200318,151776
27823,20200319,691374
27900,20200320,222638
27977,20200323,321043
28054,20200324,153373
28131,20200325,381748
28208,20200326,129871
28285,20200327,142509
28362,20200330,151077
28439,20200331,260431
28516,20200401,198633
28593,20200402,281746
28670,20200403,148548
28747,20200406,80474
28824,20200407,112831
28901,20200408,97734
28978,20200409,190689
29055,20200410,59073
29132,20200413,240798
29209,20200414,121560
29286,20200416,81368
29363,20200417,133433
29440,20200420,91435
29517,20200421,244737
29594,20200422,254104
29671,20200423,357672
29748,20200424,198243
29825,20200427,152946
29902,20200428,84587
29979,20200429,38218
30056,20200504,202387
30133,20200506,45286
30210,20200507,57057
30287,20200508,36270
30364,20200511,31187
30441,20200512,93255
30518,20200513,39566
30595,20200514,32685
30672,20200515,83792
30749,20200518,37291
30826,20200519,63965
30903,20200520,46545
30980,20200521,97791
31057,20200522,116761
31134,20200525,108607
31211,20200526,58126
31288,20200527,65226
31365,20200528,66304
31442,20200529,69153
31519,20200601,58982
31596,20200602,68387
31673,20200603,89840
31750,20200604,161009
31827,20200605,160606
31904,20200608,50388
31981,20200609,33462
32058,20200610,86975
32135,20200611,51595
32212,20200612,178363
32289,20200615,186178
32366,20200616,136678
32443,20200617,116953
32520,20200618,27482
32597,20200619,67752
32674,20200622,85291
32751,20200623,49012
32828,20200624,56372
32905,20200625,49611
32982,20200626,156429
33059,20200629,29483
33136,20200630,54099
33213,20200701,77195
33290,20200702,15552
33367,20200703,40764
33444,20200706,148797
33521,20200707,35209
33598,20200708,51117
33675,20200709,50828
33752,20200710,128281
33829,20200713,9912
33906,20200714,85219
33983,20200715,53738
34060,20200716,17498
34137,20200717,114125
34214,20200720,42069
34291,20200721,35552
34368,20200722,59745
34445,20200723,65628
34522,20200724,61132
34599,20200727,147195
34676,20200728,29824
34753,20200729,22590
34830,20200730,45862
34907,20200731,34503
34984,20200803,10370
35061,20200804,60674
35138,20200805,20199
35215,20200806,41568
35292,20200807,93838
35369,20200810,33100
35446,20200811,39152
35523,20200812,43162
35600,20200813,181313
35677,20200814,28695
35754,20200818,53979
35831,20200819,63757
35908,20200820,77485
35985,20200821,38123
36062,20200824,54814
36139,20200825,33385
36216,20200826,46010
36293,20200827,47357
36370,20200828,67930
36447,20200831,197463
36524,20200901,9735
36601,20200902,12579
36678,20200903,26343
36755,20200904,24550
36832,20200907,62025
36909,20200908,82479
36986,20200909,15621
37063,20200910,199515
37140,20200911,106232
37217,20200914,29738
37294,20200915,36266
37371,20200916,216818
37448,20200917,213038
37525,20200918,92635
37602,20200921,66147
37679,20200922,136607
37756,20200923,187180
37833,20200924,267911
37910,20200925,133741
37987,20200928,18667
38064,20200929,36611
38141,20201005,119207
38218,20201006,99066
38295,20201007,89423
38372,20201008,35924
38449,20201012,161624
38526,20201013,118680
38603,20201014,53312
38680,20201015,69862
38757,20201016,100709
38834,20201019,85689
38911,20201020,129635
38988,20201021,117589
39065,20201022,58959
39142,20201023,56412
39219,20201026,22360
39296,20201027,54030
39373,20201028,121588
39450,20201029,72966
39527,20201030,150279
39604,20201102,11714
39681,20201103,26400
39758,20201104,93447
39835,20201105,80562
39912,20201106,134240
39989,20201109,52418
40066,20201110,44538
40143,20201111,75383
40220,20201112,161574
40297,20201113,84167
40374,20201116,127297
40451,20201117,83645
40528,20201118,47445
40605,20201119,187628
40682,20201120,139230
40759,20201123,91463
40836,20201124,41276
40913,20201125,81124
40990,20201126,97505
41067,20201127,51433
41144,20201130,250850
41221,20201201,74490
41298,20201202,49696
41363,20201203,277798
41452,20201204,137076
41529,20201207,29085
41606,20201208,82403
41683,20201209,58556
41760,20201210,94742
41837,20201211,34878
41914,20201214,161476
41991,20201215,117152
42068,20201216,44083
42145,20201217,188877
42222,20201218,39698
42299,20201221,129471
42376,20201222,98186
42453,20201223,103140
42530,20201224,88935
42607,20201228,146616
42684,20201229,374046
42761,20201230,95326
42826,20210104,74148
42903,20210105,96264
42980,20210106,101987
43057,20210107,80605
43134,20210108,107353
43211,20210111,111490
43288,20210112,528497
43365,20210113,142060
43442,20210114,64989
43519,20210115,130930
43596,20210118,52297
43673,20210119,135634
43750,20210120,118387
43827,20210121,56737
43904,20210122,27392
43981,20210125,43743
44058,20210126,151070
44135,20210127,105539
44212,20210128,165169
44289,20210129,174638
44366,20210201,34116
44443,20210202,124382
44520,20210203,93036
44597,20210204,201966
44674,20210205,249537
44751,20210208,59557
44828,20210209,48695
44905,20210210,112923
44982,20210215,23525
45059,20210216,117767
45136,20210217,276147
45213,20210218,136003
45290,20210219,67918
45367,20210222,123062
45444,20210223,103188
45521,20210224,264990
45598,20210225,256805
45675,20210226,188959
45752,20210302,78520
45829,20210303,38862
45906,20210304,61331
45983,20210305,82485
46060,20210308,91698
46137,20210309,162987
46214,20210310,273663
46291,20210311,42187
46368,20210312,48705
46445,20210315,87991
46522,20210316,65761
46599,20210317,191249
46676,20210318,31443
46753,20210319,49696
46830,20210322,57131
46907,20210323,80119
46984,20210324,39972
47061,20210325,405547
47138,20210326,19929
47215,20210329,54831
47292,20210330,98794
47369,20210331,69636
47446,20210401,46830
47523,20210402,36880
47600,20210405,11600
47677,20210406,80758
47754,20210407,44184
47831,20210408,45529
47908,20210409,26400
47985,20210412,13019
48062,20210413,41865
48139,20210414,30516
48216,20210415,77830
48293,20210416,110709
48370,20210419,20806
48447,20210420,23662
48524,20210421,117723
48601,20210422,28192
48678,20210423,69188
48755,20210426,38574
48832,20210427,41806
48909,20210428,39368
48986,20210429,73853
49063,20210430,71500
49140,20210503,42054
49217,20210504,51782
49294,20210506,24722
49371,20210507,42637
49448,20210510,124618
49525,20210511,40120
49602,20210512,76570
49679,20210513,41476
49756,20210514,74106
49833,20210517,45594
49910,20210518,18876
49987,20210520,92064
50064,20210521,38707
50141,20210524,40823
50218,20210525,41813
50295,20210526,58935
50372,20210527,113042
50449,20210528,153274
50526,20210531,97148
50603,20210601,29671
50680,20210602,21813
50757,20210603,335936
50834,20210604,46793
50911,20210607,69901
50988,20210608,37002
51065,20210609,135860
51142,20210610,16376
51219,20210611,13294
51296,20210614,20361
51373,20210615,6140
51450,20210616,12084
51527,20210617,70611
51604,20210618,15368
51681,20210621,33274
51758,20210622,9434
51835,20210623,5691
51912,20210624,5426
51989,20210625,14629
52066,20210628,21167
52143,20210629,24301
52220,20210630,18265
52297,20210701,27072
52374,20210702,9880
52451,20210705,13810
52528,20210706,25549
52605,20210707,28730
52682,20210708,16583
52759,20210709,15443
52836,20210712,14423
52913,20210713,111091
52990,20210714,25846
53067,20210715,23122
53144,20210716,124461
53221,20210719,38385
53298,20210720,50294
53375,20210721,38536
53452,20210722,30324
53529,20210723,43084
53606,20210726,36183
53683,20210727,40552
53760,20210728,70505
53837,20210729,26701
53914,20210730,131732
53991,20210802,12193
54068,20210803,38078
54145,20210804,9822
54222,20210805,42905
54299,20210806,3310
54376,20210809,33496
54453,20210810,15499
54530,20210811,8190
54607,20210812,89849
54684,20210813,129199
54761,20210817,40278
54838,20210818,11120
54915,20210819,107181
54992,20210820,88950
55069,20210823,57021
55146,20210824,52238
55223,20210825,46542
55300,20210826,28363
55377,20210827,33481
55454,20210830,64926
55531,20210831,94158
55608,20210901,14398
55685,20210902,42283
55762,20210903,20651
55839,20210906,80137
55916,20210907,43885
55993,20210908,34855
56070,20210909,42174
56147,20210910,26599
56224,20210913,30693
56301,20210914,96913
56378,20210915,31258
56455,20210916,79225
56532,20210917,36376
56609,20210923,61383
56686,20210924,122825
56763,20210927,58350
56840,20210928,77379
56917,20210929,111917
56994,20210930,38382
57071,20211001,87959
57148,20211005,123959
57225,20211006,48571
57302,20211007,31645
57379,20211008,41062
57456,20211012,46859
57533,20211013,16031
57610,20211014,16198
57687,20211015,19415
57764,20211018,10167
57841,20211019,6352
57918,20211020,15232
57995,20211021,20681
58072,20211022,5917
58149,20211025,62557
58226,20211026,24580
58303,20211027,69976
58380,20211028,71349
58457,20211029,62936
58534,20211101,7138
58611,20211102,56891
58688,20211103,75477
58765,20211104,27634
58842,20211105,24951
58919,20211108,60670
58996,20211109,12955
59073,20211110,15558
59150,20211111,24612
59227,20211112,26570
59304,20211115,15364
59381,20211116,17620
59458,20211117,47609
59523,20211118,14782
59612,20211119,10269
59689,20211122,22937
59766,20211123,27886
59843,20211124,41087
59920,20211125,12198
59997,20211126,71788
60074,20211129,18974
60151,20211130,130631
60228,20211201,48506
60305,20211202,37476
60382,20211203,15508
60459,20211206,305411
60536,20211207,33294
60613,20211208,55667
60690,20211209,71329
60767,20211210,9685
60844,20211213,21909
60921,20211214,32480
60998,20211215,32676
61075,20211216,21121
61152,20211217,35220
61229,20211220,36309
61306,20211221,72519
61383,20211222,192919
61460,20211223,72863
61537,20211224,85217
61614,20211227,16954
61691,20211228,100877
61768,20211229,94272
61845,20211230,27349
61910,20220103,42211
61987,20220104,25552
62064,20220105,69165
62141,20220106,152699
62218,20220107,11378
62295,20220110,24257
62372,20220111,33401
62449,20220112,17447
62526,20220113,12470
62603,20220114,23848
62680,20220117,15527
62757,20220118,74122
62834,20220119,89327
62911,20220120,46613
62988,20220121,24977
63065,20220124,33417
63142,20220125,90710
63219,20220126,85532
63296,20220127,240020
63373,20220128,50935
63450,20220203,30723
63527,20220204,58098
63604,20220207,24464
63681,20220208,43584
63758,20220209,18147
63835,20220210,24059
63912,20220211,17625
63989,20220214,22844
64066,20220215,63008
64143,20220216,16285
64220,20220217,62230
64297,20220218,43540
64374,20220221,11160
64451,20220222,63052
64528,20220223,96329
64605,20220224,81216
64682,20220225,72952
64759,20220228,30378
64836,20220302,28170
64913,20220303,45082
64990,20220304,84989
65067,20220307,193407
65144,20220308,42542
65221,20220310,9036
65298,20220311,88071
65375,20220314,75201
65452,20220315,34950
65529,20220316,43573
65606,20220317,105202
65683,20220318,75119
65760,20220321,27528
65837,20220322,29186
65914,20220323,45973
65991,20220324,10909
66068,20220325,33569
66145,20220328,12036
66222,20220329,28098
66299,20220330,51400
66376,20220331,58592
66453,20220401,22232
66530,20220404,12148
66607,20220405,4260
66684,20220406,6350
66761,20220407,100812
66838,20220408,34902
66915,20220411,33007
66992,20220412,34180
67069,20220413,14822
67146,20220414,27852
67223,20220415,30155
67300,20220418,24027
67377,20220419,25876
67454,20220420,16442
67531,20220421,37208
67608,20220422,41158
67685,20220425,13916
67762,20220426,12435
67839,20220427,79303
67916,20220428,78929
67993,20220429,78133
68070,20220502,71305
68147,20220503,53799
68224,20220504,14106
68301,20220506,55567
68378,20220509,33928
68455,20220510,101648
68532,20220511,52068
68609,20220512,49246
68686,20220513,41125
68763,20220516,142112
68840,20220517,10053
68917,20220518,98962
68994,20220519,38016
69071,20220520,25852
69148,20220523,6449
69225,20220524,37586
69302,20220525,60578
69379,20220526,28730
69456,20220527,27347
69533,20220530,10008
69610,20220531,13724
69687,20220602,53254
69764,20220603,16918
69841,20220607,9211
69918,20220608,51849
69995,20220609,19613
70072,20220610,32489
70149,20220613,46291
70226,20220614,77010
70303,20220615,56638
70380,20220616,40050
70457,20220617,33070
70534,20220620,123768
70611,20220621,52862
70688,20220622,64036
70765,20220623,101579
70842,20220624,76335
70919,20220627,65339
70996,20220628,36615
71073,20220629,56415
71150,20220630,95940
71227,20220701,70558
71304,20220704,139113
71381,20220705,68516
71458,20220706,127029
71535,20220707,45499
71612,20220708,113772
71689,20220711,46020
71766,20220712,88526
71843,20220713,49952
71920,20220714,26040
71997,20220715,30099
72074,20220718,77212
72151,20220719,25310
72228,20220720,57471
72305,20220721,61258
72382,20220722,20515
72459,20220725,11734
72536,20220726,28929
72613,20220727,65818
72690,20220728,36220
72767,20220729,21832
72844,20220801,44573
72921,20220802,62461
72998,20220803,17760
73075,20220804,21811
