,date,y_volume_1420
63,20181001,121123
140,20181002,74121
217,20181004,47979
294,20181005,129358
371,20181008,42587
448,20181010,150475
525,20181011,254669
602,20181012,183925
679,20181015,110324
756,20181016,30892
833,20181017,119044
910,20181018,41731
987,20181019,35073
1064,20181022,50706
1141,20181023,67128
1218,20181024,31500
1295,20181025,123087
1372,20181026,154600
1449,20181029,34295
1526,20181030,90245
1603,20181031,54859
1680,20181101,27322
1757,20181102,94863
1834,20181105,42606
1911,20181106,85889
1988,20181107,52203
2065,20181108,63807
2142,20181109,85241
2219,20181112,23970
2296,20181113,67167
2373,20181114,43633
2438,20181115,44221
2527,20181116,87802
2604,20181119,40821
2681,20181120,26952
2758,20181121,28554
2835,20181122,98476
2912,20181123,23247
2989,20181126,20595
3066,20181127,35635
3143,20181128,74345
3220,20181129,65602
3297,20181130,33016
3374,20181203,11342
3451,20181204,74520
3528,20181205,24826
3605,20181206,102884
3682,20181207,112003
3759,20181210,163801
3836,20181211,148129
3913,20181212,160422
3990,20181213,154236
4067,20181214,98481
4144,20181217,43744
4221,20181218,105796
4298,20181219,43545
4375,20181220,67604
4452,20181221,177225
4529,20181224,13330
4606,20181226,288614
4683,20181227,102152
4760,20181228,42856
4825,20190102,65443
4902,20190103,52711
4979,20190104,120288
5056,20190107,13791
5133,20190108,59545
5210,20190109,13936
5287,20190110,57681
5364,20190111,42078
5441,20190114,33655
5518,20190115,104010
5595,20190116,63150
5672,20190117,43012
5749,20190118,58265
5826,20190121,76461
5903,20190122,25056
5980,20190123,42096
6057,20190124,32018
6134,20190125,148763
6211,20190128,81183
6288,20190129,43237
6365,20190130,195046
6442,20190131,21896
6519,20190201,75263
6596,20190207,25728
6673,20190208,56121
6750,20190211,211342
6827,20190212,121729
6904,20190213,13622
6981,20190214,51275
7058,20190215,79658
7135,20190218,146539
7212,20190219,21616
7289,20190220,190782
7366,20190221,14344
7443,20190222,7168
7520,20190225,87659
7597,20190226,15391
7674,20190227,25569
7751,20190228,159539
7828,20190304,53598
7905,20190305,39299
7982,20190306,130551
8059,20190307,154218
8136,20190308,21004
8213,20190311,35251
8290,20190312,54841
8367,20190313,112402
8444,20190314,29607
8521,20190315,54947
8598,20190318,113284
8675,20190319,16586
8752,20190320,133953
8829,20190321,47966
8906,20190322,31172
8983,20190325,49164
9060,20190326,36144
9137,20190327,97024
9214,20190328,37010
9291,20190329,75974
9368,20190401,21421
9445,20190402,23313
9522,20190403,18582
9599,20190404,64415
9676,20190405,27466
9753,20190408,43540
9830,20190409,46477
9907,20190410,78598
9984,20190411,65343
10061,20190412,48175
10138,20190415,93748
10215,20190416,3883
10292,20190417,23011
10369,20190418,37499
10446,20190419,27767
10523,20190422,4465
10600,20190423,6973
