,date,y_volume_0915
2,20181001,109853
79,20181002,74217
156,20181004,18075
233,20181005,66175
310,20181008,38978
387,20181010,82434
464,20181011,101822
541,20181012,178149
618,20181015,124941
695,20181016,20818
772,20181017,192758
849,20181018,18702
926,20181019,75672
1003,20181022,42787
1080,20181023,77279
1157,20181024,65135
1234,20181025,493022
1311,20181026,113651
1388,20181029,62098
1465,20181030,186387
1542,20181031,127696
1619,20181101,197068
1696,20181102,34293
1773,20181105,90902
1850,20181106,69114
1927,20181107,146835
2004,20181108,172643
2081,20181109,86881
2158,20181112,17525
2235,20181113,133001
2312,20181114,113500
2466,20181116,208670
2543,20181119,69495
2620,20181120,154243
2697,20181121,68849
2774,20181122,94785
2851,20181123,23036
2928,20181126,12183
3005,20181127,211107
3082,20181128,20706
3159,20181129,88994
3236,20181130,107826
3313,20181203,363437
3390,20181204,68459
3467,20181205,127144
3544,20181206,58788
3621,20181207,89925
3698,20181210,83722
3775,20181211,47891
3852,20181212,104197
3929,20181213,86088
4006,20181214,160240
4083,20181217,57145
4160,20181218,57007
4237,20181219,25448
4314,20181220,63158
4391,20181221,95755
4468,20181224,31167
4545,20181226,102062
4622,20181227,115080
4699,20181228,67291
4841,20190103,129098
4918,20190104,122983
4995,20190107,109926
5072,20190108,93747
5149,20190109,134240
5226,20190110,179693
5303,20190111,126387
5380,20190114,184327
5457,20190115,71921
5534,20190116,196866
5611,20190117,182913
5688,20190118,102981
5765,20190121,70847
5842,20190122,144420
5919,20190123,36188
5996,20190124,264891
6073,20190125,174720
6150,20190128,227393
6227,20190129,144408
6304,20190130,177223
6381,20190131,250682
6458,20190201,446087
6535,20190207,196639
6612,20190208,173335
6689,20190211,25607
6766,20190212,124314
6843,20190213,39553
6920,20190214,180645
6997,20190215,64930
7074,20190218,50824
7151,20190219,171295
7228,20190220,66599
7305,20190221,20308
7382,20190222,70274
7459,20190225,43504
7536,20190226,94021
7613,20190227,64543
7690,20190228,72294
7767,20190304,41814
7844,20190305,118778
7921,20190306,93853
7998,20190307,51988
8075,20190308,13678
8152,20190311,301667
8229,20190312,33541
8306,20190313,44420
8383,20190314,41409
8460,20190315,114556
8537,20190318,162525
8614,20190319,213156
8691,20190320,52406
8768,20190321,96149
8845,20190322,169214
8922,20190325,62697
8999,20190326,211590
9076,20190327,142191
9153,20190328,182804
9230,20190329,100284
9307,20190401,135286
9384,20190402,69100
9461,20190403,26987
9538,20190404,105405
9615,20190405,111677
9692,20190408,113992
9769,20190409,81989
9846,20190410,99858
9923,20190411,82215
10000,20190412,141662
10077,20190415,198036
10154,20190416,59034
10231,20190417,164341
10308,20190418,81478
10385,20190419,91779
10462,20190422,94682
10539,20190423,108789
10616,20190424,45453
10693,20190425,187523
10770,20190426,139989
10847,20190429,11131
10924,20190430,106315
11001,20190502,7184
11078,20190503,14657
11155,20190507,129145
11232,20190508,48285
11309,20190509,22495
11386,20190510,164702
11463,20190513,91562
11540,20190514,136956
11617,20190515,248260
11694,20190516,148385
11771,20190517,120673
11848,20190520,72120
11925,20190521,161891
12002,20190522,35551
12079,20190523,34926
12156,20190524,67369
12233,20190527,107775
12310,20190528,105636
12387,20190529,145350
12464,20190530,164799
12541,20190531,121004
12618,20190603,69353
12695,20190604,28883
12772,20190605,161937
12849,20190607,81447
12926,20190610,37943
13003,20190611,82893
13080,20190612,114399
13157,20190613,99861
13234,20190614,101696
13311,20190617,34636
13388,20190618,65079
13465,20190619,64945
13542,20190620,36694
13619,20190621,141321
13696,20190624,27256
13773,20190625,100226
13850,20190626,13053
13927,20190627,22284
14004,20190628,37656
14081,20190701,71672
14158,20190702,58827
14235,20190703,25126
14312,20190704,40667
14389,20190705,7406
14466,20190708,158494
14543,20190709,39605
14620,20190710,31070
14697,20190711,67112
14774,20190712,19029
14851,20190715,34944
14928,20190716,67137
15005,20190717,54498
15082,20190718,47868
15159,20190719,82913
15236,20190722,14313
15313,20190723,60452
15390,20190724,25493
15467,20190725,65396
15544,20190726,51220
15621,20190729,120481
15698,20190730,27228
15775,20190731,14944
15852,20190801,43684
15929,20190802,225491
16006,20190805,56478
16083,20190806,204438
16160,20190807,90778
16237,20190808,90811
16314,20190809,114011
16391,20190812,31961
16468,20190813,79596
16545,20190814,79422
16622,20190816,18948
16699,20190819,38257
16776,20190820,24614
16853,20190821,192005
16930,20190822,74529
17007,20190823,25664
17084,20190826,41686
17161,20190827,188241
17238,20190828,53148
17315,20190829,54557
17392,20190830,201377
17469,20190902,46360
17546,20190903,29777
17623,20190904,59140
17700,20190905,40660
17777,20190906,37963
17854,20190909,185486
17931,20190910,33741
18008,20190911,89790
18085,20190916,49600
18162,20190917,40956
18239,20190918,47435
18316,20190919,179934
18393,20190920,82512
18470,20190923,38587
18547,20190924,24286
18624,20190925,39525
18701,20190926,21338
18778,20190927,42991
18855,20190930,47598
18932,20191001,16331
19009,20191002,24433
19086,20191004,50030
19163,20191007,46663
19240,20191008,46098
19317,20191010,46270
19394,20191011,52559
19471,20191014,64017
19548,20191015,9656
19625,20191016,42412
19702,20191017,15345
19779,20191018,215330
19856,20191021,40239
19933,20191022,46843
20010,20191023,29246
20087,20191024,18145
20164,20191025,19692
20241,20191028,42343
20318,20191029,57407
20395,20191030,68134
20472,20191031,20258
20549,20191101,92358
20626,20191104,84966
20703,20191105,17775
20780,20191106,66606
20857,20191107,28165
20934,20191108,120084
21011,20191111,168103
21088,20191112,79145
21165,20191113,33390
21319,20191115,29812
21396,20191118,42338
21473,20191119,46592
21550,20191120,59542
21627,20191121,109659
21704,20191122,47972
21781,20191125,49804
21858,20191126,38853
21935,20191127,157687
22012,20191128,41414
22089,20191129,122750
22166,20191202,35584
22243,20191203,30008
22320,20191204,79028
22397,20191205,56879
22474,20191206,47123
22551,20191209,23024
22628,20191210,4759
22705,20191211,48804
22782,20191212,126214
22859,20191213,152955
22936,20191216,135193
23013,20191217,69916
23090,20191218,41744
23167,20191219,34734
23244,20191220,26896
23321,20191223,19296
23398,20191224,10502
23475,20191226,38519
23552,20191227,90882
23629,20191230,128100
23771,20200103,45953
23848,20200106,31221
23925,20200107,21001
24002,20200108,56994
24079,20200109,38645
24156,20200110,48662
24233,20200113,47805
24310,20200114,36522
24387,20200115,32179
24464,20200116,38578
24541,20200117,180570
24618,20200120,80606
24695,20200121,24623
24772,20200122,85143
24849,20200123,37337
24926,20200128,153106
25003,20200129,72341
25080,20200130,27785
25157,20200131,31235
25234,20200203,171665
25311,20200204,75211
25388,20200205,240100
25465,20200206,47431
25542,20200207,76373
25619,20200210,142109
25696,20200211,28125
25773,20200212,59959
25850,20200213,108070
25927,20200214,25460
26004,20200217,79243
26081,20200218,86530
26158,20200219,36069
26235,20200220,77492
26312,20200221,40202
26389,20200224,200023
26466,20200225,140510
26543,20200226,224258
26620,20200227,406560
26697,20200228,330228
26774,20200302,141422
26851,20200303,168510
26928,20200304,139827
27005,20200305,140037
27082,20200306,77640
27159,20200309,178546
27236,20200310,304452
27313,20200311,182665
27390,20200312,209609
27467,20200313,366860
27539,20200316,264780
27616,20200317,408476
27693,20200318,548992
27770,20200319,708240
27842,20200320,760168
27919,20200323,557309
27996,20200324,444041
28073,20200325,747393
28150,20200326,911980
28227,20200327,338560
28304,20200330,439920
28381,20200331,193140
28458,20200401,293908
28535,20200402,492168
28612,20200403,201165
28689,20200406,236966
28766,20200407,298153
28843,20200408,248583
28920,20200409,288878
28997,20200410,309715
29074,20200413,296441
29151,20200414,361860
29228,20200416,171142
29305,20200417,241948
29382,20200420,171993
29459,20200421,101097
29536,20200422,192752
29613,20200423,684994
29690,20200424,107518
29767,20200427,207980
29844,20200428,80296
29921,20200429,124200
29998,20200504,171895
30075,20200506,127881
30152,20200507,98224
30229,20200508,123656
30306,20200511,111176
30383,20200512,81317
30460,20200513,99271
30537,20200514,140455
30614,20200515,77883
30691,20200518,327798
30768,20200519,145576
30845,20200520,153568
30922,20200521,119116
30999,20200522,208087
31076,20200525,113136
31153,20200526,136183
31230,20200527,140495
31307,20200528,198203
31384,20200529,120535
31461,20200601,250480
31538,20200602,253236
31615,20200603,106229
31692,20200604,304704
31769,20200605,219657
31846,20200608,218321
31923,20200609,191805
32000,20200610,141357
32077,20200611,99719
32154,20200612,326255
32231,20200615,258879
32308,20200616,410939
32385,20200617,172995
32462,20200618,110967
32539,20200619,276179
32616,20200622,150688
32693,20200623,135371
32770,20200624,225452
32847,20200625,118386
32924,20200626,721678
33001,20200629,252130
33078,20200630,270298
33155,20200701,155333
33232,20200702,56151
33309,20200703,98879
33386,20200706,81122
33463,20200707,86035
33540,20200708,158783
33617,20200709,107155
33694,20200710,125047
33771,20200713,57291
33848,20200714,93016
33925,20200715,259462
34002,20200716,36013
34079,20200717,28946
34156,20200720,89113
34233,20200721,127815
34310,20200722,123385
34387,20200723,134646
34464,20200724,26790
34541,20200727,77965
34618,20200728,218326
34695,20200729,316521
34772,20200730,160624
34849,20200731,168480
34926,20200803,51649
35003,20200804,168950
35080,20200805,57497
35157,20200806,240838
35234,20200807,184142
35311,20200810,206375
35388,20200811,89619
35465,20200812,345595
35542,20200813,195089
35619,20200814,313019
35696,20200818,225115
35773,20200819,135482
35850,20200820,85957
35927,20200821,203568
36004,20200824,150634
36081,20200825,236819
36158,20200826,97448
36235,20200827,109823
36312,20200828,95928
36389,20200831,95057
36466,20200901,121377
36543,20200902,70307
36620,20200903,134069
36697,20200904,159091
36774,20200907,73679
36851,20200908,135640
36928,20200909,65278
37005,20200910,208865
37082,20200911,111159
37159,20200914,111541
37236,20200915,494882
37313,20200916,221718
37390,20200917,196581
37467,20200918,226159
37544,20200921,113149
37621,20200922,146254
37698,20200923,257903
37775,20200924,249767
37852,20200925,93395
37929,20200928,75829
38006,20200929,197172
38083,20201005,228698
38160,20201006,92875
38237,20201007,58049
38314,20201008,71548
38391,20201012,88954
38468,20201013,197305
38545,20201014,125598
38622,20201015,46253
38699,20201016,105318
38776,20201019,233170
38853,20201020,127569
38930,20201021,172761
39007,20201022,155470
39084,20201023,91508
39161,20201026,92600
39238,20201027,232448
39315,20201028,156668
39392,20201029,96055
39469,20201030,414778
39546,20201102,152092
39623,20201103,49511
39700,20201104,270788
39777,20201105,293422
39854,20201106,332277
39931,20201109,104166
40008,20201110,257687
40085,20201111,96855
40162,20201112,364838
40239,20201113,160298
40316,20201116,386986
40393,20201117,229927
40470,20201118,113415
40547,20201119,250780
40624,20201120,222305
40701,20201123,128445
40778,20201124,252979
40855,20201125,333378
40932,20201126,162974
41009,20201127,88298
41086,20201130,254795
41163,20201201,144812
41240,20201202,301081
41394,20201204,406829
41471,20201207,358459
41548,20201208,254608
41625,20201209,479601
41702,20201210,333541
41779,20201211,427130
41856,20201214,192426
41933,20201215,253061
42010,20201216,167491
42087,20201217,167290
42164,20201218,186773
42241,20201221,125120
42318,20201222,314636
42395,20201223,55740
42472,20201224,378033
42549,20201228,213893
42626,20201229,370879
42703,20201230,190146
42845,20210105,186528
42922,20210106,259760
42999,20210107,257102
43076,20210108,226640
43153,20210111,710588
43230,20210112,414930
43307,20210113,196692
43384,20210114,248719
43461,20210115,246122
43538,20210118,207968
43615,20210119,262081
43692,20210120,233765
43769,20210121,219769
43846,20210122,200454
43923,20210125,199127
44000,20210126,130127
44077,20210127,287841
44154,20210128,186079
44231,20210129,127145
44308,20210201,248352
44385,20210202,204375
44462,20210203,138865
44539,20210204,257057
44616,20210205,433010
44693,20210208,184806
44770,20210209,112226
44847,20210210,261347
44924,20210215,121758
45001,20210216,215544
45078,20210217,908706
45155,20210218,161878
45232,20210219,113521
45309,20210222,133104
45386,20210223,194017
45463,20210224,180194
45540,20210225,123442
45617,20210226,180913
45694,20210302,246200
45771,20210303,75184
45848,20210304,76626
45925,20210305,205098
46002,20210308,117685
46079,20210309,95627
46156,20210310,88934
46233,20210311,170408
46310,20210312,106637
46387,20210315,94854
46464,20210316,139299
46541,20210317,108694
46618,20210318,201454
46695,20210319,144295
46772,20210322,76118
46849,20210323,83891
46926,20210324,152198
47003,20210325,227334
47080,20210326,70667
47157,20210329,57834
47234,20210330,114653
47311,20210331,30240
47388,20210401,87013
47465,20210402,156885
47542,20210405,53188
47619,20210406,32120
47696,20210407,53697
47773,20210408,220273
47850,20210409,193827
47927,20210412,66971
48004,20210413,127560
48081,20210414,76149
48158,20210415,131111
48235,20210416,110795
48312,20210419,59498
48389,20210420,70445
48466,20210421,149121
48543,20210422,263397
48620,20210423,112077
48697,20210426,66255
48774,20210427,17353
48851,20210428,45259
48928,20210429,67251
49005,20210430,98846
49082,20210503,92503
49159,20210504,95020
49236,20210506,53703
49313,20210507,34622
49390,20210510,46447
49467,20210511,62791
49544,20210512,67085
49621,20210513,139672
49698,20210514,38112
49775,20210517,52845
49852,20210518,76027
49929,20210520,107054
50006,20210521,231984
50083,20210524,92975
50160,20210525,31845
50237,20210526,63755
50314,20210527,219780
50391,20210528,89748
50468,20210531,47085
50545,20210601,36312
50622,20210602,77514
50699,20210603,78825
50776,20210604,74629
50853,20210607,54202
50930,20210608,56355
51007,20210609,106955
51084,20210610,61106
51161,20210611,118340
51238,20210614,59326
51315,20210615,57900
51392,20210616,149215
51469,20210617,66817
51546,20210618,84872
51623,20210621,38977
51700,20210622,59966
51777,20210623,89357
51854,20210624,80373
51931,20210625,69189
52008,20210628,33236
52085,20210629,77867
52162,20210630,45881
52239,20210701,161126
52316,20210702,118190
52393,20210705,62852
52470,20210706,48184
52547,20210707,114664
52624,20210708,45050
52701,20210709,100678
52778,20210712,104307
52855,20210713,68785
52932,20210714,71830
53009,20210715,19317
53086,20210716,23964
53163,20210719,82735
53240,20210720,44863
53317,20210721,65157
53394,20210722,102146
53471,20210723,60503
53548,20210726,68287
53625,20210727,62065
53702,20210728,42075
53779,20210729,39404
53856,20210730,63571
53933,20210802,70938
54010,20210803,89385
54087,20210804,73109
54164,20210805,84926
54241,20210806,44381
54318,20210809,34602
54395,20210810,59971
54472,20210811,47470
54549,20210812,96087
54626,20210813,120689
54703,20210817,50490
54780,20210818,233323
54857,20210819,39674
54934,20210820,109740
55011,20210823,104771
55088,20210824,111071
55165,20210825,75016
55242,20210826,34290
55319,20210827,51168
55396,20210830,71898
55473,20210831,35705
55550,20210901,107279
55627,20210902,52543
55704,20210903,93105
55781,20210906,47267
55858,20210907,45188
55935,20210908,13115
56012,20210909,41494
56089,20210910,95231
56166,20210913,55484
56243,20210914,155443
56320,20210915,52448
56397,20210916,59178
56474,20210917,61316
56551,20210923,101258
56628,20210924,58491
56705,20210927,26073
56782,20210928,59055
56859,20210929,197693
56936,20210930,165840
57013,20211001,43840
57090,20211005,80554
57167,20211006,102114
57244,20211007,94744
57321,20211008,121690
57398,20211012,72243
57475,20211013,139818
57552,20211014,57209
57629,20211015,109828
57706,20211018,67247
57783,20211019,49094
57860,20211020,75297
57937,20211021,53781
58014,20211022,36434
58091,20211025,40466
58168,20211026,48486
58245,20211027,40676
58322,20211028,38271
58399,20211029,65806
58476,20211101,35381
58553,20211102,65592
58630,20211103,50872
58707,20211104,74263
58784,20211105,119958
58861,20211108,51565
58938,20211109,73301
59015,20211110,48675
59092,20211111,77588
59169,20211112,69845
59246,20211115,59377
59323,20211116,55713
59400,20211117,80739
59554,20211119,72773
59631,20211122,85833
59708,20211123,68455
59785,20211124,100124
59862,20211125,75433
59939,20211126,89145
60016,20211129,59718
60093,20211130,39351
60170,20211201,97223
60247,20211202,93677
60324,20211203,73651
60401,20211206,143749
60478,20211207,147053
60555,20211208,130115
60632,20211209,104107
60709,20211210,43110
60786,20211213,25626
60863,20211214,121102
60940,20211215,29905
61017,20211216,102437
61094,20211217,56292
61171,20211220,59579
61248,20211221,112268
61325,20211222,79665
61402,20211223,49685
61479,20211224,60988
61556,20211227,47014
61633,20211228,87994
61710,20211229,65738
61787,20211230,65167
61929,20220104,63268
62006,20220105,23942
62083,20220106,59988
62160,20220107,101660
62237,20220110,42133
62314,20220111,38379
62391,20220112,48224
62468,20220113,49996
62545,20220114,50539
62622,20220117,164384
62699,20220118,95027
62776,20220119,105704
62853,20220120,49148
62930,20220121,115954
63007,20220124,125093
63084,20220125,217320
63161,20220126,160780
63238,20220127,90146
63315,20220128,152501
63392,20220203,121925
63469,20220204,125165
63546,20220207,80693
63623,20220208,44519
63700,20220209,33309
63777,20220210,63171
63854,20220211,71951
63931,20220214,63884
64008,20220215,69248
64085,20220216,79143
64162,20220217,98873
64239,20220218,64958
64316,20220221,69731
64393,20220222,87659
64470,20220223,45483
64547,20220224,162615
64624,20220225,207486
64701,20220228,58995
64778,20220302,65858
64855,20220303,61721
64932,20220304,63045
65009,20220307,243460
65086,20220308,316335
65163,20220310,120261
65240,20220311,76219
65317,20220314,89078
