,date,volume
0,20181001,449070
1,20181002,322676
2,20181004,187611
3,20181005,403688
4,20181008,276079
5,20181010,300043
6,20181011,757867
7,20181012,507051
8,20181015,308938
9,20181016,236918
10,20181017,367981
11,20181018,161848
12,20181019,337718
13,20181022,272236
14,20181023,240245
15,20181024,347704
16,20181025,1211540
17,20181026,403057
18,20181029,457251
19,20181030,567647
20,20181031,330850
21,20181101,539464
22,20181102,290872
23,20181105,564319
24,20181106,312431
25,20181107,555685
26,20181108,788454
27,20181109,612778
28,20181112,161780
29,20181113,808488
30,20181114,359376
31,20181116,584929
32,20181119,281452
33,20181120,557771
34,20181121,1040678
35,20181122,253394
36,20181123,175708
37,20181126,207509
38,20181127,552234
39,20181128,126172
40,20181129,469565
41,20181130,187294
42,20181203,1527378
43,20181204,273305
44,20181205,546211
45,20181206,363258
46,20181207,366266
47,20181210,369632
48,20181211,284445
49,20181212,431316
50,20181213,187029
51,20181214,350485
52,20181217,216805
53,20181218,383962
54,20181219,400036
55,20181220,448509
56,20181221,194779
57,20181224,184579
58,20181226,362703
59,20181227,559246
60,20181228,445888
61,20190103,643076
62,20190104,333071
63,20190107,630839
64,20190108,349419
65,20190109,346772
66,20190110,602925
67,20190111,500860
68,20190114,535600
69,20190115,488683
70,20190116,837147
71,20190117,590604
72,20190118,518708
73,20190121,388568
74,20190122,532007
75,20190123,280252
76,20190124,650623
77,20190125,603662
78,20190128,714302
79,20190129,558153
80,20190130,691943
81,20190131,878900
82,20190201,1080531
83,20190207,559079
84,20190208,594759
85,20190211,269703
86,20190212,275496
87,20190213,553576
88,20190214,336341
89,20190215,177087
90,20190218,355481
91,20190219,490981
92,20190220,467888
93,20190221,180822
94,20190222,302943
95,20190225,421314
96,20190226,359567
97,20190227,365094
98,20190228,404306
99,20190304,273051
100,20190305,372654
101,20190306,299338
102,20190307,461496
103,20190308,225970
104,20190311,623833
105,20190312,463054
106,20190313,283777
107,20190314,267671
108,20190315,233122
109,20190318,487173
110,20190319,573090
111,20190320,198231
112,20190321,638707
113,20190322,706247
114,20190325,557790
115,20190326,577165
116,20190327,385972
117,20190328,494679
118,20190329,287942
119,20190401,432385
120,20190402,324578
121,20190403,72245
122,20190404,200522
123,20190405,456754
124,20190408,324728
125,20190409,468535
126,20190410,485268
127,20190411,326232
128,20190412,291905
129,20190415,614223
130,20190416,508052
131,20190417,517020
132,20190418,449397
133,20190419,686445
134,20190422,470052
135,20190423,757266
136,20190424,228492
137,20190425,484889
138,20190426,538630
139,20190429,195192
140,20190430,246108
141,20190502,64072
142,20190503,181579
143,20190507,531531
144,20190508,223045
145,20190509,140400
146,20190510,497884
147,20190513,380407
148,20190514,737428
149,20190515,752122
150,20190516,581301
151,20190517,313394
152,20190520,590072
153,20190521,706805
154,20190522,326935
155,20190523,526870
156,20190524,373152
157,20190527,437489
158,20190528,333084
159,20190529,444899
160,20190530,465194
161,20190531,698319
162,20190603,370617
163,20190604,292747
164,20190605,463957
165,20190607,365226
166,20190610,391716
167,20190611,204479
168,20190612,226884
169,20190613,219732
170,20190614,291755
171,20190617,176411
172,20190618,188073
173,20190619,260835
174,20190620,148269
175,20190621,254305
176,20190624,125151
177,20190625,300294
178,20190626,135583
179,20190627,187409
180,20190628,173747
181,20190701,291989
182,20190702,392989
183,20190703,153561
184,20190704,210517
185,20190705,238540
186,20190708,432298
187,20190709,240577
188,20190710,187547
189,20190711,286141
190,20190712,122375
191,20190715,213342
192,20190716,172963
193,20190717,268213
194,20190718,119844
195,20190719,327772
196,20190722,109927
197,20190723,171143
198,20190724,161290
199,20190725,459065
200,20190726,196320
201,20190729,328445
202,20190730,732702
203,20190731,135051
204,20190801,135134
205,20190802,665009
206,20190805,304850
207,20190806,701469
208,20190807,347972
209,20190808,351981
210,20190809,357124
211,20190812,219321
212,20190813,307224
213,20190814,369453
214,20190816,250432
215,20190819,276971
216,20190820,220358
217,20190821,395829
218,20190822,303033
219,20190823,201827
220,20190826,382858
221,20190827,508639
222,20190828,201977
223,20190829,217290
224,20190830,747630
225,20190902,144020
226,20190903,152572
227,20190904,185464
228,20190905,386138
229,20190906,165541
230,20190909,304473
231,20190910,293872
232,20190911,173475
233,20190916,251741
234,20190917,217212
235,20190918,206532
236,20190919,396736
237,20190920,229235
238,20190923,207272
239,20190924,140417
240,20190925,196770
241,20190926,378708
242,20190927,235849
243,20190930,233141
244,20191001,168716
245,20191002,185537
246,20191004,367774
247,20191007,169357
248,20191008,276476
249,20191010,431580
250,20191011,229286
251,20191014,232234
252,20191015,141777
253,20191016,206953
254,20191017,109285
255,20191018,426916
256,20191021,191647
257,20191022,198958
258,20191023,118771
259,20191024,110120
260,20191025,101295
261,20191028,285918
262,20191029,278930
263,20191030,254354
264,20191031,246249
265,20191101,324254
266,20191104,310059
267,20191105,146912
268,20191106,150389
269,20191107,184554
270,20191108,479387
271,20191111,339911
272,20191112,452971
273,20191113,184951
274,20191115,131089
275,20191118,296970
276,20191119,249763
277,20191120,251977
278,20191121,221744
279,20191122,375092
280,20191125,358822
281,20191126,201533
282,20191127,460625
283,20191128,334780
284,20191129,223808
285,20191202,280517
286,20191203,205698
287,20191204,481651
288,20191205,263168
289,20191206,362529
290,20191209,252254
291,20191210,88065
292,20191211,144300
293,20191212,249136
294,20191213,405407
295,20191216,335978
296,20191217,304816
297,20191218,165056
298,20191219,163422
299,20191220,152126
300,20191223,115715
301,20191224,123319
302,20191226,213742
303,20191227,242363
304,20191230,435755
305,20200103,250169
306,20200106,172459
307,20200107,205783
308,20200108,200623
309,20200109,169968
310,20200110,153640
311,20200113,187285
312,20200114,236205
313,20200115,254916
314,20200116,185962
315,20200117,511798
316,20200120,305574
317,20200121,111227
318,20200122,202786
319,20200123,324771
320,20200128,810035
321,20200129,384749
322,20200130,406094
323,20200131,329396
324,20200203,486862
325,20200204,540035
326,20200205,719361
327,20200206,274426
328,20200207,232589
329,20200210,327125
330,20200211,305088
331,20200212,150038
332,20200213,328507
333,20200214,266155
334,20200217,274489
335,20200218,388722
336,20200219,262085
337,20200220,321763
338,20200221,500474
339,20200224,735695
340,20200225,561266
341,20200226,994217
342,20200227,1728250
343,20200228,1527284
344,20200302,442033
345,20200303,1058908
346,20200304,492754
347,20200305,728104
348,20200306,366246
349,20200309,652243
350,20200310,922833
351,20200311,658115
352,20200312,1012500
353,20200313,1397298
354,20200316,925869
355,20200317,1261753
356,20200318,1850741
357,20200319,2299328
358,20200320,2513088
359,20200323,1393895
360,20200324,1586711
361,20200325,2826654
362,20200326,1744760
363,20200327,1171675
364,20200330,1114347
365,20200331,962545
366,20200401,792435
367,20200402,1351867
368,20200403,890669
369,20200406,720700
370,20200407,1257256
371,20200408,925467
372,20200409,1026559
373,20200410,1084007
374,20200413,792628
375,20200414,995817
376,20200416,494634
377,20200417,1145003
378,20200420,540789
379,20200421,693300
380,20200422,905796
381,20200423,1665739
382,20200424,462788
383,20200427,607910
384,20200428,507554
385,20200429,541836
386,20200504,868929
387,20200506,697473
388,20200507,392976
389,20200508,529652
390,20200511,492990
391,20200512,397625
392,20200513,719719
393,20200514,618003
394,20200515,451508
395,20200518,727969
396,20200519,998004
397,20200520,553309
398,20200521,483551
399,20200522,753858
400,20200525,560068
401,20200526,494824
402,20200527,604343
403,20200528,648336
404,20200529,606467
405,20200601,769804
406,20200602,635593
407,20200603,738694
408,20200604,1358948
409,20200605,1112112
410,20200608,997055
411,20200609,881618
412,20200610,619857
413,20200611,351328
414,20200612,1089188
415,20200615,1219142
416,20200616,1746328
417,20200617,816852
418,20200618,627465
419,20200619,1074897
420,20200622,612845
421,20200623,706055
422,20200624,663689
423,20200625,870896
424,20200626,2984497
425,20200629,866580
426,20200630,1437914
427,20200701,531941
428,20200702,534971
429,20200703,331149
430,20200706,366176
431,20200707,768208
432,20200708,461738
433,20200709,433181
434,20200710,471869
435,20200713,405119
436,20200714,404055
437,20200715,731601
438,20200716,443111
439,20200717,361243
440,20200720,362986
441,20200721,670785
442,20200722,377897
443,20200723,568810
444,20200724,189137
445,20200727,522843
446,20200728,716126
447,20200729,1027862
448,20200730,538689
449,20200731,727918
450,20200803,451642
451,20200804,499192
452,20200805,340205
453,20200806,854647
454,20200807,883879
455,20200810,1636368
456,20200811,746646
457,20200812,934923
458,20200813,785760
459,20200814,802456
460,20200818,771097
461,20200819,566371
462,20200820,368357
463,20200821,833503
464,20200824,732966
465,20200825,714629
466,20200826,389036
467,20200827,426157
468,20200828,484902
469,20200831,360988
470,20200901,536073
471,20200902,292054
472,20200903,611273
473,20200904,605414
474,20200907,523127
475,20200908,445306
476,20200909,404890
477,20200910,464872
478,20200911,649358
479,20200914,524647
480,20200915,1456586
481,20200916,844990
482,20200917,557410
483,20200918,688402
484,20200921,363129
485,20200922,527651
486,20200923,868879
487,20200924,822155
488,20200925,670045
489,20200928,319971
490,20200929,768791
491,20201005,919313
492,20201006,506386
493,20201007,346610
494,20201008,586185
495,20201012,559090
496,20201013,887802
497,20201014,468174
498,20201015,350910
499,20201016,350201
500,20201019,744165
501,20201020,619111
502,20201021,889418
503,20201022,497789
504,20201023,484544
505,20201026,682876
506,20201027,675681
507,20201028,568888
508,20201029,588519
509,20201030,1283749
510,20201102,675526
511,20201103,318891
512,20201104,822245
513,20201105,1007462
514,20201106,764336
515,20201109,907311
516,20201110,1200543
517,20201111,808209
518,20201112,1039904
519,20201113,612424
520,20201116,1317859
521,20201117,796823
522,20201118,719926
523,20201119,992874
524,20201120,742630
525,20201123,491412
526,20201124,808718
527,20201125,1101948
528,20201126,773732
529,20201127,681545
530,20201130,1133096
531,20201201,623064
532,20201202,970838
533,20201204,1438181
534,20201207,1456931
535,20201208,963162
536,20201209,1539677
537,20201210,689626
538,20201211,1966688
539,20201214,644952
540,20201215,727229
541,20201216,593224
542,20201217,652084
543,20201218,829718
544,20201221,492913
545,20201222,614090
546,20201223,573424
547,20201224,963872
548,20201228,1243465
549,20201229,1682833
550,20201230,802744
551,20210105,776996
552,20210106,1036207
553,20210107,782342
554,20210108,976963
555,20210111,1644933
556,20210112,1527087
557,20210113,1202554
558,20210114,1107390
559,20210115,1606896
560,20210118,1503019
561,20210119,1082930
562,20210120,994379
563,20210121,1088483
564,20210122,843455
565,20210125,789630
566,20210126,697346
567,20210127,869547
568,20210128,807883
569,20210129,986362
570,20210201,833769
571,20210202,947085
572,20210203,756925
573,20210204,1006799
574,20210205,1400251
575,20210208,595482
576,20210209,689884
577,20210210,530891
578,20210215,773145
579,20210216,785462
580,20210217,2373564
581,20210218,743402
582,20210219,691194
583,20210222,615590
584,20210223,807800
585,20210224,602761
586,20210225,861010
587,20210226,747993
588,20210302,906530
589,20210303,343037
590,20210304,395927
591,20210305,643831
592,20210308,649490
593,20210309,386614
594,20210310,554657
595,20210311,580533
596,20210312,704924
597,20210315,502055
598,20210316,455785
599,20210317,300733
600,20210318,1029105
601,20210319,398348
602,20210322,289083
603,20210323,381430
604,20210324,498520
605,20210325,541077
606,20210326,509680
607,20210329,414855
608,20210330,399710
609,20210331,224186
610,20210401,469615
611,20210402,628167
612,20210405,321242
613,20210406,303082
614,20210407,278412
615,20210408,646468
616,20210409,596363
617,20210412,376134
618,20210413,456514
619,20210414,260670
620,20210415,302989
621,20210416,414059
622,20210419,274692
623,20210420,282738
624,20210421,429679
625,20210422,709534
626,20210423,431693
627,20210426,248851
628,20210427,112111
629,20210428,147107
630,20210429,235130
631,20210430,277804
632,20210503,309682
633,20210504,321538
634,20210506,200609
635,20210507,311928
636,20210510,186824
637,20210511,274108
638,20210512,225002
639,20210513,539519
640,20210514,439332
641,20210517,312763
642,20210518,297721
643,20210520,308244
644,20210521,632223
645,20210524,402637
646,20210525,414938
647,20210526,344416
648,20210527,390192
649,20210528,385435
650,20210531,265735
651,20210601,172677
652,20210602,289599
653,20210603,383688
654,20210604,301604
655,20210607,311933
656,20210608,205825
657,20210609,327394
658,20210610,220156
659,20210611,455957
660,20210614,240918
661,20210615,162730
662,20210616,394866
663,20210617,261222
664,20210618,379955
665,20210621,226919
666,20210622,363554
667,20210623,480361
668,20210624,219420
669,20210625,311630
670,20210628,308470
671,20210629,244723
672,20210630,333310
673,20210701,380738
674,20210702,260750
675,20210705,240736
676,20210706,178257
677,20210707,346034
678,20210708,209626
679,20210709,512809
680,20210712,408829
681,20210713,350977
682,20210714,267769
683,20210715,108663
684,20210716,230618
685,20210719,356720
686,20210720,391753
687,20210721,252906
688,20210722,429184
689,20210723,205277
690,20210726,311900
691,20210727,284682
692,20210728,233222
693,20210729,571169
694,20210730,327503
695,20210802,358331
696,20210803,271853
697,20210804,387326
698,20210805,285930
699,20210806,255774
700,20210809,290338
701,20210810,240483
702,20210811,296203
703,20210812,307777
704,20210813,453753
705,20210817,244611
706,20210818,429706
707,20210819,438000
708,20210820,373572
709,20210823,383367
710,20210824,476370
711,20210825,324848
712,20210826,219188
713,20210827,252693
714,20210830,433350
715,20210831,224659
716,20210901,322512
717,20210902,164251
718,20210903,375249
719,20210906,208698
720,20210907,196574
721,20210908,157516
722,20210909,196018
723,20210910,333253
724,20210913,241458
725,20210914,369619
726,20210915,197306
727,20210916,300040
728,20210917,354009
729,20210923,292145
730,20210924,301173
731,20210927,154194
732,20210928,242635
733,20210929,569765
734,20210930,647827
735,20211001,240900
736,20211005,572907
737,20211006,473124
738,20211007,436964
739,20211008,434964
740,20211012,297383
741,20211013,372218
742,20211014,235492
743,20211015,523223
744,20211018,297102
745,20211019,276380
746,20211020,276073
747,20211021,248667
748,20211022,185679
749,20211025,199781
750,20211026,236907
751,20211027,166070
752,20211028,196185
753,20211029,260943
754,20211101,260155
755,20211102,445934
756,20211103,303868
757,20211104,502965
758,20211105,711032
759,20211108,304981
760,20211109,505626
761,20211110,273918
762,20211111,346304
763,20211112,390854
764,20211115,289823
765,20211116,212982
766,20211117,233594
767,20211119,486088
768,20211122,465702
769,20211123,310944
770,20211124,342982
771,20211125,231101
772,20211126,279300
773,20211129,424642
774,20211130,384831
775,20211201,550265
776,20211202,448555
777,20211203,396085
778,20211206,519312
779,20211207,665713
780,20211208,564290
781,20211209,319774
782,20211210,254922
783,20211213,228970
784,20211214,367722
785,20211215,224214
786,20211216,475228
787,20211217,266221
788,20211220,276160
789,20211221,490409
790,20211222,344634
791,20211223,262253
792,20211224,263790
793,20211227,200497
794,20211228,343696
795,20211229,534611
796,20211230,309598
797,20220104,368057
798,20220105,194344
799,20220106,233609
800,20220107,650200
801,20220110,295699
802,20220111,253623
803,20220112,298734
804,20220113,230221
805,20220114,281286
806,20220117,556101
807,20220118,270920
808,20220119,378316
809,20220120,210231
810,20220121,551943
811,20220124,351352
812,20220125,957342
813,20220126,555755
814,20220127,160290
815,20220128,646864
816,20220203,694984
817,20220204,376283
818,20220207,329097
819,20220208,258408
820,20220209,393425
821,20220210,341183
822,20220211,286407
823,20220214,305557
824,20220215,305584
825,20220216,429616
826,20220217,206419
827,20220218,262362
828,20220221,377816
829,20220222,322441
830,20220223,296816
831,20220224,398997
832,20220225,666701
833,20220228,290867
834,20220302,306571
835,20220303,329232
836,20220304,259467
837,20220307,739990
838,20220308,753532
839,20220310,615293
840,20220311,452644
841,20220314,271057
842,20220315,437818
843,20220316,443508
844,20220317,518262
845,20220318,167604
846,20220321,779884
847,20220322,222070
848,20220323,372298
849,20220324,200445
850,20220325,366790
851,20220328,292756
852,20220329,236143
853,20220330,379370
854,20220331,199302
855,20220401,286696
856,20220404,354731
857,20220405,267933
858,20220406,281211
859,20220407,348516
860,20220408,339778
861,20220411,262255
862,20220412,194958
863,20220413,280912
864,20220414,198758
865,20220415,431242
866,20220418,606075
867,20220419,397809
868,20220420,561690
869,20220421,233094
870,20220422,396033
871,20220425,494942
872,20220426,298110
873,20220427,775778
874,20220428,393727
875,20220429,556190
876,20220502,314288
877,20220503,398664
878,20220504,460533
879,20220506,477429
880,20220509,430791
881,20220510,574131
882,20220511,501431
883,20220512,512152
884,20220513,632517
885,20220516,482493
886,20220517,352017
887,20220518,494052
888,20220519,371655
889,20220520,359299
890,20220523,393636
891,20220524,269603
892,20220525,511470
893,20220526,355824
894,20220527,456416
895,20220530,338350
896,20220531,222312
897,20220602,297185
898,20220603,443010
899,20220607,346519
900,20220608,272856
901,20220609,162865
902,20220610,309260
903,20220613,716997
904,20220614,779531
905,20220615,469905
906,20220616,661730
907,20220617,886752
908,20220620,845567
909,20220621,711251
910,20220622,681619
911,20220623,591293
912,20220624,891056
913,20220627,456593
914,20220628,378461
915,20220629,475805
916,20220630,428914
917,20220701,476955
918,20220704,458260
919,20220705,769125
920,20220706,697068
921,20220707,726775
922,20220708,605008
923,20220711,581263
924,20220712,500086
925,20220713,466487
926,20220714,271354
927,20220715,618369
928,20220718,505577
929,20220719,298800
930,20220720,688701
931,20220721,547546
932,20220722,529755
933,20220725,356623
934,20220726,296045
935,20220727,254486
936,20220728,801831
937,20220729,457444
938,20220801,379510
939,20220802,364245
940,20220803,469384
941,20220804,296392
942,20220805,561516
943,20220808,346779
944,20220809,245068
945,20220810,329206
946,20220811,629414
947,20220812,617471
948,20220816,551869
949,20220817,721847
950,20220818,489623
951,20220819,561259
952,20220822,550768
953,20220823,327566
954,20220824,358461
955,20220825,371818
956,20220826,534913
957,20220829,539127
958,20220830,305667
959,20220831,293420
960,20220901,862693
961,20220902,764632
962,20220905,459727
963,20220906,390333
964,20220907,814476
965,20220908,290163
966,20220913,587183
967,20220914,475731
968,20220915,561645
969,20220916,1247399
970,20220919,502517
971,20220920,720189
972,20220921,477524
973,20220922,471214
974,20220923,605937
975,20220926,628856
976,20220927,680014
977,20220928,500907
978,20220929,701063
979,20220930,540399
980,20221004,599391
981,20221005,1116071
982,20221006,631541
983,20221007,541616
984,20221011,518227
985,20221012,1233407
986,20221013,619800
987,20221014,780060
988,20221017,658507
989,20221018,575245
990,20221019,548232
991,20221020,411340
992,20221021,863537
993,20221024,721619
994,20221025,509153
995,20221026,411672
996,20221027,410952
997,20221028,770612
998,20221031,854429
999,20221101,313106
1000,20221102,541454
1001,20221103,516290
1002,20221104,387720
1003,20221107,963604
1004,20221108,557481
1005,20221109,441771
1006,20221110,422765
1007,20221111,941864
1008,20221114,466874
1009,20221115,412374
1010,20221116,398328
1011,20221118,234535
1012,20221121,460300
1013,20221122,399581
1014,20221123,379028
1015,20221124,365371
1016,20221125,261351
1017,20221128,490934
1018,20221129,480931
1019,20221130,155290
1020,20221201,689282
1021,20221202,504606
1022,20221205,302630
1023,20221206,325827
1024,20221207,327002
1025,20221208,430487
1026,20221209,411283
1027,20221212,292216
1028,20221213,292633
1029,20221214,426508
1030,20221215,466148
1031,20221216,409616
1032,20221219,303241
1033,20221220,177283
1034,20221221,310407
1035,20221222,244939
1036,20221223,211534
1037,20221226,104362
1038,20221227,167861
1039,20221228,378159
1040,20221229,185040
1041,20230103,574149
1042,20230104,366467
1043,20230105,711652
1044,20230106,400699
1045,20230109,764803
1046,20230110,682133
1047,20230111,336017
1048,20230112,395033
1049,20230113,410709
1050,20230116,356934
1051,20230117,267022
1052,20230118,296163
1053,20230119,468321
1054,20230120,352080
1055,20230125,236365
1056,20230126,189833
1057,20230127,292233
1058,20230130,226374
1059,20230131,414781
1060,20230201,491196
1061,20230202,898687
1062,20230203,381416
1063,20230206,363215
1064,20230207,370665
1065,20230208,402609
1066,20230209,193568
1067,20230210,649322
1068,20230213,711570
1069,20230214,551123
1070,20230215,349127
1071,20230216,575732
1072,20230217,447049
1073,20230220,529139
1074,20230221,317620
1075,20230222,470586
1076,20230223,568127
1077,20230224,237734
1078,20230227,778238
1079,20230228,294431
1080,20230302,804584
1081,20230303,402567
1082,20230306,336189
1083,20230307,202216
1084,20230308,396362
1085,20230309,424577
1086,20230310,451563
