,date,y_volume_1205
36,20181001,9634
113,20181002,18371
190,20181004,16079
267,20181005,9518
344,20181008,43130
421,20181010,10674
498,20181011,62955
575,20181012,168340
652,20181015,17462
729,20181016,22528
806,20181017,21019
883,20181018,41338
960,20181019,5471
1037,20181022,13002
1114,20181023,28236
1191,20181024,31154
1268,20181025,38779
1345,20181026,51609
1422,20181029,22751
1499,20181030,48490
1576,20181031,57565
1653,20181101,24469
1730,20181102,30527
1807,20181105,15621
1884,20181106,14812
1961,20181107,14751
2038,20181108,108866
2115,20181109,28047
2192,20181112,6736
2269,20181113,17418
2346,20181114,10495
2411,20181115,54875
2500,20181116,23038
2577,20181119,19403
2654,20181120,17140
2731,20181121,40193
2808,20181122,70158
2885,20181123,34433
2962,20181126,84943
3039,20181127,7721
3116,20181128,5424
3193,20181129,62750
3270,20181130,10874
3347,20181203,23924
3424,20181204,23949
3501,20181205,1567
3578,20181206,124674
3655,20181207,27764
3732,20181210,13349
3809,20181211,148155
3886,20181212,118760
3963,20181213,99749
4040,20181214,52883
4117,20181217,167946
4194,20181218,43486
4271,20181219,62427
4348,20181220,55858
4425,20181221,10114
4502,20181224,27087
4579,20181226,77731
4656,20181227,49495
4733,20181228,19663
4798,20190102,27145
4875,20190103,16093
4952,20190104,17178
5029,20190107,20757
5106,20190108,32644
5183,20190109,29701
5260,20190110,26995
5337,20190111,10480
5414,20190114,9929
5491,20190115,69576
5568,20190116,17171
5645,20190117,39166
5722,20190118,8144
5799,20190121,24919
5876,20190122,15110
5953,20190123,19213
6030,20190124,23477
6107,20190125,65558
6184,20190128,31837
6261,20190129,32472
6338,20190130,47088
6415,20190131,140456
6492,20190201,31852
6569,20190207,18100
6646,20190208,152438
6723,20190211,5921
6800,20190212,15623
6877,20190213,3525
6954,20190214,29018
7031,20190215,15799
7108,20190218,18193
7185,20190219,16189
7262,20190220,44317
7339,20190221,20269
7416,20190222,31913
7493,20190225,129698
7570,20190226,38578
7647,20190227,12439
7724,20190228,37726
7801,20190304,24263
7878,20190305,82523
7955,20190306,16060
8032,20190307,43146
8109,20190308,21453
8186,20190311,35746
8263,20190312,13134
8340,20190313,17393
8417,20190314,66855
8494,20190315,40424
8571,20190318,19723
8648,20190319,9142
8725,20190320,12571
8802,20190321,58817
8879,20190322,15648
8956,20190325,8154
9033,20190326,5072
9110,20190327,29350
9187,20190328,24455
9264,20190329,51732
9341,20190401,9135
9418,20190402,9468
9495,20190403,41962
9572,20190404,24194
9649,20190405,17088
9726,20190408,35851
9803,20190409,38562
9880,20190410,24767
9957,20190411,11450
10034,20190412,86929
10111,20190415,5256
10188,20190416,1821
10265,20190417,32107
10342,20190418,44207
10419,20190419,10436
10496,20190422,31075
10573,20190423,9574
10650,20190424,35284
10727,20190425,26203
10804,20190426,16825
10881,20190429,19064
10958,20190430,16584
11035,20190502,8101
11112,20190503,39096
11189,20190507,29896
11266,20190508,34117
11343,20190509,22939
11420,20190510,103222
11497,20190513,11284
11574,20190514,64392
11651,20190515,98147
11728,20190516,33341
11805,20190517,120754
11882,20190520,8540
11959,20190521,22632
12036,20190522,13478
12113,20190523,12063
12190,20190524,9923
12267,20190527,21257
12344,20190528,5569
12421,20190529,19270
12498,20190530,33173
12575,20190531,81024
12652,20190603,18714
12729,20190604,7678
12806,20190605,25951
12883,20190607,4693
12960,20190610,10485
13037,20190611,8904
13114,20190612,11229
13191,20190613,20266
13268,20190614,13487
13345,20190617,19516
13422,20190618,4841
13499,20190619,2184
13576,20190620,3704
13653,20190621,27010
13730,20190624,4744
13807,20190625,32963
13884,20190626,8259
13961,20190627,49526
14038,20190628,22137
14115,20190701,2296
14192,20190702,8981
14269,20190703,18741
14346,20190704,47226
14423,20190705,13588
14500,20190708,8518
14577,20190709,25191
14654,20190710,14531
14731,20190711,40887
14808,20190712,19921
14885,20190715,4552
14962,20190716,9735
15039,20190717,38041
15116,20190718,28547
15193,20190719,15743
15270,20190722,25229
15347,20190723,8185
15424,20190724,24229
15501,20190725,36526
15578,20190726,8213
15655,20190729,39992
15732,20190730,15255
15809,20190731,23801
15886,20190801,10216
15963,20190802,7381
16040,20190805,79266
16117,20190806,116152
16194,20190807,28599
16271,20190808,95847
16348,20190809,19873
16425,20190812,5421
16502,20190813,9872
16579,20190814,33389
16656,20190816,62120
16733,20190819,90539
16810,20190820,30778
16887,20190821,11076
16964,20190822,14554
