,date,y_volume_1050
21,20181001,3316
98,20181002,43592
175,20181004,48854
252,20181005,76500
329,20181008,27000
406,20181010,46079
483,20181011,56282
560,20181012,117950
637,20181015,15336
714,20181016,58505
791,20181017,42683
868,20181018,29458
945,20181019,20503
1022,20181022,55138
1099,20181023,44545
1176,20181024,62050
1253,20181025,149649
1330,20181026,153589
1407,20181029,51343
1484,20181030,72696
1561,20181031,123525
1638,20181101,22297
1715,20181102,106759
1792,20181105,67762
1869,20181106,54995
1946,20181107,50827
2023,20181108,10125
2100,20181109,333990
2177,20181112,14270
2254,20181113,43067
2331,20181114,52137
2396,20181115,15706
2485,20181116,37888
2562,20181119,22268
2639,20181120,10562
2716,20181121,17262
2793,20181122,47541
2870,20181123,237322
2947,20181126,126492
3024,20181127,23558
3101,20181128,15491
3178,20181129,9812
3255,20181130,89087
3332,20181203,121018
3409,20181204,37187
3486,20181205,36160
3563,20181206,180858
3640,20181207,45338
3717,20181210,30961
3794,20181211,144829
3871,20181212,201833
3948,20181213,93061
4025,20181214,144464
4102,20181217,80838
4179,20181218,74410
4256,20181219,105776
4333,20181220,31841
4410,20181221,16570
4487,20181224,31035
4564,20181226,147666
4641,20181227,163309
4718,20181228,12995
4783,20190102,301403
4860,20190103,55484
4937,20190104,36022
5014,20190107,17851
5091,20190108,100784
5168,20190109,105749
5245,20190110,7153
5322,20190111,24568
5399,20190114,64194
5476,20190115,7593
5553,20190116,36207
5630,20190117,40006
5707,20190118,25323
5784,20190121,59931
5861,20190122,35800
5938,20190123,68509
6015,20190124,29987
6092,20190125,87463
6169,20190128,10251
6246,20190129,59067
6323,20190130,76877
6400,20190131,28386
6477,20190201,135597
6554,20190207,94725
6631,20190208,18792
6708,20190211,137756
6785,20190212,130129
6862,20190213,8826
6939,20190214,10460
7016,20190215,70363
7093,20190218,25021
7170,20190219,15069
7247,20190220,52595
7324,20190221,27433
7401,20190222,25564
7478,20190225,21695
7555,20190226,55805
7632,20190227,22562
7709,20190228,27372
7786,20190304,58296
7863,20190305,33659
7940,20190306,43192
8017,20190307,28368
8094,20190308,60236
8171,20190311,70516
8248,20190312,118477
8325,20190313,188434
8402,20190314,115746
8479,20190315,77621
8556,20190318,20720
8633,20190319,81476
8710,20190320,79738
8787,20190321,40273
8864,20190322,23166
8941,20190325,36581
9018,20190326,28324
9095,20190327,111907
9172,20190328,19224
9249,20190329,92285
9326,20190401,14587
9403,20190402,12107
9480,20190403,41956
9557,20190404,43906
9634,20190405,32897
9711,20190408,5226
9788,20190409,98148
9865,20190410,10323
9942,20190411,37492
10019,20190412,24411
10096,20190415,43257
10173,20190416,36486
10250,20190417,19816
10327,20190418,25875
10404,20190419,20011
10481,20190422,23863
10558,20190423,70258
10635,20190424,42172
10712,20190425,12028
10789,20190426,23263
10866,20190429,10041
10943,20190430,34330
11020,20190502,20536
11097,20190503,55212
11174,20190507,17752
11251,20190508,34304
11328,20190509,13931
11405,20190510,117235
11482,20190513,90016
11559,20190514,54216
11636,20190515,29467
11713,20190516,80876
11790,20190517,13956
11867,20190520,30557
11944,20190521,87327
12021,20190522,57216
12098,20190523,54816
12175,20190524,54348
12252,20190527,44121
12329,20190528,60728
12406,20190529,106656
12483,20190530,81285
12560,20190531,69443
12637,20190603,47424
12714,20190604,22419
12791,20190605,25647
12868,20190607,41232
12945,20190610,27624
13022,20190611,4721
