,date,y_volume_1010
13,20181001,31878
90,20181002,69484
167,20181004,34947
244,20181005,50956
321,20181008,64411
398,20181010,65450
475,20181011,84295
552,20181012,63422
629,20181015,39715
706,20181016,22982
783,20181017,24901
860,20181018,19759
937,20181019,22688
1014,20181022,35715
1091,20181023,312747
1168,20181024,73228
1245,20181025,114876
1322,20181026,27932
1399,20181029,48267
1476,20181030,52082
1553,20181031,48615
1630,20181101,19741
1707,20181102,41045
1784,20181105,172751
1861,20181106,84433
1938,20181107,158786
2015,20181108,59968
2092,20181109,42065
2169,20181112,32280
2246,20181113,17036
2323,20181114,21242
2388,20181115,110123
2477,20181116,22618
2554,20181119,49658
2631,20181120,63199
2708,20181121,16713
2785,20181122,130075
2862,20181123,28905
2939,20181126,151669
3016,20181127,13830
3093,20181128,8553
3170,20181129,35294
3247,20181130,38945
3324,20181203,172107
3401,20181204,18881
3478,20181205,12335
3555,20181206,80685
3632,20181207,15699
3709,20181210,59373
3786,20181211,57787
3863,20181212,166866
3940,20181213,174347
4017,20181214,139788
4094,20181217,46696
4171,20181218,122303
4248,20181219,159544
4325,20181220,103808
4402,20181221,40530
4479,20181224,63027
4556,20181226,66199
4633,20181227,54008
4710,20181228,73819
4775,20190102,160578
4852,20190103,54395
4929,20190104,50980
5006,20190107,37409
5083,20190108,19572
5160,20190109,63075
5237,20190110,51786
5314,20190111,29232
5391,20190114,18349
5468,20190115,80522
5545,20190116,13621
5622,20190117,30673
5699,20190118,17132
5776,20190121,58566
5853,20190122,186549
5930,20190123,13667
6007,20190124,64150
6084,20190125,134715
6161,20190128,9444
6238,20190129,30200
6315,20190130,47572
6392,20190131,97052
6469,20190201,5748
6546,20190207,69588
6623,20190208,18730
6700,20190211,26743
6777,20190212,118210
6854,20190213,12808
6931,20190214,28041
7008,20190215,11593
7085,20190218,53626
7162,20190219,58813
7239,20190220,115410
7316,20190221,33183
7393,20190222,63560
7470,20190225,27493
7547,20190226,6839
7624,20190227,43924
7701,20190228,53350
7778,20190304,16534
7855,20190305,18825
7932,20190306,15803
8009,20190307,11707
8086,20190308,19311
8163,20190311,28702
8240,20190312,47176
8317,20190313,201995
8394,20190314,21813
8471,20190315,11284
8548,20190318,8194
8625,20190319,17603
8702,20190320,119530
8779,20190321,71496
8856,20190322,57200
8933,20190325,159534
9010,20190326,46107
9087,20190327,55584
9164,20190328,20014
9241,20190329,16978
9318,20190401,23144
9395,20190402,14614
9472,20190403,174649
9549,20190404,14016
9626,20190405,26562
9703,20190408,9986
9780,20190409,33975
9857,20190410,13991
9934,20190411,11072
10011,20190412,2090
10088,20190415,20796
10165,20190416,53297
10242,20190417,29624
10319,20190418,26127
10396,20190419,15098
10473,20190422,14660
10550,20190423,24381
10627,20190424,18917
10704,20190425,133418
10781,20190426,86297
10858,20190429,29035
10935,20190430,42915
11012,20190502,33411
11089,20190503,38599
11166,20190507,4926
11243,20190508,64050
11320,20190509,19015
11397,20190510,74827
11474,20190513,34508
11551,20190514,98227
11628,20190515,48070
11705,20190516,43957
11782,20190517,58615
11859,20190520,36199
11936,20190521,28457
12013,20190522,28734
12090,20190523,86479
12167,20190524,52253
12244,20190527,51238
12321,20190528,40717
12398,20190529,165031
12475,20190530,27029
12552,20190531,70797
12629,20190603,149453
12706,20190604,23612
12783,20190605,28020
12860,20190607,37853
12937,20190610,7679
13014,20190611,4183
13091,20190612,72691
13168,20190613,60065
13245,20190614,43761
13322,20190617,21360
13399,20190618,26740
13476,20190619,9833
13553,20190620,23798
13630,20190621,64998
13707,20190624,18006
13784,20190625,11980
13861,20190626,63911
13938,20190627,39436
14015,20190628,48338
14092,20190701,74862
14169,20190702,24754
14246,20190703,40896
14323,20190704,3936
14400,20190705,18025
14477,20190708,26598
14554,20190709,60035
14631,20190710,6828
14708,20190711,24340
14785,20190712,9534
14862,20190715,8744
14939,20190716,61136
15016,20190717,45918
15093,20190718,100572
15170,20190719,12749
15247,20190722,2477
15324,20190723,13714
15401,20190724,27234
15478,20190725,33817
15555,20190726,23856
15632,20190729,67114
15709,20190730,18206
15786,20190731,36028
15863,20190801,39247
15940,20190802,50658
16017,20190805,72156
16094,20190806,134628
16171,20190807,36267
16248,20190808,43883
16325,20190809,51723
16402,20190812,3015
16479,20190813,43752
16556,20190814,202857
16633,20190816,14117
16710,20190819,46751
16787,20190820,31118
16864,20190821,147150
16941,20190822,58709
17018,20190823,5639
17095,20190826,56769
17172,20190827,29891
17249,20190828,19099
17326,20190829,95765
17403,20190830,15937
17480,20190902,4246
17557,20190903,22575
17634,20190904,36349
17711,20190905,26855
17788,20190906,24301
17865,20190909,33051
17942,20190910,36723
18019,20190911,8950
18096,20190916,14178
18173,20190917,153820
18250,20190918,16421
18327,20190919,39627
18404,20190920,78224
18481,20190923,10026
18558,20190924,28409
18635,20190925,26661
18712,20190926,14698
18789,20190927,11556
18866,20190930,48877
18943,20191001,34318
19020,20191002,23114
19097,20191004,59920
19174,20191007,40536
19251,20191008,20267
19328,20191010,125728
19405,20191011,15338
19482,20191014,52207
19559,20191015,10443
19636,20191016,62444
19713,20191017,29260
19790,20191018,69059
19867,20191021,15502
19944,20191022,127261
20021,20191023,18009
20098,20191024,139006
20175,20191025,12726
20252,20191028,37522
20329,20191029,43613
20406,20191030,63597
20483,20191031,42797
20560,20191101,21118
20637,20191104,21494
20714,20191105,4482
20791,20191106,37216
20868,20191107,10700
20945,20191108,46633
21022,20191111,46520
21099,20191112,165157
21176,20191113,26953
21241,20191114,96904
21330,20191115,76118
21407,20191118,27781
21484,20191119,33931
21561,20191120,6491
21638,20191121,33357
21715,20191122,20963
21792,20191125,12554
21869,20191126,41657
21946,20191127,20373
22023,20191128,10279
22100,20191129,53982
22177,20191202,20045
22254,20191203,16208
22331,20191204,104973
22408,20191205,51760
22485,20191206,98714
22562,20191209,3307
22639,20191210,13183
22716,20191211,28984
22793,20191212,30419
22870,20191213,75042
22947,20191216,43453
23024,20191217,52152
23101,20191218,110299
23178,20191219,15819
23255,20191220,136418
23332,20191223,17144
23409,20191224,15308
23486,20191226,32805
23563,20191227,52053
23640,20191230,51515
23705,20200102,104457
23782,20200103,67930
23859,20200106,35786
23936,20200107,20160
24013,20200108,32756
24090,20200109,10981
24167,20200110,68304
24244,20200113,24961
24321,20200114,105259
24398,20200115,39596
24475,20200116,23405
24552,20200117,80953
24629,20200120,42615
24706,20200121,12508
24783,20200122,22937
24860,20200123,12754
24937,20200128,105446
25014,20200129,74766
25091,20200130,17590
25168,20200131,32462
25245,20200203,151204
25322,20200204,85786
25399,20200205,18673
25476,20200206,65411
25553,20200207,26044
25630,20200210,29152
25707,20200211,15285
25784,20200212,14860
25861,20200213,58799
25938,20200214,42808
26015,20200217,44510
26092,20200218,161200
26169,20200219,125438
26246,20200220,51761
26323,20200221,55946
26400,20200224,151097
26477,20200225,258868
26554,20200226,137006
26631,20200227,178887
26708,20200228,122271
26785,20200302,72668
26862,20200303,56446
26939,20200304,84393
27016,20200305,102448
27093,20200306,60520
27170,20200309,55670
27247,20200310,150019
27324,20200311,153145
27401,20200312,218705
27478,20200313,139377
27550,20200316,254455
27627,20200317,393431
27704,20200318,311806
27781,20200319,662218
27853,20200320,750678
27930,20200323,123057
28007,20200324,498880
28084,20200325,391099
28161,20200326,324169
28238,20200327,192377
28315,20200330,298250
28392,20200331,236672
28469,20200401,113749
28546,20200402,390187
28623,20200403,114961
28700,20200406,113898
28777,20200407,134266
28854,20200408,71413
28931,20200409,273925
29008,20200410,165810
29085,20200413,368407
29162,20200414,120363
29239,20200416,162379
29316,20200417,93534
29393,20200420,66323
29470,20200421,96350
29547,20200422,119059
29624,20200423,177004
29701,20200424,99316
29778,20200427,80987
29855,20200428,152044
29932,20200429,91849
30009,20200504,226307
30086,20200506,159194
30163,20200507,102491
30240,20200508,77226
30317,20200511,38800
30394,20200512,82968
30471,20200513,83157
30548,20200514,46052
30625,20200515,211450
30702,20200518,70339
30779,20200519,122667
30856,20200520,46430
30933,20200521,57346
31010,20200522,230078
31087,20200525,189455
31164,20200526,208878
31241,20200527,207596
31318,20200528,62472
31395,20200529,104523
31472,20200601,131718
31549,20200602,115842
31626,20200603,216750
31703,20200604,156938
31780,20200605,245925
31857,20200608,61793
31934,20200609,107808
32011,20200610,56138
32088,20200611,64491
32165,20200612,187247
32242,20200615,101252
32319,20200616,153399
32396,20200617,144646
32473,20200618,57862
32550,20200619,214527
32627,20200622,19753
32704,20200623,192955
32781,20200624,133334
32858,20200625,158884
32935,20200626,146273
33012,20200629,80414
33089,20200630,143172
33166,20200701,48747
33243,20200702,25017
33320,20200703,46527
33397,20200706,23743
33474,20200707,193126
33551,20200708,87808
33628,20200709,61535
33705,20200710,29639
33782,20200713,43652
33859,20200714,65945
33936,20200715,69041
34013,20200716,20614
34090,20200717,42932
34167,20200720,170793
34244,20200721,23208
34321,20200722,40574
34398,20200723,68008
34475,20200724,23996
34552,20200727,46766
34629,20200728,216767
34706,20200729,132368
34783,20200730,54700
34860,20200731,75737
34937,20200803,71705
35014,20200804,12818
35091,20200805,121477
35168,20200806,67575
35245,20200807,70354
35322,20200810,361054
35399,20200811,103008
35476,20200812,48895
35553,20200813,123686
35630,20200814,119029
35707,20200818,42367
35784,20200819,55124
35861,20200820,94144
35938,20200821,92832
36015,20200824,59786
36092,20200825,61115
36169,20200826,24246
36246,20200827,104241
36323,20200828,53497
36400,20200831,18335
36477,20200901,103320
36554,20200902,129670
36631,20200903,111036
36708,20200904,112240
36785,20200907,30678
36862,20200908,121818
36939,20200909,118266
37016,20200910,41886
37093,20200911,61276
37170,20200914,146069
37247,20200915,180653
37324,20200916,159916
37401,20200917,145701
37478,20200918,96480
37555,20200921,90790
37632,20200922,162024
37709,20200923,298180
37786,20200924,492343
37863,20200925,82624
37940,20200928,129195
38017,20200929,93489
38094,20201005,141489
38171,20201006,42823
38248,20201007,34090
38325,20201008,84762
38402,20201012,120337
38479,20201013,212248
38556,20201014,124317
38633,20201015,146479
38710,20201016,271987
38787,20201019,117960
38864,20201020,142265
38941,20201021,256877
39018,20201022,38742
39095,20201023,220545
39172,20201026,180654
39249,20201027,134440
39326,20201028,93548
39403,20201029,52779
39480,20201030,115469
39557,20201102,192933
39634,20201103,61668
39711,20201104,148665
39788,20201105,122001
39865,20201106,185728
39942,20201109,264471
40019,20201110,213995
40096,20201111,134473
40173,20201112,254968
40250,20201113,62726
40327,20201116,58603
40404,20201117,169868
40481,20201118,64473
40558,20201119,43992
40635,20201120,169800
40712,20201123,112380
40789,20201124,129271
40866,20201125,125571
40943,20201126,31494
41020,20201127,51013
41097,20201130,498582
41174,20201201,61349
41251,20201202,103468
41316,20201203,307053
41405,20201204,123396
41482,20201207,404406
41559,20201208,314112
41636,20201209,215483
41713,20201210,179305
41790,20201211,163302
41867,20201214,98194
41944,20201215,246037
42021,20201216,32615
42098,20201217,136251
42175,20201218,61954
42252,20201221,240902
42329,20201222,48091
42406,20201223,117038
42483,20201224,157356
42560,20201228,151764
42637,20201229,126470
42714,20201230,157389
42779,20210104,421893
42856,20210105,53324
42933,20210106,351307
43010,20210107,90280
43087,20210108,136686
43164,20210111,392688
43241,20210112,216099
43318,20210113,147662
43395,20210114,83594
43472,20210115,511047
43549,20210118,108920
43626,20210119,137050
43703,20210120,184217
43780,20210121,147028
43857,20210122,98015
43934,20210125,109117
44011,20210126,66205
44088,20210127,97143
44165,20210128,180893
44242,20210129,433648
44319,20210201,209975
44396,20210202,146471
44473,20210203,100067
44550,20210204,139737
44627,20210205,130851
44704,20210208,88984
44781,20210209,95918
44858,20210210,55615
44935,20210215,128821
45012,20210216,100419
45089,20210217,370005
45166,20210218,77639
45243,20210219,64830
45320,20210222,78674
45397,20210223,122269
45474,20210224,191233
45551,20210225,176675
45628,20210226,103225
45705,20210302,68779
45782,20210303,33697
45859,20210304,72418
45936,20210305,284723
46013,20210308,77591
46090,20210309,249433
46167,20210310,87672
46244,20210311,70763
46321,20210312,71067
46398,20210315,128506
46475,20210316,27048
46552,20210317,97040
46629,20210318,43517
46706,20210319,65312
46783,20210322,70460
46860,20210323,44015
46937,20210324,79152
47014,20210325,73839
47091,20210326,31477
47168,20210329,52505
47245,20210330,46900
47322,20210331,51305
47399,20210401,57529
47476,20210402,67670
47553,20210405,55710
47630,20210406,62793
47707,20210407,81027
47784,20210408,81465
47861,20210409,75854
47938,20210412,51040
48015,20210413,113802
48092,20210414,21520
48169,20210415,53904
48246,20210416,38508
48323,20210419,76396
48400,20210420,51854
48477,20210421,70430
48554,20210422,115018
48631,20210423,57777
48708,20210426,295578
48785,20210427,34133
48862,20210428,69032
48939,20210429,43318
49016,20210430,47552
49093,20210503,26952
49170,20210504,76370
49247,20210506,34789
49324,20210507,37573
49401,20210510,18280
49478,20210511,106660
49555,20210512,70084
49632,20210513,81254
49709,20210514,53959
49786,20210517,28840
49863,20210518,29614
49940,20210520,47304
50017,20210521,94079
50094,20210524,56009
50171,20210525,54504
50248,20210526,60837
50325,20210527,78593
50402,20210528,28109
50479,20210531,98530
50556,20210601,81753
50633,20210602,66290
50710,20210603,101491
50787,20210604,52770
50864,20210607,150617
50941,20210608,17144
51018,20210609,52515
51095,20210610,59990
51172,20210611,25589
51249,20210614,30660
51326,20210615,22352
51403,20210616,37759
51480,20210617,61876
51557,20210618,27163
51634,20210621,28701
51711,20210622,77437
51788,20210623,51853
51865,20210624,19551
51942,20210625,44464
52019,20210628,21978
52096,20210629,17377
52173,20210630,40270
52250,20210701,20137
52327,20210702,31629
52404,20210705,57929
52481,20210706,20081
52558,20210707,24643
52635,20210708,21304
52712,20210709,94972
52789,20210712,12077
52866,20210713,36700
52943,20210714,16856
53020,20210715,47519
53097,20210716,18077
53174,20210719,37251
53251,20210720,18431
53328,20210721,61051
53405,20210722,15793
53482,20210723,38896
53559,20210726,9996
53636,20210727,36349
53713,20210728,50612
53790,20210729,9196
53867,20210730,22384
53944,20210802,82799
54021,20210803,34497
54098,20210804,15205
54175,20210805,25380
54252,20210806,27338
54329,20210809,45327
54406,20210810,10677
54483,20210811,84796
54560,20210812,44987
54637,20210813,151456
54714,20210817,37554
54791,20210818,49339
54868,20210819,48022
54945,20210820,90295
55022,20210823,54013
55099,20210824,17503
55176,20210825,29588
55253,20210826,43095
55330,20210827,42826
55407,20210830,20710
55484,20210831,33038
55561,20210901,58675
55638,20210902,67785
55715,20210903,40827
55792,20210906,20849
