,date,y_volume_0935
6,20181001,104522
83,20181002,79976
160,20181004,56824
237,20181005,68413
314,20181008,103217
391,20181010,158617
468,20181011,93796
545,20181012,113908
622,20181015,88872
699,20181016,11531
776,20181017,54368
853,20181018,60935
930,20181019,30950
1007,20181022,62883
1084,20181023,43786
1161,20181024,45265
1238,20181025,35077
1315,20181026,100318
1392,20181029,72587
1469,20181030,45060
1546,20181031,119351
1623,20181101,51281
1700,20181102,60279
1777,20181105,75771
1854,20181106,68600
1931,20181107,130204
2008,20181108,248498
2085,20181109,415485
2162,20181112,53447
2239,20181113,74099
2316,20181114,59090
2470,20181116,46427
2547,20181119,58949
2624,20181120,95657
2701,20181121,230706
2778,20181122,146701
2855,20181123,70543
2932,20181126,214202
3009,20181127,57067
3086,20181128,18265
3163,20181129,34611
3240,20181130,178169
3317,20181203,83331
3394,20181204,206453
3471,20181205,116241
3548,20181206,9381
3625,20181207,23085
3702,20181210,113813
3779,20181211,45248
3856,20181212,39340
3933,20181213,219844
4010,20181214,192476
4087,20181217,50338
4164,20181218,214090
4241,20181219,198585
4318,20181220,259968
4395,20181221,94016
4472,20181224,214095
4549,20181226,222096
4626,20181227,79158
4703,20181228,51687
4845,20190103,116539
4922,20190104,48154
4999,20190107,132158
5076,20190108,48184
5153,20190109,48168
5230,20190110,62013
5307,20190111,88903
5384,20190114,5188
5461,20190115,100984
5538,20190116,51216
5615,20190117,108982
5692,20190118,66678
5769,20190121,128313
5846,20190122,90234
5923,20190123,26690
6000,20190124,79915
6077,20190125,90351
6154,20190128,66319
6231,20190129,124900
6308,20190130,45655
6385,20190131,150805
6462,20190201,176354
6539,20190207,189992
6616,20190208,25822
6693,20190211,39107
6770,20190212,260963
6847,20190213,47867
6924,20190214,160597
7001,20190215,6203
7078,20190218,17788
7155,20190219,142525
7232,20190220,44652
7309,20190221,193567
7386,20190222,68323
7463,20190225,98320
7540,20190226,81509
7617,20190227,54418
7694,20190228,89128
7771,20190304,93126
7848,20190305,82616
7925,20190306,47455
8002,20190307,55220
8079,20190308,7559
8156,20190311,82453
8233,20190312,52161
8310,20190313,46073
8387,20190314,72142
8464,20190315,73175
8541,20190318,66427
8618,20190319,115737
8695,20190320,111506
8772,20190321,54693
8849,20190322,17593
8926,20190325,107734
9003,20190326,59310
9080,20190327,83992
9157,20190328,46227
9234,20190329,48591
9311,20190401,28139
9388,20190402,45474
9465,20190403,58392
9542,20190404,16391
9619,20190405,30335
9696,20190408,74756
9773,20190409,46818
9850,20190410,93351
9927,20190411,33708
10004,20190412,56283
10081,20190415,53438
10158,20190416,7521
10235,20190417,60985
10312,20190418,29756
10389,20190419,24223
10466,20190422,60614
10543,20190423,86431
10620,20190424,62614
10697,20190425,54349
10774,20190426,57182
10851,20190429,11667
10928,20190430,89286
11005,20190502,37010
11082,20190503,5546
11159,20190507,24844
11236,20190508,80542
11313,20190509,45968
11390,20190510,101819
11467,20190513,107759
11544,20190514,56793
11621,20190515,181858
11698,20190516,482031
11775,20190517,51951
11852,20190520,30547
11929,20190521,99193
12006,20190522,27924
12083,20190523,72000
12160,20190524,57821
12237,20190527,90051
12314,20190528,243978
12391,20190529,102955
12468,20190530,89129
12545,20190531,112777
12622,20190603,38464
12699,20190604,94691
12776,20190605,116071
12853,20190607,99135
12930,20190610,19441
13007,20190611,22294
13084,20190612,36524
13161,20190613,53412
13238,20190614,97362
13315,20190617,31531
13392,20190618,32874
13469,20190619,50616
13546,20190620,44978
13623,20190621,136314
13700,20190624,40627
13777,20190625,16280
13854,20190626,38733
13931,20190627,27570
14008,20190628,22913
14085,20190701,70033
14162,20190702,64902
14239,20190703,26332
14316,20190704,36030
14393,20190705,30213
14470,20190708,111069
14547,20190709,57880
14624,20190710,45899
14701,20190711,13494
14778,20190712,20514
14855,20190715,23041
14932,20190716,56920
15009,20190717,117673
15086,20190718,24488
15163,20190719,37359
15240,20190722,44515
15317,20190723,33622
15394,20190724,9018
15471,20190725,17811
15548,20190726,119795
15625,20190729,19616
15702,20190730,12167
15779,20190731,29785
15856,20190801,40125
15933,20190802,83863
16010,20190805,79864
16087,20190806,215827
16164,20190807,63293
16241,20190808,59902
16318,20190809,242216
16395,20190812,25728
16472,20190813,19735
16549,20190814,168205
16626,20190816,133630
16703,20190819,18336
16780,20190820,28910
16857,20190821,100131
16934,20190822,186309
17011,20190823,39504
17088,20190826,30422
17165,20190827,72197
17242,20190828,76898
17319,20190829,72008
17396,20190830,33348
17473,20190902,7782
17550,20190903,19709
17627,20190904,9809
17704,20190905,100400
17781,20190906,26629
17858,20190909,54729
17935,20190910,68016
18012,20190911,29835
18089,20190916,89373
18166,20190917,70126
18243,20190918,73435
18320,20190919,160067
18397,20190920,22172
18474,20190923,47056
18551,20190924,69187
18628,20190925,23117
18705,20190926,39023
18782,20190927,20256
18859,20190930,49429
18936,20191001,25092
19013,20191002,21517
19090,20191004,39823
19167,20191007,93849
19244,20191008,83850
19321,20191010,113422
19398,20191011,46724
19475,20191014,60098
19552,20191015,52653
19629,20191016,86411
19706,20191017,18520
19783,20191018,133295
19860,20191021,17514
19937,20191022,146089
20014,20191023,25642
20091,20191024,77757
20168,20191025,44858
20245,20191028,32019
20322,20191029,49161
