,date,open
0,20181001,27004
1,20181002,27135
2,20181004,26563
3,20181005,26365
4,20181008,26293
5,20181010,26131
6,20181011,25466
7,20181012,25061
8,20181015,25043
9,20181016,25079
10,20181017,25394
11,20181018,25250
12,20181019,24840
13,20181022,25007
14,20181023,24858
15,20181024,24701
16,20181025,24004
17,20181026,24017
18,20181029,23882
19,20181030,23703
20,20181031,23698
21,20181101,23897
22,20181102,24213
23,20181105,24208
24,20181106,24515
25,20181107,24578
26,20181108,24872
27,20181109,24646
28,20181112,24434
29,20181113,23978
30,20181114,24271
31,20181116,24551
32,20181119,24524
33,20181120,24362
34,20181121,23983
35,20181122,24226
36,20181123,24172
37,20181126,24195
38,20181127,24380
39,20181128,24551
40,20181129,24881
41,20181130,24777
42,20181203,24849
43,20181204,24754
44,20181205,24411
45,20181206,24344
46,20181207,24262
47,20181210,23910
48,20181211,23874
49,20181212,24186
50,20181213,24271
51,20181214,24109
52,20181217,24046
53,20181218,24050
54,20181219,24073
55,20181220,23956
56,20181221,23874
57,20181224,23838
58,20181226,23662
59,20181227,23910
60,20181228,24050
61,20190103,23581
62,20190104,23423
63,20190107,24118
64,20190108,24055
65,20190109,24127
66,20190110,24366
67,20190111,24411
68,20190114,24398
69,20190115,24569
70,20190116,24750
71,20190117,24903
72,20190118,25025
73,20190121,25138
74,20190122,24998
75,20190123,24993
76,20190124,25210
77,20190125,25575
78,20190128,25833
79,20190129,25661
80,20190130,25900
81,20190131,26284
82,20190201,26343
83,20190207,26149
84,20190208,25950
85,20190211,25765
86,20190212,26018
87,20190213,26072
88,20190214,25995
89,20190215,26121
90,20190218,26216
91,20190219,26072
92,20190220,26248
93,20190221,26257
94,20190222,26329
95,20190225,26460
96,20190226,26442
97,20190227,26455
98,20190228,26370
99,20190304,26158
100,20190305,25738
101,20190306,25648
102,20190307,25657
103,20190308,25399
104,20190311,25151
105,20190312,25463
106,20190313,25332
107,20190314,25327
108,20190315,25544
109,20190318,25693
110,20190319,25666
111,20190320,25445
112,20190321,26031
113,20190322,25995
114,20190325,25503
115,20190326,25454
116,20190327,25264
117,20190328,25210
118,20190329,25305
119,20190401,25733
120,20190402,25887
121,20190403,26004
122,20190404,26261
123,20190405,26324
124,20190408,26311
125,20190409,26266
126,20190410,26248
127,20190411,26424
128,20190412,26343
129,20190415,26609
130,20190416,26532
131,20190417,26645
132,20190418,26613
133,20190419,26311
134,20190422,26361
135,20190423,26216
136,20190424,26261
137,20190425,26018
138,20190426,25715
139,20190429,25921
140,20190430,26177
141,20190502,26205
142,20190503,26136
143,20190507,25737
144,20190508,25604
145,20190509,25499
146,20190510,25017
147,20190513,24833
148,20190514,24549
149,20190515,24700
150,20190516,24586
151,20190517,24544
152,20190520,24480
153,20190521,24494
154,20190522,24269
155,20190523,24379
156,20190524,24329
157,20190527,24347
158,20190528,24301
159,20190529,23976
160,20190530,24127
161,20190531,24150
162,20190603,24366
163,20190604,24600
164,20190605,24742
165,20190607,24508
166,20190610,24742
167,20190611,25017
168,20190612,25109
169,20190613,24884
170,20190614,24861
171,20190617,24801
172,20190618,24902
173,20190619,25219
174,20190620,25228
175,20190621,25260
176,20190624,25292
177,20190625,25352
178,20190626,25255
179,20190627,25379
180,20190628,25567
181,20190701,25517
182,20190702,25485
183,20190703,25356
184,20190704,25155
185,20190705,25306
186,20190708,24884
187,20190709,24815
188,20190710,24852
189,20190711,24994
190,20190712,25067
191,20190715,25026
192,20190716,25081
193,20190717,24944
194,20190718,24925
195,20190719,25109
196,20190722,25274
197,20190723,25333
198,20190724,25356
199,20190725,25122
200,20190726,24976
201,20190729,24838
202,20190730,24746
203,20190731,24719
204,20190801,24448
205,20190802,24213
206,20190805,23928
207,20190806,23257
208,20190807,23376
209,20190808,23266
210,20190809,23501
211,20190812,23501
212,20190813,23386
213,20190814,23597
214,20190816,23211
215,20190819,23413
216,20190820,23478
217,20190821,23735
218,20190822,23717
219,20190823,23519
220,20190826,23142
221,20190827,23376
222,20190828,23390
223,20190829,23450
224,20190830,23726
225,20190902,23758
226,20190903,23873
227,20190904,23818
228,20190905,24314
229,20190906,24415
230,20190909,24636
231,20190910,24682
232,20190911,24857
233,20190916,24907
234,20190917,24985
235,20190918,24995
236,20190919,25339
237,20190920,25307
238,20190923,25464
239,20190924,25399
240,20190925,25353
241,20190926,25344
242,20190927,25114
243,20190930,24967
244,20191001,25330
245,20191002,25027
246,20191004,24728
247,20191007,24700
248,20191008,24907
249,20191010,24664
250,20191011,25008
251,20191014,25335
252,20191015,25307
253,20191016,25464
254,20191017,25459
255,20191018,25473
256,20191021,25211
257,20191022,25468
258,20191023,25510
259,20191024,25464
260,20191025,25551
261,20191028,25670
262,20191029,25707
263,20191030,25431
264,20191031,25652
265,20191101,25514
266,20191104,25966
267,20191105,26062
268,20191106,26371
269,20191107,26196
270,20191108,26288
271,20191111,26002
272,20191112,26025
273,20191113,25919
274,20191115,26371
275,20191118,26431
276,20191119,26191
277,20191120,26247
278,20191121,25777
279,20191122,25790
280,20191125,26076
281,20191126,26205
282,20191127,26099
283,20191128,26044
284,20191129,25864
285,20191202,25731
286,20191203,25339
287,20191204,25307
288,20191205,25436
289,20191206,25528
290,20191209,25629
291,20191210,25648
292,20191211,25758
293,20191212,26168
294,20191213,26735
295,20191216,26818
296,20191217,26850
297,20191218,27113
298,20191219,27219
299,20191220,27178
300,20191223,27201
301,20191224,27178
302,20191226,27067
303,20191227,27394
304,20191230,27602
305,20200103,27486
306,20200106,26952
307,20200107,27293
308,20200108,26906
309,20200109,27357
310,20200110,27616
311,20200113,27837
312,20200114,28330
313,20200115,27966
314,20200116,27966
315,20200117,28353
316,20200120,28528
317,20200121,28556
318,20200122,28316
319,20200123,28325
320,20200128,27482
321,20200129,27385
322,20200130,27306
323,20200131,27103
324,20200203,26314
325,20200204,26822
326,20200205,27279
327,20200206,27616
328,20200207,27837
329,20200210,27473
330,20200211,27948
331,20200212,27884
332,20200213,28248
333,20200214,28156
334,20200217,28193
335,20200218,28040
336,20200219,27865
337,20200220,27985
338,20200221,27491
339,20200224,26605
340,20200225,26342
341,20200226,26259
342,20200227,26088
343,20200228,25441
344,20200302,24966
345,20200303,25829
346,20200304,25801
347,20200305,26157
348,20200306,25894
349,20200309,24971
350,20200310,24707
351,20200311,24555
352,20200312,23789
353,20200313,21905
354,20200316,22616
355,20200317,21324
356,20200318,21194
357,20200319,19754
358,20200320,18840
359,20200323,18812
360,20200324,19722
361,20200325,21240
362,20200326,22025
363,20200327,22228
364,20200330,21194
365,20200331,22122
366,20200401,22251
367,20200402,21282
368,20200403,21781
369,20200406,22275
370,20200407,22902
371,20200408,22810
372,20200409,23055
373,20200410,23124
374,20200413,22999
375,20200414,23041
376,20200416,22944
377,20200417,23918
378,20200420,23955
379,20200421,23507
380,20200422,23018
381,20200423,23733
382,20200424,23581
383,20200427,23632
384,20200428,24124
385,20200429,24195
386,20200504,23533
387,20200506,23650
388,20200507,23782
389,20200508,24223
390,20200511,24120
391,20200512,23594
392,20200513,23622
393,20200514,23791
394,20200515,23805
395,20200518,23782
396,20200519,24533
397,20200520,24594
398,20200521,24819
399,20200522,24622
400,20200525,24462
401,20200526,24899
402,20200527,25162
403,20200528,25429
404,20200529,25044
405,20200601,25420
406,20200602,25758
407,20200603,26509
408,20200604,27142
409,20200605,26903
410,20200608,27466
411,20200609,27489
412,20200610,27292
413,20200611,27288
414,20200612,26133
415,20200615,26086
416,20200616,25973
417,20200617,26616
418,20200618,26443
419,20200619,26283
420,20200622,26419
421,20200623,26720
422,20200624,26987
423,20200625,26593
424,20200626,26429
425,20200629,26349
426,20200630,26485
427,20200701,26616
428,20200702,26527
429,20200703,26706
430,20200706,27025
431,20200707,27457
432,20200708,26954
433,20200709,27142
434,20200710,26861
435,20200713,27095
436,20200714,27123
437,20200715,27569
438,20200716,27504
439,20200717,27410
440,20200720,27382
441,20200721,27682
442,20200722,27752
443,20200723,27457
444,20200724,27461
445,20200727,27607
446,20200728,28090
447,20200729,28499
448,20200730,28485
449,20200731,28250
450,20200803,28057
451,20200804,28551
452,20200805,28607
453,20200806,29322
454,20200807,29388
455,20200810,29561
456,20200811,29971
457,20200812,29858
458,20200813,30502
459,20200814,30027
460,20200818,30243
461,20200819,29519
462,20200820,29181
463,20200821,28701
464,20200824,28913
465,20200825,29350
466,20200826,29303
467,20200827,29519
468,20200828,29420
469,20200831,29524
470,20200901,29162
471,20200902,29373
472,20200903,29764
473,20200904,29251
474,20200907,29477
475,20200908,29735
476,20200909,29491
477,20200910,29773
478,20200911,29594
479,20200914,30027
480,20200915,30201
481,20200916,30366
482,20200917,30046
483,20200918,29844
484,20200921,30069
485,20200922,29430
486,20200923,28847
487,20200924,28772
488,20200925,28602
489,20200928,28767
490,20200929,29289
491,20201005,29326
492,20201006,29759
493,20201007,29482
494,20201008,30050
495,20201012,29975
496,20201013,29966
497,20201014,29895
498,20201015,29463
499,20201016,29524
500,20201019,29510
501,20201020,29510
502,20201021,29641
503,20201022,29463
504,20201023,29557
505,20201026,29698
506,20201027,29463
507,20201028,29199
508,20201029,28982
509,20201030,28931
510,20201102,28610
511,20201103,29237
512,20201104,29491
513,20201105,29990
514,20201106,30390
515,20201109,30810
516,20201110,30701
517,20201111,30974
518,20201112,31130
519,20201113,31026
520,20201116,31832
521,20201117,32161
522,20201118,31945
523,20201119,31940
524,20201120,31959
525,20201123,32599
526,20201124,33089
527,20201125,33122
528,20201126,32778
529,20201127,33131
530,20201130,33094
531,20201201,33113
532,20201202,33678
533,20201204,34671
534,20201207,34836
535,20201208,34605
536,20201209,34601
537,20201210,34615
538,20201211,35100
539,20201214,35109
540,20201215,34855
541,20201216,35043
542,20201217,34940
543,20201218,35039
544,20201221,34780
545,20201222,34770
546,20201223,34492
547,20201224,35312
548,20201228,35919
549,20201229,36343
550,20201230,36466
551,20210105,38232
552,20210106,38816
553,20210107,39127
554,20210108,39965
555,20210111,42098
556,20210112,41123
557,20210113,40879
558,20210114,41010
559,20210115,40841
560,20210118,39890
561,20210119,39654
562,20210120,40483
563,20210121,40587
564,20210122,40935
565,20210125,41255
566,20210126,41368
567,20210127,40907
568,20210128,39686
569,20210129,39710
570,20210201,39120
571,20210202,40375
572,20210203,40841
573,20210204,40129
574,20210205,40177
575,20210208,40181
576,20210209,40643
577,20210210,40035
578,20210215,40742
579,20210216,41120
580,20210217,40398
581,20210218,40558
582,20210219,40054
583,20210222,40639
584,20210223,39502
585,20210224,39748
586,20210225,39889
587,20210226,39271
588,20210302,40426
589,20210303,39865
590,20210304,39913
591,20210305,39087
592,20210308,39653
593,20210309,38583
594,20210310,39111
595,20210311,38955
596,20210312,39842
597,20210315,39606
598,20210316,39781
599,20210317,39531
600,20210318,40129
601,20210319,39450
602,20210322,39413
603,20210323,39549
604,20210324,38922
605,20210325,39045
606,20210326,39281
607,20210329,39351
608,20210330,39743
609,20210331,40158
610,20210401,40167
611,20210402,40629
612,20210405,40507
613,20210406,40841
614,20210407,40804
615,20210408,40695
616,20210409,40728
617,20210412,40733
618,20210413,40860
619,20210414,41025
620,20210415,41478
621,20210416,41313
622,20210419,41553
623,20210420,41445
624,20210421,41101
625,20210422,41096
626,20210423,40742
627,20210426,41129
628,20210427,41252
629,20210428,40992
630,20210429,40864
631,20210430,40759
632,20210503,40706
633,20210504,40347
634,20210506,40687
635,20210507,40969
636,20210510,41362
637,20210511,41079
638,20210512,40529
639,20210513,40112
640,20210514,40141
641,20210517,40189
642,20210518,40452
643,20210520,40443
644,20210521,41008
645,20210524,40481
646,20210525,40581
647,20210526,40830
648,20210527,40371
649,20210528,40711
650,20210531,40720
651,20210601,41190
652,20210602,41410
653,20210603,41520
654,20210604,41209
655,20210607,41386
656,20210608,41506
657,20210609,41328
658,20210610,41008
659,20210611,41362
660,20210614,41300
661,20210615,41439
662,20210616,41673
663,20210617,41391
664,20210618,41673
665,20210621,41314
666,20210622,41448
667,20210623,41601
668,20210624,41870
669,20210625,42190
670,20210628,42104
671,20210629,41937
672,20210630,41999
673,20210701,41812
674,20210702,41922
675,20210705,41994
676,20210706,42205
677,20210707,41803
678,20210708,41913
679,20210709,40787
680,20210712,41372
681,20210713,41649
682,20210714,41582
683,20210715,41635
684,20210716,41563
685,20210719,41204
686,20210720,40988
687,20210721,41137
688,20210722,41257
689,20210723,41544
690,20210726,41319
691,20210727,41199
692,20210728,41137
693,20210729,41343
694,20210730,40887
695,20210802,40883
696,20210803,41142
697,20210804,41444
698,20210805,41885
699,20210806,41755
700,20210809,41367
701,20210810,41247
702,20210811,40945
703,20210812,40667
704,20210813,40015
705,20210817,39799
706,20210818,39502
707,20210819,39550
708,20210820,39109
709,20210823,38725
710,20210824,39463
711,20210825,39722
712,20210826,39722
713,20210827,39156
714,20210830,39540
715,20210831,39535
716,20210901,40082
717,20210902,40111
718,20210903,40255
719,20210906,40264
720,20210907,40063
721,20210908,40029
722,20210909,39473
723,20210910,39089
724,20210913,39425
725,20210914,39578
726,20210915,39665
727,20210916,39468
728,20210917,39137
729,20210923,39171
730,20210924,39415
731,20210927,39439
732,20210928,39032
733,20210929,38528
734,20210930,38370
735,20211001,38102
736,20211005,37243
737,20211006,37617
738,20211007,37195
739,20211008,37392
740,20211012,36596
741,20211013,37037
742,20211014,37406
743,20211015,37766
744,20211018,37651
745,20211019,37891
746,20211020,38102
747,20211021,37795
748,20211022,37732
749,20211025,37828
750,20211026,38173
751,20211027,38044
752,20211028,38049
753,20211029,37703
754,20211101,37612
755,20211102,38078
756,20211103,37756
757,20211104,37982
758,20211105,37429
759,20211108,37117
760,20211109,37477
761,20211110,37439
762,20211111,36924
763,20211112,37472
764,20211115,37895
765,20211116,37953
766,20211117,37621
767,20211119,37357
768,20211122,38001
769,20211123,38155
770,20211124,38116
771,20211125,37780
772,20211126,37381
773,20211129,36838
774,20211130,36920
775,20211201,36261
776,20211202,36751
777,20211203,37169
778,20211206,37439
779,20211207,37626
780,20211208,38659
781,20211209,38438
782,20211210,38145
783,20211213,38698
784,20211214,38049
785,20211215,37881
786,20211216,38193
787,20211217,38308
788,20211220,37991
789,20211221,37698
790,20211222,38087
791,20211223,38169
792,20211224,38645
793,20211227,38347
794,20211228,38409
795,20211229,38741
796,20211230,38457
797,20220104,38453
798,20220105,37953
799,20220106,37741
800,20220107,37938
801,20220110,37443
802,20220111,37804
803,20220112,38174
804,20220113,38409
805,20220114,37828
806,20220117,37415
807,20220118,37453
808,20220119,36924
809,20220120,36727
810,20220121,36631
811,20220124,36112
812,20220125,35502
813,20220126,35324
814,20220127,34819
815,20220128,33996
816,20220203,35551
817,20220204,35541
818,20220207,35151
819,20220208,35633
820,20220209,35748
821,20220210,36099
822,20220211,35719
823,20220214,35406
824,20220215,35363
825,20220216,35618
826,20220217,36075
827,20220218,35575
828,20220221,35507
829,20220222,35512
830,20220223,35503
831,20220224,34829
832,20220225,35045
833,20220228,34805
834,20220302,35113
835,20220303,35556
836,20220304,35170
837,20220307,34444
838,20220308,34198
839,20220310,34761
840,20220311,34526
841,20220314,34574
842,20220315,34405
843,20220316,34323
844,20220317,35435
845,20220318,35166
846,20220321,35199
847,20220322,35074
848,20220323,35560
849,20220324,35228
850,20220325,35195
851,20220328,35031
852,20220329,35368
853,20220330,35652
854,20220331,35811
855,20220401,35310
856,20220404,35445
857,20220405,35503
858,20220406,35252
859,20220407,34920
860,20220408,34636
861,20220411,34829
862,20220412,34521
863,20220413,34713
864,20220414,34872
865,20220415,34453
866,20220418,34530
867,20220419,34834
868,20220420,34708
869,20220421,35069
870,20220422,34545
871,20220425,34304
872,20220426,34299
873,20220427,33649
