,date,open
0,20181001,27022
1,20181002,27148
2,20181004,26563
3,20181005,26347
4,20181008,26302
5,20181010,26064
6,20181011,25461
7,20181012,25025
8,20181015,25034
9,20181016,25088
10,20181017,25349
11,20181018,25232
12,20181019,24813
13,20181022,25011
14,20181023,24872
15,20181024,24701
16,20181025,24040
17,20181026,24008
18,20181029,23923
19,20181030,23730
20,20181031,23680
21,20181101,23861
22,20181102,24186
23,20181105,24217
24,20181106,24497
25,20181107,24538
26,20181108,24872
27,20181109,24655
28,20181112,24438
29,20181113,23974
30,20181114,24267
31,20181116,24560
32,20181119,24560
33,20181120,24353
34,20181121,23965
35,20181122,24249
36,20181123,24168
37,20181126,24163
38,20181127,24380
39,20181128,24542
40,20181129,24908
41,20181130,24804
42,20181203,24872
43,20181204,24741
44,20181205,24402
45,20181206,24357
46,20181207,24289
47,20181210,23915
48,20181211,23888
49,20181212,24190
50,20181213,24289
51,20181214,24100
52,20181217,24041
53,20181218,24050
54,20181219,24068
55,20181220,23951
56,20181221,23856
57,20181224,23825
58,20181226,23662
59,20181227,23906
60,20181228,24059
61,20190103,23604
62,20190104,23464
63,20190107,24113
64,20190108,24046
65,20190109,24113
66,20190110,24366
67,20190111,24398
68,20190114,24407
69,20190115,24569
70,20190116,24741
71,20190117,24885
72,20190118,24993
73,20190121,25138
74,20190122,25007
75,20190123,24984
76,20190124,25201
77,20190125,25562
78,20190128,25824
79,20190129,25675
80,20190130,25914
81,20190131,26293
82,20190201,26343
83,20190207,26171
84,20190208,25964
85,20190211,25788
86,20190212,26009
87,20190213,26067
88,20190214,25991
89,20190215,26139
90,20190218,26221
91,20190219,26058
92,20190220,26243
93,20190221,26284
94,20190222,26356
95,20190225,26478
96,20190226,26469
97,20190227,26424
98,20190228,26334
99,20190304,26149
100,20190305,25747
101,20190306,25666
102,20190307,25648
103,20190308,25422
104,20190311,25147
105,20190312,25449
106,20190313,25336
107,20190314,25314
108,20190315,25521
109,20190318,25702
110,20190319,25679
111,20190320,25463
112,20190321,26009
113,20190322,25977
114,20190325,25490
115,20190326,25458
116,20190327,25242
117,20190328,25219
118,20190329,25296
119,20190401,25715
120,20190402,25891
121,20190403,25945
122,20190404,26261
123,20190405,26311
124,20190408,26315
125,20190409,26293
126,20190410,26248
127,20190411,26437
128,20190412,26338
129,20190415,26595
130,20190416,26550
131,20190417,26654
132,20190418,26627
133,20190419,26315
134,20190422,26379
135,20190423,26243
136,20190424,26248
137,20190425,25986
138,20190426,25733
139,20190429,25907
140,20190430,26196
141,20190502,26219
142,20190503,26150
143,20190507,25696
144,20190508,25613
145,20190509,25494
146,20190510,24948
147,20190513,24847
148,20190514,24531
149,20190515,24678
150,20190516,24595
151,20190517,24526
152,20190520,24430
153,20190521,24512
154,20190522,24288
155,20190523,24347
156,20190524,24356
157,20190527,24370
158,20190528,24311
159,20190529,23967
160,20190530,24109
161,20190531,24145
162,20190603,24356
163,20190604,24622
164,20190605,24742
165,20190607,24540
166,20190610,24733
167,20190611,25012
168,20190612,25104
169,20190613,24898
170,20190614,24852
171,20190617,24824
172,20190618,24889
173,20190619,25210
174,20190620,25219
175,20190621,25269
176,20190624,25283
177,20190625,25352
178,20190626,25265
179,20190627,25347
180,20190628,25586
181,20190701,25549
182,20190702,25453
183,20190703,25343
184,20190704,25159
185,20190705,25306
186,20190708,24866
187,20190709,24838
188,20190710,24838
189,20190711,25022
190,20190712,25044
191,20190715,25035
192,20190716,25118
193,20190717,24957
194,20190718,24921
195,20190719,25109
196,20190722,25274
197,20190723,25338
198,20190724,25333
199,20190725,25141
200,20190726,24999
201,20190729,24856
202,20190730,24733
203,20190731,24723
204,20190801,24452
205,20190802,24241
206,20190805,23951
207,20190806,23303
208,20190807,23367
209,20190808,23303
210,20190809,23533
211,20190812,23496
212,20190813,23367
213,20190814,23593
214,20190816,23188
215,20190819,23427
216,20190820,23501
217,20190821,23721
218,20190822,23721
219,20190823,23505
220,20190826,23142
221,20190827,23395
222,20190828,23376
223,20190829,23468
224,20190830,23703
225,20190902,23753
226,20190903,23855
227,20190904,23809
228,20190905,24273
229,20190906,24402
230,20190909,24654
231,20190910,24696
232,20190911,24861
233,20190916,24880
234,20190917,24976
235,20190918,24999
236,20190919,25385
237,20190920,25307
238,20190923,25450
239,20190924,25381
240,20190925,25358
241,20190926,25344
242,20190927,25128
243,20190930,24972
244,20191001,25321
245,20191002,25013
246,20191004,24705
247,20191007,24733
248,20191008,24926
249,20191010,24668
250,20191011,24976
251,20191014,25321
252,20191015,25298
253,20191016,25454
254,20191017,25464
255,20191018,25477
256,20191021,25197
257,20191022,25473
258,20191023,25510
259,20191024,25468
260,20191025,25551
261,20191028,25666
262,20191029,25707
263,20191030,25491
264,20191031,25652
265,20191101,25514
266,20191104,25966
267,20191105,26081
268,20191106,26390
269,20191107,26168
270,20191108,26302
271,20191111,26002
272,20191112,26044
273,20191113,25919
274,20191115,26353
275,20191118,26436
276,20191119,26210
277,20191120,26270
278,20191121,25777
279,20191122,25767
280,20191125,26076
281,20191126,26164
282,20191127,26049
283,20191128,26021
284,20191129,25883
285,20191202,25731
286,20191203,25320
287,20191204,25339
288,20191205,25431
289,20191206,25519
290,20191209,25643
291,20191210,25638
292,20191211,25763
293,20191212,26159
294,20191213,26712
295,20191216,26809
296,20191217,26832
297,20191218,27164
298,20191219,27228
299,20191220,27164
300,20191223,27210
301,20191224,27173
302,20191226,27090
303,20191227,27394
304,20191230,27592
305,20200103,27496
306,20200106,26979
307,20200107,27325
308,20200108,26897
309,20200109,27353
310,20200110,27588
311,20200113,27795
312,20200114,28316
313,20200115,27989
314,20200116,27984
315,20200117,28367
316,20200120,28496
317,20200121,28542
318,20200122,28353
319,20200123,28325
320,20200128,27514
321,20200129,27339
322,20200130,27325
323,20200131,27062
324,20200203,26309
325,20200204,26891
326,20200205,27270
327,20200206,27602
328,20200207,27787
329,20200210,27454
330,20200211,27980
331,20200212,27865
332,20200213,28336
333,20200214,28128
334,20200217,28253
335,20200218,28040
336,20200219,27911
337,20200220,28027
338,20200221,27547
339,20200224,26646
340,20200225,26300
341,20200226,26282
342,20200227,26157
343,20200228,25446
344,20200302,24994
345,20200303,25825
346,20200304,25732
347,20200305,26208
348,20200306,25866
349,20200309,24966
350,20200310,24638
351,20200311,24560
352,20200312,23719
353,20200313,21919
354,20200316,22635
355,20200317,21250
356,20200318,21176
357,20200319,19966
358,20200320,19038
359,20200323,18826
360,20200324,19592
361,20200325,21125
362,20200326,21914
363,20200327,22224
364,20200330,21185
365,20200331,22094
366,20200401,22279
367,20200402,21203
368,20200403,21845
369,20200406,22288
370,20200407,22953
371,20200408,22796
372,20200409,23050
373,20200410,23082
374,20200413,22995
375,20200414,23027
376,20200416,22953
377,20200417,23936
378,20200420,23969
379,20200421,23526
380,20200422,23027
381,20200423,23747
382,20200424,23595
383,20200427,23609
384,20200428,24143
385,20200429,24143
386,20200504,23575
387,20200506,23735
388,20200507,23814
389,20200508,24232
390,20200511,24077
391,20200512,23613
392,20200513,23655
393,20200514,23814
394,20200515,23763
395,20200518,23796
396,20200519,24542
397,20200520,24603
398,20200521,24809
399,20200522,24626
400,20200525,24481
401,20200526,24894
402,20200527,25082
403,20200528,25415
404,20200529,25096
405,20200601,25406
406,20200602,25758
407,20200603,26532
408,20200604,27095
409,20200605,26926
410,20200608,27419
411,20200609,27457
412,20200610,27278
413,20200611,27283
414,20200612,26161
415,20200615,26133
416,20200616,25922
417,20200617,26687
418,20200618,26391
419,20200619,26236
420,20200622,26438
421,20200623,26729
422,20200624,26903
423,20200625,26574
424,20200626,26401
425,20200629,26372
426,20200630,26541
427,20200701,26579
428,20200702,26541
429,20200703,26682
430,20200706,27011
431,20200707,27443
432,20200708,26973
433,20200709,27137
434,20200710,26922
435,20200713,27081
436,20200714,27133
437,20200715,27583
438,20200716,27504
439,20200717,27414
440,20200720,27386
441,20200721,27654
442,20200722,27766
443,20200723,27461
444,20200724,27447
445,20200727,27611
446,20200728,28086
447,20200729,28484
448,20200730,28442
449,20200731,28287
450,20200803,28090
451,20200804,28583
452,20200805,28602
453,20200806,29326
454,20200807,29435
455,20200810,29547
456,20200811,29947
457,20200812,29975
458,20200813,30535
459,20200814,30065
460,20200818,30201
461,20200819,29524
462,20200820,29162
463,20200821,28626
464,20200824,28837
465,20200825,29326
466,20200826,29373
467,20200827,29505
468,20200828,29397
469,20200831,29566
470,20200901,29199
471,20200902,29411
472,20200903,29754
473,20200904,29242
474,20200907,29514
475,20200908,29717
476,20200909,29500
477,20200910,29759
478,20200911,29613
479,20200914,30027
480,20200915,30187
481,20200916,30361
482,20200917,29985
483,20200918,29867
484,20200921,30008
485,20200922,29411
486,20200923,28903
487,20200924,28767
488,20200925,28532
489,20200928,28781
490,20200929,29308
491,20201005,29293
492,20201006,29759
493,20201007,29467
494,20201008,30050
495,20201012,29999
496,20201013,30003
497,20201014,29858
498,20201015,29453
499,20201016,29580
500,20201019,29519
501,20201020,29491
502,20201021,29660
503,20201022,29458
504,20201023,29500
505,20201026,29656
506,20201027,29491
507,20201028,29185
508,20201029,28982
509,20201030,28916
510,20201102,28629
511,20201103,29190
512,20201104,29477
513,20201105,29990
514,20201106,30334
515,20201109,30810
516,20201110,30701
517,20201111,30984
518,20201112,31168
519,20201113,31031
520,20201116,31865
521,20201117,32190
522,20201118,31945
523,20201119,31959
524,20201120,32025
525,20201123,32628
526,20201124,33023
527,20201125,33193
528,20201126,32816
529,20201127,33141
530,20201130,33047
531,20201201,33080
532,20201202,33687
533,20201204,34662
534,20201207,34841
535,20201208,34638
536,20201209,34620
537,20201210,34605
538,20201211,35133
539,20201214,35194
540,20201215,34874
541,20201216,35062
542,20201217,34992
543,20201218,35081
544,20201221,34780
545,20201222,34784
546,20201223,34582
547,20201224,35397
548,20201228,35929
549,20201229,36310
550,20201230,36405
551,20210105,38246
552,20210106,38938
553,20210107,39089
554,20210108,39970
555,20210111,42051
556,20210112,40940
557,20210113,41010
558,20210114,41053
559,20210115,40992
560,20210118,39880
561,20210119,39593
562,20210120,40450
563,20210121,40676
564,20210122,41025
565,20210125,41180
566,20210126,41307
567,20210127,40888
568,20210128,39776
569,20210129,39729
570,20210201,39017
571,20210202,40299
