,date,open
0,20181001,27036
1,20181002,27112
2,20181004,26586
3,20181005,26401
4,20181008,26271
5,20181010,26086
6,20181011,25461
7,20181012,25043
8,20181015,25052
9,20181016,25128
10,20181017,25443
11,20181018,25160
12,20181019,24750
13,20181022,24966
14,20181023,24921
15,20181024,24710
16,20181025,23972
17,20181026,23918
18,20181029,23918
19,20181030,23572
20,20181031,23662
21,20181101,23847
22,20181102,24177
23,20181105,24280
24,20181106,24429
25,20181107,24691
26,20181108,24849
27,20181109,24596
28,20181112,24434
29,20181113,23969
30,20181114,24289
31,20181116,24655
32,20181119,24574
33,20181120,24389
34,20181121,24001
35,20181122,24262
36,20181123,24150
37,20181126,24136
38,20181127,24420
39,20181128,24542
40,20181129,24971
41,20181130,24763
42,20181203,24786
43,20181204,24849
44,20181205,24434
45,20181206,24317
46,20181207,24317
47,20181210,23838
48,20181211,23906
49,20181212,24095
50,20181213,24339
51,20181214,24226
52,20181217,24118
53,20181218,24023
54,20181219,24037
55,20181220,23802
56,20181221,23906
57,20181224,23847
58,20181226,23604
59,20181227,23951
60,20181228,24041
61,20190103,23595
62,20190104,23414
63,20190107,24145
64,20190108,23978
65,20190109,24123
66,20190110,24348
67,20190111,24389
68,20190114,24411
69,20190115,24524
70,20190116,24696
71,20190117,24885
72,20190118,25075
73,20190121,25115
74,20190122,25075
75,20190123,24957
76,20190124,25115
77,20190125,25508
78,20190128,25828
79,20190129,25711
80,20190130,25905
81,20190131,26383
82,20190201,26383
83,20190207,26212
84,20190208,25977
85,20190211,25756
86,20190212,25878
87,20190213,26058
88,20190214,25914
89,20190215,26180
90,20190218,26203
91,20190219,26072
92,20190220,26225
93,20190221,26230
94,20190222,26302
95,20190225,26491
96,20190226,26419
97,20190227,26464
98,20190228,26293
99,20190304,26194
100,20190305,25779
101,20190306,25657
102,20190307,25630
103,20190308,25449
104,20190311,25196
105,20190312,25472
106,20190313,25350
107,20190314,25377
108,20190315,25490
109,20190318,25711
110,20190319,25643
111,20190320,25472
112,20190321,25995
113,20190322,26004
114,20190325,25503
115,20190326,25418
116,20190327,25282
117,20190328,25260
118,20190329,25291
119,20190401,25729
120,20190402,25891
121,20190403,25846
122,20190404,26279
123,20190405,26329
124,20190408,26334
125,20190409,26306
126,20190410,26252
127,20190411,26455
128,20190412,26302
129,20190415,26582
130,20190416,26595
131,20190417,26681
132,20190418,26609
133,20190419,26315
134,20190422,26284
135,20190423,26230
136,20190424,26248
137,20190425,25968
138,20190426,25756
139,20190429,25925
140,20190430,26232
141,20190502,26191
142,20190503,26191
143,20190507,25668
144,20190508,25563
145,20190509,25563
146,20190510,25026
147,20190513,24843
148,20190514,24494
149,20190515,24604
150,20190516,24664
151,20190517,24544
152,20190520,24411
153,20190521,24411
154,20190522,24324
155,20190523,24384
156,20190524,24306
157,20190527,24306
158,20190528,24269
159,20190529,24031
160,20190530,24173
161,20190531,24122
162,20190603,24306
163,20190604,24540
164,20190605,24728
165,20190607,24531
166,20190610,24728
167,20190611,24916
168,20190612,25136
169,20190613,24953
170,20190614,24820
171,20190617,24742
172,20190618,24838
173,20190619,25168
174,20190620,25260
175,20190621,25278
176,20190624,25310
177,20190625,25292
178,20190626,25233
179,20190627,25343
180,20190628,25627
181,20190701,25673
182,20190702,25466
183,20190703,25425
184,20190704,25182
185,20190705,25251
186,20190708,24934
187,20190709,24838
188,20190710,24843
189,20190711,25017
190,20190712,25026
191,20190715,25017
192,20190716,25228
193,20190717,24994
194,20190718,24925
195,20190719,25072
196,20190722,25242
197,20190723,25393
198,20190724,25343
199,20190725,25205
200,20190726,24971
201,20190729,24962
202,20190730,24769
203,20190731,24714
204,20190801,24383
205,20190802,24232
206,20190805,23969
207,20190806,23386
208,20190807,23321
209,20190808,23335
210,20190809,23478
211,20190812,23445
212,20190813,23399
213,20190814,23579
214,20190816,23202
215,20190819,23468
216,20190820,23524
217,20190821,23726
218,20190822,23698
219,20190823,23524
220,20190826,23225
221,20190827,23376
222,20190828,23363
223,20190829,23514
224,20190830,23730
225,20190902,23740
226,20190903,23822
227,20190904,23827
228,20190905,24204
229,20190906,24425
230,20190909,24599
231,20190910,24664
232,20190911,24875
233,20190916,24806
234,20190917,24935
235,20190918,24949
236,20190919,25321
237,20190920,25261
238,20190923,25422
239,20190924,25385
240,20190925,25385
241,20190926,25321
242,20190927,25137
243,20190930,24981
244,20191001,25160
245,20191002,25054
246,20191004,24714
247,20191007,24765
248,20191008,24825
249,20191010,24581
250,20191011,25027
251,20191014,25339
252,20191015,25358
253,20191016,25565
254,20191017,25477
255,20191018,25505
