,date,open
0,20181001,27148
1,20181002,27076
2,20181004,26806
3,20181005,26316
4,20181008,26194
5,20181010,26230
6,20181011,25367
7,20181012,24926
8,20181015,25115
9,20181016,25151
10,20181017,25281
11,20181018,25209
12,20181019,24885
13,20181022,24998
14,20181023,25043
15,20181024,24768
16,20181025,24004
17,20181026,24148
18,20181029,23824
19,20181030,23518
20,20181031,23775
21,20181101,23856
22,20181102,24028
23,20181105,24506
24,20181106,24474
25,20181107,24511
26,20181108,24781
27,20181109,24592
28,20181112,24267
29,20181113,24141
30,20181114,24348
31,20181116,24610
32,20181119,24533
33,20181120,24312
34,20181121,24019
35,20181122,24222
36,20181123,24177
37,20181126,24095
38,20181127,24443
39,20181128,24632
40,20181129,25034
41,20181130,24799
42,20181203,24863
43,20181204,24840
44,20181205,24339
45,20181206,24389
46,20181207,24249
47,20181210,23901
48,20181211,24037
49,20181212,24037
50,20181213,24253
51,20181214,24366
52,20181217,24068
53,20181218,23933
54,20181219,24037
55,20181220,23992
56,20181221,23865
57,20181224,23856
58,20181226,23622
59,20181227,23915
60,20181228,23947
61,20190103,23703
62,20190104,23468
63,20190107,23956
64,20190108,24005
65,20190109,23938
66,20190110,24353
67,20190111,24425
68,20190114,24420
69,20190115,24348
70,20190116,24736
71,20190117,24908
72,20190118,25048
73,20190121,25264
74,20190122,25133
75,20190123,24890
76,20190124,25115
77,20190125,25413
78,20190128,25846
79,20190129,25742
80,20190130,25891
81,20190131,26469
82,20190201,26284
83,20190207,26315
84,20190208,26027
85,20190211,25801
86,20190212,25846
87,20190213,26099
88,20190214,26031
89,20190215,26252
90,20190218,26149
91,20190219,26158
92,20190220,26261
93,20190221,26297
94,20190222,26338
95,20190225,26550
96,20190226,26442
97,20190227,26446
98,20190228,26401
99,20190304,26176
100,20190305,25788
101,20190306,25670
102,20190307,25598
103,20190308,25422
104,20190311,25224
105,20190312,25386
106,20190313,25390
107,20190314,25363
108,20190315,25323
109,20190318,25697
110,20190319,25693
111,20190320,25571
112,20190321,25720
113,20190322,25977
114,20190325,25566
115,20190326,25458
116,20190327,25368
117,20190328,25269
118,20190329,25296
119,20190401,25553
120,20190402,25819
121,20190403,25891
122,20190404,26239
123,20190405,26275
124,20190408,26415
125,20190409,26288
126,20190410,26207
127,20190411,26469
128,20190412,26356
129,20190415,26523
130,20190416,26509
131,20190417,26667
132,20190418,26658
133,20190419,26311
134,20190422,26225
135,20190423,26216
136,20190424,26370
137,20190425,25950
138,20190426,25819
139,20190429,25888
140,20190430,26306
141,20190502,26044
142,20190503,26237
143,20190507,25792
144,20190508,25480
145,20190509,25586
146,20190510,25063
147,20190513,24797
148,20190514,24425
149,20190515,24733
150,20190516,24728
151,20190517,24531
152,20190520,24338
153,20190521,24320
154,20190522,24503
155,20190523,24494
156,20190524,24366
157,20190527,24256
158,20190528,24292
159,20190529,24260
160,20190530,24063
161,20190531,24182
162,20190603,24145
163,20190604,24567
164,20190605,24769
165,20190607,24567
166,20190610,24705
167,20190611,24889
168,20190612,25072
169,20190613,24898
170,20190614,24783
171,20190617,24755
172,20190618,24774
173,20190619,25196
174,20190620,25237
175,20190621,25329
176,20190624,25269
177,20190625,25265
178,20190626,25219
179,20190627,25352
180,20190628,25586
181,20190701,25714
182,20190702,25416
183,20190703,25366
184,20190704,25086
185,20190705,25274
186,20190708,25049
187,20190709,24778
188,20190710,24746
189,20190711,24893
190,20190712,25012
191,20190715,25022
192,20190716,25122
193,20190717,25054
194,20190718,24934
195,20190719,25058
196,20190722,25200
197,20190723,25320
198,20190724,25324
199,20190725,25210
200,20190726,24980
201,20190729,24999
202,20190730,24783
203,20190731,24687
204,20190801,24369
205,20190802,24232
206,20190805,24098
207,20190806,23156
208,20190807,23363
209,20190808,23413
210,20190809,23464
211,20190812,23501
212,20190813,23418
213,20190814,23510
214,20190816,23307
215,20190819,23514
216,20190820,23501
217,20190821,23698
218,20190822,23813
219,20190823,23501
220,20190826,23165
221,20190827,23349
222,20190828,23390
223,20190829,23542
224,20190830,23556
225,20190902,23758
226,20190903,23767
227,20190904,23721
228,20190905,24135
229,20190906,24471
230,20190909,24471
231,20190910,24641
232,20190911,24797
233,20190916,25004
234,20190917,24981
235,20190918,25018
236,20190919,25082
237,20190920,25266
238,20190923,25358
239,20190924,25445
240,20190925,25473
241,20190926,25312
242,20190927,25229
243,20190930,24949
244,20191001,25183
245,20191002,25100
246,20191004,24682
247,20191007,24760
248,20191008,24751
249,20191010,24769
250,20191011,25068
251,20191014,25321
252,20191015,25257
253,20191016,25477
254,20191017,25500
255,20191018,25450
256,20191021,25160
257,20191022,25381
258,20191023,25560
259,20191024,25560
260,20191025,25601
261,20191028,25661
262,20191029,25749
263,20191030,25620
264,20191031,25532
265,20191101,25482
266,20191104,25929
267,20191105,26085
268,20191106,26233
269,20191107,26214
270,20191108,26353
271,20191111,26113
272,20191112,25993
273,20191113,26067
274,20191115,26214
275,20191118,26496
276,20191119,26357
277,20191120,26242
278,20191121,26007
279,20191122,25684
280,20191125,25933
281,20191126,26118
282,20191127,26145
283,20191128,25979
284,20191129,26035
