,date,y_volume_0905,y_volume_0910,y_volume_0915,y_volume_0920,y_volume_0925,y_volume_0930,y_volume_0935,y_volume_0940,y_volume_0945,y_volume_0950,y_volume_0955,y_volume_1000,y_volume_1005,y_volume_1010,y_volume_1015,y_volume_1020,y_volume_1025,y_volume_1030,y_volume_1035,y_volume_1040,y_volume_1045,y_volume_1050,y_volume_1055,y_volume_1100,y_volume_1105,y_volume_1110,y_volume_1115,y_volume_1120,y_volume_1125,y_volume_1130,y_volume_1135,y_volume_1140,y_volume_1145,y_volume_1150,y_volume_1155,y_volume_1200,y_volume_1205,y_volume_1210,y_volume_1215,y_volume_1220,y_volume_1225,y_volume_1230,y_volume_1235,y_volume_1240,y_volume_1245,y_volume_1250,y_volume_1255,y_volume_1300,y_volume_1305,y_volume_1310,y_volume_1315,y_volume_1320,y_volume_1325,y_volume_1330,y_volume_1335,y_volume_1340,y_volume_1345,y_volume_1350,y_volume_1355,y_volume_1400,y_volume_1405,y_volume_1410,y_volume_1415,y_volume_1420,y_volume_1425,y_volume_1430,y_volume_1435,y_volume_1440,y_volume_1445,y_volume_1450,y_volume_1455,y_volume_1500,y_volume_1505,y_volume_1510,y_volume_1515,y_volume_1520,y_volume_1530
694,20210803,104072,78396,89385,64785,63724,56999,39165,53407,27978,8384,38253,13090,34797,34497,17675,54853,10822,15119,31677,27599,21858,12661,15984,12318,31873,14002,9982,16729,10344,43544,32984,5476,6124,15875,5594,6432,12535,16622,18528,8690,16108,7797,13450,13583,24959,7581,28991,21168,14062,5389,4891,8120,14656,12198,32440,10676,45979,35849,28320,18375,38078,43416,21862,38581,38085,38694,25553,32163,105402,34812,75336,102062,109518,136921,103958,104094,108185
695,20210804,188151,126066,73109,208887,75236,40173,233422,60896,53226,22671,23618,10983,52703,15205,21801,141377,105671,17380,11012,4446,37679,110912,286342,157739,45289,53489,84729,12145,109089,74337,60929,21330,34080,19396,25041,35670,39600,194402,69554,49874,54256,75561,53646,42063,58620,50020,31118,68770,93727,57311,29824,72605,35207,32048,17717,38215,40672,32338,54866,19899,9822,11818,34105,49069,12728,32873,82555,53533,62016,44039,38337,79214,55803,128806,206677,182157,198716
696,20210805,163359,37645,84926,107111,76411,161413,44273,19110,25795,31431,39488,34070,39201,25380,36611,27705,34389,30067,38152,12972,40118,11250,46369,33973,41237,23135,36334,44365,48016,29024,27747,21283,13407,28682,20203,12709,15958,11833,21951,10647,17950,40617,49074,69895,22242,16538,42902,44590,5256,5520,29131,5560,63192,26164,17864,63506,37597,79201,45351,65772,42905,12300,22099,50798,21789,14824,50113,17922,50226,25730,9418,17229,47201,101360,151230,108620,67687
697,20210806,134456,76937,44381,35368,26190,105718,30305,52645,21968,38394,34393,58418,62792,27338,46418,46191,10736,16120,29960,22954,35847,58641,84022,31839,26497,28773,54011,53631,14060,23985,27559,20428,26689,13370,8305,15226,6443,14240,9989,4517,31675,50487,83767,14127,55978,39758,53143,21139,37849,24477,5158,15471,15892,10661,29794,21463,3747,54284,5682,3514,3310,12169,1244,8620,6415,6479,29958,18891,2968,5656,7443,50859,46813,71339,54876,23987,86393
698,20210809,205963,49773,34602,43926,24539,26306,26210,46353,123394,45874,26854,20253,39659,45327,45421,17626,41246,31117,69816,24764,61698,26551,31033,34432,38067,59155,35106,20930,12578,21618,10868,14131,16542,29198,23391,12288,11515,16844,25271,35860,31786,10688,22588,10309,7076,12196,19181,16530,12319,36087,19312,17880,19544,6132,38431,13362,10532,30128,14009,25048,33496,26957,35564,40744,33602,62318,25608,31199,33859,20866,44158,32563,78598,42739,46574,45787,92412
699,20210810,92295,88217,59971,33641,62400,90998,70303,21401,26102,16507,21443,14990,11662,10677,16418,62220,40156,56449,48533,164503,25596,36744,38450,28278,26578,41791,25944,22611,13477,18767,12034,8783,8231,19168,30101,16580,2300,20364,11655,5410,21587,5001,8531,25150,13807,18737,13934,27178,19296,19420,13119,7205,44103,70852,24304,16388,14356,49115,12788,10648,15499,17616,9250,9062,4049,47349,36293,30477,57555,38505,6847,11897,55028,25571,53615,70396,118978
700,20210811,174057,74676,47470,31822,49764,95738,42159,115405,139402,129444,77031,85871,118119,84796,83497,86582,64240,96253,60085,84913,112065,60513,35851,22203,6558,34252,18398,15167,5924,19851,39408,19981,5287,4299,13451,36514,7469,17033,8988,39672,9011,30784,16424,8311,60534,49415,123164,6396,8457,55385,54356,39255,19762,51092,54832,34530,50152,29096,9944,32592,8190,45324,34043,41204,34241,19772,13734,15132,55274,20972,23378,19070,11464,28552,87176,62691,94001
701,20210812,110990,100700,96087,90536,69875,47155,27506,56219,91297,94722,95777,48374,24139,44987,71196,65323,18043,64556,61121,116646,33868,64256,68882,27077,30264,35251,72459,77141,19712,11990,7378,25721,32037,28784,7189,8122,14965,19838,57066,21134,7459,18040,4844,1846,24882,8373,30836,24122,19108,38765,7717,10068,35312,75247,122286,21759,45044,33956,23247,21367,89849,33436,59124,16649,64728,75226,36744,29403,98193,62485,92565,67058,39231,57636,66214,67953,135539
702,20210813,148565,184499,120689,104042,70736,49972,157916,94931,236891,151709,187143,136237,187811,151456,205040,235373,132614,85150,130390,67602,51038,99252,60466,75806,110977,66390,72355,58795,48004,129958,66815,22576,26398,35497,22936,109960,23045,23835,17451,18072,33302,49640,46115,14076,29311,71021,36599,51166,20819,21556,57481,41135,36139,24954,32552,49086,19480,47702,40294,40629,129199,79922,24685,62333,70260,32964,37985,20103,29689,30562,99867,177757,186542,91086,121050,123284,137361
703,20210817,140504,53617,50490,75466,36681,104888,49855,74201,106877,50122,30169,35799,92196,37554,89949,83800,67710,31535,85207,23163,22882,28947,17102,13356,29943,56657,55610,27152,25318,20104,34163,34649,15623,26226,11094,51378,60677,12502,9803,71119,13642,19524,34313,25184,18997,8574,4889,36562,29144,39754,8506,30885,6312,112249,71624,9938,55497,41097,69757,39447,40278,29379,35614,33113,24238,26625,36925,49920,37569,62603,48806,22044,83892,48476,26255,48264,87492
704,20210818,147969,48414,233323,270440,278253,130707,143136,65974,159430,119650,57023,62652,69076,49339,23468,68508,82204,31703,44969,46142,64769,27114,35408,55780,32843,19655,35506,20875,53714,48695,36949,37388,34482,39855,17317,61080,41466,33942,11990,28220,22048,14265,35769,21968,18377,8510,18925,33421,8644,29787,22395,18797,20463,32464,16809,14051,16628,12930,12291,28184,11120,16769,22351,33590,21874,14258,36326,36623,27422,37207,46182,27400,34215,35323,24323,56377,70688
705,20210819,285251,113075,39674,114415,155455,72525,16084,56533,35245,40005,33872,37467,72975,48022,15641,18174,15258,46706,40126,44341,73577,22820,42883,128591,59481,75544,32681,41246,49376,19748,28795,31503,39758,38686,33647,157133,23403,59954,132407,131224,90782,153934,55894,89872,71609,191426,86853,40611,46380,39261,92272,227847,55469,122450,43715,57068,101093,62674,54673,62183,107181,75326,72423,123862,64853,48595,86570,86090,65177,51578,110815,78540,149387,188209,180027,184229,130941
706,20210820,155735,108097,109740,74071,151605,52771,133293,83493,86474,92184,50248,43771,83167,90295,76297,64441,50321,102361,79751,112519,343053,385328,98745,126127,111967,74046,41037,35664,24891,102867,26444,63513,55255,51272,41938,58669,59564,45310,48120,51768,52170,99476,98629,102539,64420,58583,62703,55048,56457,44456,59489,58682,41918,115073,105415,35908,47191,49150,58120,61812,88950,125026,53628,71905,88607,175647,64235,151900,130435,82556,121637,164290,175267,140517,146491,127349,171701
707,20210823,188092,90504,104771,126020,75014,95468,85697,78895,45860,54263,73457,56332,66084,54013,39203,69934,36516,92867,71618,51005,40473,56156,18417,89399,23805,46692,36991,32188,28750,22166,55531,27209,44149,24045,27423,14314,26102,16096,12308,59523,71281,95148,105850,69773,209748,122724,17111,18923,42965,27414,51424,84447,53195,35674,29283,71257,58297,36567,74999,23728,57021,45700,63212,22398,38760,30760,27539,42548,56320,44926,44020,51818,34724,51282,36234,58619,98398
708,20210824,233880,131419,111071,144607,120673,97089,84958,94929,41684,16695,33612,44467,86705,17503,24400,27686,14606,22158,21914,13221,22079,16103,29461,17760,25350,16297,31692,12764,34561,10171,10981,16552,28334,40826,28184,6150,24885,10661,12200,8097,14181,7561,19390,11539,17547,34187,26869,12377,11275,9469,43396,17200,12440,20683,40535,106478,52387,20926,20658,15677,52238,26163,45576,55379,27078,41479,29745,40334,44135,26661,29534,23562,79301,51547,40915,50372,83845
709,20210825,169766,80066,75016,42485,60819,66510,60981,45452,100367,46378,13148,36557,51432,29588,11874,23056,18880,26015,20376,8006,32669,44383,34813,35382,13935,27711,76386,25877,29651,15614,14491,7460,2464,11644,6946,11388,10983,8277,8985,26346,13578,42088,14116,16035,5706,11716,23959,9392,13193,10997,9041,9322,13999,15060,40757,5287,3226,11920,31654,64145,46542,24836,13492,34335,45300,43447,44868,31724,45347,21722,19767,54709,32709,21520,49251,33136,48928
710,20210826,107634,77264,34290,29695,58057,75114,66516,20980,34717,53755,69967,50241,97262,43095,47386,34213,19345,19147,64550,25131,13379,9833,63336,24227,31300,39357,18857,21810,3909,45744,24319,32222,16205,12334,16083,7945,11884,29307,45377,35149,54273,102176,73493,26312,16816,15525,53269,20559,17056,21752,52441,76504,28378,10452,27127,35639,26156,16091,21246,27922,28363,23810,13010,36783,50317,52592,16524,27577,21413,23920,33647,20772,17520,17363,38430,69627,31584
711,20210827,118906,82619,51168,124258,84283,23618,74344,108382,67239,79905,33547,41970,18807,42826,28689,57579,93728,43776,84335,31672,19057,24667,16305,13023,39751,35254,59997,68523,29594,10596,11977,11508,17029,17724,11334,16225,23059,29958,39833,18540,6894,32504,96165,19260,45532,38529,40121,8272,47797,34127,37033,27044,57064,44434,32100,45225,118971,56334,37207,69126,33481,30691,52461,36229,128547,93512,65482,82585,40754,143380,74121,31052,108430,51168,17145,95725,32570
712,20210830,249103,112349,71898,72836,114885,94999,81303,60477,74832,65347,57299,55345,68355,20710,38351,39343,34156,42825,31099,42279,39496,19598,18394,25119,20196,23893,8613,63525,31946,14412,19534,38413,54434,28282,17925,26527,18529,20443,26165,16777,49732,50126,15413,11775,14875,36687,35487,51175,36767,32946,70089,22186,81588,51153,64247,45468,51921,39457,46179,41955,64926,84478,29803,9706,45182,23362,63649,43110,27961,66996,26909,35682,20218,36425,19829,74482,80183
713,20210831,109769,79185,35705,72545,85246,68253,33817,68367,53236,50349,24253,33740,26963,33038,29341,21188,19046,11449,57947,35793,31443,41791,25691,15359,62951,62287,36409,77510,28457,47885,36418,35348,18314,42137,10679,62677,15472,31536,43573,57983,42363,33988,30223,31708,17020,35895,39530,37664,28165,57031,24821,31996,23421,11122,11698,60232,58269,64109,40100,53922,94158,123172,45390,79106,26833,77751,51224,88346,64732,107994,61164,63351,112104,79539,100147,143757,54503
714,20210901,94134,121099,107279,201990,96255,53740,143321,70858,53598,90361,39665,44381,31576,58675,59329,37884,58548,55243,52151,40300,45617,25885,34720,38464,45577,47874,30232,45207,32078,36364,28820,20662,18180,10937,20282,14737,20773,13282,27713,39426,49095,38843,48413,19116,15526,39078,42218,12250,30217,32587,35146,24465,24655,25854,28492,25759,10622,27512,21295,17705,14398,9592,20104,19526,17670,7543,28821,30329,21221,4577,29351,20092,19393,63541,60784,61804,106111
715,20210902,84522,27186,52543,46678,66396,122063,77842,44016,52568,64141,91350,82813,117157,67785,61838,64710,75583,40944,45923,90663,43162,80232,109106,107952,49909,47903,16799,51668,65401,46578,50586,71751,75819,35728,56732,49467,49093,44322,69632,53650,27708,44452,23342,48706,75493,59299,36215,50229,38502,84645,43349,81284,20730,31321,72043,51347,50337,29622,37421,36595,42283,41785,33999,70875,99861,68122,43089,56562,45378,59344,57612,65801,73228,61400,63682,60188,143233
716,20210903,184577,97567,93105,55606,48069,40840,56117,17750,65895,79217,31183,24158,58210,40827,48302,24253,85299,91256,53772,105721,43207,58623,38593,39948,47187,89690,32335,42969,20966,38426,39166,43470,15518,70797,27207,27560,27757,13857,25183,10527,13660,15867,15845,37636,18771,17658,13145,8197,7325,10849,17519,18786,21647,8006,15151,5503,17234,21648,14200,10376,20651,32466,20953,27538,30204,20209,49223,19560,42039,32804,20802,37962,42887,20642,35478,37395,72427
717,20210906,101085,60346,47267,40796,62859,31650,64041,47577,35337,25738,22889,58494,43709,20849,36366,17544,31221,25003,15945,28693,43069,51813,21609,21643,17433,8737,15003,15055,19535,9178,31734,25454,12184,8276,6286,10610,24734,11214,15107,23588,17915,18867,22884,60686,19541,34401,6174,29622,22216,7680,11566,7431,46456,52810,118839,43013,22899,117051,88384,35678,80137,43033,112912,86217,67627,35457,63972,73293,65379,34412,21745,19423,32787,36785,38356,33348,28649
718,20210907,96664,54722,45188,34711,90284,43828,88241,83610,86114,47501,28796,55937,29852,40133,15556,33015,27064,18112,33941,23146,12370,25304,31840,4305,40105,33729,14219,10882,14477,22425,22664,18485,29339,19271,11741,16967,15082,44917,27737,19615,13336,37186,36296,54662,27754,36221,37989,38344,28184,51293,25998,32899,23938,39956,26473,68565,28009,26229,20743,55635,43885,83634,33142,48624,23874,29755,43026,18622,11527,20222,39922,30769,28356,29035,67682,62202,70815
719,20210908,92860,51541,13115,48737,28736,90104,35311,49513,28854,53246,73948,52665,40378,39086,31929,41632,21472,11562,13006,35713,22869,39637,34781,65167,51813,48229,16384,58130,80725,40432,91765,55998,19342,12201,106368,49140,48104,41444,48364,57744,108603,60838,122404,85166,47928,24214,11315,12932,32746,55984,117446,35056,59586,30698,27572,28157,33134,19023,13446,64109,34855,19549,67042,28003,25608,23593,26778,22910,28100,24646,50876,19207,42948,143807,164903,142649,84317
720,20210909,78441,76083,41494,97616,71614,71170,30397,51097,83495,65673,91729,102084,42362,79492,50298,12813,44331,69070,48240,73683,32135,48330,80492,14855,15138,36487,40209,34519,54011,47895,10882,33308,34704,49159,53863,68104,69467,63897,15269,20006,58900,28881,20676,20166,17703,13680,6133,42385,15579,40557,28067,67320,20356,32718,48627,45686,118472,69274,66705,44300,42174,65737,36839,70013,94974,75224,43754,16572,26788,37351,36765,42124,57328,79220,120912,71083,307856
721,20210910,115424,122598,95231,117171,60836,126122,103113,146447,87895,85155,63634,80478,31867,40748,91901,47554,27305,38413,51612,53435,95102,24451,48273,96941,110439,86573,88116,58840,58829,123131,42187,7104,22729,14478,14447,9458,15725,8905,16693,43034,14827,8543,7022,8219,7496,11410,15863,17358,25287,18416,16699,19495,9296,34235,19471,19966,13418,22279,36811,25153,26599,20533,17301,23261,14838,20178,26584,31358,25899,7799,58417,55591,96610,29723,47092,66288,49435
722,20210913,135158,50816,55484,57682,44883,47713,41211,62497,41650,33887,38663,22990,15106,82609,40669,42626,34300,29249,24221,30890,30520,37426,21022,31500,65634,28184,29261,13812,29231,32977,16745,28353,9557,10599,33007,15979,14036,26697,9301,31082,9523,21235,9344,15732,24279,5155,38539,27865,31594,56976,36193,27010,20671,10785,41335,29036,40837,25342,17027,15751,30693,59031,32189,58300,47321,43906,35719,19021,11957,89479,146995,140589,146253,133270,166188,621971,46418
723,20210914,134016,80160,155443,65875,50839,54652,63511,59636,75402,104698,51153,108771,49375,71124,53416,69642,72423,96018,46972,93076,45055,32779,32676,28213,30358,46960,45970,51516,102655,120659,85095,25285,25036,14864,18938,31318,31658,15508,63377,17009,24601,49681,26273,27087,29564,8695,16343,16220,13053,23449,20226,31699,34906,47140,39032,21657,46311,52143,64768,168538,96913,69527,76567,61569,65023,104601,38820,28957,40565,20686,40538,41652,58912,51238,52913,36356,133259
724,20210915,83882,60976,52448,27658,41724,57997,74472,18878,33860,42973,47606,17428,10133,39603,22245,46957,29245,26150,31922,41607,31892,98255,45844,45291,41463,82694,86509,94627,130165,53128,81433,24244,42765,19052,11188,24393,39994,9996,10344,20395,24134,30487,27958,37028,34352,22220,22827,24859,20798,13505,22965,8558,26065,22298,32415,32620,15920,32609,29750,18254,31258,66680,45694,41968,19470,45522,79526,35664,23908,31843,51501,28422,37940,16862,27091,80404,69239
725,20210916,122224,118638,59178,69542,70879,60744,42168,32715,50304,53753,49713,49206,35093,37949,41144,26437,35748,34813,66173,40174,28391,32801,56301,100357,68353,63867,43626,129095,67608,103109,41758,140772,69805,64601,39525,49434,49213,39697,44898,28615,40040,55768,67429,38582,53512,62498,90365,36556,21421,60836,41243,42217,15977,48904,54814,42062,68808,41785,120228,33564,79225,158690,36225,32654,50567,29652,30377,37880,22788,16098,18651,38176,40661,44212,50342,38732,64355
726,20210917,228201,64492,61316,70279,33870,29624,58626,32355,42442,37392,16882,14581,22705,24055,25598,29096,9097,17055,83003,47409,49579,36697,19394,20169,27503,16103,23329,14755,34891,14164,13028,19846,24121,22993,22670,34371,17502,57565,16869,29116,46203,28398,100805,31830,26078,6359,12450,13768,20451,33527,14665,15138,19017,7815,17690,16252,11043,21624,12969,25054,36376,50639,21064,42627,35095,24445,30575,35785,20783,22288,16561,28391,39899,29404,26525,56870,107635
727,20210923,155979,34908,101258,97477,125948,125426,81932,75233,45599,77843,71499,51903,39132,94841,138401,84249,51948,53218,119741,71800,28687,21303,35442,39083,31316,27186,15245,23078,25399,33917,73023,56463,60376,32001,32801,28670,38954,39786,31125,38595,30112,77162,69980,69270,45083,40058,20293,39698,28628,23530,25700,25541,43807,34249,71839,31124,37130,30786,22026,33164,61383,25122,45449,18200,23334,29244,82604,44543,45456,45525,37512,60507,59351,68922,26673,19849,118447
728,20210924,160498,82184,58491,31129,92731,59838,53384,44778,33016,31643,52950,92948,76503,77859,32584,49838,51301,104842,43904,48641,33807,37239,76567,73318,163782,59474,92968,115516,29279,44270,59098,20160,54502,48626,55908,28035,16504,38656,43469,24164,46364,28388,24798,21446,13634,25863,9998,13060,32502,16572,16330,20438,23547,16512,68236,133216,141313,132011,123702,130407,122825,100537,133938,124285,110179,102274,93129,79850,94533,66650,74564,72024,85276,102068,90955,90646,118670
729,20210927,84997,43124,26073,98568,27614,47055,90279,30794,48213,64894,38822,30278,42011,33387,50299,44999,45234,25762,47201,27456,16244,28955,67971,39728,31457,33616,35840,18721,33068,23529,31856,24082,9207,30553,6524,16211,10363,9563,10787,12980,30971,12908,31355,7660,15925,52806,47903,43429,10830,63078,29331,21324,13880,28181,54995,33322,40333,26134,23444,53617,58350,69996,62203,54501,57698,56214,76996,67068,129171,94830,108123,70575,110634,53616,36460,68112,60855
730,20210928,79498,104082,59055,37172,79941,69501,84051,108282,159585,63264,102310,120017,112294,105128,118787,74233,69624,45310,67710,100500,70050,65822,59169,33947,36678,58952,93201,72470,42105,37938,23177,26582,22001,33413,43481,29076,38424,36652,24805,66387,37488,16583,27157,22001,37379,77252,40792,33860,70809,62878,72108,83487,107759,57623,27708,59149,47029,61809,40544,49584,77379,44298,56364,61579,24544,65952,95900,26828,55751,46450,41430,37889,38528,97907,42987,85010,94137
731,20210929,269743,102329,197693,98831,76640,73891,133400,47776,35036,61438,38871,224636,147115,183154,154821,570728,104690,181829,164633,106336,121669,116074,260278,143589,75164,78310,104779,145363,72714,86027,113378,81277,87691,29927,48643,67128,120772,108904,43250,49122,92596,65069,115478,132617,33416,48663,43975,41803,77293,76324,106390,97264,72827,113889,86598,122605,101925,270672,70443,67928,111917,69684,161089,104274,51147,220545,113565,158394,162443,154038,87141,108560,129710,78427,89371,86530,145025
732,20210930,284229,197758,165840,144996,143904,124735,168054,103981,49331,155514,117014,132911,80826,121605,180840,119337,142209,112437,163677,75749,106944,53806,124078,79038,29666,22534,96843,41883,51190,27822,25042,24108,22763,19206,10346,21020,13181,17651,31808,53664,15793,10564,34094,44506,49672,39631,26781,63547,32805,32094,15869,23670,23420,32864,48600,14654,31162,45278,17802,9900,38382,35406,47814,23090,25942,32502,17150,44642,36771,26415,30687,35575,65043,37376,57895,114540,81600
733,20211001,85158,111902,43840,43351,22539,50026,145379,62308,24840,74049,77348,66831,76680,84430,81668,112765,55003,29336,107635,253201,70900,50394,52215,96656,55546,61506,40568,46149,24548,21593,28100,15603,18882,47251,53489,20513,63832,59368,30923,21931,7267,23978,102681,50591,31189,17698,19322,16957,14061,19028,28906,53697,38972,70177,42306,93408,90627,58021,38543,26521,87959,55884,36636,31533,26836,34564,42031,31452,41356,35885,33324,57677,54082,76079,86937,52007,260604
734,20211005,349839,142514,80554,120510,121013,93239,66200,111718,164218,129531,131146,129903,116368,183080,138660,97873,155251,121176,135513,153624,217756,135596,201110,117902,99752,113995,89698,79261,66798,52520,77537,68098,56811,53070,99392,92678,107813,84471,117903,98124,70004,69069,62105,100903,107049,47423,75056,46727,65609,46468,153690,71156,45829,90894,65203,112861,76008,77202,99940,84248,123959,80801,72027,101133,126096,89091,122217,82050,73123,62027,108787,63623,81077,125884,38859,112226,180208
735,20211006,229493,141517,102114,111146,209639,146835,98791,36143,64940,54624,62419,91886,88432,54127,108665,88856,91316,108507,93976,103664,201107,154514,134179,71173,49064,71215,66410,40918,106955,70993,65059,49152,52089,124788,87520,158426,88454,71329,48502,63541,89107,87263,160695,52374,69598,42429,48797,65578,74207,58343,42175,45084,51457,90154,102538,66763,104215,131145,104456,79689,48571,133845,123020,92383,109006,102014,67892,90821,47834,68026,74249,38333,80466,115658,98636,80992,169556
736,20211007,212617,129603,94744,60068,92863,62822,112657,102987,66709,66651,83557,31055,23570,67931,85981,45581,81941,61928,90767,58201,32368,38838,23588,87349,72219,63551,75282,30540,38793,28253,46147,18337,54828,28247,45062,26323,38447,55195,34782,67451,39338,32675,31896,25468,47663,23703,39398,19550,44854,25033,23810,23338,29430,37692,47038,62782,43084,42124,111888,38996,31645,33641,18473,28152,41680,35589,20110,32905,20839,39704,76002,57884,36846,168357,21914,52048,75177
737,20211008,204663,108611,121690,88603,131109,123137,97355,95521,56763,53315,43661,60606,58896,45600,25076,65166,76428,94321,56773,34048,51643,65179,38281,29067,15419,10821,18562,18020,28430,25587,43468,30980,32681,13834,15698,10831,37622,16635,13344,21247,11732,14472,10095,11490,17900,15540,20551,35684,21655,34667,30651,21621,37325,20503,19946,16500,15862,30316,54413,58781,41062,34136,22310,34971,35651,25956,28526,52179,49721,19787,12743,34411,33648,25580,25274,43387,55022
738,20211012,120685,104455,72243,161005,113595,77131,71504,90025,86032,76353,97740,77833,84846,43174,61527,108793,72685,135025,72194,66665,64205,211158,84315,60655,50048,84553,30193,23797,20248,16484,32915,20358,55286,54466,23539,18949,24858,47440,31497,32712,26196,17951,20615,23372,29435,19660,46574,18930,9050,67145,12898,73145,50172,33358,20816,21906,32122,22714,33702,17604,46859,71680,178228,75725,71957,35246,23295,8084,25999,42261,54610,60027,155880,95196,43547,49717,33396
739,20211013,109000,123400,139818,75826,64058,47369,82435,48507,65210,67834,35281,16567,16240,44083,29135,54415,45905,21310,95741,29179,18129,9133,17886,14393,19374,18477,21200,16756,10870,35083,5149,14827,12990,34182,8172,13926,19645,34588,4339,21316,58281,4859,18170,6568,36150,18540,23415,20661,7436,11518,29906,5769,4284,19888,39624,23547,9666,10694,34182,21683,16031,6897,4756,5909,13230,12207,64521,9037,5254,16282,25160,36824,56940,92161,42961,57743,115969
740,20211014,139376,38907,57209,74170,50430,24646,70543,68490,74134,48840,50226,16246,22857,17901,14062,8487,43226,10870,11564,43628,16016,32156,16649,35507,43884,23720,8810,14242,32816,25717,13436,20492,10957,17680,15682,3374,24540,28863,14944,40491,6372,25094,10730,30602,24326,24583,15029,20242,27268,19254,60799,64542,47868,5745,17225,11911,56374,46373,35157,33391,16198,34258,34484,43223,18558,35882,24948,13376,45916,22761,34651,41871,20003,19948,46111,48622,43069
741,20211015,314683,98712,109828,84639,36374,114083,40701,44681,74313,79300,34560,41152,40006,36861,77252,18598,19396,10325,52133,47082,66575,21867,30356,150966,44449,42886,47320,79061,51741,12145,19444,26451,15466,30297,11978,11404,4698,5953,7603,5958,18251,3921,7070,4299,7242,6947,9289,4251,14501,2438,6919,12570,4651,4699,14805,21269,14063,12749,5884,5163,19415,11670,6425,37060,27363,17130,10660,19358,19191,9413,10958,17946,31988,61054,61241,45800,31072
742,20211018,146665,83190,67247,43170,64071,39619,23198,77495,21071,42466,67463,36826,49209,36510,40099,19993,23135,28780,8150,16594,10076,31120,20842,38659,26248,16181,13633,15883,7457,25099,8631,13869,17448,7278,8713,7197,2063,10039,13117,5643,13953,22519,25757,22083,7856,4737,6138,16202,5692,13591,9003,6428,39732,10690,5527,6290,12515,4773,3617,7598,10167,2977,7749,61893,36750,15544,12753,31776,21047,6937,22731,8946,16702,29575,16820,125493,139149
743,20211019,145545,81741,49094,62996,34666,36071,69367,44005,110725,58711,18810,40135,26533,15229,23414,44999,23887,58562,26680,48351,55714,62891,45207,60797,16958,12561,14519,21136,15604,7986,22860,17689,13228,5745,11029,9398,6013,9492,10029,6548,11722,7851,9411,13629,4872,12103,11893,6681,21820,8479,15121,34017,14064,4635,8390,5878,22518,18894,20128,13270,6352,13417,7818,11805,19957,17029,15045,23217,8195,11165,33853,18549,50245,42666,44307,44469,60204
744,20211020,131322,69454,75297,49777,39201,51162,31881,45810,31888,47597,53388,39885,51162,27693,49317,9509,6601,28753,31413,35365,40659,66110,39933,25897,27976,14568,36296,23974,16240,17096,15330,14744,12636,21162,34089,14805,27370,6466,18397,11241,23348,14991,11251,8461,14768,10345,8471,12254,17252,9363,10756,18908,19215,12654,11190,10077,7899,9629,13671,16117,15232,9363,12780,22809,18590,20925,27061,34550,13025,14995,146362,62441,31945,31440,39490,53932,89748
745,20211021,81651,113235,53781,67377,40524,11576,41436,22628,46783,46461,15934,69348,96347,16395,38945,20963,13788,19279,25208,63364,38961,29354,43658,35301,14466,13917,21600,53125,44784,23204,8783,29123,19742,21902,7667,6393,19901,8293,10764,28835,32172,17724,15764,9026,13027,13673,7386,11229,17625,8873,29546,26746,32519,15644,25477,38509,35257,19246,8222,10195,20681,80709,33882,58964,16692,50324,23447,36058,16416,20042,16535,14157,52433,27331,36073,64075,33060
746,20211022,107515,41730,36434,45104,41410,21497,49847,13313,20617,29400,22328,20226,15930,31385,26083,23386,2561,14633,45023,11730,24567,24220,17298,14653,10171,16203,3990,5083,11917,9116,3389,14528,9517,12276,4055,7962,4077,35947,19342,5438,10770,18668,19034,13628,6241,12091,1036,2394,8340,15576,900,2646,7242,12936,10016,2565,15377,7931,4538,4252,5917,9619,32228,50807,22534,42916,21271,25632,39895,26655,9526,14768,69850,32624,57145,33082,42788
747,20211025,81131,78184,40466,66523,79137,55437,40388,69012,25546,30386,48340,13989,16816,10993,26048,23841,5037,29765,29697,16230,18473,19924,21878,14550,18599,10197,11767,9531,10993,6961,4174,5742,4507,23418,29388,5432,24637,34545,36130,17273,12352,4602,13161,3736,8667,14295,62362,30320,46424,47590,52395,24613,36248,30337,52012,90822,59333,53040,51585,33264,62557,22345,30559,20016,19741,9093,34531,29144,25409,31280,8549,17195,12810,12794,22329,163824,38077
748,20211026,124929,63492,48486,20071,35708,28052,51427,21599,20310,21431,17330,51819,53228,50257,36465,15862,13126,56549,17699,35766,49552,25918,24302,51879,18761,11500,10519,18416,10298,7077,11885,5563,11520,14416,21123,16958,6891,17564,10874,9326,8059,10467,8453,5940,12629,9509,10292,17415,18762,8543,15330,11646,33937,38150,26995,50387,20249,21312,28753,21432,24580,22917,21566,24395,28186,26351,35577,63817,43816,25707,24541,16799,16684,25889,28651,40026,48575
749,20211027,79872,45522,40676,85549,46706,59375,22470,17801,36232,27443,42615,33374,8477,53620,14324,29573,17807,4366,20028,16404,36476,72072,71019,30793,8199,41277,19414,10321,3560,4677,39325,7364,4800,14417,10318,20618,20702,23193,3615,16092,9524,11385,56619,21958,29702,20105,10238,5439,11579,22599,5215,6558,21494,20356,47999,7614,7415,18541,34900,43705,69976,42095,12350,9196,19423,13736,23788,15912,93177,197840,129537,185737,154775,92425,141862,136091,67361
