,date,y_volume_0905,y_volume_0910,y_volume_0915,y_volume_0920,y_volume_0925,y_volume_0930,y_volume_0935,y_volume_0940,y_volume_0945,y_volume_0950,y_volume_0955,y_volume_1000,y_volume_1005,y_volume_1010,y_volume_1015,y_volume_1020,y_volume_1025,y_volume_1030,y_volume_1035,y_volume_1040,y_volume_1045,y_volume_1050,y_volume_1055,y_volume_1100,y_volume_1105,y_volume_1110,y_volume_1115,y_volume_1120,y_volume_1125,y_volume_1130,y_volume_1135,y_volume_1140,y_volume_1145,y_volume_1150,y_volume_1155,y_volume_1200,y_volume_1205,y_volume_1210,y_volume_1215,y_volume_1220,y_volume_1225,y_volume_1230,y_volume_1235,y_volume_1240,y_volume_1245,y_volume_1250,y_volume_1255,y_volume_1300,y_volume_1305,y_volume_1310,y_volume_1315,y_volume_1320,y_volume_1325,y_volume_1330,y_volume_1335,y_volume_1340,y_volume_1345,y_volume_1350,y_volume_1355,y_volume_1400,y_volume_1405,y_volume_1410,y_volume_1415,y_volume_1420,y_volume_1425,y_volume_1430,y_volume_1435,y_volume_1440,y_volume_1445,y_volume_1450,y_volume_1455,y_volume_1500,y_volume_1505,y_volume_1510,y_volume_1515,y_volume_1520,y_volume_1530
372,20200413,220797,275390,296441,544052,345203,453125,647542,446068,258238,350119,195481,222957,445720,368407,306084,285659,191783,265868,327191,389544,269624,526559,219141,292505,344566,300065,239219,306797,451022,376195,169147,318145,124096,294974,206014,260008,278634,157994,92457,119733,66975,100044,487715,357908,252598,61063,317571,87023,289826,99874,73099,290352,274619,20969,109291,275511,20007,136403,173846,250898,240798,238326,225703,133765,181623,78772,379251,461587,304565,286212,262207,399057,249407,345413,295563,221537,184869
373,20200414,298247,335710,361860,169783,235914,202375,141086,259882,298740,78831,218259,269919,116164,120363,311713,143170,186119,139198,170118,73110,167519,61025,186327,399523,305692,357802,144402,339491,67094,47286,423930,245498,249368,199392,88539,96500,97696,16436,59494,65527,72001,41713,39935,81101,54147,42740,42005,65002,76413,105778,207328,259021,69066,64111,66729,38610,78768,40392,85051,67458,121560,103198,70587,125628,69679,139772,155636,73123,114727,107422,155166,231222,300973,300963,357482,649603,137450
374,20200416,219521,103971,171142,147905,192010,191536,205553,241218,173544,99293,40506,125962,141988,162379,93736,90558,73961,107391,224956,66946,98404,55676,53963,97260,101727,84864,117260,104312,62332,69392,41967,20336,52590,87546,68675,101263,86626,77930,92249,109289,68552,31606,63586,61269,48186,62746,59603,73502,65168,54387,51208,27444,111958,48574,55196,39560,97282,29390,50861,63014,81368,146798,117806,92913,141349,75525,99042,52525,126491,260293,150405,99903,161621,160788,355603,364452,360739
375,20200417,379602,523453,241948,173072,154341,133925,165674,319760,212336,421682,215008,149299,66765,93534,95755,74008,173592,341780,248973,117448,180162,206442,150007,149960,210198,139098,87965,62850,64359,141856,83948,39953,64757,56214,86322,54547,108545,53314,62199,42611,46885,77787,97112,120524,136541,163817,88239,125636,120414,86216,153368,104505,128385,123392,166065,78419,126274,120764,104407,82978,133433,142261,115689,176236,78050,196344,80847,134915,153290,183792,319137,283358,247381,222047,223338,217755,163180
376,20200420,269309,99487,171993,348048,182071,116065,163866,146578,132493,124838,43894,105423,116223,66323,92911,94190,120802,125798,106776,90333,65394,157602,74700,104598,126552,73195,72033,35979,41240,64841,89431,20330,40583,76470,23923,74504,19285,16780,115380,19887,29421,19237,30550,14692,34948,115092,68791,16190,9772,67579,69231,142921,55593,47517,25001,8538,46248,25381,58930,55567,91435,47447,211591,155555,119166,75866,63312,235949,182861,41652,181038,123644,388501,372079,202457,208718,81967
377,20200421,375874,216329,101097,204179,95758,203089,404945,175131,138563,188807,79814,61194,113582,96350,93596,70214,223018,33489,87100,148211,148052,626495,1281847,914978,656819,809501,512133,382482,288506,352861,211504,279267,257800,427794,409409,265172,188822,138389,125141,137619,75264,275831,133461,73359,283584,206562,102694,126367,122075,134583,35373,164957,208046,86735,53468,148291,150083,94605,82704,135891,244737,163125,314832,83075,114578,461954,425638,113561,540409,562575,199770,124640,137370,144364,173846,442714,121321
378,20200422,372148,340896,192752,160816,266144,175806,218999,120127,181396,100513,87718,113558,91854,119059,271883,257428,121182,266179,359577,449997,275188,295251,356152,301409,248257,236001,118272,231938,420385,301941,414883,384346,340359,112623,233027,282998,219257,171702,224111,352303,508566,206458,189496,317788,227529,333604,128176,209908,347917,176645,122129,331128,470584,226509,344130,336760,477768,271201,209028,439866,254104,239217,257268,416704,115063,351119,168156,88725,152604,189688,375982,226818,237445,169069,175229,260338,119654
379,20200423,501076,479669,684994,452064,647841,356698,511420,341810,226564,309294,191203,182558,443675,177004,258639,131123,203788,121540,107344,115328,176564,168952,105380,105017,67931,100227,135129,168675,382846,259682,155108,73516,191094,164458,32519,25738,85258,168484,82345,33041,36213,23570,86308,47468,34808,86859,100049,98839,39607,119603,145946,68624,113347,89718,63004,112815,176412,69066,87906,117072,357672,202015,117435,141233,111976,169581,226046,146163,84929,126052,137967,181712,208875,237205,94468,105714,347537
380,20200424,187847,167423,107518,86934,131229,100463,160429,95620,85553,48013,95876,39111,123239,99316,107981,31557,74162,85007,121280,79568,51444,49718,27517,37048,85028,72342,31841,26861,23556,29488,31101,42779,57834,48615,8183,25765,23315,23162,13099,33436,33724,21904,32796,17842,65232,13099,22027,36050,54735,34265,81551,250938,45094,33104,27803,61969,186095,70807,86102,164314,198243,165951,165070,87087,67557,69763,127173,109819,93867,104480,99384,100889,152804,95385,122715,111684,146118
381,20200427,223569,176361,207980,111640,58268,112479,68632,35495,70749,115524,78079,326178,152217,80987,48145,65949,72233,33582,185819,193341,140279,115930,104054,74267,152686,177796,75586,53114,53290,26908,53893,73762,30745,18967,13688,29324,29460,68980,23373,35948,11562,52680,112744,48362,22066,27468,34438,35744,51622,31461,39923,56299,57595,73388,110863,168730,62429,94829,22770,73774,152946,80543,54782,97929,110200,97317,91121,69983,126237,52028,106998,128071,74486,38962,59168,139863,126498
382,20200428,319643,107615,80296,173817,103426,61206,120524,59534,108856,82865,99509,101075,80091,152044,170209,189751,79520,44324,50953,522746,93324,115425,163766,102583,93148,39514,33814,75309,84184,54416,153321,81511,95183,126649,48436,33303,45617,22624,21318,16184,13489,18890,53584,48988,16297,45394,43035,44662,28181,70574,29109,10713,13389,19843,58669,21947,27333,41181,24975,64753,84587,74356,108829,114595,96402,129172,49604,41200,47091,64899,62827,179048,103662,144874,47393,42947,94977
383,20200429,241767,175869,124200,84590,142867,93377,61407,58612,83185,61169,44314,102951,41208,91849,151056,64021,119948,184008,66184,77193,401037,131966,82607,128574,231547,230076,127132,207417,95158,164945,360718,35325,28429,48557,39569,60662,17549,60696,65066,28212,40266,41313,29394,61864,67919,67012,50691,20471,153192,36300,15849,34985,54298,35401,63979,53175,112656,29343,191178,243261,38218,20347,94936,21205,37935,81634,83274,107901,83724,61923,120971,113210,66504,123353,226130,150649,251830
384,20200504,472181,224853,171895,94071,181620,119463,148420,125699,41627,277819,83905,68277,109054,226307,217348,256102,163899,115070,99371,50332,91126,156361,74778,137265,77623,40017,100735,53321,84629,33819,39541,249500,62616,35006,69104,82368,136905,56529,26030,39302,63074,77719,68393,46950,61524,77462,42507,36577,25057,69125,42056,28204,59301,79279,58386,135784,32956,24867,64585,35662,202387,75665,148764,77266,76693,58946,232630,168937,100424,51530,236634,181979,214511,194393,395760,132404,117368
385,20200506,386981,182611,127881,146958,137358,255447,104205,173675,151831,101771,278605,117428,189293,159194,84204,57309,93477,110741,190038,226021,178578,74636,79892,173891,183650,92067,23562,50244,25836,19571,25715,88300,33963,159004,55490,40502,56961,52179,95146,109640,27346,19801,28304,80686,20971,154101,52452,28048,26803,70938,62265,90379,116655,63487,32254,88818,35053,42010,30555,17408,45286,114961,111785,91871,98964,49840,150353,36623,96634,54570,68293,44694,57406,57248,18702,115524,204498
386,20200507,203119,91633,98224,75916,97633,49079,87313,31036,45546,86909,64721,31500,160917,102491,73162,226460,91174,109486,92665,23981,59994,57505,49125,41887,40121,69065,9660,13658,31575,88381,40579,44189,27477,121901,30690,42557,193120,40030,48971,37158,26450,38195,13360,12037,9059,34914,84002,34081,67453,27211,73799,49328,65549,31824,77053,91167,27772,23857,58730,30062,57057,64734,89852,173837,100392,44558,24185,25320,20193,74098,83114,36571,115504,117328,183700,580535,124121
387,20200508,232560,173436,123656,234193,173580,86712,108858,228583,120053,47413,80657,101952,92531,77226,37796,86855,44167,39915,75354,41285,45171,61261,47251,31854,52318,67615,80118,79752,110136,39650,35536,79458,34891,46478,22752,26612,33221,19983,64593,17643,70652,106850,25557,36246,25579,29631,26548,19451,63655,34677,31641,24464,78106,27696,63454,126223,54268,33082,29269,63623,36270,22506,29339,58132,114883,115950,36946,84600,95772,113701,90227,114648,295265,159292,58322,108693,75785
388,20200511,295312,86502,111176,78955,48536,124461,59145,121377,118079,166134,85684,45960,40936,38800,56943,56273,61844,42336,167850,90272,64993,43661,58779,44565,55627,27708,13834,36571,44877,24688,24991,24849,26516,33350,24236,47953,40728,7093,22769,39797,19768,13767,47820,33499,20459,12891,10025,26606,46557,97097,22216,17081,100294,31306,58698,22343,41237,101593,71865,12020,31187,48144,37803,18267,47692,30842,29572,40771,61093,90713,115454,61623,81352,60890,82754,98671,47715
389,20200512,185393,130915,81317,109308,66272,131044,167911,73111,127971,173775,172456,309517,172150,82968,138621,42538,50789,60219,97334,95820,41961,128282,199938,33479,111996,129430,54399,91568,23058,89128,22963,39397,39186,33801,47101,15751,26524,50312,39227,189396,211192,79713,145749,45713,60484,31349,25015,41544,91776,61016,32814,56371,66820,87062,43619,70915,52545,34945,97487,94907,93255,47276,55678,47073,91040,101468,56949,58465,55079,67166,52111,43761,219347,161646,69101,176021,47324
390,20200513,266732,353716,99271,188488,52922,35488,236295,363949,112246,163844,92562,70038,84916,83157,288163,65611,69994,85433,81348,48800,66086,61405,63457,55607,47494,63392,38440,56286,17765,64413,37213,44221,43513,35613,13396,19954,31570,32308,28007,19931,23247,17258,25426,15977,22492,19872,27030,16490,42898,44896,32738,31163,21425,33533,16937,50706,157020,108791,107397,31344,39566,166093,67324,34316,62403,39208,50661,28362,51410,55324,61704,73440,138975,44278,67623,42312,157486
391,20200514,264080,213468,140455,111015,80450,49171,75983,59965,47825,106329,69719,44899,60923,46052,69432,38440,59762,72401,59554,95294,75412,87712,67190,44419,67667,113568,100641,64631,49903,38225,48184,16462,19015,17914,42040,66468,71639,10421,24073,20475,9975,30077,11481,31427,12990,16105,16619,19530,51208,63273,29147,59297,30976,59085,59330,25073,10152,39734,53072,33566,32685,41536,19867,22984,72808,31487,21344,41581,27919,41699,117463,32060,240839,136018,52810,131224,97536
392,20200515,235812,137813,77883,167555,70552,38272,44620,74034,48081,110129,67598,91240,68567,211450,82005,118423,92190,82859,87548,98663,77101,40290,45217,47443,59761,31873,39664,37974,54080,24517,42069,126384,78530,42486,28944,39881,36270,21872,21711,67967,15368,98472,35848,87942,75494,74440,25429,79783,55332,42329,20068,38429,22455,35540,75675,48208,27749,114575,180167,24079,83792,54537,52821,91403,35739,64070,43095,111149,48744,54596,140739,51206,170889,69189,44758,123682,71362
393,20200518,249886,150285,327798,97537,105558,111308,76753,73853,51544,99297,215987,92958,328463,70339,50771,140494,44625,33298,39362,84749,171068,72765,36825,35281,23443,101350,133555,54565,64775,41657,56338,34731,57113,71261,31092,22455,29507,60184,26829,70348,34863,37854,17842,20011,29479,21984,31245,32679,69573,68690,42090,37831,34484,20446,17135,11843,32659,43649,71694,46974,37291,28584,30862,33935,10315,48565,23956,50580,12682,55204,72563,74731,224054,141964,56965,96814,124963
394,20200519,619224,233204,145576,102728,125926,110324,121520,90233,100227,123423,81399,70951,77177,122667,163831,230554,48438,53692,78699,56626,35969,52373,53258,35928,48503,51862,33446,65879,53948,53588,42456,21968,37573,34266,28278,27635,47277,18971,37644,18331,32650,55117,50671,35401,14421,40659,45832,34263,70204,54824,76463,35754,95482,47595,56404,71941,39255,222329,81675,72334,63965,72988,113690,155383,174071,269446,142759,101196,100931,163483,65086,187711,105835,84132,38922,58193,205734
395,20200520,247518,152223,153568,59078,53623,44223,76058,66084,48517,62916,56789,45657,39272,46430,68562,47890,52451,46851,110892,124184,48995,96847,96987,88008,79956,40778,35514,30762,100671,40721,49812,46969,58721,21069,48142,61645,44376,30022,60704,24830,15200,21436,25003,22132,33146,19495,16756,27498,34218,59133,91479,34724,90610,36368,28905,14731,30276,30552,35916,28290,46545,47800,39721,69189,38706,81998,51350,42447,96455,51177,48803,79236,39635,47179,87069,85589,86592
396,20200521,256621,107814,119116,102181,121851,65930,112862,109639,121502,97564,82465,85820,86870,57346,105151,83794,56530,44642,73784,84993,68209,34869,47952,41778,41172,144556,84869,75328,46102,47289,54440,19715,31201,54361,49524,34220,20798,30684,72116,59216,65478,17011,25431,26191,19920,52992,38234,28018,52886,24343,18384,39890,23061,7867,39486,13726,22201,21502,29197,25741,97791,27633,23774,42238,84207,61543,77837,71683,61345,58871,48509,63574,132256,47804,79499,235415,240336
397,20200522,251953,293818,208087,145744,51329,69358,130107,130544,70914,97885,149653,104853,112162,230078,158724,78682,42914,69532,80349,113407,34433,37052,52446,25054,60973,49001,59843,90834,22153,30147,35674,25050,31689,62498,46928,123291,37659,53867,39310,101827,87593,54931,79846,178895,126489,134455,45384,48746,100152,73984,73129,30118,100559,33643,44901,32180,37061,65797,77019,80230,116761,44173,102424,41289,59054,157573,66452,150888,59106,89333,94730,132420,115950,118226,117972,484458,212596
398,20200525,253521,193411,113136,123281,62696,59411,77203,73660,75346,31944,44888,83358,100519,189455,144750,211780,83619,90383,98156,121463,93056,64233,117123,23971,46619,40680,23450,91378,18218,98294,57736,44693,12703,24330,55713,14953,43552,31721,63026,43651,58811,26458,38543,20139,1699,47674,65081,16386,16576,57643,70245,57733,57447,80640,38458,78098,22703,20150,48551,47645,108607,55952,24568,22014,44553,49207,63418,105441,67575,60838,69283,113062,223699,118268,70868,82803,143204
399,20200526,256094,102547,136183,140218,134680,81563,125711,145651,230974,91627,106001,202114,127067,208878,116750,124353,25714,57820,51450,63513,46774,50750,76373,141758,129846,148350,73241,78356,30735,57747,19745,49127,32957,32414,33713,22792,97896,75999,58134,83305,48843,88616,34316,99164,39149,35252,97175,89318,68396,64996,79590,47261,103641,52979,45381,63032,65938,58383,17871,69989,58126,92317,144129,103231,150994,163162,150059,195704,115210,105165,107227,240600,94595,131329,166020,123605,378602
400,20200527,186504,277344,140495,191521,122633,155273,163626,192727,201752,184393,148290,185364,164893,207596,153818,141484,100527,71971,71700,76017,81611,57112,114946,106094,88589,154292,93837,95484,151452,153082,131933,82706,74098,97201,69557,65562,55943,57997,59308,38930,49372,71387,69598,85838,37424,52553,67549,69256,55649,72695,56299,53568,68106,106712,64345,46528,44146,90451,52967,76700,65226,36189,56352,40374,25931,67777,49103,33791,38803,28148,110559,74736,79648,43885,70777,156066,71838
401,20200528,334881,115252,198203,301003,128211,151554,145627,132862,32336,141908,218172,107597,113020,62472,105290,160991,102844,76979,157913,81559,74660,107029,114278,84071,70634,74923,46758,91592,64512,35359,56062,38161,49898,114899,80525,37821,213075,153804,81307,44021,48631,131587,243311,258136,250573,117433,124804,231556,131741,69742,126466,131752,130438,172727,150262,114793,125785,152902,136705,71716,66304,93008,101715,54153,45935,61641,121030,14600,80157,84122,64323,125627,266492,182118,115619,198861,54766
402,20200529,309807,176125,120535,84548,75660,71907,96466,53698,67242,60094,72148,102409,155585,104523,145107,171979,185962,70583,129565,103857,114212,96569,82398,118543,59785,82818,97272,117083,59638,47198,65921,20615,57235,50859,38472,40844,39985,38288,33237,36445,30470,16004,6175,21363,34937,37832,41628,15283,22886,19284,12035,87996,55590,51349,71297,97852,58656,57819,74641,129603,69153,126259,106224,128973,52974,96179,121779,244237,153460,105377,181308,101037,185163,97775,91991,64584,75579
403,20200601,210478,308846,250480,228955,162287,134877,171161,71284,167471,221993,201991,158107,142873,131718,87571,130632,133252,133263,164680,50796,71395,53393,47496,96150,47597,31700,41534,45247,53639,52387,15414,28490,106525,31528,37018,47718,58301,48717,16548,28629,56918,32682,35476,34170,15237,7138,71174,23305,20929,20014,35790,35274,27910,45895,73225,49592,14396,17961,23171,52782,58982,94052,64602,40613,48284,29363,16876,53886,135120,110174,101458,44074,55894,72659,57540,74298,49862
404,20200602,271132,111225,253236,189755,79792,123938,237167,91670,53109,106345,43150,134261,163668,115842,132340,134952,54351,49352,32379,72824,39114,114539,68057,32855,48695,85509,19065,32741,56264,33367,57287,49235,30474,121626,47353,33278,49602,111389,109140,80467,121883,36541,17102,80474,33915,28742,41191,13820,69519,88362,41759,78989,90167,53570,66086,45380,24556,41591,33045,30201,68387,33102,136870,64863,37099,33801,109483,34432,48963,60951,38797,95050,98576,119912,86698,101052,124540
405,20200603,481670,150795,106229,180083,123695,233283,256599,226060,128787,202696,112084,114868,196301,216750,270341,146962,181137,122166,57931,102886,154537,211679,73241,59478,120740,109948,139207,37007,30595,37935,68229,64502,42934,87707,144077,81821,59821,149489,92298,85117,70839,74942,223198,119025,71019,67633,101864,54090,75696,89688,103859,134823,67682,142673,137181,64139,53660,98081,78862,75144,89840,135716,146101,136200,110091,105651,119518,135248,90662,85305,67245,155281,300154,243217,188030,202749,152508
406,20200604,633161,421083,304704,563369,677776,355579,239676,179772,158375,81746,81983,221317,204331,156938,186376,88206,84587,152404,105302,95580,59190,45538,118089,140206,98929,207791,68501,80906,93212,105882,108596,165134,95202,82398,145614,316289,90857,147058,72493,119531,148663,92115,113737,73038,114721,36968,25389,48704,135022,111895,51711,123234,59472,25492,143819,38380,41383,54359,42782,32533,161009,80712,73201,141592,164335,78822,64143,39942,67613,120075,62981,94651,171868,77783,126293,178147,275675
407,20200605,711076,181379,219657,180094,134571,119975,192143,90561,105745,133064,79317,88290,122982,245925,89694,87153,87866,74010,166414,125402,129299,84951,75497,20556,101306,75299,70605,189231,233171,182970,187852,129449,109534,106591,56446,50638,40881,92074,54013,96775,52126,39303,39063,77403,37646,36467,73945,96992,63944,165121,126471,177966,179007,117339,54245,100625,140935,61196,98581,63451,160606,39008,46342,25731,116350,167547,123774,48710,53957,134537,160174,119027,275439,98788,103818,82576,124197
408,20200608,510415,268319,218321,225901,212859,259208,217816,206675,159963,123560,143356,107448,106742,61793,145660,191873,156143,117922,161311,265463,150099,83243,110902,60339,89593,138367,195618,128626,212697,111664,86702,65152,58620,45515,39829,32457,60331,57771,58292,49283,29572,56833,40620,69548,13502,53304,52189,56394,59587,26631,23112,118023,66547,174635,127582,202937,77552,111067,117997,94769,50388,77427,46163,80441,92595,47622,80083,88311,131031,78822,96226,57930,98955,181778,136511,90631,135887
409,20200609,421202,268611,191805,135516,119745,153403,85179,141682,233560,190600,160720,161037,308617,107808,117771,169897,146930,106684,118942,119063,121661,81757,271807,122627,110428,57974,56997,56215,58357,90000,93736,23526,11181,28494,13537,17410,11785,19541,25015,31114,20415,19916,128290,290603,56803,36196,65403,43100,40800,45881,77883,107499,21758,123552,48223,85265,22163,43483,26620,15416,33462,51739,19993,44978,40976,31310,74159,103976,142154,70931,122783,54983,69750,30722,35647,44712,185073
410,20200610,264802,213698,141357,129913,109948,175239,185693,149468,97739,175797,53522,72169,52501,56138,165172,136143,106790,67047,106815,83787,114929,66551,155112,95646,139223,66246,54958,102590,115444,33461,99864,34563,40662,67285,42193,48772,47112,61585,31465,51251,18276,29165,16747,17031,60970,64438,41461,47756,33808,56886,42874,41982,56096,76547,89848,40568,58465,41760,26249,28231,86975,62122,13460,112465,38953,50831,158740,114001,67644,56834,33021,22502,71065,51180,61446,94534,67189
411,20200611,166712,84897,99719,64815,47688,94075,71531,83887,91086,93758,87577,77331,89535,64491,202550,48176,37991,21687,41595,37315,72075,22053,65010,53465,23798,82334,59581,30778,37833,35812,23524,24087,23177,21817,44482,28576,37636,56288,20305,35069,67554,103407,79899,151215,134321,95039,81799,51609,66411,266761,105908,110289,154829,150395,93437,73271,136478,72082,73512,43242,51595,101486,99027,127431,248639,183795,222815,297446,154025,255227,544551,199830,487693,273456,272009,175786,233410
412,20200612,340676,422257,326255,285060,286816,169429,154388,82134,385110,181866,142998,167438,329902,187247,138703,85595,74568,215664,310694,146272,82472,60908,138346,129265,117836,146856,148401,178637,180530,179312,93781,102778,136950,117305,82471,111424,77416,93100,190826,73732,70138,92587,74384,65620,80212,128903,119162,119062,92011,116710,138781,97230,163642,173198,166853,157840,253483,197253,129146,138052,178363,89654,136076,132550,156686,72190,115094,90393,133731,141255,124418,242101,294723,488261,394660,181437,112802
413,20200615,579057,381206,258879,320947,229463,144217,280661,218522,264925,197509,192613,216742,151625,101252,308305,233067,132440,80607,209631,102732,53958,110043,233969,93469,111546,265782,151540,160667,165361,115869,94889,33660,50411,186434,169765,121899,57180,30032,13698,93182,98314,32866,96307,77386,68409,60357,49816,58656,83896,102290,79133,49548,42244,76570,95091,43521,89326,277503,210017,232296,186178,301207,471237,134860,251092,313406,376524,389455,547985,390305,417237,282283,285852,618555,1595359,1260407,715340
414,20200616,648524,686865,410939,405494,294356,223449,223911,106718,218344,159486,161488,242319,265813,153399,96258,136353,66390,70729,237655,97629,98283,120806,90874,115192,83320,95928,95789,54370,62146,74505,163354,167878,62590,120970,122502,113291,64886,55742,32691,27777,45883,72540,39710,22959,20824,36026,20545,157280,165651,59578,41607,70041,43395,88752,56593,68618,49029,23832,44483,34127,136678,141551,59113,27826,64777,97979,78480,30588,63704,72005,131739,140141,195957,858279,1295397,665195,167469
415,20200617,425017,218840,172995,237303,137309,159013,150381,90486,221584,171728,201893,125513,169085,144646,181969,218228,82716,119740,149400,129726,111833,116279,112274,96080,117501,190987,116792,97229,179418,136141,206660,198738,94884,97343,69474,167750,68317,49037,76096,56205,66013,126748,82667,53760,81960,46868,41339,37131,134099,158977,103306,73700,91872,206381,155195,188281,168953,135854,71362,234389,116953,230593,238397,96195,100938,63768,146153,202341,76704,100177,80844,76626,120494,178887,150619,129673,141086
416,20200618,337364,179134,110967,70255,165510,125662,87962,73990,82045,85875,96189,47701,115461,57862,74476,126445,97642,128589,229362,264088,123183,112076,96005,52063,56304,157670,96063,62173,49327,33185,25625,28980,127785,37981,166949,86880,57144,35430,105289,40312,58767,127209,58427,69610,34806,138530,53258,18164,25805,17309,28330,56286,78094,43765,60109,68528,33222,25997,71033,35386,27482,21293,21911,22539,16277,31350,15403,53629,58950,86602,48599,34341,96316,59152,57776,90294,138851
417,20200619,325509,473209,276179,475062,279322,238134,135645,109542,72837,142524,86766,79117,94285,214527,203436,122968,184049,155926,229768,223926,106133,131610,103876,188241,118483,93712,121961,73888,75491,76620,56741,43859,75338,42309,92058,83246,49154,52267,37790,28288,86297,53796,64125,21871,99911,27607,52481,102559,106032,54696,99391,145025,47941,63830,44654,60121,73668,58672,56509,43258,67752,41732,62657,54051,102080,58871,100054,85970,93567,99423,48964,223490,298067,214056,181032,144948,178876
418,20200622,351985,110172,150688,68957,152752,133563,113646,129134,88694,102653,62415,71172,110413,19753,56888,40172,47447,23421,52528,93256,37317,70800,94712,95831,30555,43778,38045,39219,58627,24509,40507,92163,87221,27333,10991,30387,38541,17098,14171,9656,23666,35492,60382,7792,19022,19403,9178,32650,38447,28728,36027,51300,60744,45815,38098,39626,64273,94278,69464,87735,85291,84731,110135,89885,45391,101794,77361,51700,47234,64305,84731,100870,181246,99067,70494,183521,86539
419,20200623,353409,217275,135371,148261,165803,75121,122707,146518,67166,101623,60267,219814,49865,192955,291859,571721,729580,577382,623316,566303,511591,460021,390768,153479,213344,219161,102141,96408,130297,94663,73943,93564,79003,53039,32071,24047,43028,22074,15252,64434,33456,10824,65036,38896,90144,59063,38376,58792,39806,24097,46406,60193,20117,39846,66819,83143,68218,67543,46473,31794,49012,56621,51406,26243,15869,50953,81628,22138,156743,255090,224081,131121,202124,157310,55327,63895,62803
420,20200624,232802,205435,225452,379855,185396,164349,45879,165005,221763,255605,94199,92923,94766,133334,77908,183235,120197,149902,243707,51104,27614,96484,70582,31766,43965,40279,28393,85721,72536,24485,42122,37204,18700,9293,23057,13836,25075,62342,15947,39066,31924,59029,122792,43821,21844,34727,14984,26097,9898,61980,30940,42091,158657,175062,122442,116171,131826,99619,121930,43137,56372,41383,91138,80766,51097,47851,64614,42909,51521,77531,42574,62901,76083,52912,56304,55937,186584
421,20200625,260961,491549,118386,128789,180580,133290,169447,178974,94796,173810,93609,221513,106797,158884,93580,178907,161889,316144,248469,156215,112897,87392,106171,218369,211605,184672,266931,219274,66502,128314,170816,108675,33045,120188,175823,134586,156368,69426,16808,74092,172338,136772,123468,101051,103475,207679,103174,164968,94356,133610,104558,119026,56847,46184,153625,126488,170970,346877,59760,34816,49611,135320,149217,115297,271575,306447,331565,365257,390535,367415,309632,326911,142558,233739,461840,413684,250899
422,20200626,1444992,817827,721678,503127,347438,341854,471693,406573,336453,322789,178045,357809,178840,146273,286328,193406,327010,125191,164098,236231,66194,104480,160236,227704,132572,170604,134139,50861,36343,41620,23387,59553,122346,143538,50202,148181,93809,71047,48637,46367,50023,28949,123477,80321,114883,120999,134306,138332,213052,105281,171550,119699,108177,65412,57292,66309,55092,135325,49004,68488,156429,128743,141010,33879,31924,153094,122274,56939,51555,76510,24748,105574,176854,36171,70877,61091,66646
423,20200629,371650,242800,252130,278152,259996,261615,337041,320171,238256,199994,235949,181342,260532,80414,103595,200576,94201,93780,120971,60658,47086,28218,38568,103945,19282,47778,22936,25842,24521,22219,43556,52285,62138,14840,31071,64249,35261,66170,74329,67394,28182,22317,55745,14325,79712,105066,41507,31648,154238,452046,121584,227284,93177,50432,48395,140507,267714,138628,124436,63852,29483,85396,173145,33179,61720,57902,51273,26411,71277,135367,76009,92196,158873,177742,146414,134919,172226
424,20200630,681242,486374,270298,207467,98234,163845,185977,73153,124665,137810,122873,183354,164141,143172,88536,101418,45451,14094,94237,64727,81158,75855,45924,34176,27320,55737,21996,46477,19763,21177,14579,24159,20918,44267,13818,51186,12850,11901,8379,39808,30153,45618,19111,45298,10657,21075,17573,40405,111675,37371,16120,29525,25459,49686,77756,76545,79286,58241,69746,47338,54099,22807,38281,49792,103677,168263,56620,64477,109012,75410,103606,157991,140972,62590,127394,122435,82882
425,20200701,283418,93190,155333,76208,62625,80765,116420,66359,31722,42399,66434,47085,58387,48747,62709,69299,14030,27063,50539,32665,69220,46604,120681,93591,29526,88170,46677,70827,59805,34240,43202,115867,130058,24403,10116,135871,117608,43682,40009,21081,10401,2762,16319,32167,22154,19189,8462,6225,12524,7390,15840,25946,14625,35299,26855,50276,53403,72639,69804,64110,77195,96091,88234,107644,41820,60022,109292,65990,35295,41134,96781,62665,38016,107801,72504,162235,50314
426,20200702,255478,223342,56151,42431,39283,83942,106489,59662,34502,73126,55768,43993,44147,25017,51716,151995,35363,54191,46410,61688,38977,66497,43646,21659,26236,27528,16848,21812,25872,23968,9439,22899,9476,8883,12930,36934,27468,6404,20452,8732,20879,4716,19865,14308,21728,13027,11689,11438,11350,26204,24365,15359,30698,9846,15445,26404,8195,15883,9356,10589,15552,15658,5937,17589,8642,15022,5818,14218,18604,16580,14861,18861,33317,131360,78734,130174,227498
427,20200703,165812,66458,98879,61869,48450,38293,50294,43938,39860,60198,39104,116498,79223,46527,43414,84800,65860,35923,16992,30897,35000,18119,29539,57234,20046,17849,25832,8187,18364,23475,49312,16103,23898,28748,29369,38977,23425,19652,7793,15538,33751,7062,5567,53764,39880,26221,11450,34278,50270,27225,19842,35018,15252,14929,52458,8447,33577,56563,34524,19432,40764,20997,31507,14797,37764,38667,62096,16549,95849,16424,35789,49799,92692,101410,116328,95821,83503
