,date,y_rate_1500
0,20181001,-27
1,20181002,-265
2,20181004,-454
3,20181005,-27
4,20181008,63
5,20181010,-197
6,20181011,-374
7,20181012,283
8,20181015,-131
9,20181016,-108
10,20181017,-4
11,20181018,-139
12,20181019,248
13,20181022,211
14,20181023,-495
15,20181024,-220
16,20181025,-95
17,20181026,-531
18,20181029,-225
19,20181030,302
20,20181031,32
21,20181101,9
22,20181102,492
23,20181105,-271
24,20181106,-212
25,20181107,-109
26,20181108,-27
27,20181109,-72
28,20181112,216
29,20181113,139
30,20181114,-126
31,20181115,72
32,20181116,-113
33,20181119,23
34,20181120,9
35,20181121,216
36,20181122,-50
37,20181123,-235
38,20181126,262
39,20181127,95
40,20181128,23
41,20181129,-311
42,20181130,-316
43,20181203,85
44,20181204,-266
45,20181205,158
46,20181206,-266
47,20181207,18
48,20181210,14
49,20181211,-95
50,20181212,243
51,20181213,158
52,20181214,-352
53,20181217,36
54,20181218,36
55,20181219,126
56,20181220,-95
57,20181221,18
58,20181224,50
59,20181226,-86
60,20181227,-14
61,20181228,90
62,20190102,-510
63,20190103,-149
64,20190104,194
65,20190107,72
66,20190108,-108
67,20190109,397
68,20190110,4
69,20190111,54
70,20190114,-180
71,20190115,402
72,20190116,95
73,20190117,54
74,20190118,22
75,20190121,-162
76,20190122,-153
77,20190123,185
78,20190124,181
79,20190125,388
80,20190128,-122
81,20190129,104
82,20190130,221
83,20190131,-181
84,20190201,-63
85,20190207,-72
86,20190208,-208
87,20190211,-4
88,20190212,176
89,20190213,-9
90,20190214,90
91,20190215,-261
92,20190218,22
93,20190219,-19
94,20190220,109
95,20190221,131
96,20190222,41
97,20190225,-95
98,20190226,-99
99,20190227,36
100,20190228,-234
101,20190304,-240
102,20190305,-149
103,20190306,-40
104,20190307,-86
105,20190308,-194
106,20190311,-14
107,20190312,81
108,20190313,-40
109,20190314,-67
110,20190315,293
111,20190318,-36
112,20190319,-45
113,20190320,54
114,20190321,185
115,20190322,-90
116,20190325,-108
117,20190326,-4
118,20190327,68
119,20190328,18
120,20190329,90
121,20190401,239
122,20190402,27
123,20190403,294
124,20190404,45
125,20190405,49
126,20190408,-194
127,20190409,122
128,20190410,131
129,20190411,-90
130,20190412,72
131,20190415,14
132,20190416,118
133,20190417,-9
134,20190418,-460
135,20190419,-77
136,20190422,-49
137,20190423,77
138,20190424,-434
139,20190425,4
140,20190426,-18
141,20190429,358
142,20190430,-133
143,20190502,211
144,20190503,-165
145,20190507,-50
146,20190508,257
147,20190509,-477
148,20190510,-74
149,20190513,-64
150,20190514,253
151,20190515,32
152,20190516,-335
153,20190517,-257
154,20190520,-18
155,20190521,147
156,20190522,-27
157,20190523,-23
158,20190524,-101
159,20190527,18
160,20190528,97
161,20190529,-215
162,20190530,105
163,20190531,37
164,20190603,395
165,20190604,0
166,20190605,-179
167,20190607,-23
168,20190610,243
169,20190611,197
170,20190612,-73
171,20190613,-9
172,20190614,-55
173,20190617,42
174,20190618,133
175,20190619,32
176,20190620,51
177,20190621,-78
178,20190624,41
179,20190625,-37
180,20190626,41
181,20190627,225
182,20190628,-60
183,20190701,-174
184,20190702,5
185,20190703,-317
186,20190704,151
187,20190705,-23
188,20190708,-326
189,20190709,-82
190,20190710,46
191,20190711,197
192,20190712,69
193,20190715,96
194,20190716,69
195,20190717,-60
196,20190718,-45
197,20190719,234
198,20190722,74
199,20190723,78
200,20190724,-169
201,20190725,-115
202,20190726,69
203,20190729,-321
204,20190730,-18
205,20190731,-88
206,20190801,134
207,20190802,-10
208,20190805,-391
209,20190806,211
210,20190807,-88
211,20190808,-41
212,20190809,60
213,20190812,46
214,20190813,-124
215,20190814,-60
216,20190816,33
217,20190819,-23
218,20190820,285
219,20190821,65
220,20190822,-184
221,20190823,105
222,20190826,69
223,20190827,-69
224,20190828,129
225,20190829,-161
226,20190830,294
227,20190902,87
228,20190903,-18
229,20190904,161
230,20190905,248
231,20190906,-46
232,20190909,133
233,20190910,69
234,20190911,14
235,20190916,-28
236,20190917,-9
237,20190918,82
238,20190919,147
239,20190920,142
240,20190923,73
241,20190924,106
242,20190925,-143
243,20190926,-46
244,20190927,-216
245,20190930,280
246,20191001,92
247,20191002,-303
248,20191004,156
249,20191007,-69
250,20191008,198
251,20191010,170
252,20191011,55
253,20191014,0
254,20191015,64
255,20191016,-18
256,20191017,-110
257,20191018,-317
258,20191021,74
259,20191022,211
260,20191023,-101
261,20191024,-37
262,20191025,-87
263,20191028,-9
264,20191029,-138
265,20191030,-203
266,20191031,65
267,20191101,184
268,20191104,129
269,20191105,143
270,20191106,78
271,20191107,10
272,20191108,-226
273,20191111,-64
274,20191112,129
275,20191113,-124
276,20191114,60
277,20191115,245
278,20191118,-42
279,20191119,-18
280,20191120,-161
281,20191121,-401
282,20191122,93
283,20191125,134
284,20191126,41
285,20191127,-37
286,20191128,28
287,20191129,-475
288,20191202,-74
289,20191203,101
290,20191204,18
291,20191205,-198
292,20191206,134
293,20191209,-9
294,20191210,202
295,20191211,138
296,20191212,294
297,20191213,83
298,20191216,23
299,20191217,295
300,20191218,0
301,20191219,-92
302,20191220,-60
303,20191223,-111
304,20191224,-184
305,20191226,37
306,20191227,268
307,20191230,-120
308,20200102,-235
309,20200103,-226
310,20200106,9
311,20200107,106
312,20200108,41
313,20200109,-69
314,20200110,193
315,20200113,271
316,20200114,-14
317,20200115,-96
318,20200116,263
319,20200117,-56
320,20200120,87
321,20200121,-276
322,20200122,397
323,20200123,-161
324,20200128,-212
325,20200129,-5
326,20200130,-480
327,20200131,-309
328,20200203,254
329,20200204,443
330,20200205,-222
331,20200206,452
332,20200207,-291
333,20200210,139
334,20200211,221
335,20200212,240
336,20200213,-32
337,20200214,245
338,20200217,78
339,20200218,-258
340,20200219,-148
341,20200220,-231
342,20200221,-9
343,20200224,-540
344,20200225,268
345,20200226,65
346,20200227,-189
347,20200228,-480
348,20200302,106
349,20200303,-369
350,20200304,771
351,20200305,143
352,20200306,-268
353,20200309,-259
354,20200310,134
355,20200311,-753
356,20200312,-669
357,20200313,1237
358,20200316,-747
359,20200317,129
360,20200318,-771
361,20200319,-1879
362,20200320,466
363,20200323,226
364,20200324,807
365,20200325,457
366,20200326,-161
367,20200327,-770
368,20200330,711
369,20200331,153
370,20200401,-448
371,20200402,328
372,20200403,-46
373,20200406,577
374,20200407,-23
375,20200408,249
376,20200409,-208
377,20200410,236
378,20200413,-268
379,20200414,254
380,20200416,282
381,20200417,263
382,20200420,-212
383,20200421,-286
384,20200422,434
385,20200423,41
386,20200424,-153
387,20200427,424
388,20200428,-9
389,20200429,132
390,20200504,-240
391,20200506,-57
392,20200507,47
393,20200508,94
394,20200511,-216
395,20200512,-33
396,20200513,343
397,20200514,-108
398,20200515,-122
399,20200518,24
400,20200519,94
401,20200520,160
402,20200521,-52
403,20200522,-479
404,20200525,56
405,20200526,375
406,20200527,98
407,20200528,-173
408,20200529,202
409,20200601,418
410,20200602,230
411,20200603,769
412,20200604,-296
413,20200605,511
414,20200608,-342
415,20200609,-211
416,20200610,94
417,20200611,-469
418,20200612,418
419,20200615,-549
420,20200616,704
421,20200617,-75
422,20200618,-24
423,20200619,-273
424,20200622,178
425,20200623,-117
426,20200624,409
427,20200625,-132
428,20200626,141
429,20200629,-127
430,20200630,-42
431,20200701,-273
432,20200702,164
433,20200703,61
434,20200706,376
435,20200707,-437
436,20200708,-37
437,20200709,65
438,20200710,-357
439,20200713,230
440,20200714,-14
441,20200715,-18
442,20200716,-272
443,20200717,132
444,20200720,-131
445,20200721,174
446,20200722,-66
447,20200723,-253
448,20200724,47
449,20200727,277
450,20200728,305
451,20200729,155
452,20200730,-5
453,20200731,-352
454,20200803,9
455,20200804,146
456,20200805,211
457,20200806,320
458,20200807,38
459,20200810,423
460,20200811,353
461,20200812,66
462,20200813,-315
463,20200814,-329
464,20200818,-621
465,20200819,-61
466,20200820,-837
467,20200821,145
468,20200824,94
469,20200825,131
470,20200826,66
471,20200827,-164
472,20200828,-99
473,20200831,-437
474,20200901,183
475,20200902,-108
476,20200903,174
477,20200904,305
478,20200907,113
479,20200908,80
480,20200909,113
481,20200910,99
482,20200911,136
483,20200914,117
484,20200915,146
485,20200916,-85
486,20200917,-297
487,20200918,-47
488,20200921,-179
489,20200922,-696
490,20200923,-52
491,20200924,-235
492,20200925,-5
493,20200928,141
494,20200929,-66
495,20201005,423
496,20201006,-80
497,20201007,451
498,20201008,-118
499,20201012,-52
500,20201013,-193
501,20201014,-320
502,20201015,-141
503,20201016,-221
504,20201019,-24
505,20201020,221
506,20201021,33
507,20201022,-57
508,20201023,4
509,20201026,-137
510,20201027,-94
511,20201028,197
512,20201029,0
513,20201030,-494
514,20201102,391
515,20201103,414
516,20201104,0
517,20201105,448
518,20201106,-33
519,20201109,127
520,20201110,-132
521,20201111,376
522,20201112,-52
523,20201113,438
524,20201116,481
525,20201117,-85
526,20201118,0
527,20201119,118
528,20201120,42
529,20201123,617
530,20201124,71
531,20201125,-382
532,20201126,274
533,20201127,57
534,20201130,-480
535,20201201,363
536,20201202,391
537,20201203,118
538,20201204,415
539,20201207,-236
540,20201208,-409
541,20201209,424
542,20201210,156
543,20201211,99
544,20201214,-127
545,20201215,-66
546,20201216,-165
547,20201217,-52
548,20201218,-76
549,20201221,0
550,20201222,-301
551,20201223,287
552,20201224,650
553,20201228,-75
554,20201229,95
555,20201230,857
556,20210104,876
557,20210105,509
558,20210106,-221
559,20210107,565
560,20210108,1017
561,20210111,-467
562,20210112,-481
563,20210113,249
564,20210114,104
565,20210115,-942
566,20210118,-226
567,20210119,876
568,20210120,-405
569,20210121,15
570,20210122,-316
571,20210125,810
572,20210126,-1139
573,20210127,-287
574,20210128,-14
575,20210129,-1188
576,20210201,985
577,20210202,104
578,20210203,-52
579,20210204,-547
580,20210205,236
581,20210208,-165
582,20210209,-330
583,20210210,156
584,20210215,28
585,20210216,-90
586,20210217,-180
587,20210218,-453
588,20210219,193
589,20210222,-707
590,20210223,264
591,20210224,-698
592,20210225,731
593,20210226,-542
594,20210302,-632
595,20210303,514
596,20210304,47
597,20210305,472
598,20210308,-740
599,20210309,-155
600,20210310,-755
601,20210311,655
602,20210312,-29
603,20210315,-193
604,20210316,198
605,20210317,-293
606,20210318,42
607,20210319,250
608,20210322,-85
609,20210323,-623
610,20210324,47
611,20210325,179
612,20210326,226
613,20210329,-254
614,20210330,373
615,20210331,-146
616,20210401,5
617,20210402,108
618,20210405,-57
619,20210406,-165
620,20210407,4
621,20210408,108
622,20210409,-288
623,20210412,-189
624,20210413,405
625,20210414,194
626,20210415,161
627,20210416,-95
628,20210419,14
629,20210420,306
630,20210421,-434
631,20210422,-117
632,20210423,279
633,20210426,128
634,20210427,9
635,20210428,-419
636,20210429,-187
637,20210430,-235
638,20210503,-210
639,20210504,249
640,20210506,383
641,20210507,263
642,20210510,565
643,20210511,-398
644,20210512,-733
645,20210513,-48
646,20210514,316
647,20210517,-393
648,20210518,364
649,20210520,177
650,20210521,-263
651,20210524,-82
652,20210525,129
653,20210526,-62
654,20210527,0
655,20210528,239
656,20210531,-38
657,20210601,196
658,20210602,-29
659,20210603,340
660,20210604,-38
661,20210607,-163
662,20210608,-53
663,20210609,-239
664,20210610,124
665,20210611,158
666,20210614,-82
667,20210615,29
668,20210616,316
669,20210617,14
670,20210618,86
671,20210621,-63
672,20210622,67
673,20210623,100
674,20210624,72
675,20210625,67
676,20210628,-105
677,20210629,-206
678,20210630,115
679,20210701,-268
680,20210702,-4
681,20210705,19
682,20210706,29
683,20210707,-139
684,20210708,-378
685,20210709,-130
686,20210712,134
687,20210713,158
688,20210714,-10
689,20210715,139
690,20210716,19
691,20210719,-91
692,20210720,130
693,20210721,-460
694,20210722,258
695,20210723,-5
696,20210726,-513
697,20210727,-77
698,20210728,-24
699,20210729,-105
700,20210730,-335
701,20210802,5
702,20210803,335
703,20210804,484
704,20210805,-48
705,20210806,-235
706,20210809,57
707,20210810,-460
708,20210811,-249
709,20210812,-202
710,20210813,-647
711,20210817,-446
712,20210818,278
713,20210819,-274
714,20210820,-590
715,20210823,192
716,20210824,302
717,20210825,-34
718,20210826,-374
719,20210827,110
720,20210830,-273
721,20210831,643
722,20210901,101
723,20210902,-297
724,20210903,101
725,20210906,24
726,20210907,-245
727,20210908,-163
728,20210909,-551
729,20210910,139
730,20210913,149
731,20210914,225
732,20210915,96
733,20210916,-489
734,20210917,196
735,20210923,201
736,20210924,-191
737,20210927,115
738,20210928,-427
739,20210929,-100
740,20210930,230
741,20211001,-494
742,20211005,-278
743,20211006,-503
744,20211007,196
745,20211008,-240
746,20211012,-465
747,20211013,402
748,20211014,215
749,20211015,139
750,20211018,-143
751,20211019,24
752,20211020,-293
753,20211021,-153
754,20211022,29
755,20211025,321
756,20211026,177
757,20211027,-177
758,20211028,24
759,20211029,-759
760,20211101,-62
761,20211102,313
762,20211103,-682
763,20211104,-135
764,20211105,-500
765,20211108,-19
766,20211109,19
767,20211110,-173
768,20211111,164
769,20211112,217
770,20211115,197
771,20211116,-58
772,20211117,-567
773,20211118,115
774,20211119,202
775,20211122,682
776,20211123,-278
777,20211124,-235
778,20211125,-318
779,20211126,-519
780,20211129,96
781,20211130,-1024
782,20211201,760
783,20211202,817
784,20211203,418
785,20211206,293
786,20211207,289
787,20211208,-144
788,20211209,169
789,20211210,-43
790,20211213,-111
791,20211214,15
792,20211215,149
793,20211216,-158
794,20211217,327
795,20211220,-548
796,20211221,164
797,20211222,-67
798,20211223,-29
799,20211224,149
800,20211227,-207
801,20211228,58
802,20211229,10
803,20211230,-288
804,20220103,-120
805,20220104,-86
806,20220105,-582
807,20220106,-48
808,20220107,221
809,20220110,-288
810,20220111,63
811,20220112,355
812,20220113,-255
813,20220114,-298
814,20220117,-452
815,20220118,-423
816,20220119,-111
817,20220120,168
818,20220121,-115
819,20220124,-365
820,20220125,-706
821,20220126,-154
822,20220127,-1126
823,20220128,674
824,20220203,9
825,20220204,279
826,20220207,-332
827,20220208,-346
828,20220209,116
829,20220210,63
830,20220211,5
831,20220214,-159
832,20220215,-409
833,20220216,241
834,20220217,236
835,20220218,289
836,20220221,366
837,20220222,29
838,20220223,-120
839,20220224,-501
840,20220225,67
841,20220228,356
842,20220302,29
843,20220303,303
844,20220304,-424
845,20220307,-231
846,20220308,97
847,20220310,-9
848,20220311,-53
849,20220314,-19
850,20220315,-144
851,20220316,115
852,20220317,-29
853,20220318,135
854,20220321,-539
855,20220322,322
856,20220323,86
857,20220324,67
858,20220325,-299
859,20220328,130
860,20220329,-43
861,20220330,-101
862,20220331,87
863,20220401,-120
864,20220404,260
865,20220405,-149
866,20220406,-96
867,20220407,-284
868,20220408,-39
869,20220411,101
870,20220412,-43
871,20220413,544
872,20220414,-178
873,20220415,-134
874,20220418,221
875,20220419,255
876,20220420,-25
877,20220421,115
878,20220422,-14
879,20220425,-150
880,20220426,19
881,20220427,9
882,20220428,97
883,20220429,464
884,20220502,263
885,20220503,39
886,20220504,-176
887,20220506,-103
888,20220509,-220
889,20220510,88
890,20220511,181
891,20220512,-210
892,20220513,567
893,20220516,-288
894,20220517,249
895,20220518,-117
896,20220519,224
897,20220520,468
898,20220523,-103
899,20220524,-444
900,20220525,15
901,20220526,-176
902,20220527,-15
903,20220530,63
904,20220531,224
905,20220602,-176
906,20220603,-103
907,20220607,-512
908,20220608,59
909,20220609,-15
910,20220610,-64
911,20220613,-381
912,20220614,434
913,20220615,-542
914,20220616,-434
915,20220617,347
916,20220620,-845
917,20220621,0
918,20220622,-781
919,20220623,-137
920,20220624,566
921,20220627,263
922,20220628,34
923,20220629,-49
924,20220630,-312
925,20220701,-586
926,20220704,-83
927,20220705,196
928,20220706,-351
929,20220707,434
930,20220708,-30
931,20220711,-244
932,20220712,-190
933,20220713,132
934,20220714,107
935,20220715,25
936,20220718,347
937,20220719,15
938,20220720,-254
939,20220721,279
940,20220722,-137
941,20220725,249
942,20220726,185
943,20220727,-69
944,20220728,-88
945,20220729,-122
946,20220801,30
947,20220802,-118
948,20220803,186
949,20220804,-39
950,20220805,137
951,20220808,141
952,20220809,112
953,20220810,-220
954,20220811,113
955,20220812,132
956,20220816,-103
957,20220817,-240
958,20220818,98
959,20220819,-152
960,20220822,-44
961,20220823,-142
962,20220824,39
963,20220825,146
964,20220826,-137
965,20220829,0
966,20220830,172
967,20220831,553
968,20220901,-255
969,20220902,-333
970,20220905,-63
971,20220906,-74
972,20220907,-304
973,20220908,-151
974,20220913,435
975,20220914,289
976,20220915,-250
977,20220916,-5
978,20220919,-293
979,20220920,-69
980,20220921,20
981,20220922,29
982,20220923,-367
983,20220926,-298
984,20220927,-225
985,20220928,-392
986,20220929,-156
987,20220930,59
988,20221004,289
989,20221005,-475
990,20221006,118
991,20221007,245
992,20221011,-78
993,20221012,264
994,20221013,-225
995,20221014,289
996,20221017,421
997,20221018,-64
998,20221019,-181
999,20221020,-103
1000,20221021,147
1001,20221024,-220
1002,20221025,-39
1003,20221026,220
1004,20221027,338
1005,20221028,-137
1006,20221031,89
1007,20221101,309
1008,20221102,147
1009,20221103,491
1010,20221104,256
1011,20221107,171
1012,20221108,187
1013,20221109,172
1014,20221110,-39
1015,20221111,275
1016,20221114,-187
1017,20221115,-99
1018,20221116,-84
1019,20221117,-265
1020,20221118,-14
1021,20221121,-304
1022,20221122,-103
1023,20221123,15
1024,20221124,79
1025,20221125,-103
1026,20221128,-206
1027,20221129,325
1028,20221130,525
1029,20221201,-255
1030,20221202,-496
1031,20221205,-167
1032,20221206,-78
1033,20221207,34
1034,20221208,-58
1035,20221209,152
1036,20221212,20
1037,20221213,-191
1038,20221214,202
1039,20221215,-290
1040,20221216,294
1041,20221219,64
1042,20221220,-157
1043,20221221,-265
1044,20221222,202
1045,20221223,-157
1046,20221226,83
1047,20221227,69
1048,20221228,-240
1049,20221229,-290
1050,20230102,-230
1051,20230103,40
1052,20230104,820
1053,20230105,-5
1054,20230106,369
1055,20230109,466
1056,20230110,113
1057,20230111,-40
1058,20230112,-93
1059,20230113,167
1060,20230116,192
1061,20230117,-245
1062,20230118,-186
1063,20230119,295
1064,20230120,192
1065,20230125,39
1066,20230126,428
1067,20230127,260
1068,20230130,-448
1069,20230131,-507
1070,20230201,54
1071,20230202,-54
1072,20230203,202
1073,20230206,-222
1074,20230207,152
1075,20230208,334
1076,20230209,162
1077,20230210,29
1078,20230213,-50
1079,20230214,-40
1080,20230215,-665
1081,20230216,419
1082,20230217,157
1083,20230220,9
1084,20230221,-45
1085,20230222,-162
1086,20230223,285
1087,20230224,-187
1088,20230227,-89
1089,20230228,-79
1090,20230302,54
1091,20230303,-113
1092,20230306,118
1093,20230307,-5
1094,20230308,-148
1095,20230309,-163
1096,20230310,44
1097,20230313,133
1098,20230314,-379
1099,20230315,64
1100,20230316,231
1101,20230317,-5
1102,20230320,-206
1103,20230321,-108
1104,20230322,99
1105,20230323,345
1106,20230324,-143
1107,20230327,-197
1108,20230328,177
1109,20230329,49
1110,20230330,99
1111,20230331,261
1112,20230403,-280
1113,20230404,98
1114,20230405,187
1115,20230406,-398
1116,20230407,330
1117,20230410,330
1118,20230411,335
1119,20230412,128
1120,20230413,103
1121,20230414,-39
1122,20230417,39
1123,20230418,-94
1124,20230419,84
1125,20230420,-50
1126,20230421,-99
1127,20230424,-104
1128,20230425,-516
1129,20230426,-5
1130,20230427,35
1131,20230428,-130
1132,20230502,175
1133,20230503,-80
1134,20230504,34
1135,20230508,35
1136,20230509,-40
1137,20230510,-280
1138,20230511,-115
1139,20230512,-25
1140,20230515,125
1141,20230516,-169
1142,20230517,189
1143,20230518,95
1144,20230519,210
1145,20230522,215
1146,20230523,-10
1147,20230524,120
1148,20230525,-145
1149,20230526,70
1150,20230530,95
1151,20230531,-135
1152,20230601,-35
1153,20230602,190
1154,20230605,-104
1155,20230607,-119
1156,20230608,50
1157,20230609,320
1158,20230612,-365
1159,20230613,-45
1160,20230614,-155
1161,20230615,-140
1162,20230616,-55
1163,20230619,-109
1164,20230620,20
1165,20230621,-230
1166,20230622,174
1167,20230623,-284
1168,20230626,224
1169,20230627,10
1170,20230628,-299
1171,20230629,-84
1172,20230630,129
1173,20230703,334
1174,20230704,-119
1175,20230705,-220
1176,20230706,-214
1177,20230707,-249
1178,20230710,-85
1179,20230711,264
1180,20230712,164
1181,20230713,35
1182,20230714,255
1183,20230717,30
1184,20230718,-310
1185,20230719,-245
1186,20230720,160
1187,20230721,265
1188,20230724,249
1189,20230725,-85
1190,20230726,-404
1191,20230727,244
1192,20230728,40
1193,20230731,-45
1194,20230801,395
1195,20230802,-495
1196,20230803,-290
1197,20230804,-10
1198,20230807,155
1199,20230808,-395
1200,20230809,350
1201,20230810,75
1202,20230811,-150
1203,20230814,-220
1204,20230816,-245
1205,20230817,15
1206,20230818,185
1207,20230821,-55
1208,20230822,-160
1209,20230823,80
1210,20230824,65
1211,20230825,135
1212,20230828,-40
1213,20230829,10
1214,20230830,-175
1215,20230831,-125
1216,20230901,470
1217,20230904,100
1218,20230905,45
1219,20230906,-190
1220,20230907,-95
1221,20230908,-90
1222,20230911,55
1223,20230912,-245
1224,20230913,15
1225,20230914,310
1226,20230915,450
1227,20230918,-120
1228,20230919,-345
1229,20230920,-5
1230,20230921,-380
1231,20230922,235
1232,20230925,130
1233,20230926,-410
1234,20230927,170
1235,20231004,-455
1236,20231005,-185
1237,20231006,-5
1238,20231010,-225
1239,20231011,175
1240,20231012,70
1241,20231013,25
1242,20231016,-155
1243,20231017,200
1244,20231018,205
1245,20231019,-200
1246,20231020,-210
1247,20231023,-165
1248,20231024,30
1249,20231025,-225
