,date,y_rate_1400
0,20181001,-67
1,20181002,-184
2,20181004,-468
3,20181005,-14
4,20181008,23
5,20181010,-233
6,20181011,-257
7,20181012,400
8,20181015,-59
9,20181016,-131
10,20181017,-18
11,20181018,-99
12,20181019,185
13,20181022,220
14,20181023,-401
15,20181024,-103
16,20181025,112
17,20181026,-401
18,20181029,-23
19,20181030,298
20,20181031,-72
21,20181101,82
22,20181102,352
23,20181105,-280
24,20181106,-99
25,20181107,117
26,20181108,41
27,20181109,-86
28,20181112,212
29,20181113,108
30,20181114,-99
31,20181115,9
32,20181116,-18
33,20181119,-50
34,20181120,-4
35,20181121,194
36,20181122,-45
37,20181123,-176
38,20181126,240
39,20181127,135
40,20181128,14
41,20181129,-262
42,20181130,-121
43,20181203,49
44,20181204,-194
45,20181205,158
46,20181206,-262
47,20181207,59
48,20181210,23
49,20181211,-68
50,20181212,221
51,20181213,136
52,20181214,-374
53,20181217,73
54,20181218,32
55,20181219,117
56,20181220,-172
57,20181221,-9
58,20181224,41
59,20181226,-104
60,20181227,32
61,20181228,135
62,20190102,-456
63,20190103,-77
64,20190104,176
65,20190107,54
66,20190108,-27
67,20190109,397
68,20190110,40
69,20190111,49
70,20190114,-149
71,20190115,348
72,20190116,77
73,20190117,49
74,20190118,18
75,20190121,-140
76,20190122,-194
77,20190123,185
78,20190124,149
79,20190125,384
80,20190128,95
81,20190129,55
82,20190130,271
83,20190131,-126
84,20190201,-41
85,20190207,-81
86,20190208,-226
87,20190211,-32
88,20190212,167
89,20190213,-5
90,20190214,45
91,20190215,-288
92,20190218,-14
93,20190219,36
94,20190220,95
95,20190221,113
96,20190222,-9
97,20190225,-117
98,20190226,-118
99,20190227,-18
100,20190228,-117
101,20190304,-163
102,20190305,-73
103,20190306,-86
104,20190307,0
105,20190308,-162
106,20190311,-41
107,20190312,86
108,20190313,-126
109,20190314,-58
110,20190315,307
111,20190318,-76
112,20190319,-54
113,20190320,-167
114,20190321,95
115,20190322,-113
116,20190325,-94
117,20190326,23
118,20190327,86
119,20190328,49
120,20190329,72
121,20190401,207
122,20190402,32
123,20190403,217
124,20190404,-9
125,20190405,13
126,20190408,-131
