,date,y_rate_1405
0,20181001,-58
1,20181002,-202
2,20181004,-441
3,20181005,-18
4,20181008,14
5,20181010,-238
6,20181011,-221
7,20181012,405
8,20181015,-54
9,20181016,-122
10,20181017,-9
11,20181018,-94
12,20181019,167
13,20181022,229
14,20181023,-405
15,20181024,-121
16,20181025,76
17,20181026,-419
18,20181029,-32
19,20181030,316
20,20181031,-45
21,20181101,77
22,20181102,383
23,20181105,-257
24,20181106,-94
25,20181107,76
26,20181108,54
27,20181109,-81
28,20181112,221
29,20181113,112
30,20181114,-108
31,20181115,36
32,20181116,-23
33,20181119,-54
34,20181120,5
35,20181121,198
36,20181122,-54
37,20181123,-181
38,20181126,258
39,20181127,131
40,20181128,14
41,20181129,-253
42,20181130,-121
43,20181203,72
44,20181204,-194
45,20181205,163
46,20181206,-257
47,20181207,45
48,20181210,27
49,20181211,-77
50,20181212,212
51,20181213,149
52,20181214,-392
53,20181217,68
54,20181218,-5
55,20181219,117
56,20181220,-172
57,20181221,-13
58,20181224,41
59,20181226,-131
60,20181227,36
61,20181228,130
62,20190102,-483
63,20190103,-86
64,20190104,176
65,20190107,49
66,20190108,-27
67,20190109,410
68,20190110,58
69,20190111,36
70,20190114,-158
71,20190115,361
72,20190116,72
73,20190117,36
74,20190118,31
75,20190121,-122
76,20190122,-180
77,20190123,194
78,20190124,149
79,20190125,384
80,20190128,99
81,20190129,64
82,20190130,267
83,20190131,-131
84,20190201,-68
85,20190207,-76
86,20190208,-226
87,20190211,-22
88,20190212,176
89,20190213,-9
90,20190214,63
91,20190215,-307
92,20190218,-14
93,20190219,27
94,20190220,86
95,20190221,118
96,20190222,-23
97,20190225,-122
98,20190226,-108
99,20190227,-22
100,20190228,-122
101,20190304,-163
102,20190305,-68
103,20190306,-90
104,20190307,-27
105,20190308,-153
106,20190311,-28
107,20190312,81
108,20190313,-157
109,20190314,-117
110,20190315,302
111,20190318,-76
112,20190319,-63
113,20190320,-153
114,20190321,108
115,20190322,-99
116,20190325,-85
117,20190326,18
118,20190327,81
119,20190328,36
120,20190329,58
121,20190401,207
122,20190402,32
123,20190403,230
124,20190404,-5
125,20190405,27
126,20190408,-136
127,20190409,127
128,20190410,131
129,20190411,-122
130,20190412,68
131,20190415,59
132,20190416,118
133,20190417,-18
134,20190418,-374
135,20190419,-36
136,20190422,-58
137,20190423,36
138,20190424,-452
139,20190425,9
140,20190426,-31
141,20190429,289
142,20190430,-161
143,20190502,230
144,20190503,-197
145,20190507,-32
146,20190508,266
147,20190509,-395
148,20190510,-248
149,20190513,-87
150,20190514,188
151,20190515,32
152,20190516,-271
153,20190517,-142
154,20190520,55
155,20190521,238
156,20190522,28
157,20190523,-9
158,20190524,-88
159,20190527,-51
160,20190528,-18
161,20190529,-271
162,20190530,82
163,20190531,60
164,20190603,349
165,20190604,-4
166,20190605,-174
167,20190607,69
168,20190610,239
169,20190611,165
170,20190612,-41
171,20190613,-120
172,20190614,-5
173,20190617,28
174,20190618,119
175,20190619,73
176,20190620,87
177,20190621,-69
178,20190624,28
179,20190625,-65
180,20190626,23
181,20190627,257
182,20190628,-46
183,20190701,-165
184,20190702,14
185,20190703,-280
186,20190704,59
187,20190705,-46
188,20190708,-252
189,20190709,-55
190,20190710,83
191,20190711,188
192,20190712,69
193,20190715,110
194,20190716,46
195,20190717,-88
196,20190718,-4
197,20190719,252
198,20190722,55
199,20190723,101
200,20190724,0
201,20190725,-111
202,20190726,37
203,20190729,-285
204,20190730,23
205,20190731,-37
206,20190801,138
207,20190802,36
208,20190805,-349
209,20190806,276
210,20190807,-138
211,20190808,-46
212,20190809,50
213,20190812,69
214,20190813,-88
215,20190814,-23
216,20190816,10
217,20190819,-32
218,20190820,216
219,20190821,46
220,20190822,-138
221,20190823,50
222,20190826,55
223,20190827,14
224,20190828,88
225,20190829,-60
226,20190830,280
227,20190902,74
228,20190903,5
229,20190904,152
230,20190905,276
231,20190906,-56
232,20190909,142
233,20190910,55
234,20190911,64
235,20190916,-51
236,20190917,32
237,20190918,105
238,20190919,106
239,20190920,106
240,20190923,41
241,20190924,88
242,20190925,-129
243,20190926,-65
244,20190927,-276
245,20190930,211
246,20191001,138
247,20191002,-220
248,20191004,133
249,20191007,-27
250,20191008,175
251,20191010,46
252,20191011,28
253,20191014,51
254,20191015,55
255,20191016,-18
256,20191017,-138
257,20191018,-161
258,20191021,110
259,20191022,239
260,20191023,-87
261,20191024,-115
262,20191025,-128
263,20191028,-4
264,20191029,-129
265,20191030,-203
266,20191031,166
267,20191101,106
268,20191104,106
269,20191105,129
270,20191106,37
271,20191107,-9
272,20191108,-217
273,20191111,-129
274,20191112,37
275,20191113,-148
276,20191114,42
277,20191115,282
278,20191118,-79
279,20191119,19
280,20191120,-157
281,20191121,-410
282,20191122,51
283,20191125,139
284,20191126,156
285,20191127,-23
286,20191128,42
287,20191129,-457
288,20191202,-46
289,20191203,97
290,20191204,14
291,20191205,-198
292,20191206,138
293,20191209,4
294,20191210,179
295,20191211,110
296,20191212,285
297,20191213,60
298,20191216,23
299,20191217,272
300,20191218,-41
301,20191219,-129
302,20191220,-46
303,20191223,-129
304,20191224,-198
305,20191226,-19
306,20191227,374
307,20191230,-92
308,20200102,-203
309,20200103,-184
310,20200106,46
311,20200107,92
312,20200108,101
313,20200109,-41
314,20200110,143
315,20200113,216
316,20200114,-9
317,20200115,-36
318,20200116,134
319,20200117,-120
320,20200120,166
321,20200121,-221
322,20200122,272
323,20200123,-170
324,20200128,-189
325,20200129,101
326,20200130,-388
327,20200131,-171
328,20200203,268
