date,kodex_return
20021014,
20021015,0.024094135225999347
20021016,-0.007477658216304972
20021017,0.040242557883131136
20021018,0.012012012012011963
20021021,-0.005934718100890191
20021022,-0.039508340649692664
20021023,0.03491773308957957
20021024,-0.020491079314608696
20021025,0.03318304779080261
20021028,0.011869436201780381
20021029,-0.0012075211316198153
20021030,-0.014162348877374775
20021031,-0.013139453398738565
20021101,-0.001065151784129248
20021104,0.032699484627688014
20021105,-0.007055584236792312
20021106,0.016464471403812908
20021107,-0.011594202898550732
20021108,-0.0058651026392961825
20021111,-0.03782752038868642
20021112,0.023264201983769217
20021113,-0.013218188227000383
20021114,0.023218431862832567
20021115,0.013091289928434335
20021118,-0.016540317022742945
20021119,0.013314646110721862
20021120,0.03769017980636247
20021121,0.016994335221592882
20021122,-0.009010484927916118
20021125,0.014713175731525974
20021126,-0.01775822743564681
20021127,0.03848067672914257
20021128,-0.011978917105893605
20021129,0.016488845780795236
20021202,0.004293893129770909
20021203,-0.004275534441805173
20021204,-0.01844783715012721
20021205,0.006642903434867176
20021206,-0.0032190568163528166
20021209,-0.024220894558372397
20021210,0.010094324011252764
20021211,-0.0067169069462647
20021212,0.009071416790367826
20021213,-0.012258908139915037
20021216,0.0021512493794473286
20021217,-0.004458388375165101
20021218,0.0147619837452313
20021220,0.007682249101013339
20021223,-0.029845904298459014
20021224,-0.019394750041799025
20021226,-0.010400682011935225
20021227,-0.012922122674017933
20021230,-0.016756851108395865
20030102,0.017042428546067745
20030103,0.010647582475126649
20030106,0.03540587219343694
20030107,-0.036363636363636376
20030108,-0.010732213951878178
20030109,-0.013123359580052507
20030110,-0.020567375886524797
20030113,0.03222302679217948
20030114,0.014380918975797963
20030115,-0.024896265560165998
20030116,0.004964539007092261
20030117,-0.03140437544107266
20030120,0.017486338797814138
20030121,-0.011099176512710307
20030122,-0.009775524981897155
20030123,0.012431444241316258
20030124,-0.04550379198266519
20030127,-0.02062050699962159
20030128,0.02491790612323741
20030129,-0.030908405578590314
20030130,0.009334889148191472
20030203,0.018497109826589586
20030204,-0.011729095724555383
20030205,0.00784839203675336
20030206,-0.025830959164292455
20030207,-0.022616494443361224
20030210,0.013564731697586208
20030211,-0.0200747884274749
20030212,0.02872062663185382
20030213,-0.02401405700898085
20030214,0.03280656131226256
20030217,0.03292659306604695
20030218,0.007687980498781277
20030219,-0.020282843319687438
20030220,0.015574548907882235
20030221,0.0
20030224,0.005049560501215744
20030225,-0.020282843319687438
20030226,-0.018043684710351338
20030227,-0.004061895551257244
20030228,-0.011846960574868892
20030303,0.013364779874213806
20030304,-0.023855702094647047
20030305,-0.006755414265845472
20030306,-0.025805161032206425
20030307,-0.005749486652977365
20030310,-0.0014456836018174046
20030311,-0.014064115822130296
20030312,0.004405286343612369
20030313,0.015664160401002603
20030314,-0.013983137980670413
20030317,0.0012513034410843726
20030318,0.008539887523432599
20030319,0.014250309789343163
20030320,0.036041539401344025
20030321,0.018671383647798745
20030324,-0.05132162840054022
20030325,0.016676835468781848
20030326,-0.01640328065613128
20030327,-0.0012202562538132788
20030328,-0.009773976786805139
20030331,-0.019740900678593465
20030401,0.011537654709460776
20030402,0.025508087930319334
20030403,-0.022244691607684497
20030404,0.05377456049638063
20030407,0.014720314033366044
20030408,0.002514506769826008
20030409,-0.019679722168628233
20030410,0.009446959259988175
20030411,0.023981282901150314
20030414,0.025894897182025867
20030415,0.013919821826280598
20030416,0.0036609921288668357
20030417,0.01258435163231808
20030418,-0.002521613832852987
20030421,-0.003611412062116237
20030422,-0.017397607828923523
20030423,-0.012541497602360785
20030424,-0.038289129622712026
20030425,-0.02777238298698781
20030428,0.04454654414702364
20030429,0.028112449799196693
20030430,-0.0013020833333333703
20030502,0.006518904823989535
20030506,0.0090673575129534
20030507,0.0
20030509,0.036126902622409585
20030512,0.0012389380530972716
20030513,-0.037298921689941644
20030514,0.0
20030515,0.006610356224752145
20030516,-0.019336008755928447
20030519,-0.03125
20030520,0.024193548387096753
20030521,-0.005249343832021025
20030522,0.003957783641160839
20030523,0.013140604467805517
20030526,0.013155456735223225
20030527,0.015362106803218811
20030528,-0.002521613832852987
20030529,0.01390393643914778
20030530,0.014959928762243946
20030602,0.0038603263730478954
20030603,-0.002621919244887305
20030604,0.0038555906063793
20030605,-0.011173184357541888
20030609,0.011299435028248483
20030610,0.020775139664804376
20030611,0.00478878057123322
20030612,0.0071489361702128384
20030613,-0.00473212776744969
20030616,0.014433689930378746
20030617,0.0011717442249747911
20030618,0.008192609931449546
20030619,0.011608623548922115
20030620,0.002295081967213175
20030623,-0.0322211318285901
20030624,0.0035490958255872673
20030625,0.007241495453014446
20030626,0.02340745694699886
20030627,-0.012579643849044309
20030630,-0.016379880873593655
20030701,0.02136248948696373
20030702,0.02305665349143604
20030703,-0.014649066323245363
20030704,0.023035451723574685
20030707,0.02012136697540723
20030708,-0.004383218534752653
20030709,-0.009905660377358516
20030710,-0.012228045100841634
20030711,0.01688102893890675
20030714,0.021027667984189646
20030715,-0.007587488386497365
20030716,-0.014198782961460488
20030718,-0.003323836657169954
20030721,-0.014610131808797888
20030722,0.01595487510072524
20030723,-0.014593908629441654
20030724,0.00692208628461044
20030725,0.01678657074340517
20030728,0.013207547169811429
20030729,0.0032588454376163423
20030730,-0.009744779582366636
20030731,0.0043736332396127064
20030801,0.012130637636080799
20030804,-0.002151198524892428
20030805,-0.008777332922697889
20030806,-0.013049557247164834
20030807,0.007712891547300593
20030808,-0.01640112464854737
20030811,0.008893123709702966
20030812,0.0011018416496144656
20030813,0.01210691823899368
20030814,0.012117446015224465
20030818,0.029009976976208662
20030819,-0.006264916467780379
20030820,0.0
20030821,0.021164815370759538
20030822,-0.0030868734381890306
20030825,0.004128575641403787
20030826,0.0010279001468429527
20030827,0.0071879125715124115
20030828,-0.0071366152053597975
20030829,0.0030805339592197
20030901,0.014331675928634047
20030902,0.0
20030903,-0.0040369088811995635
20030904,-0.0010133178922987485
20030905,-0.011157803216925055
20030908,0.007180539273153652
20030909,0.006110868616324705
20030915,-0.01720896601590749
20030916,0.020600353148911177
20030917,-0.005046136101499399
20030918,-0.0010143457469932171
20030919,-0.03162170002901077
20030922,-0.041042540443379294
20030923,0.012183692596063667
20030924,-0.013117283950617287
20030925,-0.01204065676309618
20030926,-0.00775561886672993
20030929,0.0044664220768861895
20030930,-0.011116404637128818
20031001,0.03709651517584711
20031002,0.013161969650046457
20031006,0.005349228182790711
20031007,0.00106415323806619
20031008,-0.01700835231586939
20031009,0.027035377722848697
20031010,0.0285800240673888
20031013,0.014331675928634047
20031014,0.01225490196078427
20031015,-0.016094573422589353
20031016,0.022437753329473065
20031017,-0.01189296333002976
20031020,0.02206619859578729
20031021,-0.004906771344455385
20031022,-0.013806706114398382
20031023,-0.027142857142857135
20031024,0.006167400881057272
20031027,0.007151196730881493
20031028,0.03970439066801923
20031029,-0.0039024390243902474
20031030,0.008814887365328206
20031031,-0.014563106796116498
20031103,0.028712174524982315
20031104,-0.011629497879326878
20031105,0.019518272425249172
20031106,-0.01710794297352347
20031107,0.010636828291200384
20031110,-0.017359212684527114
20031111,-0.0029211295034079487
20031112,0.023577008928571397
20031113,0.010494752623688264
20031114,-0.011329916374426707
20031117,-0.016371077762619368
20031118,0.0040221914008322646
20031119,-0.02237878159966844
20031120,-0.014978098064151513
20031121,0.0011476115334958514
20031124,0.0030090270812437314
20031125,0.0020000000000000018
20031126,0.02195608782435121
20031127,-0.0048828125
20031128,0.024674050189261276
20031201,0.01819674374059388
20031202,-0.012227895726955151
20031203,-0.002856754183104382
20031204,-0.0019099590723056226
20031205,-0.03171131765992341
20031208,0.008893280632411127
20031209,-0.01175318315377083
20031210,0.024918589834348026
20031211,0.00966984390109138
20031212,0.014365850321521378
20031215,-0.005664958187213354
20031216,0.002848616386326608
20031217,-0.018936832138509385
20031218,0.014476768233834258
20031219,-0.0057080728458820396
20031222,0.001913613996719521
20031223,-0.0019099590723056226
20031224,-0.015445598687807593
20031226,-0.0019436345966957758
20031229,0.030324106273473372
20031230,0.019981098960442756
20040102,0.006485771012574526
20040105,0.018542872172540692
20040106,-0.008263395739186552
20040107,0.006379377685197252
20040108,0.012807244501940485
20040109,0.00894111636224304
20040112,0.010634257500949484
20040113,-0.007891770011273946
20040114,0.007954545454545547
20040115,-0.000876863334586031
20040116,0.0036359077231695736
20040119,0.004372267332916957
20040120,-0.0008706467661691031
20040126,0.01917091995518483
20040127,-0.012825210699890066
20040128,-0.0051967334818113775
20040129,-0.0026119402985074203
20040130,-0.01321860581119838
20040202,0.010741817262732267
20040203,-0.021130282570642644
20040204,-0.0026823349086728676
20040205,0.009861680327868827
20040206,0.020545339251743844
20040209,0.009568783397539526
20040210,0.003446578040374293
20040211,0.01386162904808641
20040212,-0.007743496672716232
20040213,0.009511035239604837
20040216,0.005073076458509407
20040217,0.002523735127989424
20040218,-0.010069527691201174
20040219,-0.003511746185517084
20040220,-0.0008506501397497201
20040223,0.0
20040224,-0.011919241060569186
20040225,0.012063023141309692
20040226,-0.013621989783507704
20040227,0.031196054254007288
20040302,0.0
20040303,0.007533181872533712
20040304,0.02171849038689766
20040305,-0.006504820536647693
20040308,-0.022214427686191973
20040309,-0.002511060624177941
20040310,-0.0244545672500599
20040311,0.006881297616121884
20040312,-0.019648523309738875
20040315,-0.009709946470807918
20040316,0.00540540540540535
20040317,0.034258564641160394
20040318,-0.0025386847195357776
20040319,0.0008483820143012633
20040322,-0.029789295228868973
20040323,0.009610584123814325
20040324,0.0008653727283964852
20040325,0.0025938735177866157
20040326,0.005174325489712972
20040329,0.015565633043265192
20040330,-0.0033791938209026817
20040331,-0.0008476628723661506
20040401,0.01187734820021813
20040402,0.010899508923224444
20040406,0.007582938388625671
20040407,0.009054562558795887
20040408,-0.0016315114788486573
20040409,-0.013190148243259037
20040412,0.02744263070735742
20040413,-0.014506101772967961
20040414,-0.002453271028037385
20040416,-0.01897177655463167
20040419,0.012534320162349344
20040420,0.0034190049516622523
20040421,0.015626835859475996
20040422,0.008098102730217382
20040423,0.002409915079182978
20040426,-0.01923297080709785
20040427,-0.003268355316913718
20040428,-0.02482726314556738
20040429,-0.031704095112285335
20040430,-0.0035966761751209386
20040503,0.006223549912870219
20040504,0.00185551707075704
20040506,-0.039757994814174635
20040507,-0.011958338691011927
20040510,-0.0502342529932327
20040511,0.01657988489997253
20040512,0.009704811969268201
20040513,-0.014283807235349055
20040514,-0.04645178764897073
20040517,-0.06092884533446952
20040518,0.053992740471869416
20040519,0.02568517721337349
20040520,0.0029378847229994953
20040521,0.02692146742920909
20040524,-0.010594947025264867
20040525,0.0009610104338275693
20040527,0.029351254971883067
20040528,0.0038640906062625824
20040531,-0.011414919033713833
20040601,-0.001879699248120259
20040602,0.0009416195856872811
20040603,-0.04609595484477891
20040604,0.013102282333051551
20040607,0.0467250730079265
20040608,-0.0019928258270227595
20040609,-0.03700745473908418
20040610,-0.010920652474426307
20040611,-0.05995807127882602
20040614,0.00535236396074934
20040615,0.014788524105294298
20040616,0.00728650539201392
20040617,-0.0020254629629629095
20040618,-0.015656712090461045
20040621,0.007363770250368162
20040622,0.013596491228070162
20040623,0.0
20040624,0.016587335929612035
20040625,0.017167990919409792
20040628,-0.016878225693960136
20040629,0.027383654937571
20040630,0.005938406297472776
20040701,-0.026496430532674364
20040702,-0.01720490762938942
20040705,-0.0071746305065288896
20040706,-0.004046827576239309
20040707,0.009287476418516905
20040708,-0.01754133716750539
20040709,0.008488218937509062
20040712,-0.003192570018865193
20040713,-0.002038142378803287
20040714,-0.014587892049598872
20040715,-0.005329385640266415
20040716,0.005357940169668174
20040719,0.014803849000740277
20040720,0.002042304886943791
20040721,-0.008298151113699248
20040722,-0.0010275983558426516
20040723,-0.021013960323291725
20040726,0.019213449414590134
20040727,0.01899852724594986
20040728,-0.010261598496892566
20040729,-0.012558411214953269
20040730,-0.0032534753031647767
20040802,-0.0105341246290801
20040803,-0.008547008547008517
20040804,0.008620689655172376
20040805,0.008547008547008517
20040806,-0.004162949747249511
20040809,0.013735443415945126
20040810,0.01899852724594986
20040811,-0.009249891602832738
20040812,0.02188183807439814
20040813,0.02041399000713784
20040816,0.0
20040817,-0.014969222160044815
20040818,0.01420252804999289
20040819,0.00392101946506096
20040820,0.005998047147440344
20040823,-0.0009706045479755954
20040824,0.0019430950728660523
20040825,0.0178695110126057
20040826,-0.0009526401741970503
20040827,0.006811061163329191
20040830,-0.014477066702746622
20040831,0.005903349807797831
20040901,0.016514262317455897
20040902,0.012486573576799165
20040903,-0.009415196923484914
20040906,0.005622489959839383
20040907,-0.0037273695420659836
20040908,-0.0018706574024586198
20040909,0.0
20040910,0.027710843373494054
20040913,0.022274325908558046
20040914,-0.007262996941896027
20040915,0.0
20040916,0.011038377615196993
20040917,-0.010917862130252587
20040920,0.010139905018611284
20040921,0.002668360864040764
20040922,-0.030794576099353654
20040923,0.0
20040924,-0.01399058577405854
20040930,0.021747778809176443
20041001,0.0205061648280338
20041004,0.03815337657382689
20041005,-0.006125199068969689
20041006,0.008751386663379712
