,Date,MINMAX_BTC
951,2022-08-08,15000.0
952,2022-08-09,-565000.0
953,2022-08-10,920000.0
954,2022-08-11,-710000.0
955,2022-08-12,515000.0
956,2022-08-13,-79000.0
957,2022-08-14,-467000.0
958,2022-08-15,77000.0
959,2022-08-16,-115000.0
960,2022-08-17,-511000.0
961,2022-08-18,99000.0
962,2022-08-19,-1322000.0
963,2022-08-20,-4000.0
964,2022-08-21,364000.0
965,2022-08-22,89000.0
966,2022-08-23,333000.0
967,2022-08-24,-33000.0
968,2022-08-25,-76000.0
969,2022-08-26,-1160000.0
970,2022-08-27,-174000.0
971,2022-08-28,-582000.0
972,2022-08-29,343000.0
973,2022-08-30,-761000.0
974,2022-08-31,-151000.0
975,2022-09-01,238000.0
976,2022-09-02,-64000.0
977,2022-09-03,-81000.0
978,2022-09-04,225000.0
979,2022-09-05,9000.0
980,2022-09-06,-1016000.0
981,2022-09-07,471000.0
982,2022-09-08,194000.0
983,2022-09-09,976000.0
984,2022-09-10,130000.0
985,2022-09-11,324000.0
986,2022-09-12,420000.0
987,2022-09-13,-2331000.0
988,2022-09-14,-34000.0
989,2022-09-15,-260000.0
990,2022-09-16,8000.0
991,2022-09-17,273000.0
992,2022-09-18,-650000.0
993,2022-09-19,1258000.0
994,2022-09-20,-699000.0
995,2022-09-21,-228000.0
996,2022-09-22,567000.0
997,2022-09-23,93000.0
998,2022-09-24,-57000.0
999,2022-09-25,-307000.0
1000,2022-09-26,472000.0
1001,2022-09-27,-1351000.0
1002,2022-09-28,751000.0
1003,2022-09-29,200000.0
1004,2022-09-30,-76000.0
1005,2022-10-01,62000.0
1006,2022-10-02,-140000.0
1007,2022-10-03,446000.0
1008,2022-10-04,441000.0
1009,2022-10-05,-16000.0
1010,2022-10-06,-193000.0
1011,2022-10-07,-533000.0
1012,2022-10-08,-93000.0
1013,2022-10-09,-41000.0
1014,2022-10-10,-300000.0
1015,2022-10-11,-76000.0
1016,2022-10-12,81000.0
1017,2022-10-13,537000.0
1018,2022-10-14,-574000.0
1019,2022-10-15,-71000.0
1020,2022-10-16,155000.0
1021,2022-10-17,371000.0
1022,2022-10-18,-214000.0
1023,2022-10-19,72000.0
1024,2022-10-20,-44000.0
1025,2022-10-21,58000.0
1026,2022-10-22,46000.0
1027,2022-10-23,415000.0
1028,2022-10-24,17000.0
1029,2022-10-25,838000.0
1030,2022-10-26,408000.0
1031,2022-10-27,-326000.0
1032,2022-10-28,426000.0
1033,2022-10-29,-10000.0
1034,2022-10-30,-297000.0
1035,2022-10-31,-1000.0
1036,2022-11-01,-58000.0
1037,2022-11-02,-115000.0
1038,2022-11-03,-20000.0
1039,2022-11-04,417000.0
1040,2022-11-05,-5000.0
1041,2022-11-06,-166000.0
1042,2022-11-07,-208000.0
1043,2022-11-08,-1236000.0
1044,2022-11-09,-2944000.0
1045,2022-11-10,834000.0
1046,2022-11-11,-380000.0
1047,2022-11-12,82000.0
1048,2022-11-13,-493000.0
1049,2022-11-14,-127000.0
1050,2022-11-15,93000.0
1051,2022-11-16,-42000.0
1052,2022-11-17,193000.0
1053,2022-11-18,29000.0
1054,2022-11-19,109000.0
1055,2022-11-20,-261000.0
1056,2022-11-21,-282000.0
1057,2022-11-22,461000.0
1058,2022-11-23,186000.0
1059,2022-11-24,-197000.0
1060,2022-11-25,165000.0
1061,2022-11-26,-41000.0
1062,2022-11-27,-66000.0
1063,2022-11-28,-45000.0
1064,2022-11-29,-55000.0
1065,2022-11-30,370000.0
1066,2022-12-01,-81000.0
1067,2022-12-02,134000.0
1068,2022-12-03,78000.0
1069,2022-12-04,13000.0
1070,2022-12-05,-282000.0
1071,2022-12-06,12000.0
1072,2022-12-07,85000.0
1073,2022-12-08,365000.0
1074,2022-12-09,52000.0
1075,2022-12-10,-61000.0
1076,2022-12-11,-68000.0
1077,2022-12-12,336000.0
1078,2022-12-13,553000.0
1079,2022-12-14,7000.0
1080,2022-12-15,-313000.0
1081,2022-12-16,-703000.0
1082,2022-12-17,125000.0
1083,2022-12-18,7000.0
1084,2022-12-19,-444000.0
1085,2022-12-20,86000.0
1086,2022-12-21,-1000.0
1087,2022-12-22,83000.0
1088,2022-12-23,38000.0
1089,2022-12-24,8000.0
1090,2022-12-25,-68000.0
1091,2022-12-26,51000.0
1092,2022-12-27,-207000.0
1093,2022-12-28,-87000.0
1094,2022-12-29,218000.0
1095,2022-12-30,260000.0
1096,2022-12-31,64000.0
1097,2023-01-01,47000.0
1098,2023-01-02,-94000.0
1099,2023-01-03,49000.0
1100,2023-01-04,38000.0
1101,2023-01-05,48000.0
1102,2023-01-06,150000.0
1103,2023-01-07,58000.0
1104,2023-01-08,167000.0
1105,2023-01-09,-25000.0
1106,2023-01-10,222000.0
1107,2023-01-11,538000.0
1108,2023-01-12,796000.0
1109,2023-01-13,1240000.0
1110,2023-01-14,-119000.0
1111,2023-01-15,229000.0
1112,2023-01-16,247000.0
1113,2023-01-17,89000.0
1114,2023-01-18,-696000.0
1115,2023-01-19,336000.0
1116,2023-01-20,1800000.0
1117,2023-01-21,258000.0
1118,2023-01-22,-227000.0
1119,2023-01-23,216000.0
1120,2023-01-24,-492000.0
1121,2023-01-25,341000.0
1122,2023-01-26,133000.0
1123,2023-01-27,141000.0
1124,2023-01-28,159000.0
1125,2023-01-29,466000.0
1126,2023-01-30,-817000.0
1127,2023-01-31,520000.0
1128,2023-02-01,718000.0
1129,2023-02-02,-74000.0
1130,2023-02-03,-38000.0
1131,2023-02-04,-19000.0
1132,2023-02-05,-444000.0
1133,2023-02-06,405000.0
1134,2023-02-07,270000.0
1135,2023-02-08,-56000.0
1136,2023-02-09,-750000.0
1137,2023-02-10,34000.0
1138,2023-02-11,261000.0
1139,2023-02-12,31000.0
1140,2023-02-13,47000.0
1141,2023-02-14,638000.0
1142,2023-02-15,2479000.0
1143,2023-02-16,-1048000.0
1144,2023-02-17,848000.0
1145,2023-02-18,23000.0
1146,2023-02-19,-396000.0
1147,2023-02-20,347000.0
1148,2023-02-21,-493000.0
1149,2023-02-22,401000.0
1150,2023-02-23,-364000.0
1151,2023-02-24,-160000.0
1152,2023-02-25,383000.0
1153,2023-02-26,475000.0
1154,2023-02-27,68000.0
1155,2023-02-28,-69000.0
1156,2023-03-01,-257000.0
1157,2023-03-02,228000.0
1158,2023-03-03,-80000.0
1159,2023-03-04,49000.0
1160,2023-03-05,110000.0
1161,2023-03-06,-25000.0
1162,2023-03-07,-216000.0
1163,2023-03-08,-236000.0
1164,2023-03-09,-1416000.0
1165,2023-03-10,361000.0
1166,2023-03-11,421000.0
1167,2023-03-12,1900000.0
1168,2023-03-13,2156000.0
1169,2023-03-14,572000.0
1170,2023-03-15,-31000.0
1171,2023-03-16,530000.0
1172,2023-03-17,1628000.0
1173,2023-03-18,-534000.0
1174,2023-03-19,1412000.0
1175,2023-03-20,249000.0
1176,2023-03-21,218000.0
1177,2023-03-22,-1050000.0
1178,2023-03-23,993000.0
1179,2023-03-24,-466000.0
1180,2023-03-25,52000.0
1181,2023-03-26,435000.0
1182,2023-03-27,-916000.0
1183,2023-03-28,196000.0
1184,2023-03-29,425000.0
1185,2023-03-30,-764000.0
1186,2023-03-31,710000.0
1187,2023-04-01,62000.0
1188,2023-04-02,-240000.0
1189,2023-04-03,-224000.0
1190,2023-04-04,72000.0
1191,2023-04-05,-223000.0
1192,2023-04-06,7000.0
1193,2023-04-07,-46000.0
1194,2023-04-08,-50000.0
1195,2023-04-09,295000.0
1196,2023-04-10,1756000.0
1197,2023-04-11,431000.0
1198,2023-04-12,-217000.0
1199,2023-04-13,239000.0
1200,2023-04-14,-422000.0
1201,2023-04-15,-32000.0
1202,2023-04-16,-122000.0
1203,2023-04-17,-431000.0
1204,2023-04-18,637000.0
1205,2023-04-19,-1241000.0
1206,2023-04-20,-584000.0
1207,2023-04-21,-638000.0
1208,2023-04-22,758000.0
1209,2023-04-23,20000.0
1210,2023-04-24,17000.0
1211,2023-04-25,1395000.0
1212,2023-04-26,229000.0
1213,2023-04-27,676000.0
1214,2023-04-28,-212000.0
1215,2023-04-29,-22000.0
1216,2023-04-30,127000.0
1217,2023-05-01,-712000.0
1218,2023-05-02,711000.0
1219,2023-05-03,364000.0
1220,2023-05-04,-252000.0
1221,2023-05-05,262000.0
1222,2023-05-06,-494000.0
1223,2023-05-07,-461000.0
1224,2023-05-08,-451000.0
1225,2023-05-09,90000.0
1226,2023-05-10,85000.0
1227,2023-05-11,-586000.0
1228,2023-05-12,742000.0
1229,2023-05-13,154000.0
1230,2023-05-14,32000.0
1231,2023-05-15,-346000.0
1232,2023-05-16,-169000.0
1233,2023-05-17,389000.0
1234,2023-05-18,-388000.0
1235,2023-05-19,-96000.0
1236,2023-05-20,299000.0
1237,2023-05-21,-341000.0
1238,2023-05-22,-45000.0
1239,2023-05-23,28000.0
1240,2023-05-24,-389000.0
1241,2023-05-25,410000.0
1242,2023-05-26,389000.0
1243,2023-05-27,-9000.0
1244,2023-05-28,1066000.0
1245,2023-05-29,-223000.0
1246,2023-05-30,-117000.0
1247,2023-05-31,76000.0
1248,2023-06-01,-197000.0
1249,2023-06-02,108000.0
1250,2023-06-03,-17000.0
1251,2023-06-04,1000.0
1252,2023-06-05,-1254000.0
1253,2023-06-06,1571000.0
1254,2023-06-07,-553000.0
1255,2023-06-08,-40000.0
1256,2023-06-09,-59000.0
1257,2023-06-10,258000.0
1258,2023-06-11,108000.0
1259,2023-06-12,-37000.0
1260,2023-06-13,-168000.0
1261,2023-06-14,-855000.0
1262,2023-06-15,768000.0
1263,2023-06-16,1040000.0
1264,2023-06-17,-137000.0
1265,2023-06-18,-368000.0
1266,2023-06-19,563000.0
1267,2023-06-20,1788000.0
1268,2023-06-21,1274000.0
1269,2023-06-22,-231000.0
1270,2023-06-23,1201000.0
1271,2023-06-24,-57000.0
1272,2023-06-25,-545000.0
1273,2023-06-26,-15000.0
1274,2023-06-27,432000.0
1275,2023-06-28,-177000.0
1276,2023-06-29,141000.0
1277,2023-06-30,-298000.0
1278,2023-07-01,205000.0
1279,2023-07-02,156000.0
1280,2023-07-03,528000.0
1281,2023-07-04,-279000.0
1282,2023-07-05,-190000.0
1283,2023-07-06,-805000.0
1284,2023-07-07,261000.0
1285,2023-07-08,103000.0
1286,2023-07-09,-164000.0
1287,2023-07-10,306000.0
1288,2023-07-11,52000.0
1289,2023-07-12,-434000.0
1290,2023-07-13,523000.0
1291,2023-07-14,-754000.0
1292,2023-07-15,37000.0
1293,2023-07-16,62000.0
1294,2023-07-17,-125000.0
1295,2023-07-18,-100000.0
1296,2023-07-19,-202000.0
1297,2023-07-20,-160000.0
1298,2023-07-21,287000.0
1299,2023-07-22,74000.0
1300,2023-07-23,296000.0
1301,2023-07-24,-707000.0
1302,2023-07-25,211000.0
1303,2023-07-26,168000.0
1304,2023-07-27,-298000.0
1305,2023-07-28,132000.0
1306,2023-07-29,-20000.0
1307,2023-07-30,56000.0
1308,2023-07-31,-50000.0
1309,2023-08-01,1052000.0
1310,2023-08-02,-418000.0
1311,2023-08-03,209000.0
1312,2023-08-04,-68000.0
1313,2023-08-05,73000.0
1314,2023-08-06,38000.0
1315,2023-08-07,125000.0
1316,2023-08-08,650000.0
1317,2023-08-09,-187000.0
1318,2023-08-10,-63000.0
1319,2023-08-11,148000.0
1320,2023-08-12,22000.0
1321,2023-08-13,-149000.0
1322,2023-08-14,117000.0
1323,2023-08-15,-72000.0
1324,2023-08-16,-436000.0
1325,2023-08-17,-2298000.0
1326,2023-08-18,-467000.0
1327,2023-08-19,479000.0
1328,2023-08-20,57000.0
1329,2023-08-21,183000.0
1330,2023-08-22,40000.0
1331,2023-08-23,268000.0
1332,2023-08-24,-227000.0
1333,2023-08-25,148000.0
1334,2023-08-26,-35000.0
1335,2023-08-27,-1000.0
1336,2023-08-28,212000.0
1337,2023-08-29,2317000.0
1338,2023-08-30,-75000.0
1339,2023-08-31,-1486000.0
1340,2023-09-01,70000.0
1341,2023-09-02,-168000.0
1342,2023-09-03,110000.0
1343,2023-09-04,-204000.0
1344,2023-09-05,121000.0
1345,2023-09-06,18000.0
1346,2023-09-07,683000.0
1347,2023-09-08,-443000.0
1348,2023-09-09,33000.0
1349,2023-09-10,-93000.0
1350,2023-09-11,-769000.0
1351,2023-09-12,176000.0
1352,2023-09-13,217000.0
1353,2023-09-14,349000.0
1354,2023-09-15,145000.0
1355,2023-09-16,161000.0
1356,2023-09-17,30000.0
1357,2023-09-18,40000.0
1358,2023-09-19,465000.0
1359,2023-09-20,69000.0
1360,2023-09-21,-570000.0
1361,2023-09-22,11000.0
1362,2023-09-23,34000.0
1363,2023-09-24,-389000.0
1364,2023-09-25,135000.0
1365,2023-09-26,-103000.0
1366,2023-09-27,258000.0
1367,2023-09-28,526000.0
1368,2023-09-29,-247000.0
1369,2023-09-30,97000.0
1370,2023-10-01,1053000.0
1371,2023-10-02,-819000.0
1372,2023-10-03,-453000.0
1373,2023-10-04,260000.0
1374,2023-10-05,-100000.0
1375,2023-10-06,472000.0
1376,2023-10-07,48000.0
1377,2023-10-08,32000.0
1378,2023-10-09,-324000.0
1379,2023-10-10,-403000.0
1380,2023-10-11,-174000.0
1381,2023-10-12,152000.0
1382,2023-10-13,21000.0
1383,2023-10-14,-183000.0
1384,2023-10-15,303000.0
1385,2023-10-16,722000.0
1386,2023-10-17,373000.0
1387,2023-10-18,-192000.0
1388,2023-10-19,347000.0
1389,2023-10-20,627000.0
1390,2023-10-21,133000.0
1391,2023-10-22,-41000.0
1392,2023-10-23,2865000.0
1393,2023-10-24,699000.0
1394,2023-10-25,637000.0
