Date,Price,Open,High,Low,High-low,Change %
12/31/2020,640.50 ,640.00 ,644.50 ,632.50 ,12.00 ,(0.00)
12/30/2020,640.75 ,620.00 ,643.50 ,614.00 ,29.50 ,0.04 
12/29/2020,618.50 ,614.25 ,623.25 ,611.50 ,11.75 ,0.01 
12/28/2020,614.25 ,627.00 ,631.50 ,607.00 ,24.50 ,(0.02)
12/25/2020,627.10 ,627.10 ,627.10 ,627.10 ,0.00 ,0.00 
12/24/2020,627.00 ,631.00 ,633.75 ,623.50 ,10.25 ,(0.00)
12/23/2020,629.75 ,615.25 ,633.75 ,610.50 ,23.25 ,0.02 
12/22/2020,617.00 ,615.50 ,619.75 ,603.00 ,16.75 ,0.01 
12/21/2020,611.25 ,610.25 ,615.25 ,596.50 ,18.75 ,0.00 
12/18/2020,608.25 ,611.50 ,614.75 ,604.50 ,10.25 ,(0.00)
12/17/2020,608.75 ,599.75 ,610.00 ,598.50 ,11.50 ,0.02 
12/16/2020,598.50 ,602.25 ,607.75 ,589.75 ,18.00 ,(0.00)
12/15/2020,599.75 ,597.25 ,605.75 ,594.25 ,11.50 ,0.01 
12/14/2020,593.50 ,615.50 ,615.50 ,615.50 ,0.00 ,(0.02)
12/11/2020,608.25 ,598.12 ,619.12 ,590.25 ,28.87 ,0.03 
12/10/2020,590.25 ,590.00 ,592.50 ,587.00 ,5.50 ,0.02 
12/09/2020,577.00 ,568.50 ,581.00 ,568.50 ,12.50 ,0.02 
12/08/2020,563.75 ,566.75 ,574.00 ,566.75 ,7.25 ,(0.01)
12/07/2020,571.25 ,560.00 ,575.75 ,560.00 ,15.75 ,0.01 
12/04/2020,566.50 ,563.75 ,564.75 ,563.75 ,1.00 ,(0.01)
12/03/2020,571.75 ,573.50 ,576.00 ,568.00 ,8.00 ,(0.01)
12/02/2020,578.00 ,565.50 ,578.75 ,565.50 ,13.25 ,0.02 
12/01/2020,565.50 ,580.75 ,580.75 ,563.50 ,17.25 ,(0.03)
11/30/2020,580.25 ,599.50 ,600.00 ,579.50 ,20.50 ,(0.03)
11/27/2020,596.50 ,592.25 ,600.25 ,589.25 ,11.00 ,0.01 
11/26/2020,587.88 ,587.75 ,587.88 ,587.62 ,0.26 ,(0.00)
11/25/2020,588.25 ,612.75 ,616.50 ,587.00 ,29.50 ,(0.04)
11/24/2020,611.25 ,599.50 ,612.25 ,594.00 ,18.25 ,0.02 
11/23/2020,598.75 ,596.00 ,604.75 ,595.75 ,9.00 ,0.01 
11/20/2020,593.25 ,590.00 ,598.25 ,590.00 ,8.25 ,0.00 
11/19/2020,591.75 ,598.75 ,600.25 ,589.75 ,10.50 ,(0.01)
11/18/2020,597.75 ,595.75 ,604.25 ,592.50 ,11.75 ,0.00 
11/17/2020,595.25 ,598.00 ,603.25 ,592.50 ,10.75 ,(0.00)
11/16/2020,598.00 ,593.75 ,601.00 ,586.00 ,15.00 ,0.01 
11/13/2020,593.50 ,586.25 ,596.25 ,580.25 ,16.00 ,0.01 
11/12/2020,588.25 ,596.25 ,598.75 ,587.00 ,11.75 ,(0.02)
11/11/2020,598.00 ,607.00 ,613.50 ,595.50 ,18.00 ,(0.02)
11/10/2020,608.50 ,597.25 ,613.00 ,594.00 ,19.00 ,0.02 
11/09/2020,597.50 ,602.25 ,607.00 ,595.00 ,12.00 ,(0.01)
11/06/2020,602.00 ,607.75 ,615.75 ,601.75 ,14.00 ,(0.01)
11/05/2020,609.25 ,606.50 ,626.25 ,606.00 ,20.25 ,0.01 
11/04/2020,606.00 ,607.75 ,610.50 ,597.75 ,12.75 ,(0.00)
11/03/2020,608.00 ,607.00 ,616.50 ,604.00 ,12.50 ,0.00 
11/02/2020,607.50 ,593.25 ,609.50 ,591.00 ,18.50 ,0.02 
10/30/2020,598.50 ,602.00 ,607.25 ,595.25 ,12.00 ,(0.01)
10/29/2020,603.75 ,609.75 ,611.25 ,598.50 ,12.75 ,(0.01)
10/28/2020,608.75 ,614.50 ,614.50 ,600.75 ,13.75 ,(0.01)
10/27/2020,615.75 ,618.75 ,627.00 ,614.75 ,12.25 ,(0.01)
10/26/2020,620.00 ,632.75 ,633.00 ,616.00 ,17.00 ,(0.02)
10/23/2020,632.75 ,623.00 ,635.50 ,619.50 ,16.00 ,0.02 
10/22/2020,622.75 ,628.50 ,632.25 ,621.25 ,11.00 ,(0.01)
10/21/2020,629.75 ,634.50 ,637.50 ,628.75 ,8.75 ,(0.00)
10/20/2020,632.00 ,628.50 ,638.25 ,623.50 ,14.75 ,0.01 
10/19/2020,627.00 ,631.00 ,636.75 ,620.25 ,16.50 ,0.00 
10/16/2020,625.25 ,618.50 ,630.75 ,615.50 ,15.25 ,0.01 
10/15/2020,618.25 ,596.75 ,619.50 ,596.50 ,23.00 ,0.04 
10/14/2020,596.75 ,594.75 ,600.25 ,587.25 ,13.00 ,0.00 
10/13/2020,594.00 ,596.25 ,604.25 ,590.75 ,13.50 ,(0.00)
10/12/2020,594.25 ,592.50 ,599.00 ,587.00 ,12.00 ,0.00 
10/09/2020,593.75 ,594.00 ,606.75 ,588.75 ,18.00 ,(0.00)
10/08/2020,595.25 ,608.75 ,616.75 ,593.25 ,23.50 ,(0.02)
10/07/2020,607.50 ,591.25 ,611.50 ,588.50 ,23.00 ,0.02 
10/06/2020,592.75 ,585.00 ,601.75 ,579.75 ,22.00 ,0.01 
10/05/2020,584.25 ,574.50 ,587.75 ,573.00 ,14.75 ,0.02 
10/02/2020,573.25 ,569.25 ,576.50 ,561.25 ,15.25 ,0.01 
10/01/2020,570.25 ,574.00 ,584.00 ,568.50 ,15.50 ,(0.01)
09/30/2020,578.00 ,548.75 ,587.00 ,547.00 ,40.00 ,0.05 
09/29/2020,549.50 ,551.00 ,553.25 ,546.00 ,7.25 ,(0.00)
09/28/2020,550.25 ,545.25 ,551.75 ,537.75 ,14.00 ,0.01 
09/25/2020,544.25 ,552.25 ,552.50 ,543.75 ,8.75 ,(0.01)
09/24/2020,549.75 ,548.00 ,554.25 ,541.00 ,13.25 ,0.00 
09/23/2020,549.00 ,558.50 ,560.25 ,547.25 ,13.00 ,(0.02)
09/22/2020,558.00 ,553.50 ,567.00 ,550.25 ,16.75 ,0.01 
09/21/2020,554.75 ,576.50 ,578.25 ,550.50 ,27.75 ,(0.04)
09/18/2020,575.00 ,555.75 ,578.00 ,555.50 ,22.50 ,0.03 
09/17/2020,556.25 ,542.00 ,557.25 ,537.25 ,20.00 ,0.03 
09/16/2020,542.00 ,535.50 ,543.00 ,533.25 ,9.75 ,0.01 
09/15/2020,538.25 ,546.00 ,547.00 ,533.75 ,13.25 ,(0.02)
09/14/2020,548.50 ,525.00 ,549.25 ,525.00 ,24.25 ,0.03 
09/11/2020,533.75 ,543.00 ,543.00 ,535.50 ,7.50 ,(0.01)
09/10/2020,540.00 ,544.75 ,548.50 ,539.50 ,9.00 ,0.01 
09/09/2020,534.00 ,533.50 ,536.50 ,533.25 ,3.25 ,0.00 
09/08/2020,533.25 ,536.25 ,539.50 ,533.50 ,6.00 ,(0.01)
09/04/2020,539.75 ,542.00 ,544.00 ,539.00 ,5.00 ,(0.01)
09/03/2020,543.25 ,550.25 ,550.25 ,542.50 ,7.75 ,(0.01)
09/02/2020,547.75 ,554.50 ,554.50 ,545.00 ,9.50 ,(0.01)
09/01/2020,555.75 ,542.50 ,559.25 ,539.25 ,20.00 ,0.02 
08/31/2020,544.25 ,539.25 ,551.75 ,538.00 ,13.75 ,0.01 
08/28/2020,539.25 ,543.00 ,547.25 ,536.75 ,10.50 ,(0.01)
08/27/2020,542.50 ,531.75 ,543.75 ,531.00 ,12.75 ,0.02 
08/26/2020,532.00 ,527.00 ,532.75 ,523.25 ,9.50 ,0.01 
08/25/2020,527.25 ,521.25 ,533.75 ,520.75 ,13.00 ,0.01 
08/24/2020,520.75 ,527.75 ,533.25 ,516.50 ,16.75 ,(0.01)
08/21/2020,527.25 ,520.00 ,527.75 ,515.00 ,12.75 ,0.01 
08/20/2020,519.50 ,511.75 ,520.25 ,506.50 ,13.75 ,0.01 
08/19/2020,512.00 ,507.25 ,514.25 ,506.25 ,8.00 ,0.01 
08/18/2020,507.50 ,516.25 ,517.50 ,503.00 ,14.50 ,(0.02)
08/17/2020,516.50 ,500.50 ,517.50 ,500.00 ,17.50 ,0.03 
08/14/2020,500.00 ,495.50 ,507.75 ,493.50 ,14.25 ,0.01 
08/13/2020,496.75 ,490.00 ,500.75 ,489.00 ,11.75 ,0.01 
08/12/2020,491.25 ,495.75 ,498.00 ,488.00 ,10.00 ,(0.01)
08/11/2020,495.00 ,491.00 ,498.75 ,490.50 ,8.25 ,0.01 
08/10/2020,491.00 ,495.25 ,497.25 ,490.00 ,7.25 ,(0.01)
08/07/2020,495.50 ,501.25 ,503.75 ,490.50 ,13.25 ,(0.01)
08/06/2020,501.25 ,510.75 ,515.00 ,500.75 ,14.25 ,(0.02)
08/05/2020,510.75 ,508.25 ,512.75 ,506.00 ,6.75 ,0.00 
08/04/2020,508.25 ,521.00 ,521.25 ,507.75 ,13.50 ,(0.02)
08/03/2020,521.00 ,527.00 ,528.25 ,517.00 ,11.25 ,(0.02)
07/31/2020,531.25 ,528.50 ,535.25 ,528.50 ,6.75 ,0.00 
07/30/2020,529.50 ,531.75 ,534.50 ,525.00 ,9.50 ,(0.01)
07/29/2020,532.75 ,523.50 ,533.25 ,523.50 ,9.75 ,0.02 
07/28/2020,523.50 ,526.50 ,529.75 ,519.25 ,10.50 ,(0.01)
07/27/2020,527.75 ,538.75 ,539.00 ,526.25 ,12.75 ,(0.02)
07/24/2020,539.50 ,530.75 ,544.00 ,530.00 ,14.00 ,0.02 
07/23/2020,529.50 ,534.75 ,536.00 ,527.00 ,9.00 ,(0.01)
07/22/2020,534.50 ,525.75 ,540.25 ,523.75 ,16.50 ,0.01 
07/21/2020,527.75 ,520.50 ,531.50 ,518.50 ,13.00 ,0.01 
07/20/2020,522.00 ,535.00 ,535.25 ,517.00 ,18.25 ,(0.02)
07/17/2020,534.75 ,535.75 ,540.00 ,530.75 ,9.25 ,(0.00)
07/16/2020,535.25 ,550.00 ,551.50 ,534.00 ,17.50 ,(0.03)
07/15/2020,550.75 ,527.00 ,551.75 ,526.75 ,25.00 ,0.05 
07/14/2020,524.75 ,524.00 ,533.38 ,522.88 ,10.50 ,0.00 
07/13/2020,524.75 ,536.00 ,536.00 ,528.00 ,8.00 ,(0.02)
07/10/2020,535.75 ,536.75 ,543.00 ,536.75 ,6.25 ,0.02 
07/09/2020,526.25 ,530.00 ,537.75 ,520.75 ,17.00 ,0.02 
07/08/2020,517.50 ,495.25 ,517.38 ,494.75 ,22.63 ,0.05 
07/07/2020,492.25 ,492.75 ,495.00 ,491.50 ,3.50 ,0.01 
07/06/2020,489.50 ,489.00 ,489.25 ,485.75 ,3.50 ,(0.00)
07/02/2020,490.00 ,498.25 ,499.00 ,486.50 ,12.50 ,(0.02)
07/01/2020,498.75 ,489.75 ,498.75 ,489.75 ,9.00 ,0.02 
06/30/2020,490.00 ,483.75 ,495.50 ,478.50 ,17.00 ,0.01 
06/29/2020,485.50 ,473.50 ,488.75 ,473.00 ,15.75 ,0.02 
06/26/2020,474.00 ,486.50 ,487.00 ,468.25 ,18.75 ,(0.03)
06/25/2020,486.75 ,480.00 ,489.25 ,478.75 ,10.50 ,0.01 
06/24/2020,481.25 ,486.75 ,488.00 ,480.00 ,8.00 ,(0.01)
06/23/2020,486.00 ,485.25 ,488.75 ,479.25 ,9.50 ,0.00 
06/22/2020,485.00 ,480.50 ,486.00 ,477.75 ,8.25 ,0.01 
06/19/2020,481.25 ,482.75 ,485.50 ,476.00 ,9.50 ,(0.00)
06/18/2020,483.50 ,488.50 ,492.00 ,480.50 ,11.50 ,(0.01)
06/17/2020,488.75 ,494.50 ,495.75 ,487.25 ,8.50 ,(0.01)
06/16/2020,496.00 ,506.50 ,507.25 ,491.00 ,16.25 ,(0.02)
06/15/2020,504.75 ,499.75 ,505.50 ,497.50 ,8.00 ,0.01 
06/12/2020,502.00 ,499.00 ,504.75 ,495.25 ,9.50 ,0.01 
06/11/2020,499.25 ,508.75 ,509.00 ,498.50 ,10.50 ,(0.01)
06/10/2020,506.25 ,505.00 ,509.25 ,502.50 ,6.75 ,0.00 
06/09/2020,504.50 ,512.00 ,514.00 ,500.75 ,13.25 ,(0.01)
06/08/2020,511.50 ,517.00 ,517.75 ,508.50 ,9.25 ,(0.01)
06/05/2020,515.25 ,526.75 ,527.75 ,513.25 ,14.50 ,(0.02)
06/04/2020,523.75 ,512.25 ,529.00 ,512.00 ,17.00 ,0.02 
06/03/2020,512.00 ,509.75 ,515.50 ,506.50 ,9.00 ,0.01 
06/02/2020,508.00 ,517.00 ,517.25 ,506.75 ,10.50 ,(0.01)
06/01/2020,515.25 ,520.00 ,520.75 ,511.50 ,9.25 ,(0.01)
05/29/2020,520.75 ,513.50 ,522.25 ,511.75 ,10.50 ,0.01 
05/28/2020,514.50 ,505.25 ,518.75 ,503.75 ,15.00 ,0.02 
05/27/2020,504.50 ,507.75 ,511.75 ,501.25 ,10.50 ,(0.00)
05/26/2020,506.75 ,504.25 ,512.25 ,504.25 ,8.00 ,0.00 
05/25/2020,504.88 ,504.88 ,504.88 ,504.88 ,0.00 ,(0.01)
05/24/2020,508.12 ,508.25 ,508.25 ,508.12 ,0.13 ,(0.00)
05/22/2020,508.75 ,515.00 ,516.25 ,503.25 ,13.00 ,(0.01)
05/21/2020,516.00 ,515.00 ,524.00 ,512.00 ,12.00 ,0.00 
05/20/2020,513.75 ,499.50 ,517.75 ,496.00 ,21.75 ,0.03 
05/19/2020,498.75 ,496.75 ,501.50 ,496.25 ,5.25 ,0.00 
05/18/2020,497.00 ,501.50 ,502.75 ,493.75 ,9.00 ,(0.01)
05/15/2020,500.25 ,502.50 ,508.00 ,497.50 ,10.50 ,(0.02)
05/14/2020,510.50 ,500.12 ,506.00 ,496.88 ,9.12 ,0.00 
05/13/2020,510.50 ,513.38 ,513.50 ,500.38 ,13.12 ,(0.02)
05/12/2020,521.75 ,517.62 ,518.12 ,507.88 ,10.24 ,(0.01)
05/11/2020,524.75 ,537.75 ,537.75 ,529.00 ,8.75 ,(0.01)
05/08/2020,529.50 ,533.00 ,533.00 ,533.00 ,0.00 ,0.00 
05/07/2020,529.00 ,531.00 ,531.00 ,531.00 ,0.00 ,0.01 
05/06/2020,524.75 ,521.25 ,524.00 ,521.25 ,2.75 ,(0.00)
05/05/2020,525.50 ,519.00 ,527.00 ,519.00 ,8.00 ,0.00 
05/04/2020,524.25 ,516.00 ,526.75 ,516.00 ,10.75 ,0.01 
05/01/2020,521.50 ,528.75 ,528.75 ,520.50 ,8.25 ,(0.02)
04/30/2020,529.75 ,517.00 ,527.50 ,511.00 ,16.50 ,0.02 
04/29/2020,519.50 ,525.00 ,525.00 ,512.75 ,12.25 ,(0.01)
04/28/2020,526.75 ,523.00 ,528.00 ,517.25 ,10.75 ,0.01 
04/27/2020,521.00 ,529.50 ,530.00 ,518.25 ,11.75 ,(0.01)
04/24/2020,526.75 ,549.25 ,550.75 ,526.00 ,24.75 ,(0.04)
04/23/2020,547.00 ,542.00 ,551.50 ,538.50 ,13.00 ,0.01 
04/22/2020,543.00 ,547.75 ,549.75 ,538.00 ,11.75 ,(0.01)
04/21/2020,546.75 ,551.50 ,557.00 ,541.75 ,15.25 ,(0.00)
04/20/2020,548.75 ,536.00 ,562.00 ,535.25 ,26.75 ,0.03 
04/17/2020,533.50 ,528.50 ,536.00 ,524.50 ,11.50 ,0.01 
04/16/2020,529.75 ,538.75 ,545.25 ,528.00 ,17.25 ,(0.02)
04/15/2020,540.25 ,546.50 ,548.75 ,529.75 ,19.00 ,(0.02)
04/14/2020,548.75 ,555.75 ,556.75 ,546.00 ,10.75 ,(0.01)
04/13/2020,555.00 ,560.75 ,564.50 ,552.50 ,12.00 ,(0.01)
04/10/2020,558.25 ,558.25 ,558.25 ,558.25 ,0.00 ,0.00 
04/09/2020,556.50 ,549.25 ,558.75 ,546.75 ,12.00 ,0.02 
04/08/2020,548.25 ,551.00 ,554.50 ,545.00 ,9.50 ,(0.00)
04/07/2020,549.25 ,555.25 ,555.75 ,545.25 ,10.50 ,(0.01)
04/06/2020,555.75 ,550.00 ,561.75 ,549.75 ,12.00 ,0.01 
04/03/2020,549.25 ,541.75 ,556.50 ,541.50 ,15.00 ,0.01 
04/02/2020,541.75 ,550.25 ,553.25 ,538.25 ,15.00 ,(0.02)
04/01/2020,550.25 ,567.25 ,571.75 ,546.50 ,25.25 ,(0.03)
03/31/2020,568.75 ,569.75 ,575.25 ,564.25 ,11.00 ,(0.00)
03/30/2020,569.50 ,572.25 ,580.75 ,562.75 ,18.00 ,(0.00)
03/27/2020,571.25 ,569.50 ,587.00 ,563.50 ,23.50 ,0.00 
03/26/2020,569.00 ,579.50 ,583.00 ,564.50 ,18.50 ,(0.02)
03/25/2020,580.00 ,560.00 ,583.25 ,556.75 ,26.50 ,0.03 
03/24/2020,561.50 ,560.50 ,562.50 ,549.75 ,12.75 ,(0.00)
03/23/2020,562.50 ,539.50 ,563.25 ,537.25 ,26.00 ,0.04 
03/20/2020,539.25 ,534.50 ,547.00 ,533.00 ,14.00 ,0.01 
03/19/2020,535.00 ,508.50 ,540.50 ,508.50 ,32.00 ,0.05 
03/18/2020,508.25 ,500.75 ,512.00 ,494.50 ,17.50 ,0.02 
03/17/2020,499.25 ,496.25 ,506.50 ,494.50 ,12.00 ,0.00 
03/16/2020,498.00 ,503.00 ,507.25 ,491.75 ,15.50 ,(0.03)
03/13/2020,514.75 ,509.75 ,509.75 ,506.50 ,3.25 ,0.01 
03/12/2020,508.25 ,506.75 ,508.75 ,506.75 ,2.00 ,(0.02)
03/11/2020,517.25 ,527.25 ,527.50 ,521.00 ,6.50 ,(0.02)
03/10/2020,526.75 ,524.25 ,524.25 ,519.25 ,5.00 ,0.01 
03/09/2020,522.25 ,516.00 ,524.00 ,513.50 ,10.50 ,0.00 
03/06/2020,521.25 ,520.00 ,522.75 ,516.25 ,6.50 ,(0.01)
03/05/2020,524.25 ,521.25 ,528.50 ,518.50 ,10.00 ,0.01 
03/04/2020,521.50 ,528.00 ,528.00 ,521.25 ,6.75 ,(0.01)
03/03/2020,528.75 ,523.00 ,534.50 ,523.00 ,11.50 ,0.00 
03/02/2020,526.25 ,523.50 ,526.25 ,521.50 ,4.75 ,(0.01)
02/28/2020,529.00 ,531.00 ,531.25 ,515.50 ,15.75 ,(0.00)
02/27/2020,529.25 ,538.75 ,539.25 ,528.25 ,11.00 ,(0.02)
02/26/2020,540.25 ,539.25 ,542.75 ,534.75 ,8.00 ,0.00 
02/25/2020,539.00 ,539.00 ,541.25 ,530.75 ,10.50 ,0.01 
02/24/2020,536.25 ,550.25 ,550.50 ,534.00 ,16.50 ,(0.03)
02/21/2020,551.00 ,559.75 ,569.00 ,550.50 ,18.50 ,(0.02)
02/20/2020,560.00 ,565.25 ,567.50 ,558.25 ,9.25 ,(0.01)
02/19/2020,565.25 ,563.00 ,565.75 ,553.00 ,12.75 ,(0.00)
02/18/2020,566.75 ,549.25 ,570.75 ,548.00 ,22.75 ,0.04 
02/16/2020,545.38 ,544.38 ,545.38 ,543.88 ,1.50 ,0.00 
02/14/2020,542.75 ,544.75 ,549.50 ,542.00 ,7.50 ,(0.00)
02/13/2020,544.25 ,548.50 ,550.50 ,540.75 ,9.75 ,(0.01)
02/12/2020,547.50 ,541.00 ,549.00 ,538.25 ,10.75 ,0.01 
02/11/2020,542.00 ,551.50 ,551.75 ,539.00 ,12.75 ,(0.02)
02/10/2020,552.00 ,558.75 ,560.75 ,551.00 ,9.75 ,(0.01)
02/07/2020,558.75 ,557.00 ,563.00 ,553.25 ,9.75 ,0.00 
02/06/2020,556.25 ,563.75 ,565.50 ,555.75 ,9.75 ,(0.01)
02/05/2020,562.00 ,559.25 ,563.75 ,555.50 ,8.25 ,0.01 
02/04/2020,557.25 ,554.25 ,564.25 ,553.50 ,10.75 ,0.00 
02/03/2020,555.50 ,551.25 ,558.00 ,546.50 ,11.50 ,0.00 
01/31/2020,553.75 ,562.50 ,566.00 ,552.75 ,13.25 ,(0.01)
01/30/2020,560.50 ,562.50 ,562.50 ,550.75 ,11.75 ,(0.00)
01/29/2020,562.25 ,571.00 ,573.25 ,561.00 ,12.25 ,(0.01)
01/28/2020,569.75 ,573.00 ,576.50 ,565.50 ,11.00 ,(0.00)
01/27/2020,572.25 ,567.75 ,573.25 ,559.50 ,13.75 ,(0.00)
01/24/2020,573.50 ,581.75 ,581.75 ,569.50 ,12.25 ,(0.01)
01/23/2020,580.50 ,577.75 ,583.00 ,575.25 ,7.75 ,0.00 
01/22/2020,577.75 ,581.50 ,592.50 ,574.50 ,18.00 ,(0.01)
01/21/2020,581.50 ,572.50 ,582.75 ,566.75 ,16.00 ,0.02 
01/20/2020,569.75 ,569.50 ,569.75 ,569.50 ,0.25 ,(0.00)
01/19/2020,570.75 ,571.12 ,571.12 ,570.75 ,0.37 ,0.00 
01/17/2020,570.50 ,565.50 ,572.50 ,564.25 ,8.25 ,0.01 
01/16/2020,565.25 ,573.50 ,573.50 ,560.00 ,13.50 ,(0.01)
01/15/2020,573.25 ,569.00 ,578.75 ,568.25 ,10.50 ,0.01 
01/14/2020,568.50 ,562.25 ,573.00 ,559.25 ,13.75 ,0.01 
01/13/2020,562.25 ,565.25 ,565.75 ,558.50 ,7.25 ,(0.00)
01/10/2020,564.50 ,562.75 ,568.50 ,555.75 ,12.75 ,0.00 
01/09/2020,562.25 ,553.75 ,564.00 ,552.75 ,11.25 ,0.02 
01/08/2020,552.75 ,549.50 ,555.75 ,545.25 ,10.50 ,0.00 
01/07/2020,550.25 ,549.50 ,551.00 ,545.50 ,5.50 ,0.00 
01/06/2020,550.00 ,552.50 ,555.25 ,546.75 ,8.50 ,(0.01)
01/03/2020,554.50 ,560.75 ,562.00 ,551.75 ,10.25 ,(0.01)
01/02/2020,560.25 ,559.50 ,567.50 ,558.25 ,9.25 ,0.00 
01/01/2020,559.50 ,559.50 ,559.50 ,559.50 ,0.00 ,0.00 
12/31/2019,558.75 ,555.00 ,559.75 ,553.00 ,6.75 ,0.00 
12/30/2019,556.00 ,560.00 ,564.50 ,551.50 ,13.00 ,(0.00)
12/27/2019,556.25 ,549.75 ,561.00 ,549.25 ,11.75 ,0.01 
12/26/2019,549.00 ,540.75 ,552.00 ,540.25 ,11.75 ,0.01 
12/25/2019,541.00 ,541.00 ,541.00 ,541.00 ,0.00 ,0.00 
12/24/2019,541.00 ,539.50 ,545.00 ,538.50 ,6.50 ,0.00 
12/23/2019,539.50 ,543.00 ,547.00 ,538.75 ,8.25 ,(0.01)
12/20/2019,542.25 ,545.25 ,549.00 ,538.75 ,10.25 ,(0.01)
12/19/2019,545.25 ,547.50 ,553.50 ,544.00 ,9.50 ,(0.01)
12/18/2019,548.25 ,553.25 ,555.00 ,545.25 ,9.75 ,(0.01)
12/17/2019,556.25 ,553.25 ,557.25 ,545.00 ,12.25 ,0.01 
12/16/2019,549.75 ,534.75 ,556.75 ,534.75 ,22.00 ,0.02 
12/13/2019,539.25 ,533.38 ,536.38 ,525.62 ,10.76 ,0.00 
12/12/2019,539.25 ,529.75 ,544.00 ,528.75 ,15.25 ,0.02 
12/11/2019,530.75 ,534.50 ,534.50 ,528.00 ,6.50 ,(0.01)
12/10/2019,534.75 ,532.25 ,537.50 ,529.75 ,7.75 ,0.01 
12/09/2019,532.00 ,532.50 ,533.25 ,531.00 ,2.25 ,(0.00)
12/06/2019,532.50 ,532.75 ,532.75 ,529.00 ,3.75 ,0.00 
12/05/2019,532.00 ,535.25 ,537.50 ,531.75 ,5.75 ,(0.01)
12/04/2019,535.00 ,531.00 ,535.50 ,529.50 ,6.00 ,0.01 
12/03/2019,530.50 ,545.75 ,548.00 ,532.00 ,16.00 ,(0.02)
12/02/2019,543.25 ,549.50 ,549.75 ,542.75 ,7.00 ,(0.01)
11/29/2019,547.50 ,532.50 ,550.50 ,532.50 ,18.00 ,0.04 
11/28/2019,526.12 ,526.25 ,526.25 ,526.12 ,0.13 ,(0.00)
11/27/2019,528.50 ,530.00 ,533.00 ,525.75 ,7.25 ,(0.00)
11/26/2019,530.25 ,530.75 ,531.75 ,525.50 ,6.25 ,(0.00)
11/25/2019,531.00 ,515.00 ,532.50 ,515.00 ,17.50 ,0.03 
11/22/2019,515.25 ,509.25 ,518.50 ,508.25 ,10.25 ,0.01 
11/21/2019,509.00 ,515.00 ,519.50 ,508.25 ,11.25 ,(0.01)
11/20/2019,515.50 ,512.00 ,515.75 ,508.00 ,7.75 ,0.01 
11/19/2019,512.00 ,506.25 ,515.25 ,506.00 ,9.25 ,0.01 
11/18/2019,507.25 ,503.25 ,510.75 ,498.50 ,12.25 ,0.01 
11/15/2019,502.75 ,507.75 ,508.50 ,501.50 ,7.00 ,(0.01)
11/14/2019,507.75 ,508.75 ,512.00 ,505.50 ,6.50 ,(0.00)
11/13/2019,509.00 ,516.50 ,516.75 ,506.50 ,10.25 ,(0.02)
11/12/2019,517.00 ,506.25 ,517.25 ,505.25 ,12.00 ,0.02 
11/11/2019,505.75 ,508.00 ,510.50 ,503.75 ,6.75 ,(0.01)
11/08/2019,510.25 ,512.50 ,517.75 ,505.50 ,12.25 ,(0.00)
11/07/2019,512.50 ,517.50 ,519.75 ,511.00 ,8.75 ,(0.01)
11/06/2019,516.75 ,515.50 ,521.75 ,513.50 ,8.25 ,0.00 
11/05/2019,515.25 ,511.00 ,516.00 ,509.00 ,7.00 ,0.01 
11/04/2019,509.75 ,514.25 ,515.25 ,508.00 ,7.25 ,(0.01)
11/01/2019,516.00 ,508.75 ,516.50 ,506.75 ,9.75 ,0.01 
10/31/2019,508.75 ,510.00 ,512.25 ,501.00 ,11.25 ,(0.00)
10/30/2019,509.25 ,511.25 ,514.00 ,507.00 ,7.00 ,(0.00)
10/29/2019,511.50 ,513.00 ,516.00 ,508.25 ,7.75 ,(0.00)
10/28/2019,511.75 ,518.00 ,518.50 ,510.00 ,8.50 ,(0.01)
10/25/2019,517.75 ,517.25 ,522.00 ,514.50 ,7.50 ,0.00 
10/24/2019,516.00 ,522.50 ,523.75 ,515.50 ,8.25 ,(0.01)
10/23/2019,520.75 ,518.00 ,523.75 ,515.75 ,8.00 ,0.01 
10/22/2019,518.00 ,523.00 ,532.25 ,517.25 ,15.00 ,(0.01)
10/21/2019,523.50 ,532.00 ,535.00 ,522.75 ,12.25 ,(0.02)
10/18/2019,532.25 ,526.00 ,532.75 ,521.00 ,11.75 ,0.01 
10/17/2019,525.50 ,514.25 ,527.00 ,512.75 ,14.25 ,0.02 
10/16/2019,513.25 ,505.75 ,514.25 ,504.50 ,9.75 ,0.01 
10/15/2019,507.00 ,510.00 ,511.25 ,504.25 ,7.00 ,(0.01)
10/14/2019,511.00 ,513.00 ,515.00 ,506.75 ,8.25 ,0.01 
10/11/2019,508.00 ,491.75 ,512.75 ,491.25 ,21.50 ,0.03 
10/10/2019,493.00 ,499.50 ,504.25 ,487.50 ,16.75 ,(0.01)
10/09/2019,500.25 ,500.50 ,504.50 ,497.25 ,7.25 ,0.00 
10/08/2019,500.25 ,489.75 ,502.25 ,486.75 ,15.50 ,0.02 
10/07/2019,489.25 ,492.00 ,494.50 ,488.50 ,6.00 ,(0.00)
10/04/2019,490.50 ,489.25 ,492.25 ,486.50 ,5.75 ,0.00 
10/03/2019,488.75 ,488.00 ,493.00 ,485.75 ,7.25 ,(0.00)
10/02/2019,489.00 ,496.50 ,499.00 ,485.25 ,13.75 ,(0.02)
10/01/2019,498.75 ,496.50 ,499.25 ,489.75 ,9.50 ,0.01 
