,date,open
0,20181001,27202
1,20181002,27099
2,20181004,26698
3,20181005,26289
4,20181008,26212
5,20181010,26190
6,20181011,25479
7,20181012,25025
8,20181015,25002
9,20181016,25196
10,20181017,25263
11,20181018,25200
12,20181019,24881
13,20181022,24966
14,20181023,25043
15,20181024,24732
16,20181025,24094
17,20181026,24040
18,20181029,23851
19,20181030,23568
20,20181031,23703
21,20181101,23938
22,20181102,24100
23,20181105,24344
24,20181106,24398
25,20181107,24488
26,20181108,24863
27,20181109,24565
28,20181112,24298
29,20181113,24037
30,20181114,24326
31,20181116,24520
32,20181119,24628
33,20181120,24326
34,20181121,23978
35,20181122,24213
36,20181123,24231
37,20181126,24199
38,20181127,24380
39,20181128,24569
40,20181129,25043
41,20181130,24750
42,20181203,24844
43,20181204,24826
44,20181205,24357
45,20181206,24344
46,20181207,24308
47,20181210,23897
48,20181211,23974
49,20181212,24014
50,20181213,24317
51,20181214,24339
52,20181217,24046
53,20181218,23960
54,20181219,24032
55,20181220,23897
56,20181221,23834
57,20181224,23789
58,20181226,23703
59,20181227,23847
60,20181228,24068
61,20190103,23590
62,20190104,23527
63,20190107,24001
64,20190108,24019
65,20190109,24001
66,20190110,24398
67,20190111,24420
68,20190114,24434
69,20190115,24348
70,20190116,24736
71,20190117,24939
72,20190118,25052
73,20190121,25160
74,20190122,25165
75,20190123,24917
76,20190124,25156
77,20190125,25463
78,20190128,25815
79,20190129,25742
80,20190130,25882
81,20190131,26428
82,20190201,26338
83,20190207,26252
84,20190208,25964
85,20190211,25760
86,20190212,25810
87,20190213,26112
88,20190214,26045
89,20190215,26180
90,20190218,26198
91,20190219,26058
92,20190220,26225
93,20190221,26343
94,20190222,26302
95,20190225,26555
96,20190226,26446
97,20190227,26419
98,20190228,26297
99,20190304,26266
100,20190305,25742
101,20190306,25625
102,20190307,25562
103,20190308,25427
104,20190311,25273
105,20190312,25431
106,20190313,25350
107,20190314,25395
108,20190315,25422
109,20190318,25706
110,20190319,25643
111,20190320,25598
112,20190321,25851
113,20190322,25973
114,20190325,25562
115,20190326,25472
116,20190327,25314
117,20190328,25233
118,20190329,25341
119,20190401,25688
120,20190402,25869
121,20190403,25855
122,20190404,26225
123,20190405,26365
124,20190408,26383
125,20190409,26252
126,20190410,26212
127,20190411,26455
128,20190412,26315
129,20190415,26609
130,20190416,26564
131,20190417,26609
132,20190418,26658
133,20190419,26288
134,20190422,26203
135,20190423,26279
136,20190424,26338
137,20190425,25945
138,20190426,25760
139,20190429,25934
140,20190430,26278
141,20190502,26067
142,20190503,26182
143,20190507,25751
144,20190508,25544
145,20190509,25618
146,20190510,25109
147,20190513,24705
148,20190514,24444
149,20190515,24572
150,20190516,24710
151,20190517,24499
152,20190520,24512
153,20190521,24324
154,20190522,24462
155,20190523,24379
156,20190524,24411
157,20190527,24187
158,20190528,24343
159,20190529,24223
160,20190530,24164
161,20190531,24045
162,20190603,24173
163,20190604,24526
164,20190605,24733
165,20190607,24522
166,20190610,24797
167,20190611,24953
168,20190612,25090
169,20190613,24971
170,20190614,24655
171,20190617,24751
172,20190618,24820
173,20190619,25155
174,20190620,25237
175,20190621,25288
176,20190624,25278
177,20190625,25329
178,20190626,25274
179,20190627,25315
180,20190628,25613
181,20190701,25673
182,20190702,25301
183,20190703,25320
184,20190704,25090
185,20190705,25292
186,20190708,24948
187,20190709,24811
188,20190710,24797
189,20190711,24948
190,20190712,25012
191,20190715,25072
192,20190716,25136
193,20190717,25035
194,20190718,24971
195,20190719,25127
196,20190722,25205
197,20190723,25301
198,20190724,25338
199,20190725,25237
200,20190726,25017
201,20190729,24898
202,20190730,24792
203,20190731,24733
204,20190801,24402
205,20190802,24213
206,20190805,24038
207,20190806,23147
208,20190807,23436
209,20190808,23326
210,20190809,23450
211,20190812,23551
212,20190813,23349
213,20190814,23593
214,20190816,23275
215,20190819,23487
216,20190820,23514
217,20190821,23712
218,20190822,23772
219,20190823,23491
220,20190826,23114
221,20190827,23335
222,20190828,23399
223,20190829,23533
224,20190830,23675
225,20190902,23763
226,20190903,23776
227,20190904,23740
228,20190905,24186
229,20190906,24471
230,20190909,24471
231,20190910,24627
232,20190911,24926
233,20190916,24880
234,20190917,24944
235,20190918,24985
236,20190919,25197
237,20190920,25284
238,20190923,25427
239,20190924,25459
240,20190925,25477
241,20190926,25349
242,20190927,25169
243,20190930,24958
244,20191001,25165
245,20191002,25064
246,20191004,24811
247,20191007,24838
248,20191008,24774
249,20191010,24825
250,20191011,25077
251,20191014,25413
252,20191015,25316
253,20191016,25514
254,20191017,25445
255,20191018,25487
256,20191021,25247
257,20191022,25404
258,20191023,25533
259,20191024,25569
260,20191025,25542
261,20191028,25666
262,20191029,25776
263,20191030,25565
264,20191031,25565
265,20191101,25440
266,20191104,25883
267,20191105,26072
268,20191106,26237
269,20191107,26182
270,20191108,26316
271,20191111,26076
272,20191112,25975
273,20191113,26016
274,20191115,26168
275,20191118,26509
276,20191119,26394
277,20191120,26224
278,20191121,25966
279,20191122,25726
280,20191125,26035
281,20191126,26090
282,20191127,26118
283,20191128,25984
284,20191129,25989
285,20191202,25707
286,20191203,25343
287,20191204,25279
288,20191205,25523
289,20191206,25403
290,20191209,25652
291,20191210,25574
292,20191211,25777
293,20191212,26150
294,20191213,26694
295,20191216,26754
296,20191217,26869
297,20191218,27159
298,20191219,27270
299,20191220,27233
300,20191223,27307
301,20191224,27187
302,20191226,27007
303,20191227,27261
304,20191230,27620
305,20200103,27459
306,20200106,26979
307,20200107,27122
308,20200108,27007
309,20200109,27422
310,20200110,27625
311,20200113,27781
312,20200114,28201
313,20200115,27980
314,20200116,27984
315,20200117,28519
316,20200120,28510
317,20200121,28482
318,20200122,28169
319,20200123,28376
320,20200128,27675
321,20200129,27463
322,20200130,27431
323,20200131,27094
324,20200203,26286
325,20200204,26780
326,20200205,27343
327,20200206,27602
328,20200207,27976
329,20200210,27514
330,20200211,27851
331,20200212,27985
332,20200213,28299
333,20200214,28050
334,20200217,28234
335,20200218,28022
336,20200219,28004
337,20200220,28087
338,20200221,27408
339,20200224,26734
340,20200225,26231
341,20200226,26120
342,20200227,26115
343,20200228,25571
344,20200302,25224
345,20200303,25875
346,20200304,25483
347,20200305,26074
348,20200306,25940
349,20200309,24938
350,20200310,24740
351,20200311,24735
352,20200312,23830
353,20200313,21522
354,20200316,22639
355,20200317,20963
356,20200318,21444
357,20200319,20331
358,20200320,19357
359,20200323,18955
360,20200324,19426
361,20200325,21559
362,20200326,21577
363,20200327,22422
364,20200330,21393
365,20200331,22071
366,20200401,22002
367,20200402,21402
368,20200403,21942
369,20200406,22007
370,20200407,23055
371,20200408,22865
372,20200409,23027
373,20200410,23018
374,20200413,23110
375,20200414,23036
376,20200416,23105
377,20200417,23775
378,20200420,23779
379,20200421,23502
380,20200422,23142
381,20200423,23706
382,20200424,23701
383,20200427,23544
384,20200428,24007
385,20200429,24129
386,20200504,23589
387,20200506,23814
388,20200507,23847
389,20200508,24152
390,20200511,24190
391,20200512,23866
392,20200513,23514
393,20200514,23735
394,20200515,23904
395,20200518,23852
396,20200519,24580
