,date,open
0,20181001,27148
1,20181002,27103
2,20181004,26613
3,20181005,26365
4,20181008,26253
5,20181010,26176
6,20181011,25407
7,20181012,24980
8,20181015,25020
9,20181016,25133
10,20181017,25407
11,20181018,25155
12,20181019,24831
13,20181022,24957
14,20181023,24939
15,20181024,24710
16,20181025,23972
17,20181026,23950
18,20181029,23815
19,20181030,23563
20,20181031,23662
21,20181101,23910
22,20181102,24159
23,20181105,24312
24,20181106,24335
25,20181107,24632
26,20181108,24912
27,20181109,24592
28,20181112,24362
29,20181113,24005
30,20181114,24348
31,20181116,24646
32,20181119,24682
33,20181120,24389
34,20181121,24019
35,20181122,24235
36,20181123,24181
37,20181126,24145
38,20181127,24407
39,20181128,24547
40,20181129,25007
41,20181130,24732
42,20181203,24736
43,20181204,24831
44,20181205,24429
45,20181206,24308
46,20181207,24326
47,20181210,23892
48,20181211,23938
49,20181212,24095
50,20181213,24321
51,20181214,24222
52,20181217,24059
53,20181218,24010
54,20181219,24010
55,20181220,23793
56,20181221,23924
57,20181224,23847
58,20181226,23662
59,20181227,23947
60,20181228,24046
61,20190103,23653
62,20190104,23464
63,20190107,24118
64,20190108,23987
65,20190109,24109
66,20190110,24344
67,20190111,24411
68,20190114,24402
69,20190115,24456
70,20190116,24736
71,20190117,24917
72,20190118,25057
73,20190121,25133
74,20190122,25079
75,20190123,24908
76,20190124,25214
77,20190125,25526
78,20190128,25815
79,20190129,25769
80,20190130,25909
81,20190131,26442
82,20190201,26352
83,20190207,26198
84,20190208,25914
85,20190211,25742
86,20190212,25860
87,20190213,26094
88,20190214,25977
89,20190215,26135
90,20190218,26162
91,20190219,25982
92,20190220,26248
93,20190221,26225
94,20190222,26279
95,20190225,26469
96,20190226,26419
97,20190227,26491
98,20190228,26234
99,20190304,26167
100,20190305,25720
101,20190306,25639
102,20190307,25575
103,20190308,25422
104,20190311,25237
105,20190312,25512
106,20190313,25368
107,20190314,25409
108,20190315,25530
109,20190318,25706
110,20190319,25643
111,20190320,25476
112,20190321,25923
113,20190322,26009
114,20190325,25530
115,20190326,25454
116,20190327,25233
117,20190328,25260
118,20190329,25305
119,20190401,25711
120,20190402,25869
121,20190403,25842
122,20190404,26297
123,20190405,26365
124,20190408,26370
125,20190409,26284
126,20190410,26248
127,20190411,26473
128,20190412,26248
129,20190415,26546
130,20190416,26582
131,20190417,26672
132,20190418,26604
133,20190419,26302
134,20190422,26257
135,20190423,26266
136,20190424,26284
137,20190425,25932
138,20190426,25747
139,20190429,25911
140,20190430,26200
141,20190502,26077
142,20190503,26168
143,20190507,25595
144,20190508,25586
145,20190509,25567
146,20190510,25067
147,20190513,24792
148,20190514,24499
149,20190515,24577
150,20190516,24700
151,20190517,24508
152,20190520,24448
153,20190521,24347
154,20190522,24379
155,20190523,24425
156,20190524,24366
157,20190527,24283
158,20190528,24315
159,20190529,24054
160,20190530,24159
161,20190531,24095
162,20190603,24256
163,20190604,24544
164,20190605,24765
165,20190607,24457
166,20190610,24792
167,20190611,24957
168,20190612,25113
169,20190613,24916
170,20190614,24769
171,20190617,24723
172,20190618,24875
173,20190619,25173
174,20190620,25228
175,20190621,25269
176,20190624,25265
177,20190625,25265
178,20190626,25228
179,20190627,25324
180,20190628,25613
181,20190701,25700
182,20190702,25393
183,20190703,25411
184,20190704,25145
185,20190705,25269
186,20190708,24898
187,20190709,24824
188,20190710,24815
189,20190711,25026
190,20190712,24985
191,20190715,25008
192,20190716,25246
193,20190717,25022
194,20190718,24948
195,20190719,25099
196,20190722,25210
197,20190723,25333
198,20190724,25338
199,20190725,25118
200,20190726,24985
201,20190729,24999
202,20190730,24774
203,20190731,24756
204,20190801,24388
205,20190802,24213
206,20190805,23910
207,20190806,23239
208,20190807,23349
209,20190808,23386
210,20190809,23459
211,20190812,23450
212,20190813,23413
213,20190814,23560
214,20190816,23225
215,20190819,23445
216,20190820,23510
217,20190821,23717
218,20190822,23726
219,20190823,23524
220,20190826,23165
221,20190827,23340
222,20190828,23372
223,20190829,23519
224,20190830,23721
225,20190902,23749
226,20190903,23799
227,20190904,23832
228,20190905,24172
229,20190906,24411
230,20190909,24608
231,20190910,24668
232,20190911,24866
233,20190916,24852
234,20190917,24935
235,20190918,24935
236,20190919,25247
237,20190920,25257
238,20190923,25358
239,20190924,25431
240,20190925,25427
241,20190926,25316
242,20190927,25169
243,20190930,25018
244,20191001,25188
245,20191002,25022
246,20191004,24811
247,20191007,24820
248,20191008,24802
249,20191010,24742
250,20191011,25036
251,20191014,25385
252,20191015,25321
253,20191016,25569
254,20191017,25505
255,20191018,25491
256,20191021,25202
257,20191022,25418
258,20191023,25482
259,20191024,25519
260,20191025,25542
261,20191028,25744
262,20191029,25698
263,20191030,25482
264,20191031,25583
265,20191101,25482
266,20191104,25956
267,20191105,26108
268,20191106,26302
269,20191107,26150
270,20191108,26362
271,20191111,26012
272,20191112,25961
273,20191113,26007
274,20191115,26173
275,20191118,26449
276,20191119,26228
277,20191120,26284
278,20191121,25938
279,20191122,25684
280,20191125,26076
281,20191126,26085
282,20191127,26127
283,20191128,26049
284,20191129,25906
285,20191202,25749
286,20191203,25316
287,20191204,25293
288,20191205,25505
289,20191206,25417
290,20191209,25615
291,20191210,25592
292,20191211,25841
293,20191212,26159
294,20191213,26740
295,20191216,26823
296,20191217,26846
297,20191218,27298
298,20191219,27256
299,20191220,27219
300,20191223,27284
301,20191224,27201
302,20191226,27049
303,20191227,27344
304,20191230,27592
305,20200103,27500
306,20200106,27003
307,20200107,27127
308,20200108,26984
309,20200109,27371
310,20200110,27574
311,20200113,27740
312,20200114,28247
313,20200115,27984
314,20200116,27993
315,20200117,28510
316,20200120,28514
317,20200121,28537
318,20200122,28219
319,20200123,28247
320,20200128,27569
321,20200129,27436
322,20200130,27320
323,20200131,26993
324,20200203,26272
325,20200204,26813
326,20200205,27417
327,20200206,27602
328,20200207,27916
329,20200210,27431
330,20200211,27870
331,20200212,28031
332,20200213,28405
333,20200214,27976
334,20200217,28188
335,20200218,28040
336,20200219,27907
337,20200220,28059
338,20200221,27473
339,20200224,26692
340,20200225,26323
341,20200226,26051
342,20200227,26199
343,20200228,25515
344,20200302,25104
345,20200303,25806
346,20200304,25612
347,20200305,26065
348,20200306,25977
