,date,open,y_pred,y_test,profit_long,profit_short,real_profit_long,real_profit_short,real_profit,cumulative_profit,total_real_profit,kodex_cumulative_return
0,2022-04-18,34636.0,35055.90519333762,34968.0,0.002123374331262764,-0.022123374331262796,0.0,0.0,0.0,0.0,0.0,0.008120615886136662
1,2022-04-19,34911.0,34329.9550322613,34362.0,-0.02664360710775117,0.006643607107751136,0.0,0.0,0.0,0.0,0.0,0.01612480717175524
2,2022-04-20,34983.0,34626.306392785074,34757.0,-0.020196198359629745,0.00019619835962964388,0.0,0.0,0.0,0.0,0.0,0.018220449981080966
3,2022-04-21,34713.0,34881.926776414235,34737.0,-0.0051336163277666096,-0.01486638367223324,0.0,0.0,0.0,0.0,0.0,0.010361789446109881
4,2022-04-22,34266.0,34956.644755021814,34973.0,0.010155394706759207,-0.03015539470675941,0.010632697134185388,0.0,0.010632697134185388,0.010632697134185465,0.010632697134185388,-0.002648659661786623
5,2022-04-25,34227.0,34698.245648845645,34588.0,0.0037682428739196487,-0.023768242873919463,0.0,0.0,0.0,0.010632697134185465,0.010632697134185388,-0.003783799516837827
6,2022-04-26,33770.0,34236.13506646613,34213.0,0.0038032296851090437,-0.02380322968510887,0.0,0.0,0.0,0.010632697134185465,0.010632697134185388,-0.01708531012602943
7,2022-04-27,34033.0,34225.58620866865,34213.0,-0.004341192117396503,-0.0156588078826036,0.0,0.0,0.0,0.010632697134185465,0.010632697134185388,-0.00943039264196499
8,2022-04-28,34189.0,33746.890503885304,33722.0,-0.022931337451071832,0.002931337451071868,0.0,0.0,0.0,0.010632697134185465,0.010632697134185388,-0.004889833221759399
9,2022-04-29,34277.0,34002.51847943838,33872.0,-0.018007746318569728,-0.0019922536814300845,0.0,0.0,0.0,0.010632697134185465,0.010632697134185388,-0.0023284920103614493
10,2022-05-02,34550.0,34166.91934578358,34287.0,-0.021087717922327668,0.0010877179223276686,0.0,0.0,0.0,0.010632697134185465,0.010632697134185388,0.005617486974998087
11,2022-05-03,34619.0,34263.89879669547,34453.0,-0.020257407877308297,0.00025740787730816104,0.0,0.0,0.0,0.010632697134185465,0.010632697134185388,0.00762581133393514
12,2022-05-04,34189.0,34491.49722138511,34536.0,-0.0011522062246597576,-0.018847793775340207,0.0,0.0,0.0,0.010632697134185465,0.010632697134185388,-0.004889833221759399
