date,krx_close,krx_diff,krx_return,PER,PBR,Dividend_Yield
2023-03-21,310.36,0.87,0.28,9.96,0.86,2.3
2023-03-22,314.11,3.75,1.21,10.08,0.87,2.28
2023-03-23,315.75,1.64,0.52,10.13,0.88,2.26
2023-03-24,314.3,-1.45,-0.46,10.09,0.88,2.27
2023-03-27,312.85,-1.45,-0.46,10.04,0.87,2.28
2023-03-28,316.36,3.51,1.12,10.15,0.88,2.26
2023-03-29,317.01,0.65,0.21,10.18,0.88,2.25
2023-03-30,318.05,1.04,0.33,10.21,0.89,2.25
2023-03-31,322.03,3.98,1.25,10.34,0.9,2.22
2023-04-03,320.38,-1.65,-0.51,10.28,0.89,2.24
2023-04-04,321.75,1.37,0.43,10.32,0.89,2.23
2023-04-05,323.56,1.81,0.56,10.38,0.9,2.21
2023-04-06,317.82,-5.74,-1.77,10.2,0.88,2.25
2023-04-07,323.36,5.54,1.74,10.37,0.9,2.22
2023-04-10,326.38,3.02,0.93,10.47,0.91,2.2
2023-04-11,330.87,4.49,1.38,10.61,0.92,2.17
2023-04-12,332.09,1.22,0.37,10.65,0.92,2.16
2023-04-13,333.09,1.0,0.3,10.68,0.93,2.15
2023-04-14,333.68,0.59,0.18,10.7,0.93,2.15
2023-04-17,333.92,0.24,0.07,10.71,0.93,2.14
2023-04-18,333.5,-0.42,-0.13,10.7,0.93,2.15
2023-04-19,333.77,0.27,0.08,10.71,0.93,2.15
2023-04-20,332.66,-1.11,-0.33,10.67,0.93,2.15
2023-04-21,330.94,-1.72,-0.52,10.61,0.92,2.16
2023-04-24,328.7,-2.24,-0.68,10.54,0.91,2.18
2023-04-25,324.48,-4.22,-1.28,10.41,0.9,2.21
2023-04-26,323.97,-0.51,-0.16,10.39,0.9,2.21
2023-04-27,325.09,1.12,0.35,10.43,0.9,2.2
2023-04-28,326.46,1.37,0.42,10.47,0.91,2.19
2023-05-02,329.09,2.63,0.81,11.26,0.92,2.19
2023-05-03,326.52,-2.57,-0.78,11.18,0.92,2.21
2023-05-04,326.17,-0.35,-0.11,11.16,0.92,2.21
2023-05-08,328.9,2.73,0.84,11.26,0.92,2.19
2023-05-09,328.22,-0.68,-0.21,11.23,0.92,2.2
2023-05-10,326.04,-2.18,-0.66,11.16,0.92,2.21
2023-05-11,325.28,-0.76,-0.23,11.13,0.91,2.22
2023-05-12,323.61,-1.67,-0.51,11.08,0.91,2.23
2023-05-15,324.46,0.85,0.26,11.1,0.91,2.22
2023-05-16,325.31,0.85,0.26,11.13,0.91,2.22
2023-05-17,326.61,1.3,0.4,11.18,0.92,2.21
2023-05-18,329.84,3.23,0.99,11.29,0.93,2.19
2023-05-19,334.23,4.39,1.33,11.44,0.94,2.16
2023-05-22,336.27,2.04,0.61,11.51,0.95,2.15
2023-05-23,337.09,0.82,0.24,11.54,0.95,2.14
2023-05-24,336.49,-0.6,-0.18,11.52,0.95,2.14
2023-05-25,335.35,-1.14,-0.34,11.48,0.94,2.15
2023-05-26,337.11,1.76,0.52,11.54,0.95,2.14
2023-05-30,341.5,4.39,1.3,11.69,0.96,2.11
2023-05-31,339.12,-2.38,-0.7,11.6,0.95,2.13
2023-06-01,338.08,-1.04,-0.31,11.56,0.95,2.14
2023-06-02,342.67,4.59,1.36,11.72,0.96,2.11
2023-06-05,343.91,1.24,0.36,11.76,0.97,2.1
2023-06-07,343.22,-0.69,-0.2,11.74,0.96,2.1
2023-06-08,342.75,-0.47,-0.14,11.72,0.96,2.11
2023-06-09,346.79,4.04,1.18,14.14,0.94,2.07
2023-06-12,344.57,-2.22,-0.64,14.05,0.94,2.09
2023-06-13,346.39,1.82,0.53,14.14,0.94,2.08
2023-06-14,344.65,-1.74,-0.5,14.06,0.94,2.09
2023-06-15,343.19,-1.46,-0.42,14.0,0.93,2.1
2023-06-16,345.17,1.98,0.58,14.08,0.94,2.08
2023-06-19,343.13,-2.04,-0.59,13.99,0.93,2.1
2023-06-20,342.58,-0.55,-0.16,13.97,0.93,2.1
2023-06-21,339.44,-3.14,-0.92,13.85,0.92,2.12
2023-06-22,341.12,1.68,0.49,13.92,0.93,2.11
2023-06-23,338.45,-2.67,-0.78,13.81,0.92,2.12
2023-06-26,340.38,1.93,0.57,13.89,0.93,2.11
2023-06-27,340.32,-0.06,-0.02,13.89,0.93,2.11
2023-06-28,338.41,-1.91,-0.56,13.81,0.92,2.12
2023-06-29,336.39,-2.02,-0.6,13.72,0.92,2.14
2023-06-30,337.95,1.56,0.46,13.79,0.92,2.13
2023-07-03,343.08,5.13,1.52,14.0,0.93,2.09
2023-07-04,341.59,-1.49,-0.43,13.94,0.93,2.1
2023-07-05,339.04,-2.55,-0.75,13.83,0.92,2.12
2023-07-06,336.2,-2.84,-0.84,13.72,0.92,2.14
2023-07-07,331.57,-4.63,-1.38,13.53,0.9,2.17
2023-07-10,330.84,-0.73,-0.22,13.5,0.9,2.17
2023-07-11,337.02,6.18,1.87,13.75,0.92,2.13
2023-07-12,339.46,2.44,0.72,13.85,0.92,2.12
2023-07-13,341.13,1.67,0.49,13.92,0.93,2.11
2023-07-14,346.93,5.8,1.7,14.15,0.94,2.07
2023-07-17,345.75,-1.18,-0.34,14.11,0.94,2.08
2023-07-18,343.38,-2.37,-0.69,14.01,0.94,2.09
2023-07-19,343.11,-0.27,-0.08,14.0,0.93,2.09
2023-07-20,341.67,-1.44,-0.42,13.94,0.93,2.1
2023-07-21,342.39,0.72,0.21,13.97,0.93,2.1
2023-07-24,344.32,1.93,0.56,14.05,0.94,2.09
2023-07-25,344.92,0.6,0.17,14.07,0.94,2.08
2023-07-26,340.56,-4.36,-1.26,13.89,0.93,2.11
2023-07-27,344.76,4.2,1.23,14.07,0.94,2.08
2023-07-28,344.03,-0.73,-0.21,14.04,0.94,2.09
2023-07-31,345.62,1.59,0.46,14.1,0.94,2.08
2023-08-01,351.0,5.38,1.56,14.32,0.96,2.05
2023-08-02,343.8,-7.2,-2.05,14.03,0.94,2.09
2023-08-03,341.54,-2.26,-0.66,13.94,0.93,2.1
2023-08-04,341.25,-0.29,-0.08,13.94,0.93,2.1
2023-08-07,339.68,-1.57,-0.46,13.87,0.93,2.11
2023-08-08,337.95,-1.73,-0.51,13.8,0.92,2.12
2023-08-09,341.61,3.66,1.08,13.95,0.93,2.1
2023-08-10,340.46,-1.15,-0.34,13.9,0.93,2.11
2023-08-11,338.98,-1.48,-0.43,13.84,0.92,2.12
2023-08-14,336.33,-2.65,-0.78,13.74,0.92,2.13
2023-08-16,331.28,-5.05,-1.5,13.53,0.9,2.17
2023-08-17,330.23,-1.05,-0.32,13.49,0.9,2.17
2023-08-18,328.42,-1.81,-0.55,13.41,0.9,2.19
2023-08-21,328.84,0.42,0.13,13.43,0.9,2.18
2023-08-22,329.7,0.86,0.26,13.47,0.9,2.18
2023-08-23,329.15,-0.55,-0.17,13.44,0.9,2.18
2023-08-24,333.82,4.67,1.42,13.63,0.91,2.15
2023-08-25,330.25,-3.57,-1.07,13.49,0.9,2.17
2023-08-28,332.53,2.28,0.69,13.58,0.91,2.16
2023-08-29,333.76,1.23,0.37,13.63,0.91,2.15
2023-08-30,334.94,1.18,0.35,13.68,0.91,2.14
2023-08-31,334.75,-0.19,-0.06,13.67,0.91,2.14
2023-09-01,338.28,3.53,1.05,13.82,0.92,2.12
2023-09-04,341.02,2.74,0.81,13.93,0.93,2.1
2023-09-05,340.29,-0.73,-0.21,13.9,0.93,2.11
2023-09-06,337.85,-2.44,-0.72,13.8,0.92,2.12
2023-09-07,336.74,-1.11,-0.33,13.75,0.92,2.13
2023-09-08,336.4,-0.34,-0.1,13.74,0.92,2.13
2023-09-11,337.58,1.18,0.35,13.79,0.92,2.13
2023-09-12,335.54,-2.04,-0.6,13.7,0.91,2.14
2023-09-13,335.99,0.45,0.13,13.72,0.92,2.14
2023-09-14,341.19,5.2,1.55,13.93,0.93,2.1
2023-09-15,344.98,3.79,1.11,14.09,0.94,2.08
2023-09-18,340.67,-4.31,-1.25,13.91,0.93,2.11
2023-09-19,338.82,-1.85,-0.54,17.18,0.91,2.12
2023-09-20,338.75,-0.07,-0.02,17.18,0.91,2.12
2023-09-21,333.04,-5.71,-1.69,16.89,0.9,2.16
2023-09-22,332.02,-1.02,-0.31,16.84,0.9,2.16
2023-09-25,331.58,-0.44,-0.13,16.82,0.89,2.16
2023-09-26,326.9,-4.68,-1.41,16.58,0.88,2.2
2023-09-27,326.71,-0.19,-0.06,16.57,0.88,2.2
2023-10-04,319.45,-7.26,-2.22,16.21,0.86,2.25
2023-10-05,318.58,-0.87,-0.27,16.16,0.86,2.25
2023-10-06,318.94,0.36,0.11,16.18,0.86,2.25
2023-10-10,319.11,0.17,0.05,16.19,0.86,2.25
2023-10-11,324.74,5.63,1.76,16.48,0.88,2.21
2023-10-12,328.85,4.11,1.27,16.69,0.89,2.18
2023-10-13,325.77,-3.08,-0.94,16.54,0.88,2.2
2023-10-16,323.29,-2.48,-0.76,16.41,0.87,2.22
2023-10-17,327.35,4.06,1.26,16.62,0.88,2.19
2023-10-18,328.82,1.47,0.45,16.69,0.89,2.18
2023-10-19,322.76,-6.06,-1.84,16.38,0.87,2.22
2023-10-20,317.96,-4.8,-1.49,16.14,0.86,2.26
2023-10-23,315.5,-2.46,-0.77,16.01,0.85,2.27
2023-10-24,318.43,2.93,0.93,16.16,0.86,2.25
2023-10-25,316.49,-1.94,-0.61,16.06,0.85,2.27
2023-10-26,307.75,-8.74,-2.76,15.62,0.83,2.33
2023-10-27,308.53,0.78,0.25,15.66,0.83,2.33
2023-10-30,308.95,0.42,0.14,15.68,0.83,2.32
2023-10-31,305.56,-3.39,-1.1,15.5,0.82,2.35
2023-11-01,309.71,4.15,1.36,15.72,0.84,2.32
2023-11-02,315.16,5.45,1.76,15.99,0.85,2.28
2023-11-03,318.24,3.08,0.98,16.15,0.86,2.25
