,date,y_rate_0915
0,20181001,32
1,20181002,-4
2,20181004,-166
3,20181005,-45
4,20181008,23
5,20181010,-27
6,20181011,76
7,20181012,81
8,20181015,-90
9,20181016,13
10,20181017,81
11,20181018,-36
12,20181019,5
13,20181022,-41
14,20181023,-27
15,20181024,-54
16,20181025,0
17,20181026,-185
18,20181029,-9
19,20181030,-32
20,20181031,-72
21,20181101,131
22,20181102,72
23,20181105,-113
24,20181106,-108
25,20181107,27
26,20181108,122
27,20181109,27
28,20181112,72
29,20181113,-100
30,20181114,-40
31,20181116,-63
32,20181119,95
33,20181120,36
34,20181121,4
35,20181122,-32
36,20181123,45
37,20181126,73
38,20181127,-81
39,20181128,-72
40,20181129,-9
41,20181130,-49
42,20181203,-73
43,20181204,-23
44,20181205,63
45,20181206,-68
46,20181207,36
47,20181210,23
48,20181211,-81
49,20181212,27
50,20181213,64
51,20181214,-63
52,20181217,14
53,20181218,41
54,20181219,-41
55,20181220,-104
56,20181221,27
57,20181224,-36
58,20181226,85
59,20181227,-50
60,20181228,112
61,20190103,-68
62,20190104,-13
63,20190107,117
64,20190108,23
65,20190109,45
66,20190110,54
67,20190111,-23
68,20190114,-22
69,20190115,9
70,20190116,-18
71,20190117,-23
72,20190118,-10
73,20190121,-140
74,20190122,-4
75,20190123,40
76,20190124,77
77,20190125,104
78,20190128,9
79,20190129,-13
80,20190130,-9
81,20190131,-68
82,20190201,63
83,20190207,-81
84,20190208,-68
85,20190211,-32
86,20190212,0
87,20190213,31
88,20190214,-9
89,20190215,-99
90,20190218,13
91,20190219,-185
92,20190220,-18
93,20190221,18
94,20190222,-68
95,20190225,-22
96,20190226,4
97,20190227,-27
98,20190228,-144
99,20190304,31
100,20190305,-68
101,20190306,-81
102,20190307,-18
103,20190308,-4
104,20190311,49
105,20190312,104
106,20190313,-45
107,20190314,32
108,20190315,176
109,20190318,-13
110,20190319,-109
111,20190320,9
112,20190321,185
113,20190322,50
114,20190325,-22
115,20190326,-22
116,20190327,-90
117,20190328,-9
118,20190329,40
119,20190401,176
120,20190402,63
121,20190403,-36
122,20190404,36
123,20190405,49
124,20190408,-27
125,20190409,-31
126,20190410,23
127,20190411,-14
128,20190412,-72
129,20190415,59
130,20190416,59
131,20190417,-4
132,20190418,-22
133,20190419,-27
134,20190422,14
135,20190423,50
136,20190424,-77
137,20190425,-14
138,20190426,-40
139,20190429,42
140,20190430,-32
141,20190502,51
142,20190503,-50
143,20190507,-96
144,20190508,87
145,20190509,13
146,20190510,78
147,20190513,-32
148,20190514,14
149,20190515,-179
150,20190516,-5
151,20190517,-60
152,20190520,115
153,20190521,9
154,20190522,-101
155,20190523,-69
156,20190524,4
157,20190527,-28
158,20190528,9
159,20190529,-128
160,20190530,115
161,20190531,-87
162,20190603,111
163,20190604,23
164,20190605,-41
165,20190607,-96
166,20190610,101
167,20190611,36
168,20190612,73
169,20190613,36
170,20190614,18
171,20190617,-22
172,20190618,82
173,20190619,50
174,20190620,-27
175,20190621,-32
176,20190624,-4
177,20190625,32
178,20190626,27
179,20190627,-28
180,20190628,18
181,20190701,-4
182,20190702,-87
183,20190703,27
184,20190704,41
185,20190705,9
186,20190708,-87
187,20190709,51
188,20190710,83
189,20190711,78
190,20190712,-9
191,20190715,-23
192,20190716,5
193,20190717,-28
194,20190718,37
195,20190719,46
196,20190722,-32
197,20190723,-10
198,20190724,-14
199,20190725,-42
200,20190726,9
201,20190729,-33
202,20190730,-4
203,20190731,105
204,20190801,19
205,20190802,-69
206,20190805,-46
207,20190806,-19
208,20190807,32
209,20190808,-55
210,20190809,4
211,20190812,-5
212,20190813,-60
213,20190814,124
214,20190816,-87
215,20190819,-55
