,date,y_rate_1025
0,20181001,-112
1,20181002,-58
2,20181004,-333
3,20181005,31
4,20181008,176
5,20181010,-63
6,20181011,-41
7,20181012,99
8,20181015,-41
9,20181016,-41
10,20181017,108
11,20181018,32
12,20181019,23
13,20181022,13
14,20181023,-122
15,20181024,-135
16,20181025,-131
17,20181026,-153
18,20181029,31
19,20181030,203
20,20181031,-45
21,20181101,149
22,20181102,234
23,20181105,-329
24,20181106,46
25,20181107,99
26,20181108,54
27,20181109,-50
28,20181112,244
29,20181113,-154
30,20181114,-50
31,20181115,104
32,20181116,-104
33,20181119,-9
34,20181120,77
35,20181121,-32
36,20181122,-36
37,20181123,0
38,20181126,167
39,20181127,-86
40,20181128,-81
41,20181129,-113
42,20181130,-58
43,20181203,76
44,20181204,-99
45,20181205,90
46,20181206,-118
47,20181207,45
48,20181210,59
49,20181211,-127
50,20181212,122
51,20181213,50
52,20181214,-320
53,20181217,14
54,20181218,90
55,20181219,22
56,20181220,4
57,20181221,63
58,20181224,-9
59,20181226,54
60,20181227,27
61,20181228,112
62,20190102,-32
63,20190103,-113
64,20190104,-4
65,20190107,139
66,20190108,5
67,20190109,216
68,20190110,-41
69,20190111,-27
70,20190114,-13
71,20190115,235
72,20190116,-22
73,20190117,76
74,20190118,0
75,20190121,-262
76,20190122,-99
77,20190123,130
78,20190124,140
79,20190125,86
80,20190128,-13
81,20190129,-54
82,20190130,54
83,20190131,-199
84,20190201,86
85,20190207,-203
86,20190208,-167
87,20190211,-63
88,20190212,113
89,20190213,36
90,20190214,0
91,20190215,-72
92,20190218,81
93,20190219,0
94,20190220,59
95,20190221,-67
96,20190222,-54
97,20190225,-117
98,20190226,18
99,20190227,-40
100,20190228,5
101,20190304,-154
102,20190305,-19
103,20190306,-45
104,20190307,135
105,20190308,-81
106,20190311,-37
107,20190312,50
108,20190313,-139
109,20190314,-36
110,20190315,189
111,20190318,-58
112,20190319,9
113,20190320,-181
114,20190321,307
115,20190322,23
116,20190325,-81
117,20190326,27
118,20190327,-54
119,20190328,-59
120,20190329,-36
121,20190401,185
122,20190402,41
123,20190403,59
124,20190404,40
125,20190405,49
126,20190408,-95
127,20190409,-49
128,20190410,72
129,20190411,-41
130,20190412,23
131,20190415,63
132,20190416,50
133,20190417,-22
134,20190418,-153
135,20190419,-32
136,20190422,72
137,20190423,-27
138,20190424,-91
139,20190425,-14
140,20190426,-81
141,20190429,55
142,20190430,-257
143,20190502,175
144,20190503,-165
145,20190507,-101
146,20190508,161
147,20190509,-92
148,20190510,-23
149,20190513,41
150,20190514,152
151,20190515,-5
152,20190516,-202
153,20190517,9
154,20190520,151
155,20190521,160
156,20190522,-202
157,20190523,-115
158,20190524,-33
159,20190527,32
160,20190528,-69
161,20190529,-271
162,20190530,128
163,20190531,-27
164,20190603,207
165,20190604,-32
166,20190605,-59
167,20190607,-9
168,20190610,-23
169,20190611,100
170,20190612,37
171,20190613,-92
172,20190614,50
173,20190617,78
174,20190618,105
175,20190619,9
176,20190620,-18
177,20190621,-101
178,20190624,9
179,20190625,68
180,20190626,18
181,20190627,82
182,20190628,-28
183,20190701,-137
184,20190702,87
185,20190703,-138
186,20190704,64
187,20190705,-23
188,20190708,-193
189,20190709,-27
190,20190710,83
191,20190711,73
192,20190712,55
193,20190715,-14
194,20190716,-50
195,20190717,-129
196,20190718,-59
197,20190719,69
198,20190722,92
199,20190723,46
200,20190724,69
201,20190725,-133
202,20190726,-14
203,20190729,-244
204,20190730,-37
205,20190731,-138
206,20190801,125
207,20190802,-56
208,20190805,-211
209,20190806,124
210,20190807,4
211,20190808,-133
212,20190809,4
213,20190812,27
214,20190813,-69
215,20190814,106
216,20190816,-50
217,20190819,-69
218,20190820,-5
219,20190821,65
220,20190822,-83
221,20190823,36
222,20190826,46
223,20190827,60
224,20190828,69
225,20190829,-97
226,20190830,174
227,20190902,37
228,20190903,111
229,20190904,143
230,20190905,87
231,20190906,-60
232,20190909,197
233,20190910,59
234,20190911,64
235,20190916,-92
236,20190917,-19
237,20190918,-28
238,20190919,253
239,20190920,32
240,20190923,69
241,20190924,-18
242,20190925,-55
243,20190926,96
244,20190927,-92
245,20190930,78
246,20191001,147
247,20191002,-147
248,20191004,120
249,20191007,-138
