,date,y_rate_0945
0,20181001,-121
1,20181002,59
2,20181004,-256
3,20181005,54
4,20181008,72
5,20181010,-184
6,20181011,85
7,20181012,103
8,20181015,-131
9,20181016,-36
10,20181017,108
11,20181018,0
12,20181019,-139
13,20181022,-9
14,20181023,-167
15,20181024,-76
16,20181025,-45
17,20181026,-104
18,20181029,135
19,20181030,95
20,20181031,-140
21,20181101,14
22,20181102,113
23,20181105,-239
24,20181106,-58
25,20181107,90
26,20181108,63
27,20181109,63
28,20181112,135
29,20181113,-231
30,20181114,-77
31,20181116,0
32,20181119,50
33,20181120,95
34,20181121,-36
35,20181122,49
36,20181123,-41
37,20181126,100
38,20181127,-36
39,20181128,-108
40,20181129,-50
41,20181130,23
42,20181203,-23
43,20181204,-18
44,20181205,108
45,20181206,-68
46,20181207,22
47,20181210,-58
48,20181211,-113
49,20181212,81
50,20181213,23
51,20181214,-212
52,20181217,-4
53,20181218,59
54,20181219,54
55,20181220,-100
56,20181221,-9
57,20181224,-36
58,20181226,0
59,20181227,-9
60,20181228,99
61,20190103,-117
62,20190104,5
63,20190107,162
64,20190108,27
65,20190109,166
66,20190110,-5
67,20190111,-41
68,20190114,-13
69,20190115,190
70,20190116,9
71,20190117,-55
72,20190118,-37
73,20190121,-108
74,20190122,-126
75,20190123,85
76,20190124,68
77,20190125,77
78,20190128,-40
79,20190129,-45
80,20190130,54
81,20190131,-135
82,20190201,59
83,20190207,-103
84,20190208,-18
85,20190211,-27
86,20190212,131
87,20190213,-23
88,20190214,-58
89,20190215,-126
90,20190218,45
91,20190219,-95
92,20190220,-22
93,20190221,-45
94,20190222,9
95,20190225,-41
96,20190226,9
97,20190227,-22
98,20190228,-86
99,20190304,36
100,20190305,-5
101,20190306,-31
102,20190307,63
103,20190308,23
104,20190311,-55
105,20190312,95
106,20190313,-67
107,20190314,-36
108,20190315,104
109,20190318,36
110,20190319,-41
111,20190320,-81
112,20190321,320
113,20190322,0
114,20190325,-54
115,20190326,-45
116,20190327,-149
117,20190328,-68
118,20190329,0
119,20190401,144
120,20190402,99
121,20190403,-18
122,20190404,63
123,20190405,54
124,20190408,-109
125,20190409,14
126,20190410,5
127,20190411,-27
128,20190412,-9
129,20190415,36
130,20190416,59
131,20190417,-4
132,20190418,-40
133,20190419,32
134,20190422,118
135,20190423,-9
136,20190424,-104
137,20190425,45
138,20190426,-117
139,20190429,37
140,20190430,-92
141,20190502,170
142,20190503,-87
143,20190507,-96
144,20190508,142
145,20190509,-55
146,20190510,-64
147,20190513,92
148,20190514,28
149,20190515,-60
150,20190516,-92
151,20190517,27
