,date,y_rate_1410
0,20181001,-81
1,20181002,-198
2,20181004,-450
3,20181005,-14
4,20181008,27
5,20181010,-220
6,20181011,-297
7,20181012,423
8,20181015,-95
9,20181016,-126
10,20181017,-40
11,20181018,-112
12,20181019,162
13,20181022,234
14,20181023,-405
15,20181024,-188
16,20181025,4
17,20181026,-378
18,20181029,-68
19,20181030,397
20,20181031,-50
21,20181101,50
22,20181102,410
23,20181105,-280
24,20181106,-108
25,20181107,112
26,20181108,32
27,20181109,-86
28,20181112,216
29,20181113,108
30,20181114,-104
31,20181115,36
32,20181116,-27
33,20181119,-40
34,20181120,0
35,20181121,189
36,20181122,-54
37,20181123,-190
38,20181126,262
39,20181127,149
40,20181128,36
41,20181129,-239
42,20181130,-126
43,20181203,81
44,20181204,-212
45,20181205,140
46,20181206,-285
47,20181207,36
48,20181210,9
49,20181211,-54
50,20181212,216
51,20181213,140
52,20181214,-433
53,20181217,59
54,20181218,-5
55,20181219,122
56,20181220,-185
57,20181221,-13
58,20181224,36
59,20181226,-136
60,20181227,4
61,20181228,130
62,20190102,-483
63,20190103,-90
64,20190104,149
65,20190107,67
66,20190108,-31
67,20190109,401
68,20190110,40
69,20190111,18
70,20190114,-158
71,20190115,352
72,20190116,77
73,20190117,40
74,20190118,27
75,20190121,-131
76,20190122,-212
77,20190123,180
78,20190124,154
79,20190125,361
80,20190128,86
81,20190129,50
82,20190130,285
83,20190131,-135
84,20190201,-59
85,20190207,-81
86,20190208,-239
87,20190211,-41
88,20190212,158
89,20190213,-14
90,20190214,41
91,20190215,-320
92,20190218,-14
93,20190219,13
94,20190220,82
95,20190221,127
96,20190222,-14
97,20190225,-113
98,20190226,-108
99,20190227,-18
100,20190228,-113
101,20190304,-154
102,20190305,-104
103,20190306,-90
104,20190307,-32
105,20190308,-144
106,20190311,-28
107,20190312,90
108,20190313,-185
109,20190314,-135
110,20190315,275
111,20190318,-76
112,20190319,-54
113,20190320,-153
114,20190321,149
115,20190322,-95
116,20190325,-99
117,20190326,23
118,20190327,81
119,20190328,18
120,20190329,72
121,20190401,216
122,20190402,45
123,20190403,239
124,20190404,0
125,20190405,31
126,20190408,-122
127,20190409,140
128,20190410,131
129,20190411,-99
130,20190412,63
131,20190415,50
132,20190416,122
133,20190417,-18
134,20190418,-397
135,20190419,-45
136,20190422,-63
137,20190423,45
138,20190424,-465
139,20190425,27
140,20190426,-50
141,20190429,276
142,20190430,-124
143,20190502,230
144,20190503,-183
145,20190507,-60
146,20190508,248
147,20190509,-399
148,20190510,-289
149,20190513,-92
150,20190514,225
151,20190515,36
152,20190516,-284
153,20190517,-133
154,20190520,23
155,20190521,243
156,20190522,0
157,20190523,-37
158,20190524,-106
159,20190527,-28
160,20190528,-18
161,20190529,-243
162,20190530,101
163,20190531,74
164,20190603,349
165,20190604,-27
166,20190605,-165
167,20190607,55
168,20190610,248
169,20190611,155
170,20190612,-32
171,20190613,-106
172,20190614,-5
173,20190617,19
174,20190618,128
175,20190619,69
176,20190620,69
177,20190621,-74
178,20190624,23
179,20190625,-60
180,20190626,27
181,20190627,266
182,20190628,-60
183,20190701,-156
184,20190702,0
185,20190703,-271
186,20190704,59
187,20190705,-28
188,20190708,-243
189,20190709,-36
190,20190710,74
191,20190711,174
192,20190712,65
193,20190715,100
194,20190716,51
195,20190717,-92
196,20190718,-23
197,20190719,252
198,20190722,46
199,20190723,110
200,20190724,-27
201,20190725,-106
202,20190726,42
203,20190729,-308
204,20190730,23
205,20190731,-28
206,20190801,175
207,20190802,27
208,20190805,-363
209,20190806,285
210,20190807,-143
211,20190808,-23
212,20190809,60
213,20190812,55
214,20190813,-78
215,20190814,-37
216,20190816,-4
217,20190819,-27
218,20190820,225
219,20190821,37
220,20190822,-152
221,20190823,73
222,20190826,69
223,20190827,-9
224,20190828,92
225,20190829,-69
226,20190830,271
227,20190902,74
228,20190903,-4
229,20190904,157
230,20190905,285
231,20190906,-69
232,20190909,137
233,20190910,55
234,20190911,51
235,20190916,-60
236,20190917,18
237,20190918,115
238,20190919,115
239,20190920,119
240,20190923,37
241,20190924,65
242,20190925,-129
243,20190926,-101
244,20190927,-271
245,20190930,239
